r,szn,HDD-CDD,t,Value
p2,spri,cdd,2028,2.21370254347
p2,spri,cdd,2030,2.22857320442
p2,spri,cdd,2032,2.8932380461799996
p2,spri,cdd,2034,2.6038503154900003
p2,spri,cdd,2036,3.1615168544700003
p2,spri,cdd,2038,3.58668964051
p2,spri,cdd,2040,3.8141494659800004
p2,spri,cdd,2042,3.9362549521399997
p2,spri,cdd,2044,5.17034592351
p2,spri,cdd,2046,4.56767827288
p2,spri,cdd,2048,5.1585039659300005
p2,spri,cdd,2050,5.50518597392
p2,spri,hdd,2010,735.760201505
p2,spri,hdd,2012,719.1450263239999
p2,spri,hdd,2014,718.605141564
p2,spri,hdd,2016,710.565958988
p2,spri,hdd,2018,708.803462136
p2,spri,hdd,2020,709.959364435
p2,spri,hdd,2022,707.596486293
p2,spri,hdd,2024,709.075236713
p2,spri,hdd,2026,699.223223397
p2,spri,hdd,2028,713.943972535
p2,spri,hdd,2030,714.922619308
p2,spri,hdd,2032,724.377105095
p2,spri,hdd,2034,724.576203008
p2,spri,hdd,2036,703.680980852
p2,spri,hdd,2038,694.7311668780001
p2,spri,hdd,2040,685.955090481
p2,spri,hdd,2042,697.328016155
p2,spri,hdd,2044,685.459146702
p2,spri,hdd,2046,679.019496551
p2,spri,hdd,2048,665.31252563
p2,spri,hdd,2050,650.632484872
p2,summ,cdd,2010,118.70756366
p2,summ,cdd,2012,116.98934610399999
p2,summ,cdd,2014,117.484352802
p2,summ,cdd,2016,129.330164051
p2,summ,cdd,2018,129.088420535
p2,summ,cdd,2020,128.303897326
p2,summ,cdd,2022,122.88971263
p2,summ,cdd,2024,130.21237152700002
p2,summ,cdd,2026,134.290974113
p2,summ,cdd,2028,144.67736267200002
p2,summ,cdd,2030,146.468255545
p2,summ,cdd,2032,152.32496234299998
p2,summ,cdd,2034,159.3911009
p2,summ,cdd,2036,161.672161652
p2,summ,cdd,2038,174.331316411
p2,summ,cdd,2040,183.783737238
p2,summ,cdd,2042,189.30786760900003
p2,summ,cdd,2044,185.346225858
p2,summ,cdd,2046,195.74065569200002
p2,summ,cdd,2048,209.833596613
p2,summ,cdd,2050,226.53206599400002
p2,summ,hdd,2010,116.169382288
p2,summ,hdd,2012,117.57290515
p2,summ,hdd,2014,119.048949452
p2,summ,hdd,2016,109.551149834
p2,summ,hdd,2018,104.081633009
p2,summ,hdd,2020,103.707090693
p2,summ,hdd,2022,102.179919521
p2,summ,hdd,2024,101.335747648
p2,summ,hdd,2026,94.8007972468
p2,summ,hdd,2028,90.2748558207
p2,summ,hdd,2030,93.59574191739999
p2,summ,hdd,2032,85.92486904549999
p2,summ,hdd,2034,87.7191375513
p2,summ,hdd,2036,88.1723145541
p2,summ,hdd,2038,82.5021821408
p2,summ,hdd,2040,75.1441670897
p2,summ,hdd,2042,76.2305525209
p2,summ,hdd,2044,73.6837783905
p2,summ,hdd,2046,72.7907830004
p2,summ,hdd,2048,66.7394399544
p2,summ,hdd,2050,59.044963859
p2,fall,cdd,2010,6.81160301229
p2,fall,cdd,2012,7.56150452768
p2,fall,cdd,2014,8.40748298263
p2,fall,cdd,2016,8.92769969343
p2,fall,cdd,2018,9.672215501950001
p2,fall,cdd,2020,10.246084915199999
p2,fall,cdd,2022,8.830105837060001
p2,fall,cdd,2024,10.2737257886
p2,fall,cdd,2026,13.492595274400001
p2,fall,cdd,2028,13.6981476374
p2,fall,cdd,2030,12.6589239683
p2,fall,cdd,2032,12.6113558288
p2,fall,cdd,2034,12.6018758123
p2,fall,cdd,2036,15.0457152352
p2,fall,cdd,2038,19.5899139052
p2,fall,cdd,2040,24.6155990579
p2,fall,cdd,2042,25.8249787971
p2,fall,cdd,2044,25.8694852287
p2,fall,cdd,2046,23.9642551982
p2,fall,cdd,2048,28.078084522399998
p2,fall,cdd,2050,33.7850252956
p2,fall,hdd,2010,335.01509026900004
p2,fall,hdd,2012,326.998366442
p2,fall,hdd,2014,318.911823233
p2,fall,hdd,2016,310.083142716
p2,fall,hdd,2018,305.383849257
p2,fall,hdd,2020,309.586024932
p2,fall,hdd,2022,301.695831313
p2,fall,hdd,2024,291.374189383
p2,fall,hdd,2026,281.676160939
p2,fall,hdd,2028,285.14486956900004
p2,fall,hdd,2030,298.796485992
p2,fall,hdd,2032,297.30929508
p2,fall,hdd,2034,296.45457178099997
p2,fall,hdd,2036,293.03615484799997
p2,fall,hdd,2038,280.448395078
p2,fall,hdd,2040,267.04644931400003
p2,fall,hdd,2042,263.675297129
p2,fall,hdd,2044,257.503453469
p2,fall,hdd,2046,254.833963565
p2,fall,hdd,2048,246.147210285
p2,fall,hdd,2050,220.94633060099997
p2,wint,cdd,2010,0.0
p2,wint,cdd,2012,0.0
p2,wint,cdd,2014,0.0
p2,wint,cdd,2016,0.0
p2,wint,cdd,2018,0.0
p2,wint,cdd,2020,0.0
p2,wint,cdd,2022,0.0
p2,wint,cdd,2024,0.0
p2,wint,cdd,2026,0.0
p2,wint,cdd,2028,0.0
p2,wint,cdd,2030,0.0
p2,wint,cdd,2032,0.0
p2,wint,cdd,2034,0.0
p2,wint,cdd,2036,0.0
p2,wint,cdd,2038,0.0
p2,wint,cdd,2040,0.0
p2,wint,cdd,2042,0.0
p2,wint,cdd,2044,0.0
p2,wint,cdd,2046,0.0
p2,wint,cdd,2048,0.0
p2,wint,cdd,2050,0.0
p2,wint,hdd,2010,1748.88024405
p2,wint,hdd,2012,1733.5674502
p2,wint,hdd,2014,1728.14710304
p2,wint,hdd,2016,1711.74211747
p2,wint,hdd,2018,1714.51276964
p2,wint,hdd,2020,1723.4442605999998
p2,wint,hdd,2022,1710.81466585
p2,wint,hdd,2024,1681.43438782
p2,wint,hdd,2026,1669.37236575
p2,wint,hdd,2028,1680.68273787
p2,wint,hdd,2030,1677.13073892
p2,wint,hdd,2032,1667.83030306
p2,wint,hdd,2034,1665.74252807
p2,wint,hdd,2036,1651.5243205
p2,wint,hdd,2038,1632.68903887
p2,wint,hdd,2040,1610.28803393
p2,wint,hdd,2042,1594.55083351
p2,wint,hdd,2044,1595.32194248
p2,wint,hdd,2046,1603.97509363
p2,wint,hdd,2048,1592.0890592
p2,wint,hdd,2050,1562.46094795
p3,spri,cdd,2010,3.7793668279300006
p3,spri,cdd,2012,2.8509566685900003
p3,spri,cdd,2014,2.4228678401900003
p3,spri,cdd,2016,2.73167080168
p3,spri,cdd,2018,2.66348008993
p3,spri,cdd,2020,2.3999205689300003
p3,spri,cdd,2022,2.1108723404900003
p3,spri,cdd,2024,2.1108723404900003
p3,spri,cdd,2026,3.2540137004400003
p3,spri,cdd,2028,3.3601609023799996
p3,spri,cdd,2030,2.9196784557999997
p3,spri,cdd,2032,3.4131928481700005
p3,spri,cdd,2034,3.2894625906700004
p3,spri,cdd,2036,3.89146498505
p3,spri,cdd,2038,4.34414734611
p3,spri,cdd,2040,4.72437025202
p3,spri,cdd,2042,4.72063541911
p3,spri,cdd,2044,5.91526842056
p3,spri,cdd,2046,4.60060571505
p3,spri,cdd,2048,4.882609122790001
p3,spri,cdd,2050,5.13418233364
p3,spri,hdd,2010,851.0624597489999
p3,spri,hdd,2012,831.6106074019999
p3,spri,hdd,2014,830.348310892
p3,spri,hdd,2016,822.428019737
p3,spri,hdd,2018,822.246094186
p3,spri,hdd,2020,823.19743667
p3,spri,hdd,2022,819.450286373
p3,spri,hdd,2024,818.3672247589999
p3,spri,hdd,2026,804.0469900960001
p3,spri,hdd,2028,822.025898667
p3,spri,hdd,2030,822.442297139
p3,spri,hdd,2032,833.7143759689999
p3,spri,hdd,2034,837.5055409619999
p3,spri,hdd,2036,811.686598248
p3,spri,hdd,2038,800.570046739
p3,spri,hdd,2040,791.842766405
p3,spri,hdd,2042,814.617292798
p3,spri,hdd,2044,803.930040831
p3,spri,hdd,2046,797.788965433
p3,spri,hdd,2048,783.155344607
p3,spri,hdd,2050,769.0480602189999
p3,summ,cdd,2010,188.97576520099997
p3,summ,cdd,2012,183.117985309
p3,summ,cdd,2014,181.606672937
p3,summ,cdd,2016,199.644095805
p3,summ,cdd,2018,209.75420296599998
p3,summ,cdd,2020,213.75903178099998
p3,summ,cdd,2022,205.340046797
p3,summ,cdd,2024,215.969278535
p3,summ,cdd,2026,217.232865813
p3,summ,cdd,2028,239.645902072
p3,summ,cdd,2030,244.191616228
p3,summ,cdd,2032,255.68102817599998
p3,summ,cdd,2034,267.003861265
p3,summ,cdd,2036,264.844609858
p3,summ,cdd,2038,275.81869852
p3,summ,cdd,2040,288.111053591
p3,summ,cdd,2042,296.881410518
p3,summ,cdd,2044,294.685564344
p3,summ,cdd,2046,304.898146247
p3,summ,cdd,2048,316.189786626
p3,summ,cdd,2050,336.07957944099996
p3,summ,hdd,2010,104.889217962
p3,summ,hdd,2012,107.30150854799999
p3,summ,hdd,2014,110.821942814
p3,summ,hdd,2016,103.21487211799999
p3,summ,hdd,2018,93.422275337
p3,summ,hdd,2020,91.83738899139999
p3,summ,hdd,2022,92.9758203211
p3,summ,hdd,2024,93.9603451022
p3,summ,hdd,2026,88.1127776501
p3,summ,hdd,2028,81.9933798341
p3,summ,hdd,2030,85.4408116162
p3,summ,hdd,2032,78.3301217571
p3,summ,hdd,2034,77.5423188072
p3,summ,hdd,2036,78.8394872092
p3,summ,hdd,2038,75.6846282838
p3,summ,hdd,2040,69.9542346965
p3,summ,hdd,2042,72.283625535
p3,summ,hdd,2044,70.2337731462
p3,summ,hdd,2046,69.04680850279999
p3,summ,hdd,2048,64.9755959712
p3,summ,hdd,2050,58.841470415299995
p3,fall,cdd,2010,8.13680732452
p3,fall,cdd,2012,9.73404007257
p3,fall,cdd,2014,10.789345326400001
p3,fall,cdd,2016,11.425636795
p3,fall,cdd,2018,12.5115838551
p3,fall,cdd,2020,14.092745473399999
p3,fall,cdd,2022,11.971278961
p3,fall,cdd,2024,12.437113263299999
p3,fall,cdd,2026,16.6440943829
p3,fall,cdd,2028,17.3609351785
p3,fall,cdd,2030,16.0429456352
p3,fall,cdd,2032,15.6618604469
p3,fall,cdd,2034,15.8690186523
p3,fall,cdd,2036,18.337754984300002
p3,fall,cdd,2038,25.7202723461
p3,fall,cdd,2040,31.843675125300003
p3,fall,cdd,2042,34.6291441673
p3,fall,cdd,2044,34.0781618221
p3,fall,cdd,2046,30.9475132044
p3,fall,cdd,2048,34.7750288836
p3,fall,cdd,2050,42.6033131434
p3,fall,hdd,2010,430.902952819
p3,fall,hdd,2012,419.235894912
p3,fall,hdd,2014,410.45864439999997
p3,fall,hdd,2016,399.42503697800004
p3,fall,hdd,2018,392.45948593199995
p3,fall,hdd,2020,398.398468321
p3,fall,hdd,2022,391.629959875
p3,fall,hdd,2024,378.45744172
p3,fall,hdd,2026,364.502240753
p3,fall,hdd,2028,365.277173858
p3,fall,hdd,2030,383.320052021
p3,fall,hdd,2032,383.298802444
p3,fall,hdd,2034,380.859857116
p3,fall,hdd,2036,378.276619617
p3,fall,hdd,2038,364.03229844199996
p3,fall,hdd,2040,347.308262841
p3,fall,hdd,2042,345.296810665
p3,fall,hdd,2044,337.05127155400004
p3,fall,hdd,2046,336.376275561
p3,fall,hdd,2048,330.489867885
p3,fall,hdd,2050,300.591241022
p3,wint,cdd,2010,0.0
p3,wint,cdd,2012,0.0
p3,wint,cdd,2014,0.0
p3,wint,cdd,2016,0.0
p3,wint,cdd,2018,0.0
p3,wint,cdd,2020,0.0
p3,wint,cdd,2022,0.0
p3,wint,cdd,2024,0.0
p3,wint,cdd,2026,0.0
p3,wint,cdd,2028,0.0
p3,wint,cdd,2030,0.0
p3,wint,cdd,2032,0.0
p3,wint,cdd,2034,0.0
p3,wint,cdd,2036,0.0
p3,wint,cdd,2038,0.0
p3,wint,cdd,2040,0.0
p3,wint,cdd,2042,0.0
p3,wint,cdd,2044,0.0
p3,wint,cdd,2046,0.0
p3,wint,cdd,2048,0.0
p3,wint,cdd,2050,0.0
p3,wint,hdd,2010,2279.33132807
p3,wint,hdd,2012,2263.93077927
p3,wint,hdd,2014,2255.75534294
p3,wint,hdd,2016,2240.49172965
p3,wint,hdd,2018,2249.13423069
p3,wint,hdd,2020,2253.97750726
p3,wint,hdd,2022,2233.77088188
p3,wint,hdd,2024,2201.64666723
p3,wint,hdd,2026,2191.35502315
p3,wint,hdd,2028,2205.53919955
p3,wint,hdd,2030,2199.89091981
p3,wint,hdd,2032,2190.9067456000002
p3,wint,hdd,2034,2186.92916617
p3,wint,hdd,2036,2170.94725965
p3,wint,hdd,2038,2152.37412882
p3,wint,hdd,2040,2128.40961616
p3,wint,hdd,2042,2118.00125522
p3,wint,hdd,2044,2119.72464325
p3,wint,hdd,2046,2128.76903055
p3,wint,hdd,2048,2116.51954836
p3,wint,hdd,2050,2086.52641554
p4,spri,cdd,2010,21.3153902022
p4,spri,cdd,2012,18.221051825
p4,spri,cdd,2014,16.456956741400003
p4,spri,cdd,2016,17.0591151086
p4,spri,cdd,2018,16.2678300954
p4,spri,cdd,2020,15.327105135999998
p4,spri,cdd,2022,13.9686248398
p4,spri,cdd,2024,13.0860476015
p4,spri,cdd,2026,17.161067454
p4,spri,cdd,2028,17.5653572621
p4,spri,cdd,2030,16.3536196502
p4,spri,cdd,2032,17.402419468599998
p4,spri,cdd,2034,18.5193769774
p4,spri,cdd,2036,21.0770338804
p4,spri,cdd,2038,22.0772210601
p4,spri,cdd,2040,24.4936685271
p4,spri,cdd,2042,25.2362454869
p4,spri,cdd,2044,28.651019811599998
p4,spri,cdd,2046,25.5861938662
p4,spri,cdd,2048,26.5352771909
p4,spri,cdd,2050,28.227827675300002
p4,spri,hdd,2010,575.605894671
p4,spri,hdd,2012,553.332666317
p4,spri,hdd,2014,551.9109785640001
p4,spri,hdd,2016,543.571807166
p4,spri,hdd,2018,543.521929578
p4,spri,hdd,2020,546.9189794609999
p4,spri,hdd,2022,543.1973813980001
p4,spri,hdd,2024,541.6298763990001
p4,spri,hdd,2026,529.512334443
p4,spri,hdd,2028,546.523860286
p4,spri,hdd,2030,546.214519596
p4,spri,hdd,2032,557.167510022
p4,spri,hdd,2034,560.966964986
p4,spri,hdd,2036,535.849034783
p4,spri,hdd,2038,527.527172324
p4,spri,hdd,2040,518.694593339
p4,spri,hdd,2042,538.489263027
p4,spri,hdd,2044,529.138033465
p4,spri,hdd,2046,522.45290505
p4,spri,hdd,2048,509.649778632
p4,spri,hdd,2050,496.146189638
p4,summ,cdd,2010,369.834515415
p4,summ,cdd,2012,359.84272939699997
p4,summ,cdd,2014,354.22184376300004
p4,summ,cdd,2016,375.03848481800003
p4,summ,cdd,2018,384.87851126
p4,summ,cdd,2020,386.598772931
p4,summ,cdd,2022,375.386076215
p4,summ,cdd,2024,384.380305834
p4,summ,cdd,2026,391.411536495
p4,summ,cdd,2028,414.609699555
p4,summ,cdd,2030,416.30586232699994
p4,summ,cdd,2032,432.218629344
p4,summ,cdd,2034,445.14013034699997
p4,summ,cdd,2036,444.298446118
p4,summ,cdd,2038,459.321950496
p4,summ,cdd,2040,474.61380208400004
p4,summ,cdd,2042,483.079398277
p4,summ,cdd,2044,481.225369424
p4,summ,cdd,2046,491.97659793699995
p4,summ,cdd,2048,508.34615917400004
p4,summ,cdd,2050,532.028618242
p4,summ,hdd,2010,37.6603923574
p4,summ,hdd,2012,38.229711996
p4,summ,hdd,2014,39.4016733084
p4,summ,hdd,2016,35.933954751
p4,summ,hdd,2018,32.0956739375
p4,summ,hdd,2020,31.2771265906
p4,summ,hdd,2022,31.667105689699998
p4,summ,hdd,2024,32.9954758056
p4,summ,hdd,2026,29.839795984200002
p4,summ,hdd,2028,28.3099332852
p4,summ,hdd,2030,30.2264861019
p4,summ,hdd,2032,26.865307676599997
p4,summ,hdd,2034,28.017262913899998
p4,summ,hdd,2036,28.792323432399996
p4,summ,hdd,2038,27.2866436706
p4,summ,hdd,2040,24.7096540387
p4,summ,hdd,2042,26.527206289699997
p4,summ,hdd,2044,25.1404875542
p4,summ,hdd,2046,24.442153124
p4,summ,hdd,2048,23.022392893200003
p4,summ,hdd,2050,20.3465662626
p4,fall,cdd,2010,29.8757442576
p4,fall,cdd,2012,33.5541510048
p4,fall,cdd,2014,35.577229368400005
p4,fall,cdd,2016,39.3133917346
p4,fall,cdd,2018,41.7853804621
p4,fall,cdd,2020,42.3635627214
p4,fall,cdd,2022,38.1835240864
p4,fall,cdd,2024,39.9088112436
p4,fall,cdd,2026,47.38064408899999
p4,fall,cdd,2028,48.2626828689
p4,fall,cdd,2030,43.987129017700006
p4,fall,cdd,2032,42.631901811
p4,fall,cdd,2034,43.447862658599995
p4,fall,cdd,2036,46.057568913699996
p4,fall,cdd,2038,56.1253241822
p4,fall,cdd,2040,65.59782046640001
p4,fall,cdd,2042,70.8283612525
p4,fall,cdd,2044,70.7330927482
p4,fall,cdd,2046,66.5245511982
p4,fall,cdd,2048,73.6018051124
p4,fall,cdd,2050,86.4012609638
p4,fall,hdd,2010,300.136964925
p4,fall,hdd,2012,292.01710214599996
p4,fall,hdd,2014,284.32213725599996
p4,fall,hdd,2016,276.952532363
p4,fall,hdd,2018,272.810900426
p4,fall,hdd,2020,278.57258536
p4,fall,hdd,2022,270.94943926900004
p4,fall,hdd,2024,259.522454942
p4,fall,hdd,2026,250.62051128599998
p4,fall,hdd,2028,252.737200139
p4,fall,hdd,2030,267.20937518200003
p4,fall,hdd,2032,265.852659101
p4,fall,hdd,2034,264.336007705
p4,fall,hdd,2036,261.757110076
p4,fall,hdd,2038,250.254815135
p4,fall,hdd,2040,237.71343364700002
p4,fall,hdd,2042,237.819502222
p4,fall,hdd,2044,231.50178798099998
p4,fall,hdd,2046,228.488648299
p4,fall,hdd,2048,224.092669941
p4,fall,hdd,2050,200.096965318
p4,wint,cdd,2010,0.0
p4,wint,cdd,2012,0.0
p4,wint,cdd,2014,0.0
p4,wint,cdd,2016,0.0
p4,wint,cdd,2018,0.0
p4,wint,cdd,2020,0.0
p4,wint,cdd,2022,0.0
p4,wint,cdd,2024,0.0
p4,wint,cdd,2026,0.0
p4,wint,cdd,2028,0.0
p4,wint,cdd,2030,0.0
p4,wint,cdd,2032,0.0
p4,wint,cdd,2034,0.0
p4,wint,cdd,2036,0.0
p4,wint,cdd,2038,0.0
p4,wint,cdd,2040,0.0
p4,wint,cdd,2042,0.0
p4,wint,cdd,2044,0.0
p4,wint,cdd,2046,0.0
p4,wint,cdd,2048,0.0
p4,wint,cdd,2050,0.0
p4,wint,hdd,2010,1979.78038407
p4,wint,hdd,2012,1964.58138325
p4,wint,hdd,2014,1960.59371005
p4,wint,hdd,2016,1948.94043459
p4,wint,hdd,2018,1956.95257952
p4,wint,hdd,2020,1963.76684286
p4,wint,hdd,2022,1947.09941186
p4,wint,hdd,2024,1912.16562907
p4,wint,hdd,2026,1901.1557085000002
p4,wint,hdd,2028,1914.52670042
p4,wint,hdd,2030,1908.89673219
p4,wint,hdd,2032,1898.01849442
p4,wint,hdd,2034,1894.01041823
p4,wint,hdd,2036,1875.14345698
p4,wint,hdd,2038,1856.56485638
p4,wint,hdd,2040,1831.89199607
p4,wint,hdd,2042,1817.9754901000001
p4,wint,hdd,2044,1820.49063308
p4,wint,hdd,2046,1831.35875048
p4,wint,hdd,2048,1819.12923661
p4,wint,hdd,2050,1786.86558379
p5,spri,cdd,2010,2.4506730166299997
p5,spri,cdd,2012,1.52158931097
p5,spri,cdd,2014,1.7986539026900001
p5,spri,cdd,2016,2.53410477814
p5,spri,cdd,2018,2.46257870443
p5,spri,cdd,2020,2.06116110377
p5,spri,cdd,2022,1.9262656741799997
p5,spri,cdd,2024,1.9558398131299999
p5,spri,cdd,2026,2.82704872609
p5,spri,cdd,2028,2.85053607679
p5,spri,cdd,2030,2.8195617103099995
p5,spri,cdd,2032,3.61005266051
p5,spri,cdd,2034,3.5901503756
p5,spri,cdd,2036,4.16153169762
p5,spri,cdd,2038,4.5426625619
p5,spri,cdd,2040,4.92087939559
p5,spri,cdd,2042,4.92275706574
p5,spri,cdd,2044,6.13757114939
p5,spri,cdd,2046,5.36620216771
p5,spri,cdd,2048,6.082919438719999
p5,spri,cdd,2050,6.32677871179
p5,spri,hdd,2010,835.1243980339999
p5,spri,hdd,2012,822.6793467110001
p5,spri,hdd,2014,823.1043583969999
p5,spri,hdd,2016,818.389357786
p5,spri,hdd,2018,812.8392287810001
p5,spri,hdd,2020,811.9842093660001
p5,spri,hdd,2022,811.582197015
p5,spri,hdd,2024,818.6994281469999
p5,spri,hdd,2026,813.989292807
p5,spri,hdd,2028,824.83470787
p5,spri,hdd,2030,825.943375525
p5,spri,hdd,2032,834.69170255
p5,spri,hdd,2034,831.9308823660001
p5,spri,hdd,2036,812.926926258
p5,spri,hdd,2038,808.8860195980001
p5,spri,hdd,2040,800.437995761
p5,spri,hdd,2042,811.931278035
p5,spri,hdd,2044,797.74728935
