r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p41051,2.68325,5.3665,14.374,24.459,27.097,33.362,51.249,52.24045277,55.00182153,66.70195156,99.51725999,146.303296,163.364,163.364,163.412,163.887,165.012,166.972,168.968,171.456,174.473
p41053,0.179,0.358,0.959,1.730,2.198,2.711,4.486,4.60031528,5.182007327,8.530668375,13.41698375,18.83705931,20.121,20.121,20.122,20.174,20.235,20.365,20.659,21.081,21.69
p41055,0.0055,0.011,0.029,0.055,0.083,0.103,0.175,0.181887188,0.229085874,0.299953178,0.412266107,0.560807386,0.595,0.595,0.595,0.599,0.604,0.609,0.62,0.637,0.656
p41057,0.168,0.336,0.900,2.825,3.887,5.142,6.832,7.107906062,7.659528636,8.185994905,8.633141195,8.997643151,8.165,8.173,8.184,8.199,8.245,8.292,8.357,8.421,8.531
p41059,0.1915,0.383,1.026,2.755,4.646,6.475,11.323,11.64384554,12.53396697,13.63859831,16.06615464,19.4967666,19.358,19.358,19.358,19.434,19.532,19.788,20.223,20.748,21.695
p41061,0.06825,0.1365,0.366,0.632,0.705,0.852,1.372,1.384590672,1.442392543,1.493221456,1.545720093,1.602627921,1.458,1.458,1.459,1.468,1.483,1.513,1.607,1.724,1.892
p41063,0.03175,0.0635,0.170,0.413,0.768,1.132,2.053,2.149947434,2.453127906,2.939541142,3.515929816,4.215608226,4.149,4.149,4.15,4.156,4.156,4.179,4.196,4.246,4.323
p41065,0.06575,0.1315,0.352,0.594,0.652,0.782,1.246,1.257882743,1.307698533,1.348153192,1.376813224,1.400332671,1.254,1.254,1.254,1.257,1.263,1.273,1.289,1.308,1.331
p41067,1.46275,2.9255,7.836,13.545,15.413,18.970,30.833,31.60136614,33.84319562,42.21922782,65.89812577,100.4137425,111.797,111.797,111.818,112.16,112.949,114.104,115.411,117.195,119.285
p41069,0.00475,0.0095,0.025,0.046,0.052,0.063,0.109,0.112402195,0.118785268,0.125434965,0.131125069,0.243878162,0.301,0.301,0.301,0.303,0.307,0.313,0.318,0.327,0.333
p41071,0.261,0.522,1.398,2.433,3.387,4.196,6.865,7.013896953,8.380724908,11.70908132,18.13304132,26.19273936,28.512,28.512,28.512,28.594,28.834,29.15,29.587,29.989,30.508
p41011,0.177,0.354,0.948,1.631,1.817,2.203,3.559,3.611175966,3.783098677,3.947383819,4.638271508,5.667638572,5.811,5.811,5.846,5.915,6.028,6.164,6.307,6.505,6.825
p41015,0.0795,0.159,0.426,0.746,0.835,1.014,1.612,1.627788148,1.693750655,1.760452469,1.826861131,1.897079895,2.053,2.053,2.054,2.065,2.091,2.132,2.182,2.316,2.45
p41019,0.392,0.784,2.100,3.668,4.452,5.511,8.781,9.028961754,10.84551922,16.03713299,24.45149168,34.38120151,37.01,37.01,37.019,37.07,37.489,37.813,38.227,38.987,39.771
p41029,0.7115,1.423,3.812,9.917,21.908,27.898,48.349,49.19026594,51.87522358,55.3680844,60.9398202,68.95683123,66.087,66.149,66.309,66.587,66.94,67.496,68.353,69.187,70.306
p41033,0.257,0.514,1.377,3.586,6.869,9.052,15.612,16.17876318,17.78385159,20.08704626,23.24358532,26.74455584,25.769,25.79,25.891,26.036,26.14,26.509,26.736,27.13,27.574
p41035,0.2755,0.551,1.476,4.068,7.620,10.579,18.436,19.03684444,20.64954619,22.54557158,25.15267743,28.21569185,26.794,26.803,26.832,26.863,26.923,27.062,27.278,27.661,28.119
p41001,0.05525,0.1105,0.296,0.518,0.587,0.722,1.165,1.183288559,1.244063568,1.300160683,1.654620574,2.04767747,2.312,2.312,2.312,2.331,2.357,2.408,2.457,2.546,2.652
p41025,0.023,0.046,0.123,0.245,0.278,0.345,0.557,0.574273031,0.609835083,0.729704276,0.934543924,1.196913559,1.225,1.225,1.225,1.232,1.249,1.263,1.299,1.356,1.412
p41037,0.0285,0.057,0.153,0.317,0.506,0.674,1.233,1.307952812,1.440271377,1.708097005,2.036883487,2.423047544,2.395,2.395,2.395,2.396,2.422,2.451,2.497,2.541,2.619
p41045,0.1235,0.247,0.662,1.119,1.239,1.539,2.276,2.33285646,2.473278978,3.022437293,4.443806364,6.594825132,7.283,7.283,7.294,7.341,7.444,7.56,7.656,7.8,7.939
p06035,0.61625,1.2325,3.054,6.576,9.662,11.661,15.241,14.27712241,14.87679427,15.42959146,15.9739226,16.66126152,15.115,15.115,15.15,15.15,15.173,15.305,15.531,15.83,16.206
p06049,0.104,0.208,0.515,0.598,0.644,0.704,0.940,0.916588806,1.018159442,1.131096165,1.251244302,1.387970184,1.317,1.317,1.317,1.326,1.357,1.386,1.436,1.476,1.51
p06093,0.68825,1.3765,3.411,4.922,7.192,8.634,11.717,11.32298837,12.34836498,13.4193598,14.24484966,15.17439143,13.953,13.953,13.969,13.969,14.097,14.625,14.938,15.522,16.166
p06001,25.37075,50.7415,125.752,217.229,321.715,422.641,561.817,537.6697676,573.5631524,611.593622,651.3015514,698.2276728,640.849,641.111,641.411,641.728,643.777,648.722,655.12,665.537,682.637
p06003,0.053,0.106,0.263,0.435,0.606,0.853,1.222,1.191463265,1.307698533,1.408143827,1.579056975,1.774578883,1.681,1.682,1.685,1.688,1.69,1.694,1.704,1.744,1.847
p06005,0.798,1.596,3.955,8.588,13.570,17.662,23.670,22.47022057,23.83871852,24.90374892,25.6960686,26.59957758,24.104,24.104,24.107,24.107,24.18,24.339,24.862,25.354,25.803
p06007,4.915,9.83,24.362,56.495,86.654,106.260,142.513,135.265823,143.0312505,150.2689069,156.905591,164.3547754,149.017,149.017,149.017,149.029,149.205,149.986,150.562,152.467,155.558
p06009,1.2125,2.425,6.010,12.892,20.742,30.749,42.922,40.45457173,42.86663368,44.76283077,46.95166453,49.80059497,45.513,45.513,45.513,45.654,45.654,46.437,47.132,47.867,49.11
p06011,0.38225,0.7645,1.895,4.049,6.597,9.493,12.911,12.14863358,12.78850683,13.52952442,14.27374162,15.12831307,13.755,13.755,13.755,13.755,13.76,13.772,13.835,13.941,14.302
p06013,16.67625,33.3525,82.657,160.326,238.563,311.146,424.585,405.538944,431.6943005,457.5660292,481.7423912,508.5017015,462.249,462.392,462.639,462.834,465.565,470.66,476.772,484.124,495.472
p06015,0.26975,0.5395,1.337,1.426,1.535,1.673,2.196,2.115204938,2.313130983,2.604684322,2.908087335,3.262572829,3.112,3.112,3.112,3.162,3.234,3.295,3.395,3.463,3.597
p06017,4.05175,8.1035,20.083,41.781,67.045,95.850,129.042,121.611,127.9465821,134.1892351,139.7370968,147.9171625,134.798,134.798,134.798,134.803,135.281,136.557,138.45,141.374,144.267
p06019,15.08775,30.1755,74.784,145.493,223.680,302.377,406.365,386.4121778,410.5197659,435.3978532,461.0201854,489.4589754,445.951,446.152,446.347,446.785,448.102,452.55,458.466,468.16,480.829
p06021,0.68,1.36,3.370,9.283,15.135,18.354,24.192,22.76144444,23.77720472,24.54489585,25.27491266,26.04663723,23.395,23.395,23.395,23.395,23.396,23.45,23.556,23.715,24.046
p06023,2.14675,4.2935,10.641,17.292,23.736,32.510,44.216,42.3991297,45.08961513,47.81144579,50.49648631,53.62622291,49.075,49.075,49.075,49.09,49.269,49.683,50.237,51.109,52.333
p06031,2.0535,4.107,10.178,21.570,35.221,49.339,66.111,62.19826539,65.25553558,67.92248831,70.47194598,72.38685957,64.95,64.95,64.955,64.955,65.019,65.554,66.61,68.199,70.008
p06033,1.664,3.328,8.248,19.151,30.408,39.052,52.905,50.37968553,53.69730474,56.54608233,58.82181697,61.02798131,55.37,55.37,55.37,55.37,55.613,55.669,55.918,56.544,57.705
p06039,2.48325,4.9665,12.308,25.584,42.181,59.172,82.354,78.61000767,83.56543621,88.06407151,92.34316299,98.02553471,89.327,89.327,89.327,89.536,89.548,90.32,91.197,94.017,96.248
p06041,4.6835,9.367,23.214,36.999,49.988,66.840,89.686,86.5987382,92.51569406,97.94616529,102.4375708,107.43114,97.689,97.86,97.861,97.894,98.639,99.678,101.113,102.732,104.794
p06043,0.40125,0.8025,1.989,4.109,6.469,9.628,13.948,13.55979204,14.6657383,15.81789449,16.93958095,18.15937023,16.513,16.513,16.513,16.534,16.608,16.816,17.069,17.402,17.742
p06045,1.789,3.578,8.867,17.082,26.132,37.243,51.015,48.86940877,51.96219136,54.76381509,57.83393403,60.74701569,55.204,55.204,55.204,55.334,55.523,56.099,57.201,58.534,60.352
p06047,5.581,11.162,27.663,68.362,104.099,126.925,167.692,157.5633529,164.9110727,171.2623571,177.4788921,183.6245218,165.864,165.88,165.88,165.882,165.987,166.897,169.19,172.013,175.518
p06053,5.9955,11.991,29.717,56.399,82.509,108.434,145.691,138.5919061,146.9235892,155.2503111,165.5731803,177.6950233,163.283,163.402,163.474,163.496,163.986,164.987,166.438,169.935,174.621
p06055,3.27575,6.5515,16.237,38.864,46.345,58.439,79.300,75.42187269,80.02096865,84.92928812,89.61953974,94.84725157,86.922,86.962,87.041,87.206,87.728,88.188,88.822,90.702,92.562
p06057,2.32375,4.6475,11.518,23.485,37.998,56.764,77.723,73.52840662,77.52541744,80.54997172,84.25230174,89.30211401,81.482,81.482,81.482,81.482,81.955,82.769,84.557,86.239,87.981
p06061,8.095,16.19,40.124,87.201,142.944,183.639,240.967,227.4407319,238.9492941,249.0483966,257.774106,266.7341535,240.751,240.751,240.776,240.856,241.174,242.566,245.359,248.844,254.894
p06063,0.61975,1.2395,3.072,5.793,8.390,11.360,15.825,15.36027083,16.58857483,17.74523,19.00646763,20.72290058,19.089,19.089,19.089,19.144,19.241,19.51,19.787,20.37,21.104
p06067,17.4435,34.887,86.460,125.664,172.242,211.169,274.814,263.0139829,283.8946699,306.9895339,333.473275,364.2629409,337.752,337.822,338.02,338.623,340.696,344.816,351.256,359.549,371.989
p06069,0.7885,1.577,3.908,6.379,9.242,13.274,18.577,18.10390622,19.77350483,21.19305543,22.28237189,23.63482831,21.61,21.61,21.621,21.621,21.729,22.056,22.412,23.174,23.8
p06075,13.88775,27.7755,68.836,96.087,119.619,151.911,200.635,193.0109178,207.1943859,221.0993049,234.7005387,253.4130113,232.924,233.095,233.41,233.814,234.774,236.478,238.628,242.222,251.272
p06077,11.86025,23.7205,58.786,124.131,190.656,246.641,326.598,308.7116061,324.3028728,337.4167843,351.0884835,367.057987,332.378,332.378,332.381,332.547,333.464,335.64,338.442,342.539,350.191
p06079,4.87025,9.7405,24.140,40.617,59.969,88.078,121.856,116.876824,124.6980171,133.7180359,142.3796003,152.2687581,138.966,138.966,138.993,139.107,139.632,142.004,143.882,146.562,149.076
p06081,11.25325,22.5065,55.778,95.328,126.016,168.665,227.949,219.1352316,235.2107399,250.897199,267.8774037,284.8350828,259.971,260.149,260.349,260.563,261.185,264.217,268.51,274.416,281.23
p06083,7.0005,14.001,34.699,58.585,89.970,127.993,178.350,171.7086582,185.5733459,202.2295232,221.0701989,243.2836386,225.641,225.716,225.726,225.833,226.521,228.826,232.114,239.228,247.62
p06085,33.872,67.744,167.889,271.479,383.603,509.762,666.980,637.1947582,676.275289,712.8294556,746.3450018,779.8672923,705.372,705.693,705.863,706.294,708.368,713.834,721.11,729.703,739.347
p06087,4.7205,9.441,23.398,44.165,67.512,89.624,120.953,114.6144743,121.1068839,127.5215486,133.6142228,140.5210234,127.788,127.788,127.844,127.942,128.274,129.468,131.834,134.712,137.526
p06089,3.31475,6.6295,16.430,30.277,46.845,63.762,83.879,79.4336092,83.8984592,87.77611646,91.4930725,95.14844672,85.78,85.818,85.818,85.901,86.229,86.772,87.319,88.418,90.305
p06091,0.09775,0.1955,0.485,0.955,1.548,2.388,3.428,3.316886584,3.56461863,3.780500778,4.017094275,4.392054638,4.083,4.083,4.083,4.084,4.106,4.178,4.258,4.372,4.531
p06095,8.182,16.364,40.555,89.060,130.418,166.934,217.541,205.2024686,215.9038914,225.7480338,235.0339076,244.7547746,221.352,221.352,221.354,221.39,221.727,222.452,223.818,226.56,230.063
p06097,14.7885,29.577,73.300,106.426,152.115,201.258,263.391,250.090796,263.6767809,276.2645119,286.776082,302.209997,272.722,272.722,272.726,272.831,273.401,275.167,279.356,284.29,292.074
p06099,9.616,19.232,47.662,91.897,131.157,163.607,212.137,200.1474354,209.9412952,219.0596233,228.0898351,238.2588494,215.688,215.688,215.691,215.74,216.333,217.806,219.458,221.969,226.677
p06101,1.99,3.98,9.864,22.618,36.867,47.928,63.565,60.04423061,62.94452576,65.39306497,67.54941266,69.95594499,62.682,62.682,62.682,62.774,62.774,63.02,63.2,63.431,64.293
p06103,0.9605,1.921,4.761,8.752,13.086,18.953,26.293,25.27414441,27.00137629,28.4061113,29.71649657,30.93768682,27.985,27.985,28.136,28.141,28.236,28.591,28.933,29.855,30.774
p06105,0.16425,0.3285,0.814,0.873,0.809,0.825,1.070,0.999357695,1.037249932,1.07001479,1.099005875,1.127234084,1.016,1.016,1.017,1.022,1.029,1.037,1.047,1.068,1.104
p06109,1.40575,2.8115,6.968,15.834,25.757,32.661,43.619,41.47334435,43.86039972,45.92992132,47.75286093,49.80059497,44.914,44.914,45.04,45.166,45.322,45.57,45.944,46.805,48.085
p06113,3.20775,6.4155,15.899,28.636,40.826,51.941,69.731,66.40926034,70.19997237,73.70667631,77.42601955,81.112528,73.593,73.593,73.64,73.681,73.916,74.351,75.182,76.253,77.674
p06115,1.2145,2.429,6.020,12.061,18.940,27.815,37.877,35.99016093,38.10673829,39.83269127,41.88223602,44.31052667,40.45,40.45,40.45,40.45,40.563,41.087,41.231,41.625,43.311
p06025,2.978,5.956,14.761,25.602,33.404,39.746,51.422,48.29615758,50.6067666,52.68486688,54.7747195,57.3664373,51.686,51.697,51.726,51.885,52.003,52.342,52.862,53.972,55.534
p06027,0.39575,0.7915,1.962,3.826,6.054,9.209,13.892,13.73043901,14.92558107,16.25419002,17.4974181,18.70331968,17.031,17.031,17.035,17.07,17.07,17.119,17.275,17.642,18.144
p06029,13.64,27.28,67.608,142.371,221.058,298.866,399.726,379.2940534,400.601196,419.8515527,437.292104,460.2351789,416.55,416.903,417.029,417.327,418.147,419.88,423.471,430.776,443.277
p06037,165.8855,331.771,822.225,1529.514,2261.734,2980.272,3961.965,3807.871632,4074.384548,4334.223071,4589.509651,4846.848075,4400.87,4402.794,4404.925,4408.079,4417.271,4446.542,4491.047,4568.332,4667.801
p06051,0.39975,0.7995,1.981,3.323,4.744,6.994,10.489,10.51982359,11.63989571,12.6045779,13.53477407,14.54053299,13.213,13.213,13.213,13.295,13.295,13.297,13.407,13.551,13.769
p06059,45.3415,90.683,224.739,385.356,582.087,816.114,1130.118,1091.058471,1177.240491,1261.344561,1342.319553,1420.611646,1294.45,1294.807,1295.428,1296.001,1299.104,1308.091,1323.007,1345.177,1370.216
p06065,33.90325,67.8065,168.044,321.802,484.347,669.583,938.708,912.0692163,989.731582,1076.389068,1162.870451,1247.413197,1145.017,1145.44,1145.995,1146.51,1148.835,1157.014,1173.444,1196.425,1230.619
p06071,33.0125,66.025,163.629,317.006,519.662,739.306,1029.504,992.6850923,1068.510608,1138.569907,1203.460327,1273.520523,1159.638,1160.061,1160.399,1160.987,1163.326,1174.235,1190.696,1214.191,1242.067
p06107,7.0185,14.037,34.788,68.005,107.822,153.853,211.410,202.7112272,216.0513125,227.8956985,238.6442919,250.2718156,226.397,226.397,226.52,226.614,226.794,228.328,229.964,232.535,237.812
p06111,11.15025,22.3005,55.267,96.544,145.778,213.883,310.483,304.3575538,330.8201538,356.7272245,382.5629449,405.4671117,370.537,370.537,370.631,371.111,372.113,375.617,381.633,387.919,395.575
p06073,54.45875,108.9175,269.929,528.480,822.556,1110.596,1471.826,1404.811827,1495.250927,1584.401768,1669.906646,1756.48582,1593.809,1594.068,1594.47,1595.254,1599.57,1610.855,1624.605,1645.738,1673.231
p32001,0.082,0.164,0.415,0.857,1.002,1.362,1.836,1.944557969,2.169952311,2.505427088,3.070326827,3.56489184,3.403,3.41,3.419,3.471,3.549,3.615,3.787,3.965,4.204
p32005,0.1935,0.387,0.979,2.806,3.384,4.842,6.976,7.375627653,8.080579989,8.932060264,9.964394014,10.74075388,9.833,9.834,9.839,9.936,10.045,10.122,10.501,10.869,11.379
p32007,0.15025,0.3005,0.760,1.385,1.581,2.045,2.661,2.731373333,3.00569152,3.36056633,3.80373823,4.243704789,4.034,4.036,4.052,4.09,4.182,4.372,4.515,4.739,5.101
p32009,0.0025,0.005,0.013,0.064,0.078,0.127,0.196,0.208454979,0.228025292,0.248688453,0.265583826,0.285461074,0.262,0.263,0.263,0.263,0.266,0.271,0.275,0.278,0.286
p32011,0.008,0.016,0.040,0.074,0.081,0.103,0.133,0.134882634,0.141057506,0.147249742,0.161128263,0.168579375,0.155,0.155,0.155,0.156,0.159,0.163,0.167,0.172,0.183
p32013,0.04275,0.0855,0.216,0.416,0.483,0.643,0.867,0.895130206,0.988463125,1.181270151,1.483491247,1.731872108,1.703,1.707,1.724,1.752,1.795,1.858,1.978,2.066,2.171
