*i,r,vom ($/kW-yr)
deep-egs_pbinary_1,p5,867.6585119
deep-egs_pbinary_1,p50,974.2333154
deep-egs_pbinary_1,p51,1695.668439
deep-egs_pbinary_1,p52,1936.926034
deep-egs_pbinary_1,p53,1936.926034
deep-egs_pbinary_1,p55,1936.926034
deep-egs_pbinary_1,p56,1096.915417
deep-egs_pbinary_1,p57,867.6585119
deep-egs_pbinary_1,p58,867.6585119
deep-egs_pbinary_1,p59,867.6585119
deep-egs_pbinary_1,p6,867.6585119
deep-egs_pbinary_1,p60,1695.668439
deep-egs_pbinary_1,p61,867.6585119
deep-egs_pbinary_1,p63,867.6585119
deep-egs_pbinary_1,p64,867.6585119
deep-egs_pbinary_1,p65,867.6585119
deep-egs_pbinary_1,p66,867.6585119
deep-egs_pbinary_1,p67,974.2333154
deep-egs_pbinary_1,p69,1936.926034
deep-egs_pbinary_1,p7,867.6585119
deep-egs_pbinary_1,p70,1936.926034
deep-egs_pbinary_1,p71,1936.926034
deep-egs_pbinary_1,p77,1936.926034
deep-egs_pbinary_1,p8,867.6585119
deep-egs_pbinary_1,p80,1936.926034
deep-egs_pbinary_1,p81,1936.926034
deep-egs_pbinary_1,p83,1936.926034
deep-egs_pbinary_1,p85,867.6585119
deep-egs_pbinary_1,p86,974.2333154
deep-egs_pbinary_1,p87,974.2333154
deep-egs_pbinary_1,p88,974.2333154
deep-egs_pbinary_1,p89,1096.915417
deep-egs_pbinary_1,p9,774.4677052
deep-egs_pbinary_1,p90,1936.926034
deep-egs_pbinary_1,p91,1096.915417
deep-egs_pbinary_1,p92,1936.926034
deep-egs_pbinary_1,p93,1936.926034
deep-egs_pbinary_1,p94,1936.926034
deep-egs_pbinary_1,p95,1936.926034
deep-egs_pbinary_1,p96,1936.926034
deep-egs_pbinary_1,p98,1096.915417
deep-egs_pbinary_1,p99,974.2333154
deep-egs_pbinary_2,p1,1096.915417
deep-egs_pbinary_2,p10,867.6585119
deep-egs_pbinary_2,p11,974.2333154
deep-egs_pbinary_2,p110,1695.668439
deep-egs_pbinary_2,p115,1096.915417
deep-egs_pbinary_2,p116,1096.915417
deep-egs_pbinary_2,p117,1096.915417
deep-egs_pbinary_2,p118,1489.729172
deep-egs_pbinary_2,p12,974.2333154
deep-egs_pbinary_2,p122,1695.668439
deep-egs_pbinary_2,p127,1695.668439
deep-egs_pbinary_2,p13,974.2333154
deep-egs_pbinary_2,p14,1096.915417
deep-egs_pbinary_2,p15,867.6585119
deep-egs_pbinary_2,p16,867.6585119
deep-egs_pbinary_2,p17,1096.915417
deep-egs_pbinary_2,p18,974.2333154
deep-egs_pbinary_2,p19,1096.915417
deep-egs_pbinary_2,p2,974.2333154
deep-egs_pbinary_2,p20,1096.915417
deep-egs_pbinary_2,p21,974.2333154
deep-egs_pbinary_2,p22,1936.926034
deep-egs_pbinary_2,p23,1936.926034
deep-egs_pbinary_2,p24,1096.915417
deep-egs_pbinary_2,p25,974.2333154
deep-egs_pbinary_2,p26,1096.915417
deep-egs_pbinary_2,p27,974.2333154
deep-egs_pbinary_2,p28,974.2333154
deep-egs_pbinary_2,p29,974.2333154
deep-egs_pbinary_2,p3,1096.915417
deep-egs_pbinary_2,p30,974.2333154
deep-egs_pbinary_2,p31,867.6585119
deep-egs_pbinary_2,p32,1096.915417
deep-egs_pbinary_2,p33,974.2333154
deep-egs_pbinary_2,p34,867.6585119
deep-egs_pbinary_2,p35,974.2333154
deep-egs_pbinary_2,p36,974.2333154
deep-egs_pbinary_2,p37,1096.915417
deep-egs_pbinary_2,p38,1096.915417
deep-egs_pbinary_2,p39,1096.915417
deep-egs_pbinary_2,p4,1096.915417
deep-egs_pbinary_2,p40,1096.915417
deep-egs_pbinary_2,p41,1695.668439
deep-egs_pbinary_2,p48,1695.668439
deep-egs_pbinary_2,p5,974.2333154
deep-egs_pbinary_2,p50,1096.915417
deep-egs_pbinary_2,p56,1489.729172
deep-egs_pbinary_2,p57,974.2333154
deep-egs_pbinary_2,p58,974.2333154
deep-egs_pbinary_2,p59,974.2333154
deep-egs_pbinary_2,p6,974.2333154
deep-egs_pbinary_2,p60,1936.926034
deep-egs_pbinary_2,p61,974.2333154
deep-egs_pbinary_2,p63,974.2333154
deep-egs_pbinary_2,p64,974.2333154
deep-egs_pbinary_2,p65,974.2333154
deep-egs_pbinary_2,p66,974.2333154
deep-egs_pbinary_2,p67,1096.915417
deep-egs_pbinary_2,p7,974.2333154
deep-egs_pbinary_2,p8,974.2333154
deep-egs_pbinary_2,p85,974.2333154
deep-egs_pbinary_2,p86,1096.915417
deep-egs_pbinary_2,p87,1096.915417
deep-egs_pbinary_2,p88,1096.915417
deep-egs_pbinary_2,p89,1695.668439
deep-egs_pbinary_2,p9,867.6585119
deep-egs_pbinary_2,p91,1489.729172
deep-egs_pbinary_2,p98,1695.668439
deep-egs_pbinary_2,p99,1096.915417
deep-egs_pbinary_3,p1,1489.729172
deep-egs_pbinary_3,p10,974.2333154
deep-egs_pbinary_3,p11,1307.736172
deep-egs_pbinary_3,p110,1936.926034
deep-egs_pbinary_3,p115,1489.729172
deep-egs_pbinary_3,p116,1489.729172
deep-egs_pbinary_3,p117,1489.729172
deep-egs_pbinary_3,p118,1695.668439
deep-egs_pbinary_3,p12,1307.736172
deep-egs_pbinary_3,p122,1936.926034
deep-egs_pbinary_3,p13,1307.736172
deep-egs_pbinary_3,p14,1489.729172
deep-egs_pbinary_3,p15,974.2333154
deep-egs_pbinary_3,p16,974.2333154
deep-egs_pbinary_3,p17,1489.729172
deep-egs_pbinary_3,p18,1096.915417
deep-egs_pbinary_3,p19,1489.729172
deep-egs_pbinary_3,p2,1096.915417
deep-egs_pbinary_3,p20,1489.729172
deep-egs_pbinary_3,p21,1307.736172
deep-egs_pbinary_3,p24,1489.729172
deep-egs_pbinary_3,p25,1307.736172
deep-egs_pbinary_3,p26,1489.729172
deep-egs_pbinary_3,p27,1307.736172
deep-egs_pbinary_3,p28,1307.736172
deep-egs_pbinary_3,p29,1096.915417
deep-egs_pbinary_3,p3,1489.729172
deep-egs_pbinary_3,p30,1307.736172
deep-egs_pbinary_3,p31,974.2333154
deep-egs_pbinary_3,p32,1489.729172
deep-egs_pbinary_3,p33,1307.736172
deep-egs_pbinary_3,p34,974.2333154
deep-egs_pbinary_3,p35,1307.736172
deep-egs_pbinary_3,p36,1096.915417
deep-egs_pbinary_3,p37,1489.729172
deep-egs_pbinary_3,p38,1489.729172
deep-egs_pbinary_3,p39,1489.729172
deep-egs_pbinary_3,p4,1489.729172
deep-egs_pbinary_3,p40,1489.729172
deep-egs_pbinary_3,p41,1936.926034
deep-egs_pbinary_3,p48,1936.926034
deep-egs_pbinary_3,p5,1307.736172
deep-egs_pbinary_3,p50,1489.729172
deep-egs_pbinary_3,p56,1695.668439
deep-egs_pbinary_3,p57,1096.915417
deep-egs_pbinary_3,p58,1307.736172
deep-egs_pbinary_3,p59,1307.736172
deep-egs_pbinary_3,p6,1307.736172
deep-egs_pbinary_3,p61,1307.736172
deep-egs_pbinary_3,p63,1096.915417
deep-egs_pbinary_3,p64,1307.736172
deep-egs_pbinary_3,p66,1307.736172
deep-egs_pbinary_3,p67,1489.729172
deep-egs_pbinary_3,p7,1307.736172
deep-egs_pbinary_3,p8,1307.736172
deep-egs_pbinary_3,p85,1307.736172
deep-egs_pbinary_3,p86,1489.729172
deep-egs_pbinary_3,p87,1489.729172
deep-egs_pbinary_3,p88,1489.729172
deep-egs_pbinary_3,p89,1936.926034
deep-egs_pbinary_3,p9,974.2333154
deep-egs_pbinary_3,p91,1695.668439
deep-egs_pbinary_3,p98,1936.926034
deep-egs_pbinary_3,p99,1489.729172
deep-egs_pbinary_4,p1,1695.668439
deep-egs_pbinary_4,p10,1307.736172
deep-egs_pbinary_4,p11,1096.915417
deep-egs_pbinary_4,p115,1695.668439
deep-egs_pbinary_4,p116,1695.668439
deep-egs_pbinary_4,p117,1695.668439
deep-egs_pbinary_4,p118,1936.926034
deep-egs_pbinary_4,p12,1096.915417
deep-egs_pbinary_4,p13,1489.729172
deep-egs_pbinary_4,p14,1695.668439
deep-egs_pbinary_4,p15,1307.736172
deep-egs_pbinary_4,p16,1307.736172
deep-egs_pbinary_4,p17,1695.668439
deep-egs_pbinary_4,p18,1489.729172
deep-egs_pbinary_4,p19,1695.668439
deep-egs_pbinary_4,p2,1489.729172
deep-egs_pbinary_4,p20,1695.668439
deep-egs_pbinary_4,p21,1096.915417
deep-egs_pbinary_4,p24,1695.668439
deep-egs_pbinary_4,p25,1096.915417
deep-egs_pbinary_4,p26,1695.668439
deep-egs_pbinary_4,p27,1096.915417
deep-egs_pbinary_4,p28,1096.915417
deep-egs_pbinary_4,p29,1489.729172
deep-egs_pbinary_4,p3,1695.668439
deep-egs_pbinary_4,p30,1489.729172
deep-egs_pbinary_4,p31,1307.736172
deep-egs_pbinary_4,p32,1695.668439
deep-egs_pbinary_4,p33,1096.915417
deep-egs_pbinary_4,p34,1307.736172
deep-egs_pbinary_4,p35,1096.915417
deep-egs_pbinary_4,p36,1489.729172
deep-egs_pbinary_4,p37,1695.668439
deep-egs_pbinary_4,p38,1695.668439
deep-egs_pbinary_4,p39,1695.668439
deep-egs_pbinary_4,p4,1695.668439
deep-egs_pbinary_4,p40,1695.668439
deep-egs_pbinary_4,p47,1096.915417
deep-egs_pbinary_4,p5,1096.915417
deep-egs_pbinary_4,p50,1695.668439
deep-egs_pbinary_4,p56,1936.926034
deep-egs_pbinary_4,p57,1489.729172
deep-egs_pbinary_4,p58,1096.915417
deep-egs_pbinary_4,p59,1489.729172
deep-egs_pbinary_4,p6,1096.915417
deep-egs_pbinary_4,p61,1096.915417
deep-egs_pbinary_4,p63,1489.729172
deep-egs_pbinary_4,p64,1096.915417
deep-egs_pbinary_4,p65,1307.736172
deep-egs_pbinary_4,p66,1096.915417
deep-egs_pbinary_4,p67,1695.668439
deep-egs_pbinary_4,p7,1096.915417
deep-egs_pbinary_4,p8,1096.915417
deep-egs_pbinary_4,p85,1096.915417
deep-egs_pbinary_4,p86,1695.668439
deep-egs_pbinary_4,p87,1695.668439
deep-egs_pbinary_4,p88,1695.668439
deep-egs_pbinary_4,p9,1307.736172
deep-egs_pbinary_4,p91,1936.926034
deep-egs_pbinary_4,p99,1695.668439
deep-egs_pbinary_5,p1,1936.926034
deep-egs_pbinary_5,p10,1096.915417
deep-egs_pbinary_5,p11,1489.729172
deep-egs_pbinary_5,p115,1936.926034
deep-egs_pbinary_5,p116,1936.926034
deep-egs_pbinary_5,p117,1936.926034
deep-egs_pbinary_5,p12,1489.729172
deep-egs_pbinary_5,p15,1096.915417
deep-egs_pbinary_5,p16,1489.729172
deep-egs_pbinary_5,p18,1695.668439
deep-egs_pbinary_5,p19,1936.926034
deep-egs_pbinary_5,p2,1695.668439
deep-egs_pbinary_5,p20,1936.926034
deep-egs_pbinary_5,p21,1489.729172
deep-egs_pbinary_5,p24,1936.926034
deep-egs_pbinary_5,p25,1489.729172
deep-egs_pbinary_5,p27,1489.729172
deep-egs_pbinary_5,p28,1489.729172
deep-egs_pbinary_5,p29,1695.668439
deep-egs_pbinary_5,p31,1096.915417
deep-egs_pbinary_5,p32,1936.926034
deep-egs_pbinary_5,p33,1489.729172
deep-egs_pbinary_5,p34,1096.915417
deep-egs_pbinary_5,p35,1489.729172
deep-egs_pbinary_5,p36,1695.668439
deep-egs_pbinary_5,p37,1936.926034
deep-egs_pbinary_5,p38,1936.926034
deep-egs_pbinary_5,p39,1936.926034
deep-egs_pbinary_5,p40,1936.926034
deep-egs_pbinary_5,p47,1695.668439
deep-egs_pbinary_5,p5,1489.729172
deep-egs_pbinary_5,p50,1936.926034
deep-egs_pbinary_5,p57,1695.668439
deep-egs_pbinary_5,p58,1489.729172
deep-egs_pbinary_5,p6,1489.729172
deep-egs_pbinary_5,p61,1489.729172
deep-egs_pbinary_5,p63,1695.668439
deep-egs_pbinary_5,p64,1489.729172
deep-egs_pbinary_5,p65,1096.915417
deep-egs_pbinary_5,p66,1489.729172
deep-egs_pbinary_5,p67,1936.926034
deep-egs_pbinary_5,p7,1489.729172
deep-egs_pbinary_5,p8,1489.729172
deep-egs_pbinary_5,p85,1489.729172
deep-egs_pbinary_5,p87,1936.926034
deep-egs_pbinary_5,p88,1936.926034
deep-egs_pbinary_5,p9,1096.915417
deep-egs_pbinary_5,p99,1936.926034
deep-egs_pbinary_6,p10,1489.729172
deep-egs_pbinary_6,p11,1695.668439
deep-egs_pbinary_6,p12,1695.668439
deep-egs_pbinary_6,p15,1489.729172
deep-egs_pbinary_6,p18,1936.926034
deep-egs_pbinary_6,p2,1936.926034
deep-egs_pbinary_6,p21,1695.668439
deep-egs_pbinary_6,p25,1695.668439
deep-egs_pbinary_6,p27,1695.668439
deep-egs_pbinary_6,p28,1695.668439
deep-egs_pbinary_6,p29,1936.926034
deep-egs_pbinary_6,p31,1489.729172
deep-egs_pbinary_6,p33,1695.668439
deep-egs_pbinary_6,p34,1489.729172
deep-egs_pbinary_6,p35,1695.668439
deep-egs_pbinary_6,p36,1936.926034
deep-egs_pbinary_6,p47,1936.926034
deep-egs_pbinary_6,p5,1695.668439
deep-egs_pbinary_6,p57,1936.926034
deep-egs_pbinary_6,p58,1695.668439
deep-egs_pbinary_6,p6,1695.668439
deep-egs_pbinary_6,p61,1695.668439
deep-egs_pbinary_6,p63,1936.926034
deep-egs_pbinary_6,p64,1695.668439
deep-egs_pbinary_6,p65,1489.729172
deep-egs_pbinary_6,p66,1695.668439
deep-egs_pbinary_6,p7,1695.668439
deep-egs_pbinary_6,p8,1695.668439
deep-egs_pbinary_6,p85,1695.668439
deep-egs_pbinary_6,p9,1489.729172
deep-egs_pbinary_7,p10,1695.668439
deep-egs_pbinary_7,p11,1936.926034
deep-egs_pbinary_7,p15,1695.668439
deep-egs_pbinary_7,p21,1936.926034
deep-egs_pbinary_7,p25,1936.926034
deep-egs_pbinary_7,p28,1936.926034
deep-egs_pbinary_7,p31,1695.668439
deep-egs_pbinary_7,p33,1936.926034
deep-egs_pbinary_7,p34,1695.668439
deep-egs_pbinary_7,p35,1936.926034
deep-egs_pbinary_7,p5,1936.926034
deep-egs_pbinary_7,p58,1936.926034
deep-egs_pbinary_7,p6,1936.926034
deep-egs_pbinary_7,p61,1936.926034
deep-egs_pbinary_7,p64,1936.926034
deep-egs_pbinary_7,p65,1695.668439
deep-egs_pbinary_7,p66,1936.926034
deep-egs_pbinary_7,p8,1936.926034
deep-egs_pbinary_7,p85,1936.926034
deep-egs_pbinary_7,p9,1695.668439
deep-egs_pbinary_8,p10,1936.926034
deep-egs_pbinary_8,p31,1936.926034
deep-egs_pbinary_8,p34,1936.926034
deep-egs_pbinary_8,p65,1936.926034
deep-egs_pbinary_8,p9,1936.926034
deep-egs_pflash_1,p1,623.2743183
deep-egs_pflash_1,p10,340.8260408
deep-egs_pflash_1,p11,523.1842447
deep-egs_pflash_1,p115,801.108687
deep-egs_pflash_1,p116,623.2743183
deep-egs_pflash_1,p12,523.1842447
deep-egs_pflash_1,p13,523.1842447
deep-egs_pflash_1,p14,623.2743183
deep-egs_pflash_1,p15,407.6578146
deep-egs_pflash_1,p16,336.9863912
deep-egs_pflash_1,p17,482.5006945
deep-egs_pflash_1,p18,623.2743183
deep-egs_pflash_1,p19,801.108687
deep-egs_pflash_1,p2,623.2743183
deep-egs_pflash_1,p20,801.108687
deep-egs_pflash_1,p21,523.1842447
deep-egs_pflash_1,p24,801.108687
deep-egs_pflash_1,p25,523.1842447
deep-egs_pflash_1,p26,801.108687
deep-egs_pflash_1,p27,523.1842447
deep-egs_pflash_1,p28,396.3704273
deep-egs_pflash_1,p29,623.2743183
deep-egs_pflash_1,p3,623.2743183
deep-egs_pflash_1,p30,523.1842447
deep-egs_pflash_1,p31,336.9863912
deep-egs_pflash_1,p33,396.3704273
deep-egs_pflash_1,p34,407.6578146
deep-egs_pflash_1,p35,623.2743183
deep-egs_pflash_1,p36,623.2743183
deep-egs_pflash_1,p37,801.108687
deep-egs_pflash_1,p38,801.108687
deep-egs_pflash_1,p39,801.108687
deep-egs_pflash_1,p4,801.108687
deep-egs_pflash_1,p40,801.108687
deep-egs_pflash_1,p5,396.3704273
deep-egs_pflash_1,p57,711.8052968
deep-egs_pflash_1,p58,623.2743183
deep-egs_pflash_1,p59,482.5006945
deep-egs_pflash_1,p6,396.3704273
deep-egs_pflash_1,p61,523.1842447
deep-egs_pflash_1,p63,623.2743183
deep-egs_pflash_1,p64,623.2743183
deep-egs_pflash_1,p65,623.2743183
deep-egs_pflash_1,p66,623.2743183
deep-egs_pflash_1,p67,801.108687
deep-egs_pflash_1,p7,523.1842447
deep-egs_pflash_1,p8,523.1842447
deep-egs_pflash_1,p85,623.2743183
deep-egs_pflash_1,p86,711.8052968
deep-egs_pflash_1,p87,801.108687
deep-egs_pflash_1,p88,801.108687
deep-egs_pflash_1,p9,438.1241069
deep-egs_pflash_1,p99,801.108687
deep-egs_pflash_2,p1,801.108687
deep-egs_pflash_2,p10,407.6578146
deep-egs_pflash_2,p11,482.5006945
deep-egs_pflash_2,p116,801.108687
deep-egs_pflash_2,p12,482.5006945
deep-egs_pflash_2,p13,482.5006945
deep-egs_pflash_2,p14,711.8052968
deep-egs_pflash_2,p15,396.3704273
deep-egs_pflash_2,p16,438.1241069
deep-egs_pflash_2,p17,623.2743183
deep-egs_pflash_2,p18,711.8052968
deep-egs_pflash_2,p2,711.8052968
deep-egs_pflash_2,p21,482.5006945
deep-egs_pflash_2,p25,482.5006945
deep-egs_pflash_2,p27,482.5006945
deep-egs_pflash_2,p28,523.1842447
deep-egs_pflash_2,p29,711.8052968
deep-egs_pflash_2,p3,711.8052968
deep-egs_pflash_2,p30,482.5006945
deep-egs_pflash_2,p31,438.1241069
deep-egs_pflash_2,p33,523.1842447
deep-egs_pflash_2,p34,396.3704273
deep-egs_pflash_2,p35,711.8052968
deep-egs_pflash_2,p36,711.8052968
deep-egs_pflash_2,p5,523.1842447
deep-egs_pflash_2,p57,801.108687
deep-egs_pflash_2,p58,711.8052968
deep-egs_pflash_2,p59,623.2743183
deep-egs_pflash_2,p6,523.1842447
deep-egs_pflash_2,p61,482.5006945
deep-egs_pflash_2,p63,711.8052968
deep-egs_pflash_2,p64,711.8052968
deep-egs_pflash_2,p65,711.8052968
deep-egs_pflash_2,p66,711.8052968
deep-egs_pflash_2,p7,482.5006945
deep-egs_pflash_2,p8,482.5006945
deep-egs_pflash_2,p85,711.8052968
deep-egs_pflash_2,p86,801.108687
deep-egs_pflash_2,p9,340.8260408
deep-egs_pflash_3,p10,396.3704273
deep-egs_pflash_3,p11,632.8305617
deep-egs_pflash_3,p12,623.2743183
deep-egs_pflash_3,p13,623.2743183
deep-egs_pflash_3,p14,801.108687
deep-egs_pflash_3,p15,523.1842447
deep-egs_pflash_3,p16,374.2419277
deep-egs_pflash_3,p17,711.8052968
deep-egs_pflash_3,p18,801.108687
deep-egs_pflash_3,p2,801.108687
deep-egs_pflash_3,p21,632.8305617
deep-egs_pflash_3,p25,623.2743183
deep-egs_pflash_3,p27,632.8305617
deep-egs_pflash_3,p28,482.5006945
deep-egs_pflash_3,p29,801.108687
deep-egs_pflash_3,p3,801.108687
deep-egs_pflash_3,p30,632.8305617
deep-egs_pflash_3,p31,340.8260408
deep-egs_pflash_3,p33,482.5006945
deep-egs_pflash_3,p34,523.1842447
deep-egs_pflash_3,p35,801.108687
deep-egs_pflash_3,p36,801.108687
deep-egs_pflash_3,p5,482.5006945
deep-egs_pflash_3,p58,801.108687
deep-egs_pflash_3,p59,711.8052968
deep-egs_pflash_3,p6,482.5006945
deep-egs_pflash_3,p61,623.2743183
deep-egs_pflash_3,p63,801.108687
deep-egs_pflash_3,p64,801.108687
deep-egs_pflash_3,p65,801.108687
deep-egs_pflash_3,p66,801.108687
deep-egs_pflash_3,p7,632.8305617
deep-egs_pflash_3,p8,623.2743183
deep-egs_pflash_3,p85,801.108687
deep-egs_pflash_3,p9,407.6578146
deep-egs_pflash_4,p10,502.8424696
deep-egs_pflash_4,p11,623.2743183
deep-egs_pflash_4,p12,711.8052968
deep-egs_pflash_4,p13,711.8052968
deep-egs_pflash_4,p15,482.5006945
deep-egs_pflash_4,p16,396.3704273
deep-egs_pflash_4,p17,801.108687
deep-egs_pflash_4,p21,623.2743183
deep-egs_pflash_4,p25,711.8052968
deep-egs_pflash_4,p27,623.2743183
deep-egs_pflash_4,p28,632.8305617
deep-egs_pflash_4,p30,623.2743183
deep-egs_pflash_4,p31,407.6578146
deep-egs_pflash_4,p33,632.8305617
deep-egs_pflash_4,p34,482.5006945
deep-egs_pflash_4,p5,632.8305617
deep-egs_pflash_4,p59,801.108687
deep-egs_pflash_4,p6,623.2743183
deep-egs_pflash_4,p61,711.8052968
deep-egs_pflash_4,p7,623.2743183
deep-egs_pflash_4,p8,711.8052968
deep-egs_pflash_4,p9,396.3704273
deep-egs_pflash_5,p10,632.8305617
deep-egs_pflash_5,p11,711.8052968
deep-egs_pflash_5,p12,801.108687
deep-egs_pflash_5,p13,801.108687
deep-egs_pflash_5,p15,632.8305617
deep-egs_pflash_5,p16,560.8550956
deep-egs_pflash_5,p21,711.8052968
deep-egs_pflash_5,p25,801.108687
deep-egs_pflash_5,p27,711.8052968
deep-egs_pflash_5,p28,623.2743183
deep-egs_pflash_5,p30,711.8052968
deep-egs_pflash_5,p31,396.3704273
deep-egs_pflash_5,p33,623.2743183
deep-egs_pflash_5,p34,632.8305617
deep-egs_pflash_5,p5,623.2743183
deep-egs_pflash_5,p6,711.8052968
deep-egs_pflash_5,p61,801.108687
deep-egs_pflash_5,p7,711.8052968
deep-egs_pflash_5,p8,801.108687
deep-egs_pflash_5,p9,523.1842447
deep-egs_pflash_6,p10,623.2743183
deep-egs_pflash_6,p11,801.108687
deep-egs_pflash_6,p15,623.2743183
deep-egs_pflash_6,p16,502.8424696
deep-egs_pflash_6,p21,801.108687
deep-egs_pflash_6,p27,801.108687
deep-egs_pflash_6,p28,711.8052968
deep-egs_pflash_6,p30,801.108687
deep-egs_pflash_6,p31,502.8424696
deep-egs_pflash_6,p33,711.8052968
deep-egs_pflash_6,p34,623.2743183
deep-egs_pflash_6,p5,711.8052968
deep-egs_pflash_6,p6,801.108687
deep-egs_pflash_6,p7,801.108687
deep-egs_pflash_6,p9,557.6656281
deep-egs_pflash_7,p10,711.8052968
deep-egs_pflash_7,p15,711.8052968
deep-egs_pflash_7,p16,655.9700589
deep-egs_pflash_7,p28,801.108687
deep-egs_pflash_7,p31,655.9700589
deep-egs_pflash_7,p33,801.108687
deep-egs_pflash_7,p34,711.8052968
deep-egs_pflash_7,p5,801.108687
deep-egs_pflash_7,p9,623.2743183
deep-egs_pflash_8,p10,801.108687
deep-egs_pflash_8,p15,801.108687
deep-egs_pflash_8,p16,801.108687
deep-egs_pflash_8,p31,801.108687
deep-egs_pflash_8,p34,801.108687
deep-egs_pflash_8,p9,756.4569919
geohydro_pbinary_1,p1,465.9901157
geohydro_pbinary_1,p10,191.9110242
geohydro_pbinary_1,p12,167.5807256
geohydro_pbinary_1,p15,253.1605239
geohydro_pbinary_1,p16,248.2148327
geohydro_pbinary_1,p17,483.9216239
geohydro_pbinary_1,p21,390.5045838
geohydro_pbinary_1,p25,536.3336943
geohydro_pbinary_1,p28,565.0802954
geohydro_pbinary_1,p31,376.233441
geohydro_pbinary_1,p33,586.4222288
geohydro_pbinary_1,p34,423.2970582
geohydro_pbinary_1,p5,290.2583662
geohydro_pbinary_1,p6,302.7776194
geohydro_pbinary_1,p7,177.9097301
geohydro_pbinary_1,p8,207.3818232
geohydro_pbinary_1,p9,201.519356
geohydro_pbinary_2,p10,189.7572539
geohydro_pbinary_2,p12,199.7193865
geohydro_pbinary_2,p15,295.2259915
geohydro_pbinary_2,p16,335.128395
geohydro_pbinary_2,p17,496.7246943
geohydro_pbinary_2,p25,537.7930746
geohydro_pbinary_2,p28,572.3697147
geohydro_pbinary_2,p31,583.294236
geohydro_pbinary_2,p5,498.5855998
geohydro_pbinary_2,p6,586.5809315
geohydro_pbinary_2,p7,229.0835782
