*i,r,vom ($/kW-yr)
deep-egs_pbinary_6,p12,950.7322103
deep-egs_pbinary_1,p13,691.2589556
deep-egs_pbinary_2,p13,698.7532524
deep-egs_pbinary_3,p13,936.4874337
deep-egs_pbinary_4,p13,933.6172505
deep-egs_pbinary_1,p14,698.7532524
deep-egs_pbinary_2,p14,709.701705
deep-egs_pbinary_3,p14,933.6172505
deep-egs_pbinary_4,p14,950.7322103
deep-egs_pbinary_1,p15,696.016921
deep-egs_pbinary_2,p15,691.2589556
deep-egs_pbinary_3,p15,698.7532524
deep-egs_pbinary_4,p15,709.701705
deep-egs_pbinary_5,p15,936.4874337
deep-egs_pbinary_6,p15,933.6172505
deep-egs_pbinary_7,p15,950.7322103
deep-egs_pbinary_1,p16,696.016921
deep-egs_pbinary_2,p16,691.2589556
deep-egs_pbinary_3,p16,698.7532524
deep-egs_pbinary_4,p16,936.4874337
deep-egs_pbinary_5,p16,933.6172505
deep-egs_pbinary_1,p17,698.7532524
deep-egs_pbinary_2,p17,709.701705
deep-egs_pbinary_3,p17,933.6172505
deep-egs_pbinary_4,p17,950.7322103
deep-egs_pbinary_1,p18,691.2589556
deep-egs_pbinary_2,p18,698.7532524
deep-egs_pbinary_3,p18,709.701705
deep-egs_pbinary_4,p18,933.6172505
deep-egs_pbinary_5,p18,950.7322103
deep-egs_pbinary_6,p18,972.1774865
deep-egs_pbinary_1,p19,698.7532524
deep-egs_pbinary_2,p19,709.701705
deep-egs_pbinary_3,p19,933.6172505
deep-egs_pbinary_4,p19,950.7322103
deep-egs_pbinary_5,p19,972.1774865
deep-egs_pbinary_1,p20,698.7532524
deep-egs_pbinary_2,p20,709.701705
deep-egs_pbinary_3,p20,933.6172505
deep-egs_pbinary_4,p20,950.7322103
deep-egs_pbinary_5,p20,972.1774865
deep-egs_pbinary_1,p21,691.2589556
deep-egs_pbinary_2,p21,698.7532524
deep-egs_pbinary_3,p21,709.701705
deep-egs_pbinary_4,p21,936.4874337
deep-egs_pbinary_5,p21,933.6172505
deep-egs_pbinary_6,p21,950.7322103
deep-egs_pbinary_7,p21,972.1774865
deep-egs_pbinary_1,p22,950.7322103
deep-egs_pbinary_2,p22,972.1774865
deep-egs_pbinary_1,p23,950.7322103
deep-egs_pbinary_2,p23,972.1774865
deep-egs_pbinary_1,p24,698.7532524
deep-egs_pbinary_2,p24,709.701705
deep-egs_pbinary_3,p24,933.6172505
deep-egs_pbinary_4,p24,950.7322103
deep-egs_pbinary_5,p24,972.1774865
deep-egs_pbinary_1,p25,691.2589556
deep-egs_pbinary_2,p25,698.7532524
deep-egs_pbinary_3,p25,709.701705
deep-egs_pbinary_4,p25,936.4874337
deep-egs_pbinary_5,p25,933.6172505
deep-egs_pbinary_6,p25,950.7322103
deep-egs_pbinary_7,p25,972.1774865
deep-egs_pbinary_1,p26,698.7532524
deep-egs_pbinary_2,p26,709.701705
deep-egs_pbinary_3,p26,933.6172505
deep-egs_pbinary_4,p26,950.7322103
deep-egs_pbinary_1,p27,691.2589556
deep-egs_pbinary_2,p27,698.7532524
deep-egs_pbinary_3,p27,709.701705
deep-egs_pbinary_4,p27,936.4874337
deep-egs_pbinary_5,p27,933.6172505
deep-egs_pbinary_6,p27,950.7322103
deep-egs_pbinary_1,p28,691.2589556
deep-egs_pbinary_2,p28,698.7532524
deep-egs_pbinary_3,p28,709.701705
deep-egs_pbinary_4,p28,936.4874337
deep-egs_pbinary_5,p28,933.6172505
deep-egs_pbinary_6,p28,950.7322103
deep-egs_pbinary_7,p28,972.1774865
deep-egs_pbinary_1,p29,691.2589556
deep-egs_pbinary_2,p29,698.7532524
deep-egs_pbinary_3,p29,709.701705
deep-egs_pbinary_4,p29,933.6172505
deep-egs_pbinary_5,p29,950.7322103
deep-egs_pbinary_6,p29,972.1774865
deep-egs_pbinary_1,p30,691.2589556
deep-egs_pbinary_2,p30,698.7532524
deep-egs_pbinary_3,p30,936.4874337
deep-egs_pbinary_4,p30,933.6172505
deep-egs_pbinary_1,p31,696.016921
deep-egs_pbinary_2,p31,691.2589556
deep-egs_pbinary_3,p31,698.7532524
deep-egs_pbinary_4,p31,709.701705
deep-egs_pbinary_5,p31,936.4874337
deep-egs_pbinary_6,p31,933.6172505
deep-egs_pbinary_7,p31,950.7322103
deep-egs_pbinary_8,p31,972.1774865
deep-egs_pbinary_1,p32,698.7532524
deep-egs_pbinary_2,p32,709.701705
deep-egs_pbinary_3,p32,933.6172505
deep-egs_pbinary_4,p32,950.7322103
deep-egs_pbinary_5,p32,972.1774865
deep-egs_pbinary_1,p33,691.2589556
deep-egs_pbinary_2,p33,698.7532524
deep-egs_pbinary_3,p33,709.701705
deep-egs_pbinary_4,p33,936.4874337
deep-egs_pbinary_5,p33,933.6172505
deep-egs_pbinary_6,p33,950.7322103
deep-egs_pbinary_7,p33,972.1774865
deep-egs_pbinary_1,p34,696.016921
deep-egs_pbinary_2,p34,691.2589556
deep-egs_pbinary_3,p34,698.7532524
deep-egs_pbinary_4,p34,709.701705
deep-egs_pbinary_5,p34,936.4874337
deep-egs_pbinary_6,p34,933.6172505
deep-egs_pbinary_7,p34,950.7322103
deep-egs_pbinary_8,p34,972.1774865
deep-egs_pbinary_1,p35,691.2589556
deep-egs_pbinary_2,p35,698.7532524
deep-egs_pbinary_3,p35,709.701705
deep-egs_pbinary_4,p35,936.4874337
deep-egs_pbinary_5,p35,933.6172505
deep-egs_pbinary_6,p35,950.7322103
deep-egs_pbinary_7,p35,972.1774865
deep-egs_pbinary_1,p36,691.2589556
deep-egs_pbinary_2,p36,698.7532524
deep-egs_pbinary_3,p36,709.701705
deep-egs_pbinary_4,p36,933.6172505
deep-egs_pbinary_5,p36,950.7322103
deep-egs_pbinary_6,p36,972.1774865
deep-egs_pbinary_1,p37,698.7532524
deep-egs_pbinary_2,p37,709.701705
deep-egs_pbinary_3,p37,933.6172505
deep-egs_pbinary_4,p37,950.7322103
deep-egs_pbinary_5,p37,972.1774865
deep-egs_pbinary_1,p38,698.7532524
deep-egs_pbinary_2,p38,709.701705
deep-egs_pbinary_3,p38,933.6172505
deep-egs_pbinary_4,p38,950.7322103
deep-egs_pbinary_5,p38,972.1774865
deep-egs_pbinary_1,p39,698.7532524
deep-egs_pbinary_2,p39,709.701705
deep-egs_pbinary_3,p39,933.6172505
deep-egs_pbinary_4,p39,950.7322103
deep-egs_pbinary_5,p39,972.1774865
deep-egs_pbinary_1,p40,698.7532524
deep-egs_pbinary_2,p40,709.701705
deep-egs_pbinary_3,p40,933.6172505
deep-egs_pbinary_4,p40,950.7322103
deep-egs_pbinary_5,p40,972.1774865
deep-egs_pbinary_1,p41,709.701705
deep-egs_pbinary_2,p41,950.7322103
deep-egs_pbinary_3,p41,972.1774865
deep-egs_pbinary_1,p47,709.701705
deep-egs_pbinary_2,p47,950.7322103
deep-egs_pbinary_3,p47,972.1774865
deep-egs_pbinary_1,p48,709.701705
deep-egs_pbinary_2,p48,950.7322103
deep-egs_pbinary_3,p48,972.1774865
deep-egs_pbinary_1,p50,698.7532524
deep-egs_pbinary_2,p50,709.701705
deep-egs_pbinary_3,p50,933.6172505
deep-egs_pbinary_4,p50,950.7322103
deep-egs_pbinary_5,p50,972.1774865
deep-egs_pbinary_1,p51,950.7322103
deep-egs_pbinary_1,p52,972.1774865
deep-egs_pbinary_1,p53,972.1774865
deep-egs_pbinary_1,p55,972.1774865
deep-egs_pbinary_1,p56,709.701705
deep-egs_pbinary_2,p56,933.6172505
deep-egs_pbinary_3,p56,950.7322103
deep-egs_pbinary_4,p56,972.1774865
deep-egs_pbinary_1,p57,691.2589556
deep-egs_pbinary_2,p57,698.7532524
deep-egs_pbinary_3,p57,709.701705
deep-egs_pbinary_4,p57,933.6172505
deep-egs_pbinary_5,p57,950.7322103
deep-egs_pbinary_6,p57,972.1774865
deep-egs_pbinary_1,p58,691.2589556
deep-egs_pbinary_2,p58,698.7532524
deep-egs_pbinary_3,p58,709.701705
deep-egs_pbinary_4,p58,936.4874337
deep-egs_pbinary_5,p58,933.6172505
deep-egs_pbinary_6,p58,950.7322103
deep-egs_pbinary_7,p58,972.1774865
deep-egs_pbinary_1,p59,691.2589556
deep-egs_pbinary_2,p59,698.7532524
deep-egs_pbinary_3,p59,936.4874337
deep-egs_pbinary_4,p59,933.6172505
deep-egs_pbinary_1,p60,950.7322103
deep-egs_pbinary_2,p60,972.1774865
deep-egs_pbinary_1,p61,691.2589556
deep-egs_pbinary_2,p61,698.7532524
deep-egs_pbinary_3,p61,709.701705
deep-egs_pbinary_4,p61,936.4874337
deep-egs_pbinary_5,p61,933.6172505
deep-egs_pbinary_6,p61,950.7322103
deep-egs_pbinary_7,p61,972.1774865
deep-egs_pbinary_1,p63,691.2589556
deep-egs_pbinary_2,p63,698.7532524
deep-egs_pbinary_3,p63,709.701705
deep-egs_pbinary_4,p63,933.6172505
deep-egs_pbinary_5,p63,950.7322103
deep-egs_pbinary_6,p63,972.1774865
deep-egs_pbinary_1,p64,691.2589556
deep-egs_pbinary_2,p64,698.7532524
deep-egs_pbinary_3,p64,709.701705
deep-egs_pbinary_4,p64,936.4874337
deep-egs_pbinary_5,p64,933.6172505
deep-egs_pbinary_6,p64,950.7322103
deep-egs_pbinary_7,p64,972.1774865
deep-egs_pbinary_1,p65,691.2589556
deep-egs_pbinary_2,p65,698.7532524
deep-egs_pbinary_3,p65,709.701705
deep-egs_pbinary_4,p65,936.4874337
deep-egs_pbinary_5,p65,933.6172505
deep-egs_pbinary_6,p65,950.7322103
deep-egs_pbinary_7,p65,972.1774865
deep-egs_pbinary_1,p66,691.2589556
deep-egs_pbinary_2,p66,698.7532524
deep-egs_pbinary_3,p66,709.701705
deep-egs_pbinary_4,p66,936.4874337
deep-egs_pbinary_5,p66,933.6172505
deep-egs_pbinary_6,p66,950.7322103
deep-egs_pbinary_7,p66,972.1774865
deep-egs_pbinary_1,p67,698.7532524
deep-egs_pbinary_2,p67,709.701705
deep-egs_pbinary_3,p67,933.6172505
deep-egs_pbinary_4,p67,950.7322103
deep-egs_pbinary_5,p67,972.1774865
deep-egs_pbinary_1,p69,972.1774865
deep-egs_pbinary_1,p70,972.1774865
deep-egs_pbinary_1,p71,972.1774865
deep-egs_pbinary_1,p77,972.1774865
deep-egs_pbinary_1,p80,972.1774865
deep-egs_pbinary_1,p81,972.1774865
deep-egs_pbinary_1,p83,972.1774865
deep-egs_pbinary_1,p85,691.2589556
deep-egs_pbinary_2,p85,698.7532524
deep-egs_pbinary_3,p85,709.701705
deep-egs_pbinary_4,p85,936.4874337
deep-egs_pbinary_5,p85,933.6172505
deep-egs_pbinary_6,p85,950.7322103
deep-egs_pbinary_7,p85,972.1774865
deep-egs_pbinary_1,p86,698.7532524
deep-egs_pbinary_2,p86,709.701705
deep-egs_pbinary_3,p86,933.6172505
deep-egs_pbinary_4,p86,950.7322103
deep-egs_pbinary_1,p87,698.7532524
deep-egs_pbinary_2,p87,709.701705
deep-egs_pbinary_3,p87,933.6172505
deep-egs_pbinary_4,p87,950.7322103
deep-egs_pbinary_5,p87,972.1774865
deep-egs_pbinary_1,p88,698.7532524
deep-egs_pbinary_2,p88,709.701705
deep-egs_pbinary_3,p88,933.6172505
deep-egs_pbinary_4,p88,950.7322103
deep-egs_pbinary_5,p88,972.1774865
deep-egs_pbinary_1,p89,709.701705
deep-egs_pbinary_2,p89,950.7322103
deep-egs_pbinary_3,p89,972.1774865
deep-egs_pbinary_1,p90,972.1774865
deep-egs_pbinary_1,p91,709.701705
deep-egs_pbinary_2,p91,933.6172505
deep-egs_pbinary_3,p91,950.7322103
deep-egs_pbinary_4,p91,972.1774865
deep-egs_pbinary_1,p92,972.1774865
deep-egs_pbinary_1,p93,972.1774865
deep-egs_pbinary_1,p94,972.1774865
deep-egs_pbinary_1,p95,972.1774865
deep-egs_pbinary_1,p96,972.1774865
deep-egs_pbinary_1,p98,709.701705
deep-egs_pbinary_2,p98,950.7322103
deep-egs_pbinary_3,p98,972.1774865
deep-egs_pbinary_1,p99,698.7532524
deep-egs_pbinary_2,p99,709.701705
deep-egs_pbinary_3,p99,933.6172505
deep-egs_pbinary_4,p99,950.7322103
deep-egs_pbinary_5,p99,972.1774865
deep-egs_pbinary_1,p101,972.1774865
deep-egs_pbinary_1,p107,972.1774865
deep-egs_pbinary_1,p109,972.1774865
deep-egs_pbinary_1,p110,709.701705
deep-egs_pbinary_2,p110,950.7322103
deep-egs_pbinary_3,p110,972.1774865
deep-egs_pbinary_1,p111,972.1774865
deep-egs_pbinary_1,p112,972.1774865
deep-egs_pbinary_1,p115,698.7532524
deep-egs_pbinary_2,p115,709.701705
deep-egs_pbinary_3,p115,933.6172505
deep-egs_pbinary_4,p115,950.7322103
deep-egs_pbinary_5,p115,972.1774865
deep-egs_pbinary_1,p116,698.7532524
deep-egs_pbinary_2,p116,709.701705
deep-egs_pbinary_3,p116,933.6172505
deep-egs_pbinary_4,p116,950.7322103
deep-egs_pbinary_5,p116,972.1774865
deep-egs_pbinary_1,p117,698.7532524
deep-egs_pbinary_2,p117,709.701705
deep-egs_pbinary_3,p117,933.6172505
deep-egs_pbinary_4,p117,950.7322103
deep-egs_pbinary_5,p117,972.1774865
deep-egs_pbinary_1,p118,709.701705
deep-egs_pbinary_2,p118,933.6172505
deep-egs_pbinary_3,p118,950.7322103
deep-egs_pbinary_4,p118,972.1774865
deep-egs_pbinary_1,p119,972.1774865
deep-egs_pbinary_1,p120,972.1774865
deep-egs_pbinary_1,p121,972.1774865
deep-egs_pbinary_1,p122,709.701705
deep-egs_pbinary_2,p122,950.7322103
deep-egs_pbinary_3,p122,972.1774865
deep-egs_pbinary_1,p123,972.1774865
deep-egs_pbinary_1,p124,972.1774865
deep-egs_pbinary_1,p127,709.701705
deep-egs_pbinary_2,p127,950.7322103
deep-egs_pbinary_1,p131,972.1774865
deep-egs_pbinary_1,p134,972.1774865
deep-egs_pflash_1,p1,341.3255492
deep-egs_pflash_2,p1,306.9574144
deep-egs_pflash_1,p2,341.3255492
deep-egs_pflash_2,p2,304.2469469
deep-egs_pflash_3,p2,306.9574144
deep-egs_pflash_1,p3,341.3255492
deep-egs_pflash_2,p3,304.2469469
deep-egs_pflash_3,p3,306.9574144
deep-egs_pflash_1,p4,306.9574144
deep-egs_pflash_1,p5,258.2100917
deep-egs_pflash_2,p5,291.723246
deep-egs_pflash_3,p5,331.7672736
deep-egs_pflash_4,p5,341.3255492
deep-egs_pflash_5,p5,302.9253678
deep-egs_pflash_6,p5,304.2469469
deep-egs_pflash_7,p5,306.9574144
deep-egs_pflash_1,p6,258.2100917
deep-egs_pflash_2,p6,291.723246
deep-egs_pflash_3,p6,331.7672736
deep-egs_pflash_4,p6,341.3255492
deep-egs_pflash_5,p6,304.2469469
deep-egs_pflash_6,p6,306.9574144
deep-egs_pflash_1,p7,291.723246
deep-egs_pflash_2,p7,331.7672736
deep-egs_pflash_3,p7,341.3255492
deep-egs_pflash_4,p7,302.9253678
deep-egs_pflash_5,p7,304.2469469
deep-egs_pflash_6,p7,306.9574144
deep-egs_pflash_1,p8,291.723246
deep-egs_pflash_2,p8,331.7672736
deep-egs_pflash_3,p8,341.3255492
deep-egs_pflash_4,p8,304.2469469
deep-egs_pflash_5,p8,306.9574144
deep-egs_pflash_1,p9,232.5922029
deep-egs_pflash_2,p9,267.188999
deep-egs_pflash_3,p9,291.723246
deep-egs_pflash_4,p9,322.3560511
deep-egs_pflash_5,p9,331.7672736
deep-egs_pflash_6,p9,340.0323716
deep-egs_pflash_7,p9,304.2469469
deep-egs_pflash_8,p9,306.9574144
deep-egs_pflash_1,p10,232.5922029
deep-egs_pflash_2,p10,258.2100917
deep-egs_pflash_3,p10,284.0826775
deep-egs_pflash_4,p10,291.723246
deep-egs_pflash_5,p10,331.7672736
deep-egs_pflash_6,p10,341.3255492
deep-egs_pflash_7,p10,303.7823869
deep-egs_pflash_8,p10,306.9574144
deep-egs_pflash_1,p11,291.723246
deep-egs_pflash_2,p11,331.7672736
deep-egs_pflash_3,p11,341.3255492
deep-egs_pflash_4,p11,302.9253678
deep-egs_pflash_5,p11,304.2469469
deep-egs_pflash_6,p11,306.9574144
deep-egs_pflash_1,p12,291.723246
deep-egs_pflash_2,p12,331.7672736
deep-egs_pflash_3,p12,341.3255492
deep-egs_pflash_4,p12,304.2469469
deep-egs_pflash_5,p12,306.9574144
deep-egs_pflash_1,p13,291.723246
deep-egs_pflash_2,p13,331.7672736
deep-egs_pflash_3,p13,341.3255492
deep-egs_pflash_4,p13,304.2469469
deep-egs_pflash_5,p13,306.9574144
deep-egs_pflash_1,p14,341.3255492
deep-egs_pflash_2,p14,304.2469469
deep-egs_pflash_3,p14,306.9574144
deep-egs_pflash_1,p15,258.2100917
deep-egs_pflash_2,p15,284.0826775
deep-egs_pflash_3,p15,291.723246
deep-egs_pflash_4,p15,331.7672736
deep-egs_pflash_5,p15,341.3255492
deep-egs_pflash_6,p15,302.9253678
deep-egs_pflash_7,p15,304.2469469
deep-egs_pflash_8,p15,306.9574144
deep-egs_pflash_1,p16,236.2336143
deep-egs_pflash_2,p16,258.2100917
deep-egs_pflash_3,p16,284.0826775
deep-egs_pflash_4,p16,292.0106154
deep-egs_pflash_5,p16,331.7672736
deep-egs_pflash_6,p16,340.202296
deep-egs_pflash_7,p16,304.2469469
deep-egs_pflash_8,p16,306.9574144
deep-egs_pflash_1,p17,291.723246
deep-egs_pflash_2,p17,341.3255492
deep-egs_pflash_3,p17,304.2469469
deep-egs_pflash_4,p17,306.9574144
deep-egs_pflash_1,p18,341.3255492
deep-egs_pflash_2,p18,304.2469469
deep-egs_pflash_3,p18,306.9574144
deep-egs_pflash_1,p19,306.9574144
deep-egs_pflash_1,p20,306.9574144
deep-egs_pflash_1,p21,291.723246
deep-egs_pflash_2,p21,331.7672736
deep-egs_pflash_3,p21,341.3255492
deep-egs_pflash_4,p21,302.9253678
deep-egs_pflash_5,p21,304.2469469
deep-egs_pflash_6,p21,306.9574144
deep-egs_pflash_1,p24,306.9574144
deep-egs_pflash_1,p25,291.723246
deep-egs_pflash_2,p25,331.7672736
deep-egs_pflash_3,p25,341.3255492
deep-egs_pflash_4,p25,304.2469469
deep-egs_pflash_5,p25,306.9574144
deep-egs_pflash_1,p26,306.9574144
deep-egs_pflash_1,p27,291.723246
deep-egs_pflash_2,p27,331.7672736
deep-egs_pflash_3,p27,341.3255492
deep-egs_pflash_4,p27,302.9253678
deep-egs_pflash_5,p27,304.2469469
deep-egs_pflash_6,p27,306.9574144
deep-egs_pflash_1,p28,258.2100917
deep-egs_pflash_2,p28,291.723246
deep-egs_pflash_3,p28,331.7672736
