*i,r,sc_cat,value
deep-egs_pbinary_1,p9,Cost,42993.44211
deep-egs_pbinary_1,p90,Cost,62972.14809
deep-egs_pbinary_1,p91,Cost,47931.70385
deep-egs_pbinary_1,p92,Cost,65728.30793
deep-egs_pbinary_1,p93,Cost,65728.30793
deep-egs_pbinary_1,p94,Cost,65728.30793
deep-egs_pbinary_1,p95,Cost,65728.30793
deep-egs_pbinary_1,p96,Cost,65728.30793
deep-egs_pbinary_1,p98,Cost,47931.70385
deep-egs_pbinary_1,p99,Cost,46056.20946
deep-egs_pbinary_2,p1,Cost,47931.70385
deep-egs_pbinary_2,p10,Cost,44233.36252
deep-egs_pbinary_2,p101,Cost,62972.14809
deep-egs_pbinary_2,p11,Cost,46056.20946
deep-egs_pbinary_2,p110,Cost,62972.14809
deep-egs_pbinary_2,p115,Cost,47931.70385
deep-egs_pbinary_2,p116,Cost,47931.70385
deep-egs_pbinary_2,p117,Cost,47931.70385
deep-egs_pbinary_2,p118,Cost,60317.7287
deep-egs_pbinary_2,p12,Cost,46056.20946
deep-egs_pbinary_2,p122,Cost,62972.14809
deep-egs_pbinary_2,p127,Cost,62972.14809
deep-egs_pbinary_2,p13,Cost,46056.20946
deep-egs_pbinary_2,p130,Cost,62972.14809
deep-egs_pbinary_2,p14,Cost,47931.70385
deep-egs_pbinary_2,p15,Cost,44233.36252
deep-egs_pbinary_2,p16,Cost,44233.36252
deep-egs_pbinary_2,p17,Cost,46056.20946
deep-egs_pbinary_2,p18,Cost,44233.36252
deep-egs_pbinary_2,p19,Cost,47931.70385
deep-egs_pbinary_2,p2,Cost,46056.20946
deep-egs_pbinary_2,p20,Cost,47931.70385
deep-egs_pbinary_2,p21,Cost,44233.36252
deep-egs_pbinary_2,p22,Cost,65728.30793
deep-egs_pbinary_2,p23,Cost,65728.30793
deep-egs_pbinary_2,p24,Cost,47931.70385
deep-egs_pbinary_2,p25,Cost,46056.20946
deep-egs_pbinary_2,p26,Cost,47931.70385
deep-egs_pbinary_2,p27,Cost,46056.20946
deep-egs_pbinary_2,p28,Cost,46056.20946
deep-egs_pbinary_2,p29,Cost,46056.20946
deep-egs_pbinary_2,p3,Cost,47931.70385
deep-egs_pbinary_2,p30,Cost,46056.20946
deep-egs_pbinary_2,p31,Cost,44233.36252
deep-egs_pbinary_2,p32,Cost,47931.70385
deep-egs_pbinary_2,p33,Cost,46056.20946
deep-egs_pbinary_2,p34,Cost,44233.36252
deep-egs_pbinary_2,p35,Cost,46056.20946
deep-egs_pbinary_2,p36,Cost,46056.20946
deep-egs_pbinary_2,p37,Cost,47931.70385
deep-egs_pbinary_2,p38,Cost,47931.70385
deep-egs_pbinary_2,p39,Cost,47931.70385
deep-egs_pbinary_2,p4,Cost,47931.70385
deep-egs_pbinary_2,p40,Cost,47931.70385
deep-egs_pbinary_2,p41,Cost,62972.14809
deep-egs_pbinary_2,p47,Cost,62972.14809
deep-egs_pbinary_2,p48,Cost,62972.14809
deep-egs_pbinary_2,p5,Cost,46056.20946
deep-egs_pbinary_2,p50,Cost,47931.70385
deep-egs_pbinary_2,p56,Cost,60317.7287
deep-egs_pbinary_2,p57,Cost,46056.20946
deep-egs_pbinary_2,p58,Cost,46056.20946
deep-egs_pbinary_2,p59,Cost,46056.20946
deep-egs_pbinary_2,p6,Cost,46056.20946
deep-egs_pbinary_2,p60,Cost,65728.30793
deep-egs_pbinary_2,p61,Cost,46056.20946
deep-egs_pbinary_2,p63,Cost,46056.20946
deep-egs_pbinary_2,p64,Cost,46056.20946
deep-egs_pbinary_2,p65,Cost,46056.20946
deep-egs_pbinary_2,p66,Cost,46056.20946
deep-egs_pbinary_2,p67,Cost,47931.70385
deep-egs_pbinary_2,p7,Cost,46056.20946
deep-egs_pbinary_2,p8,Cost,46056.20946
deep-egs_pbinary_2,p85,Cost,46056.20946
deep-egs_pbinary_2,p86,Cost,47931.70385
deep-egs_pbinary_2,p87,Cost,46056.20946
deep-egs_pbinary_2,p88,Cost,47931.70385
deep-egs_pbinary_2,p89,Cost,62972.14809
deep-egs_pbinary_2,p9,Cost,44233.36252
deep-egs_pbinary_2,p90,Cost,65728.30793
deep-egs_pbinary_2,p91,Cost,60317.7287
deep-egs_pbinary_2,p98,Cost,62972.14809
deep-egs_pbinary_2,p99,Cost,47931.70385
deep-egs_pbinary_3,p1,Cost,60317.7287
deep-egs_pbinary_3,p10,Cost,46056.20946
deep-egs_pbinary_3,p101,Cost,65728.30793
deep-egs_pbinary_3,p11,Cost,47931.70385
deep-egs_pbinary_3,p110,Cost,65728.30793
deep-egs_pbinary_3,p115,Cost,60317.7287
deep-egs_pbinary_3,p116,Cost,60317.7287
deep-egs_pbinary_3,p117,Cost,60317.7287
deep-egs_pbinary_3,p118,Cost,62972.14809
deep-egs_pbinary_3,p12,Cost,47931.70385
deep-egs_pbinary_3,p122,Cost,65728.30793
deep-egs_pbinary_3,p13,Cost,58673.33355
deep-egs_pbinary_3,p130,Cost,65728.30793
deep-egs_pbinary_3,p14,Cost,60317.7287
deep-egs_pbinary_3,p15,Cost,46056.20946
deep-egs_pbinary_3,p16,Cost,46056.20946
deep-egs_pbinary_3,p17,Cost,47931.70385
deep-egs_pbinary_3,p18,Cost,46056.20946
deep-egs_pbinary_3,p19,Cost,60317.7287
deep-egs_pbinary_3,p2,Cost,47931.70385
deep-egs_pbinary_3,p20,Cost,60317.7287
deep-egs_pbinary_3,p21,Cost,46056.20946
deep-egs_pbinary_3,p24,Cost,60317.7287
deep-egs_pbinary_3,p25,Cost,47931.70385
deep-egs_pbinary_3,p26,Cost,60317.7287
deep-egs_pbinary_3,p27,Cost,47931.70385
deep-egs_pbinary_3,p28,Cost,47931.70385
deep-egs_pbinary_3,p29,Cost,47931.70385
deep-egs_pbinary_3,p3,Cost,60317.7287
deep-egs_pbinary_3,p30,Cost,58673.33355
deep-egs_pbinary_3,p31,Cost,46056.20946
deep-egs_pbinary_3,p32,Cost,60317.7287
deep-egs_pbinary_3,p33,Cost,47931.70385
deep-egs_pbinary_3,p34,Cost,46056.20946
deep-egs_pbinary_3,p35,Cost,47931.70385
deep-egs_pbinary_3,p36,Cost,47931.70385
deep-egs_pbinary_3,p37,Cost,60317.7287
deep-egs_pbinary_3,p38,Cost,60317.7287
deep-egs_pbinary_3,p39,Cost,60317.7287
deep-egs_pbinary_3,p4,Cost,60317.7287
deep-egs_pbinary_3,p40,Cost,60317.7287
deep-egs_pbinary_3,p41,Cost,65728.30793
deep-egs_pbinary_3,p47,Cost,65728.30793
deep-egs_pbinary_3,p48,Cost,65728.30793
deep-egs_pbinary_3,p5,Cost,47931.70385
deep-egs_pbinary_3,p50,Cost,60317.7287
deep-egs_pbinary_3,p56,Cost,62972.14809
deep-egs_pbinary_3,p57,Cost,47931.70385
deep-egs_pbinary_3,p58,Cost,47931.70385
deep-egs_pbinary_3,p59,Cost,58673.33355
deep-egs_pbinary_3,p6,Cost,47931.70385
deep-egs_pbinary_3,p61,Cost,47931.70385
deep-egs_pbinary_3,p63,Cost,47931.70385
deep-egs_pbinary_3,p64,Cost,47931.70385
deep-egs_pbinary_3,p65,Cost,47931.70385
deep-egs_pbinary_3,p66,Cost,47931.70385
deep-egs_pbinary_3,p67,Cost,60317.7287
deep-egs_pbinary_3,p7,Cost,47931.70385
deep-egs_pbinary_3,p8,Cost,47931.70385
deep-egs_pbinary_3,p85,Cost,47931.70385
deep-egs_pbinary_3,p86,Cost,60317.7287
deep-egs_pbinary_3,p87,Cost,47931.70385
deep-egs_pbinary_3,p88,Cost,60317.7287
deep-egs_pbinary_3,p89,Cost,65728.30793
deep-egs_pbinary_3,p9,Cost,46056.20946
deep-egs_pbinary_3,p91,Cost,62972.14809
deep-egs_pbinary_3,p98,Cost,65728.30793
deep-egs_pbinary_3,p99,Cost,60317.7287
deep-egs_pbinary_4,p1,Cost,62972.14809
deep-egs_pbinary_4,p10,Cost,47931.70385
deep-egs_pbinary_4,p11,Cost,58673.33355
deep-egs_pbinary_4,p115,Cost,62972.14809
deep-egs_pbinary_4,p116,Cost,62972.14809
deep-egs_pbinary_4,p117,Cost,62972.14809
deep-egs_pbinary_4,p118,Cost,65728.30793
deep-egs_pbinary_4,p12,Cost,58673.33355
deep-egs_pbinary_4,p13,Cost,60317.7287
deep-egs_pbinary_4,p14,Cost,62972.14809
deep-egs_pbinary_4,p15,Cost,47931.70385
deep-egs_pbinary_4,p16,Cost,58673.33355
deep-egs_pbinary_4,p17,Cost,60317.7287
deep-egs_pbinary_4,p18,Cost,47931.70385
deep-egs_pbinary_4,p19,Cost,62972.14809
deep-egs_pbinary_4,p2,Cost,60317.7287
deep-egs_pbinary_4,p20,Cost,62972.14809
deep-egs_pbinary_4,p21,Cost,47931.70385
deep-egs_pbinary_4,p24,Cost,62972.14809
deep-egs_pbinary_4,p25,Cost,58673.33355
deep-egs_pbinary_4,p26,Cost,62972.14809
deep-egs_pbinary_4,p27,Cost,58673.33355
deep-egs_pbinary_4,p28,Cost,58673.33355
deep-egs_pbinary_4,p29,Cost,60317.7287
deep-egs_pbinary_4,p3,Cost,62972.14809
deep-egs_pbinary_4,p30,Cost,60317.7287
deep-egs_pbinary_4,p31,Cost,47931.70385
deep-egs_pbinary_4,p32,Cost,62972.14809
deep-egs_pbinary_4,p33,Cost,58673.33355
deep-egs_pbinary_4,p34,Cost,47931.70385
deep-egs_pbinary_4,p35,Cost,58673.33355
deep-egs_pbinary_4,p36,Cost,60317.7287
deep-egs_pbinary_4,p37,Cost,62972.14809
deep-egs_pbinary_4,p38,Cost,62972.14809
deep-egs_pbinary_4,p39,Cost,62972.14809
deep-egs_pbinary_4,p4,Cost,62972.14809
deep-egs_pbinary_4,p40,Cost,62972.14809
deep-egs_pbinary_4,p5,Cost,58673.33355
deep-egs_pbinary_4,p50,Cost,62972.14809
deep-egs_pbinary_4,p56,Cost,65728.30793
deep-egs_pbinary_4,p57,Cost,60317.7287
deep-egs_pbinary_4,p58,Cost,58673.33355
deep-egs_pbinary_4,p59,Cost,60317.7287
deep-egs_pbinary_4,p6,Cost,58673.33355
deep-egs_pbinary_4,p61,Cost,58673.33355
deep-egs_pbinary_4,p63,Cost,60317.7287
deep-egs_pbinary_4,p64,Cost,58673.33355
deep-egs_pbinary_4,p65,Cost,58673.33355
deep-egs_pbinary_4,p66,Cost,58673.33355
deep-egs_pbinary_4,p67,Cost,62972.14809
deep-egs_pbinary_4,p7,Cost,58673.33355
deep-egs_pbinary_4,p8,Cost,58673.33355
deep-egs_pbinary_4,p85,Cost,58673.33355
deep-egs_pbinary_4,p86,Cost,62972.14809
deep-egs_pbinary_4,p87,Cost,58673.33355
deep-egs_pbinary_4,p88,Cost,62972.14809
deep-egs_pbinary_4,p9,Cost,47931.70385
deep-egs_pbinary_4,p91,Cost,65728.30793
deep-egs_pbinary_4,p99,Cost,62972.14809
deep-egs_pbinary_5,p1,Cost,65728.30793
deep-egs_pbinary_5,p10,Cost,58673.33355
deep-egs_pbinary_5,p11,Cost,60317.7287
deep-egs_pbinary_5,p115,Cost,65728.30793
deep-egs_pbinary_5,p116,Cost,65728.30793
deep-egs_pbinary_5,p117,Cost,65728.30793
deep-egs_pbinary_5,p12,Cost,60317.7287
deep-egs_pbinary_5,p15,Cost,58673.33355
deep-egs_pbinary_5,p16,Cost,60317.7287
deep-egs_pbinary_5,p17,Cost,62972.14809
deep-egs_pbinary_5,p18,Cost,58673.33355
deep-egs_pbinary_5,p19,Cost,65728.30793
deep-egs_pbinary_5,p2,Cost,62972.14809
deep-egs_pbinary_5,p20,Cost,65728.30793
deep-egs_pbinary_5,p21,Cost,58673.33355
deep-egs_pbinary_5,p24,Cost,65728.30793
deep-egs_pbinary_5,p25,Cost,60317.7287
deep-egs_pbinary_5,p27,Cost,60317.7287
deep-egs_pbinary_5,p28,Cost,60317.7287
deep-egs_pbinary_5,p29,Cost,62972.14809
deep-egs_pbinary_5,p31,Cost,58673.33355
deep-egs_pbinary_5,p32,Cost,65728.30793
deep-egs_pbinary_5,p33,Cost,60317.7287
deep-egs_pbinary_5,p34,Cost,58673.33355
deep-egs_pbinary_5,p35,Cost,60317.7287
deep-egs_pbinary_5,p36,Cost,62972.14809
deep-egs_pbinary_5,p37,Cost,65728.30793
deep-egs_pbinary_5,p38,Cost,65728.30793
deep-egs_pbinary_5,p39,Cost,65728.30793
deep-egs_pbinary_5,p40,Cost,65728.30793
deep-egs_pbinary_5,p5,Cost,60317.7287
deep-egs_pbinary_5,p50,Cost,65728.30793
deep-egs_pbinary_5,p57,Cost,62972.14809
deep-egs_pbinary_5,p58,Cost,60317.7287
deep-egs_pbinary_5,p6,Cost,60317.7287
deep-egs_pbinary_5,p61,Cost,60317.7287
deep-egs_pbinary_5,p63,Cost,62972.14809
deep-egs_pbinary_5,p64,Cost,60317.7287
deep-egs_pbinary_5,p65,Cost,60317.7287
deep-egs_pbinary_5,p66,Cost,60317.7287
deep-egs_pbinary_5,p67,Cost,65728.30793
deep-egs_pbinary_5,p7,Cost,60317.7287
deep-egs_pbinary_5,p8,Cost,60317.7287
deep-egs_pbinary_5,p85,Cost,60317.7287
deep-egs_pbinary_5,p87,Cost,60317.7287
deep-egs_pbinary_5,p88,Cost,65728.30793
deep-egs_pbinary_5,p9,Cost,58673.33355
deep-egs_pbinary_5,p99,Cost,65728.30793
deep-egs_pbinary_6,p10,Cost,60317.7287
deep-egs_pbinary_6,p11,Cost,62972.14809
deep-egs_pbinary_6,p12,Cost,62972.14809
deep-egs_pbinary_6,p15,Cost,60317.7287
deep-egs_pbinary_6,p18,Cost,60317.7287
deep-egs_pbinary_6,p2,Cost,65728.30793
deep-egs_pbinary_6,p21,Cost,60317.7287
deep-egs_pbinary_6,p25,Cost,62972.14809
deep-egs_pbinary_6,p27,Cost,62972.14809
deep-egs_pbinary_6,p28,Cost,62972.14809
deep-egs_pbinary_6,p29,Cost,65728.30793
deep-egs_pbinary_6,p31,Cost,60317.7287
deep-egs_pbinary_6,p33,Cost,62972.14809
deep-egs_pbinary_6,p34,Cost,60317.7287
deep-egs_pbinary_6,p35,Cost,62972.14809
deep-egs_pbinary_6,p36,Cost,65728.30793
deep-egs_pbinary_6,p5,Cost,62972.14809
deep-egs_pbinary_6,p57,Cost,65728.30793
deep-egs_pbinary_6,p58,Cost,62972.14809
deep-egs_pbinary_6,p6,Cost,62972.14809
deep-egs_pbinary_6,p61,Cost,62972.14809
deep-egs_pbinary_6,p63,Cost,65728.30793
deep-egs_pbinary_6,p64,Cost,62972.14809
deep-egs_pbinary_6,p65,Cost,62972.14809
deep-egs_pbinary_6,p66,Cost,62972.14809
deep-egs_pbinary_6,p7,Cost,62972.14809
deep-egs_pbinary_6,p8,Cost,62972.14809
deep-egs_pbinary_6,p85,Cost,62972.14809
deep-egs_pbinary_6,p87,Cost,62972.14809
deep-egs_pbinary_6,p9,Cost,60317.7287
deep-egs_pbinary_7,p10,Cost,62972.14809
deep-egs_pbinary_7,p11,Cost,65728.30793
deep-egs_pbinary_7,p15,Cost,62972.14809
deep-egs_pbinary_7,p18,Cost,62972.14809
deep-egs_pbinary_7,p21,Cost,62972.14809
deep-egs_pbinary_7,p25,Cost,65728.30793
deep-egs_pbinary_7,p28,Cost,65728.30793
deep-egs_pbinary_7,p31,Cost,62972.14809
deep-egs_pbinary_7,p33,Cost,65728.30793
deep-egs_pbinary_7,p34,Cost,62972.14809
deep-egs_pbinary_7,p35,Cost,65728.30793
deep-egs_pbinary_7,p5,Cost,65728.30793
deep-egs_pbinary_7,p58,Cost,65728.30793
deep-egs_pbinary_7,p6,Cost,65728.30793
deep-egs_pbinary_7,p61,Cost,65728.30793
deep-egs_pbinary_7,p64,Cost,65728.30793
deep-egs_pbinary_7,p65,Cost,65728.30793
deep-egs_pbinary_7,p66,Cost,65728.30793
deep-egs_pbinary_7,p8,Cost,65728.30793
deep-egs_pbinary_7,p85,Cost,65728.30793
deep-egs_pbinary_7,p87,Cost,65728.30793
deep-egs_pbinary_7,p9,Cost,62972.14809
deep-egs_pbinary_8,p10,Cost,65728.30793
deep-egs_pbinary_8,p18,Cost,65728.30793
deep-egs_pbinary_8,p21,Cost,65728.30793
deep-egs_pbinary_8,p31,Cost,65728.30793
deep-egs_pbinary_8,p34,Cost,65728.30793
deep-egs_pbinary_8,p9,Cost,65728.30793
deep-egs_pflash_1,p1,Cost,35700.46208
deep-egs_pflash_1,p10,Cost,24481.58348
deep-egs_pflash_1,p11,Cost,30629.65664
deep-egs_pflash_1,p115,Cost,37162.29355
deep-egs_pflash_1,p116,Cost,35700.46208
deep-egs_pflash_1,p12,Cost,30629.65664
deep-egs_pflash_1,p13,Cost,30629.65664
deep-egs_pflash_1,p14,Cost,35700.46208
deep-egs_pflash_1,p15,Cost,27174.05145
deep-egs_pflash_1,p16,Cost,22857.50403
deep-egs_pflash_1,p17,Cost,30629.65664
deep-egs_pflash_1,p18,Cost,22277.56989
deep-egs_pflash_1,p19,Cost,37162.29355
deep-egs_pflash_1,p2,Cost,35700.46208
deep-egs_pflash_1,p20,Cost,37162.29355
deep-egs_pflash_1,p21,Cost,24481.58348
deep-egs_pflash_1,p24,Cost,37162.29355
deep-egs_pflash_1,p25,Cost,30629.65664
deep-egs_pflash_1,p26,Cost,37162.29355
deep-egs_pflash_1,p27,Cost,30629.65664
deep-egs_pflash_1,p28,Cost,27174.05145
deep-egs_pflash_1,p29,Cost,30629.65664
deep-egs_pflash_1,p3,Cost,35700.46208
deep-egs_pflash_1,p30,Cost,30629.65664
deep-egs_pflash_1,p31,Cost,24481.58348
deep-egs_pflash_1,p33,Cost,27174.05145
deep-egs_pflash_1,p34,Cost,27174.05145
deep-egs_pflash_1,p35,Cost,35700.46208
deep-egs_pflash_1,p36,Cost,35700.46208
deep-egs_pflash_1,p37,Cost,37162.29355
deep-egs_pflash_1,p38,Cost,37162.29355
deep-egs_pflash_1,p39,Cost,37162.29355
deep-egs_pflash_1,p4,Cost,37162.29355
deep-egs_pflash_1,p40,Cost,37162.29355
deep-egs_pflash_1,p5,Cost,27174.05145
deep-egs_pflash_1,p50,Cost,37162.29355
deep-egs_pflash_1,p57,Cost,35796.70025
deep-egs_pflash_1,p58,Cost,35700.46208
deep-egs_pflash_1,p59,Cost,30629.65664
deep-egs_pflash_1,p6,Cost,27174.05145
deep-egs_pflash_1,p61,Cost,30629.65664
deep-egs_pflash_1,p63,Cost,35700.46208
deep-egs_pflash_1,p64,Cost,35700.46208
deep-egs_pflash_1,p65,Cost,35700.46208
deep-egs_pflash_1,p66,Cost,35700.46208
deep-egs_pflash_1,p67,Cost,37162.29355
deep-egs_pflash_1,p7,Cost,30629.65664
deep-egs_pflash_1,p8,Cost,30629.65664
deep-egs_pflash_1,p85,Cost,35700.46208
deep-egs_pflash_1,p86,Cost,35796.70025
deep-egs_pflash_1,p87,Cost,35796.70025
deep-egs_pflash_1,p88,Cost,37162.29355
deep-egs_pflash_1,p9,Cost,24481.58348
deep-egs_pflash_1,p99,Cost,37162.29355
deep-egs_pflash_2,p1,Cost,37162.29355
deep-egs_pflash_2,p10,Cost,27174.05145
deep-egs_pflash_2,p11,Cost,34088.64555
deep-egs_pflash_2,p116,Cost,37162.29355
deep-egs_pflash_2,p12,Cost,34088.64555
deep-egs_pflash_2,p13,Cost,34088.64555
deep-egs_pflash_2,p14,Cost,35796.70025
deep-egs_pflash_2,p15,Cost,29332.73514
deep-egs_pflash_2,p16,Cost,24481.58348
deep-egs_pflash_2,p17,Cost,35700.46208
deep-egs_pflash_2,p18,Cost,24387.88357
deep-egs_pflash_2,p2,Cost,35796.70025
deep-egs_pflash_2,p21,Cost,27174.05145
deep-egs_pflash_2,p25,Cost,34088.64555
deep-egs_pflash_2,p27,Cost,34088.64555
deep-egs_pflash_2,p28,Cost,30629.65664
deep-egs_pflash_2,p29,Cost,35700.46208
deep-egs_pflash_2,p3,Cost,35796.70025
deep-egs_pflash_2,p30,Cost,34088.64555
deep-egs_pflash_2,p31,Cost,27157.98408
deep-egs_pflash_2,p33,Cost,30629.65664
deep-egs_pflash_2,p34,Cost,29332.73514
deep-egs_pflash_2,p35,Cost,35796.70025
deep-egs_pflash_2,p36,Cost,35796.70025
deep-egs_pflash_2,p5,Cost,30629.65664
deep-egs_pflash_2,p57,Cost,37162.29355
deep-egs_pflash_2,p58,Cost,35796.70025
deep-egs_pflash_2,p59,Cost,35700.46208
deep-egs_pflash_2,p6,Cost,30629.65664
deep-egs_pflash_2,p61,Cost,34088.64555
deep-egs_pflash_2,p63,Cost,35796.70025
deep-egs_pflash_2,p64,Cost,35796.70025
deep-egs_pflash_2,p65,Cost,35796.70025
deep-egs_pflash_2,p66,Cost,35796.70025
deep-egs_pflash_2,p7,Cost,34088.64555
deep-egs_pflash_2,p8,Cost,34088.64555
deep-egs_pflash_2,p85,Cost,35796.70025
deep-egs_pflash_2,p86,Cost,37162.29355
deep-egs_pflash_2,p87,Cost,37162.29355
deep-egs_pflash_2,p9,Cost,27961.07383
deep-egs_pflash_3,p10,Cost,29332.73514
deep-egs_pflash_3,p11,Cost,34480.05393
deep-egs_pflash_3,p12,Cost,35700.46208
deep-egs_pflash_3,p13,Cost,35700.46208
deep-egs_pflash_3,p14,Cost,37162.29355
deep-egs_pflash_3,p15,Cost,30629.65664
deep-egs_pflash_3,p16,Cost,25909.31982
deep-egs_pflash_3,p17,Cost,35796.70025
deep-egs_pflash_3,p18,Cost,27012.69965
deep-egs_pflash_3,p2,Cost,37162.29355
deep-egs_pflash_3,p21,Cost,30286.77048
deep-egs_pflash_3,p25,Cost,35700.46208
deep-egs_pflash_3,p27,Cost,34480.05393
deep-egs_pflash_3,p28,Cost,34088.64555
deep-egs_pflash_3,p29,Cost,35796.70025
deep-egs_pflash_3,p3,Cost,37162.29355
deep-egs_pflash_3,p30,Cost,34480.05393
deep-egs_pflash_3,p31,Cost,29332.73514
deep-egs_pflash_3,p33,Cost,34088.64555
deep-egs_pflash_3,p34,Cost,30629.65664
deep-egs_pflash_3,p35,Cost,37162.29355
deep-egs_pflash_3,p36,Cost,37162.29355
deep-egs_pflash_3,p5,Cost,34088.64555
deep-egs_pflash_3,p58,Cost,37162.29355
deep-egs_pflash_3,p59,Cost,35796.70025
deep-egs_pflash_3,p6,Cost,34088.64555
deep-egs_pflash_3,p61,Cost,35700.46208
deep-egs_pflash_3,p63,Cost,37162.29355
deep-egs_pflash_3,p64,Cost,37162.29355
deep-egs_pflash_3,p65,Cost,37162.29355
deep-egs_pflash_3,p66,Cost,37162.29355
deep-egs_pflash_3,p7,Cost,34480.05393
deep-egs_pflash_3,p8,Cost,35700.46208
deep-egs_pflash_3,p85,Cost,37162.29355
deep-egs_pflash_3,p9,Cost,30629.65664
deep-egs_pflash_4,p10,Cost,30629.65664
deep-egs_pflash_4,p11,Cost,35700.46208
deep-egs_pflash_4,p12,Cost,35796.70025
deep-egs_pflash_4,p13,Cost,35796.70025
