*i,r,vom ($/kW-yr)
deep-egs_pbinary_1,p32,535.8033407
deep-egs_pbinary_1,p33,530.0205649
deep-egs_pbinary_1,p34,533.6669623
deep-egs_pbinary_1,p35,530.0205649
deep-egs_pbinary_1,p36,530.0205649
deep-egs_pbinary_1,p37,535.8033407
deep-egs_pbinary_1,p38,535.8033407
deep-egs_pbinary_1,p39,535.8033407
deep-egs_pbinary_1,p4,535.8033407
deep-egs_pbinary_1,p40,535.8033407
deep-egs_pbinary_1,p41,543.8598314
deep-egs_pbinary_1,p47,543.8598314
deep-egs_pbinary_1,p48,543.8598314
deep-egs_pbinary_1,p49,725.4694638
deep-egs_pbinary_1,p5,530.0205649
deep-egs_pbinary_1,p50,535.8033407
deep-egs_pbinary_1,p51,709.8622738
deep-egs_pbinary_1,p52,725.4694638
deep-egs_pbinary_1,p53,725.4694638
deep-egs_pbinary_1,p55,725.4694638
deep-egs_pbinary_1,p56,543.8598314
deep-egs_pbinary_1,p57,530.0205649
deep-egs_pbinary_1,p58,530.0205649
deep-egs_pbinary_1,p59,530.0205649
deep-egs_pbinary_1,p6,530.0205649
deep-egs_pbinary_1,p60,709.8622738
deep-egs_pbinary_1,p61,530.0205649
deep-egs_pbinary_1,p63,530.0205649
deep-egs_pbinary_1,p64,530.0205649
deep-egs_pbinary_1,p65,530.0205649
deep-egs_pbinary_1,p66,530.0205649
deep-egs_pbinary_1,p67,535.8033407
deep-egs_pbinary_1,p69,725.4694638
deep-egs_pbinary_1,p7,530.0205649
deep-egs_pbinary_1,p70,725.4694638
deep-egs_pbinary_1,p71,725.4694638
deep-egs_pbinary_1,p77,725.4694638
deep-egs_pbinary_1,p8,530.0205649
deep-egs_pbinary_1,p80,725.4694638
deep-egs_pbinary_1,p81,725.4694638
deep-egs_pbinary_1,p83,725.4694638
deep-egs_pbinary_1,p84,725.4694638
deep-egs_pbinary_1,p85,530.0205649
deep-egs_pbinary_1,p86,535.8033407
deep-egs_pbinary_1,p87,530.0205649
deep-egs_pbinary_1,p88,535.8033407
deep-egs_pbinary_1,p89,543.8598314
deep-egs_pbinary_1,p9,533.6669623
deep-egs_pbinary_1,p90,709.8622738
deep-egs_pbinary_1,p91,543.8598314
deep-egs_pbinary_1,p92,725.4694638
deep-egs_pbinary_1,p93,725.4694638
deep-egs_pbinary_1,p94,725.4694638
deep-egs_pbinary_1,p95,725.4694638
deep-egs_pbinary_1,p96,725.4694638
deep-egs_pbinary_1,p98,543.8598314
deep-egs_pbinary_1,p99,535.8033407
deep-egs_pbinary_2,p1,543.8598314
deep-egs_pbinary_2,p10,530.0205649
deep-egs_pbinary_2,p101,709.8622738
deep-egs_pbinary_2,p11,535.8033407
deep-egs_pbinary_2,p110,709.8622738
deep-egs_pbinary_2,p115,543.8598314
deep-egs_pbinary_2,p116,543.8598314
deep-egs_pbinary_2,p117,543.8598314
deep-egs_pbinary_2,p118,696.9909469
deep-egs_pbinary_2,p12,535.8033407
deep-egs_pbinary_2,p122,709.8622738
deep-egs_pbinary_2,p127,709.8622738
deep-egs_pbinary_2,p13,535.8033407
deep-egs_pbinary_2,p130,709.8622738
deep-egs_pbinary_2,p14,543.8598314
deep-egs_pbinary_2,p15,530.0205649
deep-egs_pbinary_2,p16,530.0205649
deep-egs_pbinary_2,p17,535.8033407
deep-egs_pbinary_2,p18,530.0205649
deep-egs_pbinary_2,p19,543.8598314
deep-egs_pbinary_2,p2,535.8033407
deep-egs_pbinary_2,p20,543.8598314
deep-egs_pbinary_2,p21,530.0205649
deep-egs_pbinary_2,p22,725.4694638
deep-egs_pbinary_2,p23,725.4694638
deep-egs_pbinary_2,p24,543.8598314
deep-egs_pbinary_2,p25,535.8033407
deep-egs_pbinary_2,p26,543.8598314
deep-egs_pbinary_2,p27,535.8033407
deep-egs_pbinary_2,p28,535.8033407
deep-egs_pbinary_2,p29,535.8033407
deep-egs_pbinary_2,p3,543.8598314
deep-egs_pbinary_2,p30,535.8033407
deep-egs_pbinary_2,p31,530.0205649
deep-egs_pbinary_2,p32,543.8598314
deep-egs_pbinary_2,p33,535.8033407
deep-egs_pbinary_2,p34,530.0205649
deep-egs_pbinary_2,p35,535.8033407
deep-egs_pbinary_2,p36,535.8033407
deep-egs_pbinary_2,p37,543.8598314
deep-egs_pbinary_2,p38,543.8598314
deep-egs_pbinary_2,p39,543.8598314
deep-egs_pbinary_2,p4,543.8598314
deep-egs_pbinary_2,p40,543.8598314
deep-egs_pbinary_2,p41,709.8622738
deep-egs_pbinary_2,p47,709.8622738
deep-egs_pbinary_2,p48,709.8622738
deep-egs_pbinary_2,p5,535.8033407
deep-egs_pbinary_2,p50,543.8598314
deep-egs_pbinary_2,p56,696.9909469
deep-egs_pbinary_2,p57,535.8033407
deep-egs_pbinary_2,p58,535.8033407
deep-egs_pbinary_2,p59,535.8033407
deep-egs_pbinary_2,p6,535.8033407
deep-egs_pbinary_2,p60,725.4694638
deep-egs_pbinary_2,p61,535.8033407
deep-egs_pbinary_2,p63,535.8033407
deep-egs_pbinary_2,p64,535.8033407
deep-egs_pbinary_2,p65,535.8033407
deep-egs_pbinary_2,p66,535.8033407
deep-egs_pbinary_2,p67,543.8598314
deep-egs_pbinary_2,p7,535.8033407
deep-egs_pbinary_2,p8,535.8033407
deep-egs_pbinary_2,p85,535.8033407
deep-egs_pbinary_2,p86,543.8598314
deep-egs_pbinary_2,p87,535.8033407
deep-egs_pbinary_2,p88,543.8598314
deep-egs_pbinary_2,p89,709.8622738
deep-egs_pbinary_2,p9,530.0205649
deep-egs_pbinary_2,p90,725.4694638
deep-egs_pbinary_2,p91,696.9909469
deep-egs_pbinary_2,p98,709.8622738
deep-egs_pbinary_2,p99,543.8598314
deep-egs_pbinary_3,p1,696.9909469
deep-egs_pbinary_3,p10,535.8033407
deep-egs_pbinary_3,p101,725.4694638
deep-egs_pbinary_3,p11,543.8598314
deep-egs_pbinary_3,p110,725.4694638
deep-egs_pbinary_3,p115,696.9909469
deep-egs_pbinary_3,p116,696.9909469
deep-egs_pbinary_3,p117,696.9909469
deep-egs_pbinary_3,p118,709.8622738
deep-egs_pbinary_3,p12,543.8598314
deep-egs_pbinary_3,p122,725.4694638
deep-egs_pbinary_3,p13,699.4152501
deep-egs_pbinary_3,p130,725.4694638
deep-egs_pbinary_3,p14,696.9909469
deep-egs_pbinary_3,p15,535.8033407
deep-egs_pbinary_3,p16,535.8033407
deep-egs_pbinary_3,p17,543.8598314
deep-egs_pbinary_3,p18,535.8033407
deep-egs_pbinary_3,p19,696.9909469
deep-egs_pbinary_3,p2,543.8598314
deep-egs_pbinary_3,p20,696.9909469
deep-egs_pbinary_3,p21,535.8033407
deep-egs_pbinary_3,p24,696.9909469
deep-egs_pbinary_3,p25,543.8598314
deep-egs_pbinary_3,p26,696.9909469
deep-egs_pbinary_3,p27,543.8598314
deep-egs_pbinary_3,p28,543.8598314
deep-egs_pbinary_3,p29,543.8598314
deep-egs_pbinary_3,p3,696.9909469
deep-egs_pbinary_3,p30,699.4152501
deep-egs_pbinary_3,p31,535.8033407
deep-egs_pbinary_3,p32,696.9909469
deep-egs_pbinary_3,p33,543.8598314
deep-egs_pbinary_3,p34,535.8033407
deep-egs_pbinary_3,p35,543.8598314
deep-egs_pbinary_3,p36,543.8598314
deep-egs_pbinary_3,p37,696.9909469
deep-egs_pbinary_3,p38,696.9909469
deep-egs_pbinary_3,p39,696.9909469
deep-egs_pbinary_3,p4,696.9909469
deep-egs_pbinary_3,p40,696.9909469
deep-egs_pbinary_3,p41,725.4694638
deep-egs_pbinary_3,p47,725.4694638
deep-egs_pbinary_3,p48,725.4694638
deep-egs_pbinary_3,p5,543.8598314
deep-egs_pbinary_3,p50,696.9909469
deep-egs_pbinary_3,p56,709.8622738
deep-egs_pbinary_3,p57,543.8598314
deep-egs_pbinary_3,p58,543.8598314
deep-egs_pbinary_3,p59,699.4152501
deep-egs_pbinary_3,p6,543.8598314
deep-egs_pbinary_3,p61,543.8598314
deep-egs_pbinary_3,p63,543.8598314
deep-egs_pbinary_3,p64,543.8598314
deep-egs_pbinary_3,p65,543.8598314
deep-egs_pbinary_3,p66,543.8598314
deep-egs_pbinary_3,p67,696.9909469
deep-egs_pbinary_3,p7,543.8598314
deep-egs_pbinary_3,p8,543.8598314
deep-egs_pbinary_3,p85,543.8598314
deep-egs_pbinary_3,p86,696.9909469
deep-egs_pbinary_3,p87,543.8598314
deep-egs_pbinary_3,p88,696.9909469
deep-egs_pbinary_3,p89,725.4694638
deep-egs_pbinary_3,p9,535.8033407
deep-egs_pbinary_3,p91,709.8622738
deep-egs_pbinary_3,p98,725.4694638
deep-egs_pbinary_3,p99,696.9909469
deep-egs_pbinary_4,p1,709.8622738
deep-egs_pbinary_4,p10,543.8598314
deep-egs_pbinary_4,p11,699.4152501
deep-egs_pbinary_4,p115,709.8622738
deep-egs_pbinary_4,p116,709.8622738
deep-egs_pbinary_4,p117,709.8622738
deep-egs_pbinary_4,p118,725.4694638
deep-egs_pbinary_4,p12,699.4152501
deep-egs_pbinary_4,p13,696.9909469
deep-egs_pbinary_4,p14,709.8622738
deep-egs_pbinary_4,p15,543.8598314
deep-egs_pbinary_4,p16,699.4152501
deep-egs_pbinary_4,p17,696.9909469
deep-egs_pbinary_4,p18,543.8598314
deep-egs_pbinary_4,p19,709.8622738
deep-egs_pbinary_4,p2,696.9909469
deep-egs_pbinary_4,p20,709.8622738
deep-egs_pbinary_4,p21,543.8598314
deep-egs_pbinary_4,p24,709.8622738
deep-egs_pbinary_4,p25,699.4152501
deep-egs_pbinary_4,p26,709.8622738
deep-egs_pbinary_4,p27,699.4152501
deep-egs_pbinary_4,p28,699.4152501
deep-egs_pbinary_4,p29,696.9909469
deep-egs_pbinary_4,p3,709.8622738
deep-egs_pbinary_4,p30,696.9909469
deep-egs_pbinary_4,p31,543.8598314
deep-egs_pbinary_4,p32,709.8622738
deep-egs_pbinary_4,p33,699.4152501
deep-egs_pbinary_4,p34,543.8598314
deep-egs_pbinary_4,p35,699.4152501
deep-egs_pbinary_4,p36,696.9909469
deep-egs_pbinary_4,p37,709.8622738
deep-egs_pbinary_4,p38,709.8622738
deep-egs_pbinary_4,p39,709.8622738
deep-egs_pbinary_4,p4,709.8622738
deep-egs_pbinary_4,p40,709.8622738
deep-egs_pbinary_4,p5,699.4152501
deep-egs_pbinary_4,p50,709.8622738
deep-egs_pbinary_4,p56,725.4694638
deep-egs_pbinary_4,p57,696.9909469
deep-egs_pbinary_4,p58,699.4152501
deep-egs_pbinary_4,p59,696.9909469
deep-egs_pbinary_4,p6,699.4152501
deep-egs_pbinary_4,p61,699.4152501
deep-egs_pbinary_4,p63,696.9909469
deep-egs_pbinary_4,p64,699.4152501
deep-egs_pbinary_4,p65,699.4152501
deep-egs_pbinary_4,p66,699.4152501
deep-egs_pbinary_4,p67,709.8622738
deep-egs_pbinary_4,p7,699.4152501
deep-egs_pbinary_4,p8,699.4152501
deep-egs_pbinary_4,p85,699.4152501
deep-egs_pbinary_4,p86,709.8622738
deep-egs_pbinary_4,p87,699.4152501
deep-egs_pbinary_4,p88,709.8622738
deep-egs_pbinary_4,p9,543.8598314
deep-egs_pbinary_4,p91,725.4694638
deep-egs_pbinary_4,p99,709.8622738
deep-egs_pbinary_5,p1,725.4694638
deep-egs_pbinary_5,p10,699.4152501
deep-egs_pbinary_5,p11,696.9909469
deep-egs_pbinary_5,p115,725.4694638
deep-egs_pbinary_5,p116,725.4694638
deep-egs_pbinary_5,p117,725.4694638
deep-egs_pbinary_5,p12,696.9909469
deep-egs_pbinary_5,p15,699.4152501
deep-egs_pbinary_5,p16,696.9909469
deep-egs_pbinary_5,p17,709.8622738
deep-egs_pbinary_5,p18,699.4152501
deep-egs_pbinary_5,p19,725.4694638
deep-egs_pbinary_5,p2,709.8622738
deep-egs_pbinary_5,p20,725.4694638
deep-egs_pbinary_5,p21,699.4152501
deep-egs_pbinary_5,p24,725.4694638
deep-egs_pbinary_5,p25,696.9909469
deep-egs_pbinary_5,p27,696.9909469
deep-egs_pbinary_5,p28,696.9909469
deep-egs_pbinary_5,p29,709.8622738
deep-egs_pbinary_5,p31,699.4152501
deep-egs_pbinary_5,p32,725.4694638
deep-egs_pbinary_5,p33,696.9909469
deep-egs_pbinary_5,p34,699.4152501
deep-egs_pbinary_5,p35,696.9909469
deep-egs_pbinary_5,p36,709.8622738
deep-egs_pbinary_5,p37,725.4694638
deep-egs_pbinary_5,p38,725.4694638
deep-egs_pbinary_5,p39,725.4694638
deep-egs_pbinary_5,p40,725.4694638
deep-egs_pbinary_5,p5,696.9909469
deep-egs_pbinary_5,p50,725.4694638
deep-egs_pbinary_5,p57,709.8622738
deep-egs_pbinary_5,p58,696.9909469
deep-egs_pbinary_5,p6,696.9909469
deep-egs_pbinary_5,p61,696.9909469
deep-egs_pbinary_5,p63,709.8622738
deep-egs_pbinary_5,p64,696.9909469
deep-egs_pbinary_5,p65,696.9909469
deep-egs_pbinary_5,p66,696.9909469
deep-egs_pbinary_5,p67,725.4694638
deep-egs_pbinary_5,p7,696.9909469
deep-egs_pbinary_5,p8,696.9909469
deep-egs_pbinary_5,p85,696.9909469
deep-egs_pbinary_5,p87,696.9909469
deep-egs_pbinary_5,p88,725.4694638
deep-egs_pbinary_5,p9,699.4152501
deep-egs_pbinary_5,p99,725.4694638
deep-egs_pbinary_6,p10,696.9909469
deep-egs_pbinary_6,p11,709.8622738
deep-egs_pbinary_6,p12,709.8622738
deep-egs_pbinary_6,p15,696.9909469
deep-egs_pbinary_6,p18,696.9909469
deep-egs_pbinary_6,p2,725.4694638
deep-egs_pbinary_6,p21,696.9909469
deep-egs_pbinary_6,p25,709.8622738
deep-egs_pbinary_6,p27,709.8622738
deep-egs_pbinary_6,p28,709.8622738
deep-egs_pbinary_6,p29,725.4694638
deep-egs_pbinary_6,p31,696.9909469
deep-egs_pbinary_6,p33,709.8622738
deep-egs_pbinary_6,p34,696.9909469
deep-egs_pbinary_6,p35,709.8622738
deep-egs_pbinary_6,p36,725.4694638
deep-egs_pbinary_6,p5,709.8622738
deep-egs_pbinary_6,p57,725.4694638
deep-egs_pbinary_6,p58,709.8622738
deep-egs_pbinary_6,p6,709.8622738
deep-egs_pbinary_6,p61,709.8622738
deep-egs_pbinary_6,p63,725.4694638
deep-egs_pbinary_6,p64,709.8622738
deep-egs_pbinary_6,p65,709.8622738
deep-egs_pbinary_6,p66,709.8622738
deep-egs_pbinary_6,p7,709.8622738
deep-egs_pbinary_6,p8,709.8622738
deep-egs_pbinary_6,p85,709.8622738
deep-egs_pbinary_6,p87,709.8622738
deep-egs_pbinary_6,p9,696.9909469
deep-egs_pbinary_7,p10,709.8622738
deep-egs_pbinary_7,p11,725.4694638
deep-egs_pbinary_7,p15,709.8622738
deep-egs_pbinary_7,p18,709.8622738
deep-egs_pbinary_7,p21,709.8622738
deep-egs_pbinary_7,p25,725.4694638
deep-egs_pbinary_7,p28,725.4694638
deep-egs_pbinary_7,p31,709.8622738
deep-egs_pbinary_7,p33,725.4694638
deep-egs_pbinary_7,p34,709.8622738
deep-egs_pbinary_7,p35,725.4694638
deep-egs_pbinary_7,p5,725.4694638
deep-egs_pbinary_7,p58,725.4694638
deep-egs_pbinary_7,p6,725.4694638
deep-egs_pbinary_7,p61,725.4694638
deep-egs_pbinary_7,p64,725.4694638
deep-egs_pbinary_7,p65,725.4694638
deep-egs_pbinary_7,p66,725.4694638
deep-egs_pbinary_7,p8,725.4694638
deep-egs_pbinary_7,p85,725.4694638
deep-egs_pbinary_7,p87,725.4694638
deep-egs_pbinary_7,p9,709.8622738
deep-egs_pbinary_8,p10,725.4694638
deep-egs_pbinary_8,p18,725.4694638
deep-egs_pbinary_8,p21,725.4694638
deep-egs_pbinary_8,p31,725.4694638
deep-egs_pbinary_8,p34,725.4694638
deep-egs_pbinary_8,p9,725.4694638
deep-egs_pflash_1,p1,496.7045626
deep-egs_pflash_1,p10,359.0322276
deep-egs_pflash_1,p11,434.1740785
deep-egs_pflash_1,p115,434.3240403
deep-egs_pflash_1,p116,496.7045626
deep-egs_pflash_1,p12,434.1740785
deep-egs_pflash_1,p13,434.1740785
deep-egs_pflash_1,p14,496.7045626
deep-egs_pflash_1,p15,391.8319595
deep-egs_pflash_1,p16,341.2209049
deep-egs_pflash_1,p17,434.1740785
deep-egs_pflash_1,p18,332.5903779
deep-egs_pflash_1,p19,434.3240403
deep-egs_pflash_1,p2,496.7045626
deep-egs_pflash_1,p20,434.3240403
deep-egs_pflash_1,p21,359.0322276
deep-egs_pflash_1,p24,434.3240403
deep-egs_pflash_1,p25,434.1740785
deep-egs_pflash_1,p26,434.3240403
deep-egs_pflash_1,p27,434.1740785
deep-egs_pflash_1,p28,391.8319595
deep-egs_pflash_1,p29,434.1740785
deep-egs_pflash_1,p3,496.7045626
deep-egs_pflash_1,p30,434.1740785
deep-egs_pflash_1,p31,359.0322276
deep-egs_pflash_1,p33,391.8319595
deep-egs_pflash_1,p34,391.8319595
deep-egs_pflash_1,p35,496.7045626
deep-egs_pflash_1,p36,496.7045626
deep-egs_pflash_1,p37,434.3240403
deep-egs_pflash_1,p38,434.3240403
deep-egs_pflash_1,p39,434.3240403
deep-egs_pflash_1,p4,434.3240403
deep-egs_pflash_1,p40,434.3240403
deep-egs_pflash_1,p5,391.8319595
deep-egs_pflash_1,p50,434.3240403
deep-egs_pflash_1,p57,430.2451502
deep-egs_pflash_1,p58,496.7045626
deep-egs_pflash_1,p59,434.1740785
deep-egs_pflash_1,p6,391.8319595
deep-egs_pflash_1,p61,434.1740785
deep-egs_pflash_1,p63,496.7045626
deep-egs_pflash_1,p64,496.7045626
deep-egs_pflash_1,p65,496.7045626
deep-egs_pflash_1,p66,496.7045626
deep-egs_pflash_1,p67,434.3240403
deep-egs_pflash_1,p7,434.1740785
deep-egs_pflash_1,p8,434.1740785
deep-egs_pflash_1,p85,496.7045626
deep-egs_pflash_1,p86,430.2451502
deep-egs_pflash_1,p87,430.2451502
deep-egs_pflash_1,p88,434.3240403
deep-egs_pflash_1,p9,359.0322276
deep-egs_pflash_1,p99,434.3240403
deep-egs_pflash_2,p1,434.3240403
deep-egs_pflash_2,p10,391.8319595
deep-egs_pflash_2,p11,484.0764644
deep-egs_pflash_2,p116,434.3240403
deep-egs_pflash_2,p12,484.0764644
deep-egs_pflash_2,p13,484.0764644
deep-egs_pflash_2,p14,430.2451502
deep-egs_pflash_2,p15,423.9976381
deep-egs_pflash_2,p16,359.0322276
deep-egs_pflash_2,p17,496.7045626
deep-egs_pflash_2,p18,358.2886963
deep-egs_pflash_2,p2,430.2451502
deep-egs_pflash_2,p21,391.8319595
deep-egs_pflash_2,p25,484.0764644
deep-egs_pflash_2,p27,484.0764644
deep-egs_pflash_2,p28,434.1740785
deep-egs_pflash_2,p29,496.7045626
deep-egs_pflash_2,p3,430.2451502
deep-egs_pflash_2,p30,484.0764644
deep-egs_pflash_2,p31,391.7049582
deep-egs_pflash_2,p33,434.1740785
deep-egs_pflash_2,p34,423.9976381
deep-egs_pflash_2,p35,430.2451502
deep-egs_pflash_2,p36,430.2451502
deep-egs_pflash_2,p5,434.1740785
deep-egs_pflash_2,p57,434.3240403
deep-egs_pflash_2,p58,430.2451502
deep-egs_pflash_2,p59,496.7045626
deep-egs_pflash_2,p6,434.1740785
deep-egs_pflash_2,p61,484.0764644
deep-egs_pflash_2,p63,430.2451502
deep-egs_pflash_2,p64,430.2451502
deep-egs_pflash_2,p65,430.2451502
deep-egs_pflash_2,p66,430.2451502
deep-egs_pflash_2,p7,484.0764644
deep-egs_pflash_2,p8,484.0764644
deep-egs_pflash_2,p85,430.2451502
deep-egs_pflash_2,p86,434.3240403
deep-egs_pflash_2,p87,434.3240403
deep-egs_pflash_2,p9,403.5590639
deep-egs_pflash_3,p10,423.9976381
deep-egs_pflash_3,p11,428.2916703
deep-egs_pflash_3,p12,496.7045626
deep-egs_pflash_3,p13,496.7045626
deep-egs_pflash_3,p14,434.3240403
deep-egs_pflash_3,p15,434.1740785
deep-egs_pflash_3,p16,381.8124223
deep-egs_pflash_3,p17,430.2451502
deep-egs_pflash_3,p18,391.371174
deep-egs_pflash_3,p2,434.3240403
deep-egs_pflash_3,p21,431.4835837
deep-egs_pflash_3,p25,496.7045626
deep-egs_pflash_3,p27,428.2916703
deep-egs_pflash_3,p28,484.0764644
deep-egs_pflash_3,p29,430.2451502
deep-egs_pflash_3,p3,434.3240403
deep-egs_pflash_3,p30,428.2916703
deep-egs_pflash_3,p31,423.9976381
deep-egs_pflash_3,p33,484.0764644
deep-egs_pflash_3,p34,434.1740785
deep-egs_pflash_3,p35,434.3240403
deep-egs_pflash_3,p36,434.3240403
deep-egs_pflash_3,p5,484.0764644
deep-egs_pflash_3,p58,434.3240403
deep-egs_pflash_3,p59,430.2451502
deep-egs_pflash_3,p6,484.0764644
deep-egs_pflash_3,p61,496.7045626
deep-egs_pflash_3,p63,434.3240403
deep-egs_pflash_3,p64,434.3240403
deep-egs_pflash_3,p65,434.3240403
deep-egs_pflash_3,p66,434.3240403
deep-egs_pflash_3,p7,428.2916703
deep-egs_pflash_3,p8,496.7045626
deep-egs_pflash_3,p85,434.3240403
deep-egs_pflash_3,p9,434.1740785
deep-egs_pflash_4,p10,434.1740785
deep-egs_pflash_4,p11,496.7045626
deep-egs_pflash_4,p12,430.2451502
deep-egs_pflash_4,p13,430.2451502
deep-egs_pflash_4,p15,484.0764644
deep-egs_pflash_4,p16,393.0106904
deep-egs_pflash_4,p17,434.3240403
deep-egs_pflash_4,p18,432.1057284
deep-egs_pflash_4,p21,471.1053465
deep-egs_pflash_4,p25,430.2451502
deep-egs_pflash_4,p27,496.7045626
deep-egs_pflash_4,p28,428.2916703
deep-egs_pflash_4,p29,434.3240403
deep-egs_pflash_4,p30,496.7045626
deep-egs_pflash_4,p31,434.3343683
deep-egs_pflash_4,p33,428.2916703
deep-egs_pflash_4,p34,484.0764644
deep-egs_pflash_4,p5,428.2916703
deep-egs_pflash_4,p59,434.3240403
deep-egs_pflash_4,p6,496.7045626
deep-egs_pflash_4,p61,430.2451502
deep-egs_pflash_4,p7,496.7045626
deep-egs_pflash_4,p8,430.2451502
deep-egs_pflash_4,p9,471.1053465
deep-egs_pflash_5,p10,484.0764644
deep-egs_pflash_5,p11,430.2451502
deep-egs_pflash_5,p12,434.3240403
deep-egs_pflash_5,p13,434.3240403
deep-egs_pflash_5,p15,428.2916703
deep-egs_pflash_5,p16,423.9976381
deep-egs_pflash_5,p18,471.1053465
deep-egs_pflash_5,p21,484.0764644
deep-egs_pflash_5,p25,434.3240403
deep-egs_pflash_5,p27,430.2451502
deep-egs_pflash_5,p28,496.7045626
deep-egs_pflash_5,p30,430.2451502
deep-egs_pflash_5,p31,474.9247715
deep-egs_pflash_5,p33,496.7045626
deep-egs_pflash_5,p34,428.2916703
deep-egs_pflash_5,p5,496.7045626
deep-egs_pflash_5,p6,430.2451502
deep-egs_pflash_5,p61,434.3240403
deep-egs_pflash_5,p7,430.2451502
deep-egs_pflash_5,p8,434.3240403
deep-egs_pflash_5,p9,457.9475925
deep-egs_pflash_6,p10,428.2916703
deep-egs_pflash_6,p11,434.3240403
deep-egs_pflash_6,p15,496.7045626
deep-egs_pflash_6,p16,434.5203282
deep-egs_pflash_6,p18,461.8188981
deep-egs_pflash_6,p21,428.2916703
deep-egs_pflash_6,p27,434.3240403
deep-egs_pflash_6,p28,430.2451502
deep-egs_pflash_6,p30,434.3240403
deep-egs_pflash_6,p31,496.7045626
deep-egs_pflash_6,p33,430.2451502
deep-egs_pflash_6,p34,496.7045626
deep-egs_pflash_6,p5,430.2451502
deep-egs_pflash_6,p6,434.3240403
deep-egs_pflash_6,p7,434.3240403
deep-egs_pflash_6,p9,496.7045626
deep-egs_pflash_7,p10,467.8254277
deep-egs_pflash_7,p15,430.2451502
deep-egs_pflash_7,p16,481.0806799
deep-egs_pflash_7,p18,461.026439
deep-egs_pflash_7,p21,471.739989
deep-egs_pflash_7,p28,434.3240403
deep-egs_pflash_7,p31,430.2451502
deep-egs_pflash_7,p33,434.3240403
deep-egs_pflash_7,p34,430.2451502
deep-egs_pflash_7,p5,434.3240403
deep-egs_pflash_7,p9,430.2451502
deep-egs_pflash_8,p10,434.3240403
deep-egs_pflash_8,p15,434.3240403
deep-egs_pflash_8,p16,461.1774124
deep-egs_pflash_8,p18,434.3240403
deep-egs_pflash_8,p21,434.3240403
deep-egs_pflash_8,p31,434.3240403
deep-egs_pflash_8,p34,434.3240403
deep-egs_pflash_8,p9,434.3240403
geohydro_pbinary_1,p1,433.7292988
geohydro_pbinary_1,p10,154.1236002
geohydro_pbinary_1,p12,155.041299
geohydro_pbinary_1,p15,208.3216002
geohydro_pbinary_1,p16,228.311706
geohydro_pbinary_1,p17,456.5032347
geohydro_pbinary_1,p21,365.4203678
geohydro_pbinary_1,p25,530.5674084
geohydro_pbinary_1,p28,531.2796035
geohydro_pbinary_1,p31,325.9630406
geohydro_pbinary_1,p33,555.7602738
geohydro_pbinary_1,p34,400.5418895
geohydro_pbinary_1,p5,265.3053403
geohydro_pbinary_1,p6,251.0622258
geohydro_pbinary_1,p7,173.3772976
geohydro_pbinary_1,p8,196.2851762
geohydro_pbinary_1,p9,196.7112754
geohydro_pbinary_2,p10,183.9610391
geohydro_pbinary_2,p12,183.3626339
geohydro_pbinary_2,p15,278.9963352
geohydro_pbinary_2,p16,316.9841009
geohydro_pbinary_2,p17,468.6045315
geohydro_pbinary_2,p25,387.5427961
geohydro_pbinary_2,p28,535.1905062
geohydro_pbinary_2,p31,553.8260697
geohydro_pbinary_2,p5,487.9623249
geohydro_pbinary_2,p6,555.9414782
