*i,r,vom ($/kW-yr)
deep-egs_pbinary_1,p90,1885.821348
deep-egs_pbinary_1,p91,1066.059512
deep-egs_pbinary_1,p92,1885.821348
deep-egs_pbinary_1,p93,1885.821348
deep-egs_pbinary_1,p94,1885.821348
deep-egs_pbinary_1,p95,1885.821348
deep-egs_pbinary_1,p96,1885.821348
deep-egs_pbinary_1,p98,1066.059512
deep-egs_pbinary_1,p99,943.1150314
deep-egs_pbinary_2,p1,1066.059512
deep-egs_pbinary_2,p10,836.1668861
deep-egs_pbinary_2,p11,943.1150314
deep-egs_pbinary_2,p110,1645.029265
deep-egs_pbinary_2,p115,1066.059512
deep-egs_pbinary_2,p116,1066.059512
deep-egs_pbinary_2,p117,1066.059512
deep-egs_pbinary_2,p118,1439.241209
deep-egs_pbinary_2,p12,943.1150314
deep-egs_pbinary_2,p122,1645.029265
deep-egs_pbinary_2,p127,1645.029265
deep-egs_pbinary_2,p13,943.1150314
deep-egs_pbinary_2,p14,1066.059512
deep-egs_pbinary_2,p15,836.1668861
deep-egs_pbinary_2,p16,836.1668861
deep-egs_pbinary_2,p17,1066.059512
deep-egs_pbinary_2,p18,943.1150314
deep-egs_pbinary_2,p19,1066.059512
deep-egs_pbinary_2,p2,943.1150314
deep-egs_pbinary_2,p20,1066.059512
deep-egs_pbinary_2,p21,943.1150314
deep-egs_pbinary_2,p22,1885.821348
deep-egs_pbinary_2,p23,1885.821348
deep-egs_pbinary_2,p24,1066.059512
deep-egs_pbinary_2,p25,943.1150314
deep-egs_pbinary_2,p26,1066.059512
deep-egs_pbinary_2,p27,943.1150314
deep-egs_pbinary_2,p28,943.1150314
deep-egs_pbinary_2,p29,943.1150314
deep-egs_pbinary_2,p3,1066.059512
deep-egs_pbinary_2,p30,943.1150314
deep-egs_pbinary_2,p31,836.1668861
deep-egs_pbinary_2,p32,1066.059512
deep-egs_pbinary_2,p33,943.1150314
deep-egs_pbinary_2,p34,836.1668861
deep-egs_pbinary_2,p35,943.1150314
deep-egs_pbinary_2,p36,943.1150314
deep-egs_pbinary_2,p37,1066.059512
deep-egs_pbinary_2,p38,1066.059512
deep-egs_pbinary_2,p39,1066.059512
deep-egs_pbinary_2,p4,1066.059512
deep-egs_pbinary_2,p40,1066.059512
deep-egs_pbinary_2,p41,1645.029265
deep-egs_pbinary_2,p47,1645.029265
deep-egs_pbinary_2,p48,1645.029265
deep-egs_pbinary_2,p5,943.1150314
deep-egs_pbinary_2,p50,1066.059512
deep-egs_pbinary_2,p56,1439.241209
deep-egs_pbinary_2,p57,943.1150314
deep-egs_pbinary_2,p58,943.1150314
deep-egs_pbinary_2,p59,943.1150314
deep-egs_pbinary_2,p6,943.1150314
deep-egs_pbinary_2,p60,1885.821348
deep-egs_pbinary_2,p61,943.1150314
deep-egs_pbinary_2,p63,943.1150314
deep-egs_pbinary_2,p64,943.1150314
deep-egs_pbinary_2,p65,943.1150314
deep-egs_pbinary_2,p66,943.1150314
deep-egs_pbinary_2,p67,1066.059512
deep-egs_pbinary_2,p7,943.1150314
deep-egs_pbinary_2,p8,943.1150314
deep-egs_pbinary_2,p85,943.1150314
deep-egs_pbinary_2,p86,1066.059512
deep-egs_pbinary_2,p87,1066.059512
deep-egs_pbinary_2,p88,1066.059512
deep-egs_pbinary_2,p89,1645.029265
deep-egs_pbinary_2,p9,836.1668861
deep-egs_pbinary_2,p91,1439.241209
deep-egs_pbinary_2,p98,1645.029265
deep-egs_pbinary_2,p99,1066.059512
deep-egs_pbinary_3,p1,1439.241209
deep-egs_pbinary_3,p10,943.1150314
deep-egs_pbinary_3,p11,1257.410195
deep-egs_pbinary_3,p110,1885.821348
deep-egs_pbinary_3,p115,1439.241209
deep-egs_pbinary_3,p116,1439.241209
deep-egs_pbinary_3,p117,1439.241209
deep-egs_pbinary_3,p118,1645.029265
deep-egs_pbinary_3,p12,1257.410195
deep-egs_pbinary_3,p122,1885.821348
deep-egs_pbinary_3,p13,1257.410195
deep-egs_pbinary_3,p14,1439.241209
deep-egs_pbinary_3,p15,943.1150314
deep-egs_pbinary_3,p16,943.1150314
deep-egs_pbinary_3,p17,1439.241209
deep-egs_pbinary_3,p18,1066.059512
deep-egs_pbinary_3,p19,1439.241209
deep-egs_pbinary_3,p2,1066.059512
deep-egs_pbinary_3,p20,1439.241209
deep-egs_pbinary_3,p21,1257.410195
deep-egs_pbinary_3,p24,1439.241209
deep-egs_pbinary_3,p25,1257.410195
deep-egs_pbinary_3,p26,1439.241209
deep-egs_pbinary_3,p27,1257.410195
deep-egs_pbinary_3,p28,1257.410195
deep-egs_pbinary_3,p29,1066.059512
deep-egs_pbinary_3,p3,1439.241209
deep-egs_pbinary_3,p30,1257.410195
deep-egs_pbinary_3,p31,943.1150314
deep-egs_pbinary_3,p32,1439.241209
deep-egs_pbinary_3,p33,1257.410195
deep-egs_pbinary_3,p34,943.1150314
deep-egs_pbinary_3,p35,1257.410195
deep-egs_pbinary_3,p36,1066.059512
deep-egs_pbinary_3,p37,1439.241209
deep-egs_pbinary_3,p38,1439.241209
deep-egs_pbinary_3,p39,1439.241209
deep-egs_pbinary_3,p4,1439.241209
deep-egs_pbinary_3,p40,1439.241209
deep-egs_pbinary_3,p41,1885.821348
deep-egs_pbinary_3,p47,1885.821348
deep-egs_pbinary_3,p48,1885.821348
deep-egs_pbinary_3,p5,1257.410195
deep-egs_pbinary_3,p50,1439.241209
deep-egs_pbinary_3,p56,1645.029265
deep-egs_pbinary_3,p57,1066.059512
deep-egs_pbinary_3,p58,1257.410195
deep-egs_pbinary_3,p59,1257.410195
deep-egs_pbinary_3,p6,1257.410195
deep-egs_pbinary_3,p61,1257.410195
deep-egs_pbinary_3,p63,1066.059512
deep-egs_pbinary_3,p64,1257.410195
deep-egs_pbinary_3,p65,1257.410195
deep-egs_pbinary_3,p66,1257.410195
deep-egs_pbinary_3,p67,1439.241209
deep-egs_pbinary_3,p7,1257.410195
deep-egs_pbinary_3,p8,1257.410195
deep-egs_pbinary_3,p85,1257.410195
deep-egs_pbinary_3,p86,1439.241209
deep-egs_pbinary_3,p87,1439.241209
deep-egs_pbinary_3,p88,1439.241209
deep-egs_pbinary_3,p89,1885.821348
deep-egs_pbinary_3,p9,943.1150314
deep-egs_pbinary_3,p91,1645.029265
deep-egs_pbinary_3,p98,1885.821348
deep-egs_pbinary_3,p99,1439.241209
deep-egs_pbinary_4,p1,1645.029265
deep-egs_pbinary_4,p10,1257.410195
deep-egs_pbinary_4,p11,1066.059512
deep-egs_pbinary_4,p115,1645.029265
deep-egs_pbinary_4,p116,1645.029265
deep-egs_pbinary_4,p117,1645.029265
deep-egs_pbinary_4,p118,1885.821348
deep-egs_pbinary_4,p12,1066.059512
deep-egs_pbinary_4,p13,1439.241209
deep-egs_pbinary_4,p14,1645.029265
deep-egs_pbinary_4,p15,1257.410195
deep-egs_pbinary_4,p16,1257.410195
deep-egs_pbinary_4,p17,1645.029265
deep-egs_pbinary_4,p18,1439.241209
deep-egs_pbinary_4,p19,1645.029265
deep-egs_pbinary_4,p2,1439.241209
deep-egs_pbinary_4,p20,1645.029265
deep-egs_pbinary_4,p21,1066.059512
deep-egs_pbinary_4,p24,1645.029265
deep-egs_pbinary_4,p25,1066.059512
deep-egs_pbinary_4,p26,1645.029265
deep-egs_pbinary_4,p27,1066.059512
deep-egs_pbinary_4,p28,1066.059512
deep-egs_pbinary_4,p29,1439.241209
deep-egs_pbinary_4,p3,1645.029265
deep-egs_pbinary_4,p30,1439.241209
deep-egs_pbinary_4,p31,1257.410195
deep-egs_pbinary_4,p32,1645.029265
deep-egs_pbinary_4,p33,1066.059512
deep-egs_pbinary_4,p34,1257.410195
deep-egs_pbinary_4,p35,1066.059512
deep-egs_pbinary_4,p36,1439.241209
deep-egs_pbinary_4,p37,1645.029265
deep-egs_pbinary_4,p38,1645.029265
deep-egs_pbinary_4,p39,1645.029265
deep-egs_pbinary_4,p4,1645.029265
deep-egs_pbinary_4,p40,1645.029265
deep-egs_pbinary_4,p5,1066.059512
deep-egs_pbinary_4,p50,1645.029265
deep-egs_pbinary_4,p56,1885.821348
deep-egs_pbinary_4,p57,1439.241209
deep-egs_pbinary_4,p58,1066.059512
deep-egs_pbinary_4,p59,1439.241209
deep-egs_pbinary_4,p6,1066.059512
deep-egs_pbinary_4,p61,1066.059512
deep-egs_pbinary_4,p63,1439.241209
deep-egs_pbinary_4,p64,1066.059512
deep-egs_pbinary_4,p65,1066.059512
deep-egs_pbinary_4,p66,1066.059512
deep-egs_pbinary_4,p67,1645.029265
deep-egs_pbinary_4,p7,1066.059512
deep-egs_pbinary_4,p8,1066.059512
deep-egs_pbinary_4,p85,1066.059512
deep-egs_pbinary_4,p86,1645.029265
deep-egs_pbinary_4,p87,1645.029265
deep-egs_pbinary_4,p88,1645.029265
deep-egs_pbinary_4,p9,1257.410195
deep-egs_pbinary_4,p91,1885.821348
deep-egs_pbinary_4,p99,1645.029265
deep-egs_pbinary_5,p1,1885.821348
deep-egs_pbinary_5,p10,1066.059512
deep-egs_pbinary_5,p11,1439.241209
deep-egs_pbinary_5,p115,1885.821348
deep-egs_pbinary_5,p116,1885.821348
deep-egs_pbinary_5,p117,1885.821348
deep-egs_pbinary_5,p12,1439.241209
deep-egs_pbinary_5,p15,1066.059512
deep-egs_pbinary_5,p16,1439.241209
deep-egs_pbinary_5,p18,1645.029265
deep-egs_pbinary_5,p19,1885.821348
deep-egs_pbinary_5,p2,1645.029265
deep-egs_pbinary_5,p20,1885.821348
deep-egs_pbinary_5,p21,1439.241209
deep-egs_pbinary_5,p24,1885.821348
deep-egs_pbinary_5,p25,1439.241209
deep-egs_pbinary_5,p27,1439.241209
deep-egs_pbinary_5,p28,1439.241209
deep-egs_pbinary_5,p29,1645.029265
deep-egs_pbinary_5,p31,1066.059512
deep-egs_pbinary_5,p32,1885.821348
deep-egs_pbinary_5,p33,1439.241209
deep-egs_pbinary_5,p34,1066.059512
deep-egs_pbinary_5,p35,1439.241209
deep-egs_pbinary_5,p36,1645.029265
deep-egs_pbinary_5,p37,1885.821348
deep-egs_pbinary_5,p38,1885.821348
deep-egs_pbinary_5,p39,1885.821348
deep-egs_pbinary_5,p40,1885.821348
deep-egs_pbinary_5,p5,1439.241209
deep-egs_pbinary_5,p50,1885.821348
deep-egs_pbinary_5,p57,1645.029265
deep-egs_pbinary_5,p58,1439.241209
deep-egs_pbinary_5,p6,1439.241209
deep-egs_pbinary_5,p61,1439.241209
deep-egs_pbinary_5,p63,1645.029265
deep-egs_pbinary_5,p64,1439.241209
deep-egs_pbinary_5,p65,1439.241209
deep-egs_pbinary_5,p66,1439.241209
deep-egs_pbinary_5,p67,1885.821348
deep-egs_pbinary_5,p7,1439.241209
deep-egs_pbinary_5,p8,1439.241209
deep-egs_pbinary_5,p85,1439.241209
deep-egs_pbinary_5,p87,1885.821348
deep-egs_pbinary_5,p88,1885.821348
deep-egs_pbinary_5,p9,1066.059512
deep-egs_pbinary_5,p99,1885.821348
deep-egs_pbinary_6,p10,1439.241209
deep-egs_pbinary_6,p11,1645.029265
deep-egs_pbinary_6,p12,1645.029265
deep-egs_pbinary_6,p15,1439.241209
deep-egs_pbinary_6,p18,1885.821348
deep-egs_pbinary_6,p2,1885.821348
deep-egs_pbinary_6,p21,1645.029265
deep-egs_pbinary_6,p25,1645.029265
deep-egs_pbinary_6,p27,1645.029265
deep-egs_pbinary_6,p28,1645.029265
deep-egs_pbinary_6,p29,1885.821348
deep-egs_pbinary_6,p31,1439.241209
deep-egs_pbinary_6,p33,1645.029265
deep-egs_pbinary_6,p34,1439.241209
deep-egs_pbinary_6,p35,1645.029265
deep-egs_pbinary_6,p36,1885.821348
deep-egs_pbinary_6,p5,1645.029265
deep-egs_pbinary_6,p57,1885.821348
deep-egs_pbinary_6,p58,1645.029265
deep-egs_pbinary_6,p6,1645.029265
deep-egs_pbinary_6,p61,1645.029265
deep-egs_pbinary_6,p63,1885.821348
deep-egs_pbinary_6,p64,1645.029265
deep-egs_pbinary_6,p65,1645.029265
deep-egs_pbinary_6,p66,1645.029265
deep-egs_pbinary_6,p7,1645.029265
deep-egs_pbinary_6,p8,1645.029265
deep-egs_pbinary_6,p85,1645.029265
deep-egs_pbinary_6,p9,1439.241209
deep-egs_pbinary_7,p10,1645.029265
deep-egs_pbinary_7,p11,1885.821348
deep-egs_pbinary_7,p15,1645.029265
deep-egs_pbinary_7,p21,1885.821348
deep-egs_pbinary_7,p25,1885.821348
deep-egs_pbinary_7,p28,1885.821348
deep-egs_pbinary_7,p31,1645.029265
deep-egs_pbinary_7,p33,1885.821348
deep-egs_pbinary_7,p34,1645.029265
deep-egs_pbinary_7,p35,1885.821348
deep-egs_pbinary_7,p5,1885.821348
deep-egs_pbinary_7,p58,1885.821348
deep-egs_pbinary_7,p6,1885.821348
deep-egs_pbinary_7,p61,1885.821348
deep-egs_pbinary_7,p64,1885.821348
deep-egs_pbinary_7,p65,1885.821348
deep-egs_pbinary_7,p66,1885.821348
deep-egs_pbinary_7,p8,1885.821348
deep-egs_pbinary_7,p85,1885.821348
deep-egs_pbinary_7,p9,1645.029265
deep-egs_pbinary_8,p10,1885.821348
deep-egs_pbinary_8,p31,1885.821348
deep-egs_pbinary_8,p34,1885.821348
deep-egs_pbinary_8,p9,1885.821348
deep-egs_pflash_1,p1,610.4905093
deep-egs_pflash_1,p10,331.4757284
deep-egs_pflash_1,p11,510.5086226
deep-egs_pflash_1,p115,777.4810526
deep-egs_pflash_1,p116,610.4905093
deep-egs_pflash_1,p12,510.5086226
deep-egs_pflash_1,p13,510.5086226
deep-egs_pflash_1,p14,610.4905093
deep-egs_pflash_1,p15,396.6263803
deep-egs_pflash_1,p16,326.9668821
deep-egs_pflash_1,p17,471.3853642
deep-egs_pflash_1,p18,610.4905093
deep-egs_pflash_1,p19,777.4810526
deep-egs_pflash_1,p2,610.4905093
deep-egs_pflash_1,p20,777.4810526
deep-egs_pflash_1,p21,510.5086226
deep-egs_pflash_1,p24,777.4810526
deep-egs_pflash_1,p25,510.5086226
deep-egs_pflash_1,p26,777.4810526
deep-egs_pflash_1,p27,510.5086226
deep-egs_pflash_1,p28,386.2801902
deep-egs_pflash_1,p29,610.4905093
deep-egs_pflash_1,p3,610.4905093
deep-egs_pflash_1,p30,510.5086226
deep-egs_pflash_1,p31,326.9668821
deep-egs_pflash_1,p33,386.2801902
deep-egs_pflash_1,p34,396.6263803
deep-egs_pflash_1,p35,610.4905093
deep-egs_pflash_1,p36,610.4905093
deep-egs_pflash_1,p37,777.4810526
deep-egs_pflash_1,p38,777.4810526
deep-egs_pflash_1,p39,777.4810526
deep-egs_pflash_1,p4,777.4810526
deep-egs_pflash_1,p40,777.4810526
deep-egs_pflash_1,p5,386.2801902
deep-egs_pflash_1,p57,688.2193941
deep-egs_pflash_1,p58,610.4905093
deep-egs_pflash_1,p59,471.3853642
deep-egs_pflash_1,p6,386.2801902
deep-egs_pflash_1,p61,510.5086226
deep-egs_pflash_1,p63,610.4905093
deep-egs_pflash_1,p64,610.4905093
deep-egs_pflash_1,p65,610.4905093
deep-egs_pflash_1,p66,610.4905093
deep-egs_pflash_1,p67,777.4810526
deep-egs_pflash_1,p7,510.5086226
deep-egs_pflash_1,p8,510.5086226
deep-egs_pflash_1,p85,610.4905093
deep-egs_pflash_1,p86,688.2193941
deep-egs_pflash_1,p87,777.4810526
deep-egs_pflash_1,p88,777.4810526
deep-egs_pflash_1,p9,425.5608546
deep-egs_pflash_1,p99,777.4810526
deep-egs_pflash_2,p1,777.4810526
deep-egs_pflash_2,p10,396.6263803
deep-egs_pflash_2,p11,471.3853642
deep-egs_pflash_2,p116,777.4810526
deep-egs_pflash_2,p12,471.3853642
deep-egs_pflash_2,p13,471.3853642
deep-egs_pflash_2,p14,688.2193941
deep-egs_pflash_2,p15,386.2801902
deep-egs_pflash_2,p16,425.5608546
deep-egs_pflash_2,p17,610.4905093
deep-egs_pflash_2,p18,688.2193941
deep-egs_pflash_2,p2,688.2193941
deep-egs_pflash_2,p21,471.3853642
deep-egs_pflash_2,p25,471.3853642
deep-egs_pflash_2,p27,471.3853642
deep-egs_pflash_2,p28,510.5086226
deep-egs_pflash_2,p29,688.2193941
deep-egs_pflash_2,p3,688.2193941
deep-egs_pflash_2,p30,471.3853642
deep-egs_pflash_2,p31,382.4292337
deep-egs_pflash_2,p33,510.5086226
deep-egs_pflash_2,p34,386.2801902
deep-egs_pflash_2,p35,688.2193941
deep-egs_pflash_2,p36,688.2193941
deep-egs_pflash_2,p5,510.5086226
deep-egs_pflash_2,p57,777.4810526
deep-egs_pflash_2,p58,688.2193941
deep-egs_pflash_2,p59,610.4905093
deep-egs_pflash_2,p6,510.5086226
deep-egs_pflash_2,p61,471.3853642
deep-egs_pflash_2,p63,688.2193941
deep-egs_pflash_2,p64,688.2193941
deep-egs_pflash_2,p65,688.2193941
deep-egs_pflash_2,p66,688.2193941
deep-egs_pflash_2,p7,471.3853642
deep-egs_pflash_2,p8,471.3853642
deep-egs_pflash_2,p85,688.2193941
deep-egs_pflash_2,p86,777.4810526
deep-egs_pflash_2,p9,382.192631
deep-egs_pflash_3,p10,386.2801902
deep-egs_pflash_3,p11,609.2554912
deep-egs_pflash_3,p12,610.4905093
deep-egs_pflash_3,p13,610.4905093
deep-egs_pflash_3,p14,777.4810526
deep-egs_pflash_3,p15,510.5086226
deep-egs_pflash_3,p16,372.883703
deep-egs_pflash_3,p17,688.2193941
deep-egs_pflash_3,p18,777.4810526
deep-egs_pflash_3,p2,777.4810526
deep-egs_pflash_3,p21,609.2554912
deep-egs_pflash_3,p25,610.4905093
deep-egs_pflash_3,p27,609.2554912
deep-egs_pflash_3,p28,471.3853642
deep-egs_pflash_3,p29,777.4810526
deep-egs_pflash_3,p3,777.4810526
deep-egs_pflash_3,p30,609.2554912
deep-egs_pflash_3,p31,386.2801902
deep-egs_pflash_3,p33,471.3853642
deep-egs_pflash_3,p34,510.5086226
deep-egs_pflash_3,p35,777.4810526
deep-egs_pflash_3,p36,777.4810526
deep-egs_pflash_3,p5,471.3853642
deep-egs_pflash_3,p58,777.4810526
deep-egs_pflash_3,p59,688.2193941
deep-egs_pflash_3,p6,471.3853642
deep-egs_pflash_3,p61,610.4905093
deep-egs_pflash_3,p63,777.4810526
deep-egs_pflash_3,p64,777.4810526
deep-egs_pflash_3,p65,777.4810526
deep-egs_pflash_3,p66,777.4810526
deep-egs_pflash_3,p7,609.2554912
deep-egs_pflash_3,p8,610.4905093
deep-egs_pflash_3,p85,777.4810526
deep-egs_pflash_3,p9,386.2801902
deep-egs_pflash_4,p10,510.5086226
deep-egs_pflash_4,p11,610.4905093
deep-egs_pflash_4,p12,688.2193941
deep-egs_pflash_4,p13,688.2193941
deep-egs_pflash_4,p15,471.3853642
deep-egs_pflash_4,p16,387.9926816
deep-egs_pflash_4,p17,777.4810526
deep-egs_pflash_4,p21,610.4905093
deep-egs_pflash_4,p25,688.2193941
deep-egs_pflash_4,p27,610.4905093
deep-egs_pflash_4,p28,609.2554912
deep-egs_pflash_4,p30,610.4905093
deep-egs_pflash_4,p31,510.5086226
deep-egs_pflash_4,p33,609.2554912
deep-egs_pflash_4,p34,471.3853642
deep-egs_pflash_4,p5,609.2554912
deep-egs_pflash_4,p59,777.4810526
deep-egs_pflash_4,p6,610.4905093
deep-egs_pflash_4,p61,688.2193941
deep-egs_pflash_4,p7,610.4905093
deep-egs_pflash_4,p8,688.2193941
deep-egs_pflash_4,p9,488.194823
deep-egs_pflash_5,p10,471.3853642
deep-egs_pflash_5,p11,688.2193941
deep-egs_pflash_5,p12,777.4810526
deep-egs_pflash_5,p13,777.4810526
deep-egs_pflash_5,p15,609.2554912
deep-egs_pflash_5,p16,510.5086226
deep-egs_pflash_5,p21,688.2193941
deep-egs_pflash_5,p25,777.4810526
deep-egs_pflash_5,p27,688.2193941
deep-egs_pflash_5,p28,610.4905093
deep-egs_pflash_5,p30,688.2193941
deep-egs_pflash_5,p31,483.6247189
deep-egs_pflash_5,p33,610.4905093
deep-egs_pflash_5,p34,609.2554912
deep-egs_pflash_5,p5,610.4905093
deep-egs_pflash_5,p6,688.2193941
deep-egs_pflash_5,p61,777.4810526
deep-egs_pflash_5,p7,688.2193941
deep-egs_pflash_5,p8,777.4810526
deep-egs_pflash_5,p9,609.2554912
deep-egs_pflash_6,p10,609.2554912
deep-egs_pflash_6,p11,777.4810526
deep-egs_pflash_6,p15,610.4905093
deep-egs_pflash_6,p16,477.0825883
deep-egs_pflash_6,p21,777.4810526
deep-egs_pflash_6,p27,777.4810526
deep-egs_pflash_6,p28,688.2193941
deep-egs_pflash_6,p30,777.4810526
deep-egs_pflash_6,p31,610.4905093
deep-egs_pflash_6,p33,688.2193941
deep-egs_pflash_6,p34,610.4905093
deep-egs_pflash_6,p5,688.2193941
deep-egs_pflash_6,p6,777.4810526
deep-egs_pflash_6,p7,777.4810526
deep-egs_pflash_6,p9,610.4905093
deep-egs_pflash_7,p10,644.2510627
deep-egs_pflash_7,p15,688.2193941
deep-egs_pflash_7,p16,644.2073397
deep-egs_pflash_7,p28,777.4810526
deep-egs_pflash_7,p31,688.2193941
deep-egs_pflash_7,p33,777.4810526
deep-egs_pflash_7,p34,688.2193941
deep-egs_pflash_7,p5,777.4810526
deep-egs_pflash_7,p9,688.2193941
deep-egs_pflash_8,p10,777.4810526
deep-egs_pflash_8,p15,777.4810526
deep-egs_pflash_8,p16,777.4810526
deep-egs_pflash_8,p31,777.4810526
deep-egs_pflash_8,p34,777.4810526
deep-egs_pflash_8,p9,777.4810526
geohydro_pbinary_1,p1,439.7285688
geohydro_pbinary_1,p10,153.4356667
geohydro_pbinary_1,p12,147.9574967
geohydro_pbinary_1,p15,242.0267273
geohydro_pbinary_1,p16,235.6074089
geohydro_pbinary_1,p17,456.5549963
geohydro_pbinary_1,p21,368.9798692
geohydro_pbinary_1,p28,532.5430223
geohydro_pbinary_1,p31,358.295764
geohydro_pbinary_1,p33,552.6659806
geohydro_pbinary_1,p34,398.4068196
geohydro_pbinary_1,p5,265.0488679
geohydro_pbinary_1,p6,289.1033682
geohydro_pbinary_1,p7,168.4380463
geohydro_pbinary_1,p8,196.4743741
geohydro_pbinary_1,p9,190.5931075
geohydro_pbinary_2,p10,179.6825521
geohydro_pbinary_2,p12,189.8626173
geohydro_pbinary_2,p15,279.3726747
geohydro_pbinary_2,p16,316.9095189
geohydro_pbinary_2,p17,468.6452658
geohydro_pbinary_2,p25,500.0128667
geohydro_pbinary_2,p28,539.3978854
geohydro_pbinary_2,p31,550.9268928
geohydro_pbinary_2,p5,469.3368304
geohydro_pbinary_2,p6,552.8161492
geohydro_pbinary_2,p7,216.5757733
geohydro_pbinary_2,p8,328.6314459
geohydro_pbinary_2,p9,247.9865403
geohydro_pbinary_3,p10,181.5630299
geohydro_pbinary_3,p12,207.22411
geohydro_pbinary_3,p15,357.8976273
geohydro_pbinary_3,p16,325.5766785
geohydro_pbinary_3,p17,559.2489438
geohydro_pbinary_3,p25,496.7034754
geohydro_pbinary_3,p7,211.7866734
geohydro_pbinary_3,p8,359.3657186
geohydro_pbinary_3,p9,263.4185265
geohydro_pbinary_4,p10,235.3980716
geohydro_pbinary_4,p12,251.0794563
geohydro_pbinary_4,p15,464.8317044
geohydro_pbinary_4,p25,482.1263593
geohydro_pbinary_4,p7,233.6334297
geohydro_pbinary_4,p8,425.8990078
geohydro_pbinary_4,p9,552.2690488
geohydro_pbinary_5,p10,288.5370851
geohydro_pbinary_5,p12,276.8725825
geohydro_pbinary_5,p15,478.8442187
geohydro_pbinary_5,p7,272.0578604
geohydro_pbinary_5,p8,419.5710459
geohydro_pbinary_5,p9,564.7082788
geohydro_pbinary_6,p10,403.6947562
geohydro_pbinary_6,p12,363.6626237
