*i,r,sc_cat,value
egs_allkm_8,p24,cap,6359.2746
egs_allkm_9,p24,cap,17979.6831
egs_allkm_5,p25,cap,2964.2348
egs_allkm_6,p25,cap,32206.3376
egs_allkm_7,p25,cap,45692.5495
egs_allkm_8,p25,cap,38929.875
egs_allkm_9,p25,cap,34211.0137
egs_allkm_7,p26,cap,177.8558
egs_allkm_8,p26,cap,1925.2084
egs_allkm_9,p26,cap,1939.9167
egs_allkm_5,p27,cap,1618.2158
egs_allkm_6,p27,cap,6295.666
egs_allkm_7,p27,cap,9481.3331
egs_allkm_8,p27,cap,8836.155526
egs_allkm_9,p27,cap,6261.723362
egs_allkm_4,p28,cap,568.289
egs_allkm_5,p28,cap,10951.6786
egs_allkm_6,p28,cap,37049.2268
egs_allkm_7,p28,cap,53067.9289
egs_allkm_8,p28,cap,55577.8321
egs_allkm_9,p28,cap,55856.3305
egs_allkm_6,p29,cap,706.4542
egs_allkm_7,p29,cap,2666.2847
egs_allkm_8,p29,cap,3726.0367
egs_allkm_9,p29,cap,7152.9352
egs_allkm_5,p30,cap,1681.5413
egs_allkm_6,p30,cap,11106.6683
egs_allkm_7,p30,cap,9915.1072
egs_allkm_8,p30,cap,7971.2223
egs_allkm_9,p30,cap,4944.583
egs_allkm_3,p31,cap,123.2487
egs_allkm_4,p31,cap,699.7610975
egs_allkm_5,p31,cap,16968.3188
egs_allkm_6,p31,cap,46815.4001
egs_allkm_7,p31,cap,70005.4938
egs_allkm_8,p31,cap,81216.6049
egs_allkm_9,p31,cap,84023.2023
egs_allkm_8,p32,cap,175.9301
egs_allkm_9,p32,cap,2162.8062
egs_allkm_4,p33,cap,124.478
egs_allkm_5,p33,cap,1858.599
egs_allkm_6,p33,cap,6379.2642
egs_allkm_7,p33,cap,27121.2786
egs_allkm_8,p33,cap,46267.2388
egs_allkm_9,p33,cap,48026.7398
egs_allkm_4,p34,cap,154.1957
egs_allkm_5,p34,cap,6720.7433
egs_allkm_6,p34,cap,15345.9651
egs_allkm_7,p34,cap,36537.4195
egs_allkm_8,p34,cap,49117.5088
egs_allkm_9,p34,cap,58015.524
egs_allkm_6,p35,cap,518.4641
egs_allkm_7,p35,cap,11190.9599
egs_allkm_8,p35,cap,37425.3772
egs_allkm_9,p35,cap,41208.8923
egs_allkm_6,p36,cap,77.8918
egs_allkm_7,p36,cap,12284.1437
egs_allkm_8,p36,cap,40666.7144
egs_allkm_9,p36,cap,41455.8758
egs_allkm_7,p37,cap,73.101
egs_allkm_8,p37,cap,6702.3389
egs_allkm_9,p37,cap,22775.2885
egs_allkm_7,p38,cap,9314.0733
egs_allkm_8,p38,cap,23365.703
egs_allkm_9,p38,cap,53458.9938
egs_allkm_7,p39,cap,534.0422
egs_allkm_8,p39,cap,14293.7087
egs_allkm_9,p39,cap,33704.4348
egs_allkm_7,p40,cap,952.9569
egs_allkm_8,p40,cap,4458.0082
egs_allkm_9,p40,cap,32179.0598
egs_allkm_8,p41,cap,230.0815
egs_allkm_9,p41,cap,1751.1584
egs_allkm_8,p47,cap,400.6656
egs_allkm_9,p47,cap,1486.5869
egs_allkm_8,p48,cap,706.985
egs_allkm_9,p48,cap,3351.1168
egs_allkm_8,p50,cap,181.9904
egs_allkm_9,p50,cap,768.8626
egs_allkm_9,p51,cap,0.6139
egs_allkm_9,p52,cap,46.4044
egs_allkm_9,p53,cap,0.671
egs_allkm_9,p55,cap,15.0391
egs_allkm_8,p56,cap,4.9202
egs_allkm_9,p56,cap,297.0878
egs_allkm_7,p57,cap,10720.3909
egs_allkm_8,p57,cap,10423.9793
egs_allkm_9,p57,cap,8946.816548
egs_allkm_6,p58,cap,1300.011
egs_allkm_7,p58,cap,13943.2416
egs_allkm_8,p58,cap,23487.5604
egs_allkm_9,p58,cap,39322.2656
egs_allkm_5,p59,cap,54.15567195
egs_allkm_6,p59,cap,724.4434
egs_allkm_7,p59,cap,1755.5014
egs_allkm_8,p59,cap,1538.9037
egs_allkm_9,p59,cap,1297.8905
egs_allkm_9,p60,cap,6960.4687
egs_allkm_5,p61,cap,565.3256284
egs_allkm_6,p61,cap,2686.809193
egs_allkm_7,p61,cap,11061.3368
egs_allkm_8,p61,cap,15120.677
egs_allkm_9,p61,cap,24871.7479
egs_allkm_6,p63,cap,14.5842
egs_allkm_7,p63,cap,19763.6725
egs_allkm_8,p63,cap,38701.3231
egs_allkm_9,p63,cap,50554.2666
egs_allkm_6,p64,cap,783.0761071
egs_allkm_7,p64,cap,10212.1427
egs_allkm_8,p64,cap,20645.5128
egs_allkm_9,p64,cap,20291.6279
egs_allkm_6,p65,cap,7648.8723
egs_allkm_7,p65,cap,29074.5371
egs_allkm_8,p65,cap,52095.5604
egs_allkm_9,p65,cap,56248.6848
egs_allkm_6,p66,cap,539.5426
egs_allkm_7,p66,cap,5396.0965
egs_allkm_8,p66,cap,16282.0867
egs_allkm_9,p66,cap,21137.487
egs_allkm_7,p67,cap,503.935
egs_allkm_8,p67,cap,4887.8847
egs_allkm_9,p67,cap,8139.7517
egs_allkm_9,p69,cap,0.6873
egs_allkm_9,p70,cap,125.5392
egs_allkm_9,p71,cap,4.1903
egs_allkm_9,p77,cap,76.022
egs_allkm_9,p80,cap,8.6492
egs_allkm_9,p81,cap,23.8894
egs_allkm_9,p83,cap,1.1349
egs_allkm_6,p85,cap,10.3525
egs_allkm_7,p85,cap,32.3198
egs_allkm_8,p85,cap,284.7828
egs_allkm_9,p85,cap,432.4175
egs_allkm_7,p86,cap,6569.1748
egs_allkm_8,p86,cap,13326.08779
egs_allkm_9,p86,cap,11065.00801
egs_allkm_7,p87,cap,54.6636
egs_allkm_8,p87,cap,284.1192
egs_allkm_9,p87,cap,459.645
egs_allkm_7,p88,cap,10.14504978
egs_allkm_8,p88,cap,54.27899777
egs_allkm_9,p88,cap,95.11556322
egs_allkm_8,p89,cap,1.1327
egs_allkm_9,p89,cap,161.9392
egs_allkm_9,p90,cap,76.6148
egs_allkm_8,p91,cap,92.0727
egs_allkm_9,p91,cap,280.622
egs_allkm_9,p92,cap,74.3613
egs_allkm_9,p93,cap,3.5732
egs_allkm_9,p94,cap,307.6684
egs_allkm_9,p95,cap,508.8474
egs_allkm_9,p96,cap,8923.9242
egs_allkm_8,p98,cap,3.2063
egs_allkm_9,p98,cap,118.5683
egs_allkm_7,p99,cap,10.26285292
egs_allkm_8,p99,cap,147.3392614
egs_allkm_9,p99,cap,4829.623762
egs_allkm_9,p101,cap,33.2969
egs_allkm_9,p107,cap,31.0935
egs_allkm_9,p109,cap,3.6873
egs_allkm_8,p110,cap,0.161284922
egs_allkm_9,p110,cap,21.9654935
egs_allkm_9,p111,cap,247.7582
egs_allkm_9,p112,cap,145.0191
egs_allkm_7,p115,cap,22.03975732
egs_allkm_8,p115,cap,838.4197209
egs_allkm_9,p115,cap,9893.503734
egs_allkm_6,p116,cap,21.63107967
egs_allkm_7,p116,cap,3099.77504
egs_allkm_8,p116,cap,8975.076133
egs_allkm_9,p116,cap,11464.3034
egs_allkm_8,p117,cap,774.4483642
egs_allkm_9,p117,cap,10062.36269
egs_allkm_8,p118,cap,1181.137117
egs_allkm_9,p118,cap,3930.199464
egs_allkm_9,p119,cap,729.3888
egs_allkm_9,p120,cap,378.5482411
egs_allkm_9,p121,cap,105.711
egs_allkm_8,p122,cap,735.4223
egs_allkm_9,p122,cap,14498.8098
egs_allkm_9,p123,cap,9.9816
egs_allkm_9,p124,cap,1.6516522
egs_allkm_8,p127,cap,2.9208
egs_allkm_9,p127,cap,3.5006
egs_allkm_9,p131,cap,8.3685
egs_allkm_9,p134,cap,165.9765
egs_nearfield_1,p9,cap,177.1634499
egs_nearfield_2,p9,cap,184.8024557
egs_nearfield_3,p9,cap,45
egs_nearfield_6,p10,cap,145
egs_nearfield_7,p10,cap,154.8684939
egs_nearfield_8,p10,cap,172.6808035
egs_nearfield_3,p12,cap,55
egs_nearfield_4,p12,cap,70
egs_nearfield_5,p12,cap,109.6378809
egs_nearfield_7,p12,cap,70
egs_nearfield_8,p12,cap,101.6663291
egs_nearfield_9,p12,cap,28.2
egs_nearfield_7,p25,cap,43.2
egs_nearfield_8,p25,cap,25.19806312
geohydro_allkm_10,p7,cap,396.71432
geohydro_allkm_10,p28,cap,890.66496
geohydro_allkm_10,p12,cap,624.30976
geohydro_allkm_10,p8,cap,180.89752
geohydro_allkm_10,p17,cap,439.28952
geohydro_allkm_10,p31,cap,308.35744
geohydro_allkm_10,p15,cap,538.29184
geohydro_allkm_10,p25,cap,221.06048
geohydro_allkm_10,p6,cap,29.45232
geohydro_allkm_10,p33,cap,172.62736
geohydro_allkm_10,p10,cap,102.49576
geohydro_allkm_10,p1,cap,96.6944
geohydro_allkm_10,p5,cap,21.74824
geohydro_allkm_10,p21,cap,74.02312
geohydro_allkm_10,p34,cap,385.97432
geohydro_allkm_9,p12,cap,173.74
geohydro_allkm_9,p31,cap,12.99
geohydro_allkm_9,p16,cap,201.06192
geohydro_allkm_9,p8,cap,12.59
geohydro_allkm_9,p7,cap,183.74
geohydro_allkm_9,p15,cap,381.11792
geohydro_allkm_9,p10,cap,33.24
geohydro_allkm_9,p9,cap,32.57
geohydro_allkm_9,p6,cap,32.33
geohydro_allkm_9,p5,cap,7.9
geohydro_allkm_9,p25,cap,0.74
geohydro_allkm_8,p25,cap,187.51824
geohydro_allkm_8,p12,cap,1212.13664
geohydro_allkm_8,p8,cap,240.71392
geohydro_allkm_8,p9,cap,112.68152
geohydro_allkm_8,p10,cap,371.60944
geohydro_allkm_8,p7,cap,466.404
geohydro_allkm_7,p12,cap,129.61
geohydro_allkm_7,p10,cap,60.26
geohydro_allkm_6,p12,cap,2355.61112
geohydro_allkm_6,p10,cap,34.51
geohydro_allkm_5,p10,cap,116.35
geohydro_allkm_5,p25,cap,949.81552
geohydro_allkm_4,p5,cap,378.924
geohydro_allkm_4,p31,cap,336.90672
geohydro_allkm_3,p12,cap,102.91
geohydro_allkm_3,p10,cap,6988.6124
geohydro_allkm_3,p9,cap,1995.68408
geohydro_allkm_2,p10,cap,1829.97
geohydro_allkm_10,p9,cap,47.33184
geohydro_allkm_10,p16,cap,165.8008
geohydro_allkm_8,p5,cap,7.21816
geohydro_allkm_8,p6,cap,14.53024
geohydro_allkm_3,p8,cap,248.46768
egs_allkm_6,p1,cost,0
egs_allkm_7,p1,cost,0
egs_allkm_8,p1,cost,0
egs_allkm_9,p1,cost,0
egs_allkm_6,p2,cost,0
egs_allkm_7,p2,cost,0
egs_allkm_8,p2,cost,0
egs_allkm_9,p2,cost,0
egs_allkm_6,p3,cost,0
egs_allkm_7,p3,cost,0
egs_allkm_8,p3,cost,0
egs_allkm_9,p3,cost,0
egs_allkm_7,p4,cost,0
egs_allkm_8,p4,cost,0
egs_allkm_9,p4,cost,0
egs_allkm_4,p5,cost,0
egs_allkm_5,p5,cost,0
egs_allkm_6,p5,cost,0
egs_allkm_7,p5,cost,0
egs_allkm_8,p5,cost,0
egs_allkm_9,p5,cost,0
egs_allkm_4,p6,cost,0
egs_allkm_5,p6,cost,0
egs_allkm_6,p6,cost,0
egs_allkm_7,p6,cost,0
egs_allkm_8,p6,cost,0
egs_allkm_9,p6,cost,0
egs_allkm_5,p7,cost,0
egs_allkm_6,p7,cost,0
egs_allkm_7,p7,cost,0
egs_allkm_8,p7,cost,0
egs_allkm_9,p7,cost,0
egs_allkm_5,p8,cost,0
egs_allkm_6,p8,cost,0
egs_allkm_7,p8,cost,0
egs_allkm_8,p8,cost,0
egs_allkm_9,p8,cost,0
egs_allkm_3,p9,cost,0
egs_allkm_4,p9,cost,0
egs_allkm_5,p9,cost,0
egs_allkm_6,p9,cost,0
egs_allkm_7,p9,cost,0
egs_allkm_8,p9,cost,0
egs_allkm_9,p9,cost,0
egs_allkm_3,p10,cost,0
egs_allkm_4,p10,cost,0
egs_allkm_5,p10,cost,0
egs_allkm_6,p10,cost,0
egs_allkm_7,p10,cost,0
egs_allkm_8,p10,cost,0
egs_allkm_9,p10,cost,0
egs_allkm_5,p11,cost,0
egs_allkm_6,p11,cost,0
egs_allkm_7,p11,cost,0
egs_allkm_8,p11,cost,0
egs_allkm_9,p11,cost,0
egs_allkm_5,p12,cost,0
egs_allkm_6,p12,cost,0
egs_allkm_7,p12,cost,0
egs_allkm_8,p12,cost,0
egs_allkm_9,p12,cost,0
egs_allkm_5,p13,cost,0
egs_allkm_6,p13,cost,0
egs_allkm_7,p13,cost,0
egs_allkm_8,p13,cost,0
egs_allkm_9,p13,cost,0
egs_allkm_6,p14,cost,0
egs_allkm_7,p14,cost,0
egs_allkm_8,p14,cost,0
egs_allkm_9,p14,cost,0
egs_allkm_4,p15,cost,0
egs_allkm_5,p15,cost,0
egs_allkm_6,p15,cost,0
egs_allkm_7,p15,cost,0
egs_allkm_8,p15,cost,0
egs_allkm_9,p15,cost,0
egs_allkm_3,p16,cost,0
egs_allkm_4,p16,cost,0
egs_allkm_5,p16,cost,0
egs_allkm_6,p16,cost,0
egs_allkm_7,p16,cost,0
egs_allkm_8,p16,cost,0
egs_allkm_9,p16,cost,0
egs_allkm_5,p17,cost,0
egs_allkm_6,p17,cost,0
egs_allkm_7,p17,cost,0
egs_allkm_8,p17,cost,0
egs_allkm_9,p17,cost,0
egs_allkm_6,p18,cost,0
egs_allkm_7,p18,cost,0
egs_allkm_8,p18,cost,0
egs_allkm_9,p18,cost,0
egs_allkm_7,p19,cost,0
egs_allkm_8,p19,cost,0
egs_allkm_9,p19,cost,0
egs_allkm_7,p20,cost,0
egs_allkm_8,p20,cost,0
egs_allkm_9,p20,cost,0
egs_allkm_5,p21,cost,0
egs_allkm_6,p21,cost,0
egs_allkm_7,p21,cost,0
egs_allkm_8,p21,cost,0
egs_allkm_9,p21,cost,0
egs_allkm_9,p22,cost,0
egs_allkm_9,p23,cost,0
egs_allkm_7,p24,cost,0
egs_allkm_8,p24,cost,0
egs_allkm_9,p24,cost,0
egs_allkm_5,p25,cost,0
egs_allkm_6,p25,cost,0
egs_allkm_7,p25,cost,0
egs_allkm_8,p25,cost,0
egs_allkm_9,p25,cost,0
egs_allkm_7,p26,cost,0
egs_allkm_8,p26,cost,0
egs_allkm_9,p26,cost,0
egs_allkm_5,p27,cost,0
egs_allkm_6,p27,cost,0
egs_allkm_7,p27,cost,0
egs_allkm_8,p27,cost,0
egs_allkm_9,p27,cost,0
egs_allkm_4,p28,cost,0
egs_allkm_5,p28,cost,0
egs_allkm_6,p28,cost,0
egs_allkm_7,p28,cost,0
egs_allkm_8,p28,cost,0
egs_allkm_9,p28,cost,0
egs_allkm_6,p29,cost,0
egs_allkm_7,p29,cost,0
egs_allkm_8,p29,cost,0
egs_allkm_9,p29,cost,0
egs_allkm_5,p30,cost,0
egs_allkm_6,p30,cost,0
egs_allkm_7,p30,cost,0
egs_allkm_8,p30,cost,0
egs_allkm_9,p30,cost,0
egs_allkm_3,p31,cost,0
egs_allkm_4,p31,cost,0
egs_allkm_5,p31,cost,0
egs_allkm_6,p31,cost,0
egs_allkm_7,p31,cost,0
egs_allkm_8,p31,cost,0
egs_allkm_9,p31,cost,0
egs_allkm_8,p32,cost,0
egs_allkm_9,p32,cost,0
egs_allkm_4,p33,cost,0
egs_allkm_5,p33,cost,0
egs_allkm_6,p33,cost,0
egs_allkm_7,p33,cost,0
egs_allkm_8,p33,cost,0
egs_allkm_9,p33,cost,0
egs_allkm_4,p34,cost,0
egs_allkm_5,p34,cost,0
egs_allkm_6,p34,cost,0
egs_allkm_7,p34,cost,0
egs_allkm_8,p34,cost,0
egs_allkm_9,p34,cost,0
egs_allkm_6,p35,cost,0
egs_allkm_7,p35,cost,0
egs_allkm_8,p35,cost,0
egs_allkm_9,p35,cost,0
egs_allkm_6,p36,cost,0
egs_allkm_7,p36,cost,0
egs_allkm_8,p36,cost,0
egs_allkm_9,p36,cost,0
egs_allkm_7,p37,cost,0
egs_allkm_8,p37,cost,0
egs_allkm_9,p37,cost,0
egs_allkm_7,p38,cost,0
egs_allkm_8,p38,cost,0
egs_allkm_9,p38,cost,0
egs_allkm_7,p39,cost,0
egs_allkm_8,p39,cost,0
egs_allkm_9,p39,cost,0
egs_allkm_7,p40,cost,0
egs_allkm_8,p40,cost,0
egs_allkm_9,p40,cost,0
egs_allkm_8,p41,cost,0
egs_allkm_9,p41,cost,0
egs_allkm_8,p47,cost,0
egs_allkm_9,p47,cost,0
egs_allkm_8,p48,cost,0
egs_allkm_9,p48,cost,0
egs_allkm_8,p50,cost,0
egs_allkm_9,p50,cost,0
egs_allkm_9,p51,cost,0
egs_allkm_9,p52,cost,0
egs_allkm_9,p53,cost,0
egs_allkm_9,p55,cost,0
egs_allkm_8,p56,cost,0
egs_allkm_9,p56,cost,0
egs_allkm_7,p57,cost,0
egs_allkm_8,p57,cost,0
egs_allkm_9,p57,cost,0
egs_allkm_6,p58,cost,0
egs_allkm_7,p58,cost,0
egs_allkm_8,p58,cost,0
egs_allkm_9,p58,cost,0
egs_allkm_5,p59,cost,0
egs_allkm_6,p59,cost,0
egs_allkm_7,p59,cost,0
egs_allkm_8,p59,cost,0
egs_allkm_9,p59,cost,0
egs_allkm_9,p60,cost,0
egs_allkm_5,p61,cost,0
egs_allkm_6,p61,cost,0
egs_allkm_7,p61,cost,0
egs_allkm_8,p61,cost,0
egs_allkm_9,p61,cost,0
egs_allkm_6,p63,cost,0
egs_allkm_7,p63,cost,0
egs_allkm_8,p63,cost,0
egs_allkm_9,p63,cost,0
egs_allkm_6,p64,cost,0
egs_allkm_7,p64,cost,0
egs_allkm_8,p64,cost,0
egs_allkm_9,p64,cost,0
egs_allkm_6,p65,cost,0
egs_allkm_7,p65,cost,0
egs_allkm_8,p65,cost,0
egs_allkm_9,p65,cost,0
egs_allkm_6,p66,cost,0
egs_allkm_7,p66,cost,0
egs_allkm_8,p66,cost,0
egs_allkm_9,p66,cost,0
egs_allkm_7,p67,cost,0
egs_allkm_8,p67,cost,0
egs_allkm_9,p67,cost,0
egs_allkm_9,p69,cost,0
egs_allkm_9,p70,cost,0
egs_allkm_9,p71,cost,0
egs_allkm_9,p77,cost,0
egs_allkm_9,p80,cost,0
egs_allkm_9,p81,cost,0
egs_allkm_9,p83,cost,0
egs_allkm_6,p85,cost,0
egs_allkm_7,p85,cost,0
egs_allkm_8,p85,cost,0
egs_allkm_9,p85,cost,0
egs_allkm_7,p86,cost,0
egs_allkm_8,p86,cost,0
egs_allkm_9,p86,cost,0
egs_allkm_7,p87,cost,0
egs_allkm_8,p87,cost,0
egs_allkm_9,p87,cost,0
egs_allkm_7,p88,cost,0
egs_allkm_8,p88,cost,0
egs_allkm_9,p88,cost,0
egs_allkm_8,p89,cost,0
egs_allkm_9,p89,cost,0
egs_allkm_9,p90,cost,0
egs_allkm_8,p91,cost,0
egs_allkm_9,p91,cost,0
egs_allkm_9,p92,cost,0
egs_allkm_9,p93,cost,0
egs_allkm_9,p94,cost,0
egs_allkm_9,p95,cost,0
egs_allkm_9,p96,cost,0
egs_allkm_8,p98,cost,0
egs_allkm_9,p98,cost,0
egs_allkm_7,p99,cost,0
egs_allkm_8,p99,cost,0
egs_allkm_9,p99,cost,0
egs_allkm_9,p101,cost,0
egs_allkm_9,p107,cost,0
egs_allkm_9,p109,cost,0
egs_allkm_8,p110,cost,0
egs_allkm_9,p110,cost,0
egs_allkm_9,p111,cost,0
egs_allkm_9,p112,cost,0
egs_allkm_7,p115,cost,0
egs_allkm_8,p115,cost,0
egs_allkm_9,p115,cost,0
egs_allkm_6,p116,cost,0
egs_allkm_7,p116,cost,0
egs_allkm_8,p116,cost,0
egs_allkm_9,p116,cost,0
egs_allkm_8,p117,cost,0
egs_allkm_9,p117,cost,0
egs_allkm_8,p118,cost,0
egs_allkm_9,p118,cost,0
egs_allkm_9,p119,cost,0
egs_allkm_9,p120,cost,0
egs_allkm_9,p121,cost,0
egs_allkm_8,p122,cost,0
egs_allkm_9,p122,cost,0
egs_allkm_9,p123,cost,0
egs_allkm_9,p124,cost,0
egs_allkm_8,p127,cost,0
egs_allkm_9,p127,cost,0
egs_allkm_9,p131,cost,0
egs_allkm_9,p134,cost,0
egs_nearfield_1,p9,cost,0
egs_nearfield_2,p9,cost,0
egs_nearfield_3,p9,cost,0
egs_nearfield_6,p10,cost,0
egs_nearfield_7,p10,cost,0
egs_nearfield_8,p10,cost,0
egs_nearfield_3,p12,cost,0
egs_nearfield_4,p12,cost,0
egs_nearfield_5,p12,cost,0
egs_nearfield_7,p12,cost,0
egs_nearfield_8,p12,cost,0
egs_nearfield_9,p12,cost,0
egs_nearfield_7,p25,cost,0
egs_nearfield_8,p25,cost,0
geohydro_allkm_10,p7,cost,0
geohydro_allkm_10,p28,cost,0
geohydro_allkm_10,p12,cost,0
geohydro_allkm_10,p8,cost,0
geohydro_allkm_10,p17,cost,0
geohydro_allkm_10,p31,cost,0
geohydro_allkm_10,p15,cost,0
geohydro_allkm_10,p25,cost,0
geohydro_allkm_10,p6,cost,0
geohydro_allkm_10,p33,cost,0
geohydro_allkm_10,p10,cost,0
geohydro_allkm_10,p1,cost,0
geohydro_allkm_10,p5,cost,0
geohydro_allkm_10,p21,cost,0
geohydro_allkm_10,p34,cost,0
geohydro_allkm_9,p12,cost,0
geohydro_allkm_9,p31,cost,0
geohydro_allkm_9,p16,cost,0
geohydro_allkm_9,p8,cost,0
geohydro_allkm_9,p7,cost,0
geohydro_allkm_9,p15,cost,0
geohydro_allkm_9,p10,cost,0
geohydro_allkm_9,p9,cost,0
geohydro_allkm_9,p6,cost,0
geohydro_allkm_9,p5,cost,0
geohydro_allkm_9,p25,cost,0
geohydro_allkm_8,p25,cost,0
geohydro_allkm_8,p12,cost,0
geohydro_allkm_8,p8,cost,0
geohydro_allkm_8,p9,cost,0
geohydro_allkm_8,p10,cost,0
geohydro_allkm_8,p7,cost,0
geohydro_allkm_7,p12,cost,0
geohydro_allkm_7,p10,cost,0
geohydro_allkm_6,p12,cost,0
geohydro_allkm_6,p10,cost,0
geohydro_allkm_5,p10,cost,0
geohydro_allkm_5,p25,cost,0
geohydro_allkm_4,p5,cost,0
geohydro_allkm_4,p31,cost,0
geohydro_allkm_3,p12,cost,0
geohydro_allkm_3,p10,cost,0
geohydro_allkm_3,p9,cost,0
geohydro_allkm_2,p10,cost,0
geohydro_allkm_10,p9,cost,0
geohydro_allkm_10,p16,cost,0
geohydro_allkm_8,p5,cost,0
geohydro_allkm_8,p6,cost,0
geohydro_allkm_3,p8,cost,0
