*i,r,sc_cat,value
deep-egs_pbinary_2,p7,Cost,36037.0669
deep-egs_pbinary_3,p7,Cost,37496.03775
deep-egs_pbinary_4,p7,Cost,47149.83182
deep-egs_pbinary_5,p7,Cost,48421.42081
deep-egs_pbinary_6,p7,Cost,50510.16099
deep-egs_pbinary_1,p8,Cost,34647.3574
deep-egs_pbinary_2,p8,Cost,36037.0669
deep-egs_pbinary_3,p8,Cost,37496.03775
deep-egs_pbinary_4,p8,Cost,47149.83182
deep-egs_pbinary_5,p8,Cost,48421.42081
deep-egs_pbinary_6,p8,Cost,50510.16099
deep-egs_pbinary_7,p8,Cost,52684.52569
deep-egs_pbinary_1,p9,Cost,33680.46113
deep-egs_pbinary_2,p9,Cost,34647.3574
deep-egs_pbinary_3,p9,Cost,36037.0669
deep-egs_pbinary_4,p9,Cost,37496.03775
deep-egs_pbinary_5,p9,Cost,47149.83182
deep-egs_pbinary_6,p9,Cost,48421.42081
deep-egs_pbinary_7,p9,Cost,50510.16099
deep-egs_pbinary_8,p9,Cost,52684.52569
deep-egs_pbinary_1,p10,Cost,33680.46113
deep-egs_pbinary_2,p10,Cost,34647.3574
deep-egs_pbinary_3,p10,Cost,36037.0669
deep-egs_pbinary_4,p10,Cost,37496.03775
deep-egs_pbinary_5,p10,Cost,47149.83182
deep-egs_pbinary_6,p10,Cost,48421.42081
deep-egs_pbinary_7,p10,Cost,50510.16099
deep-egs_pbinary_8,p10,Cost,52684.52569
deep-egs_pbinary_1,p11,Cost,34647.3574
deep-egs_pbinary_2,p11,Cost,36037.0669
deep-egs_pbinary_3,p11,Cost,37496.03775
deep-egs_pbinary_4,p11,Cost,47149.83182
deep-egs_pbinary_5,p11,Cost,48421.42081
deep-egs_pbinary_6,p11,Cost,50510.16099
deep-egs_pbinary_7,p11,Cost,52684.52569
deep-egs_pbinary_1,p12,Cost,34647.3574
deep-egs_pbinary_2,p12,Cost,36037.0669
deep-egs_pbinary_3,p12,Cost,37496.03775
deep-egs_pbinary_4,p12,Cost,47149.83182
deep-egs_pbinary_5,p12,Cost,48421.42081
deep-egs_pbinary_6,p12,Cost,50510.16099
deep-egs_pbinary_1,p13,Cost,34647.3574
deep-egs_pbinary_2,p13,Cost,36037.0669
deep-egs_pbinary_3,p13,Cost,47149.83182
deep-egs_pbinary_4,p13,Cost,48421.42081
deep-egs_pbinary_1,p14,Cost,36037.0669
deep-egs_pbinary_2,p14,Cost,37496.03775
deep-egs_pbinary_3,p14,Cost,48421.42081
deep-egs_pbinary_4,p14,Cost,50510.16099
deep-egs_pbinary_1,p15,Cost,33680.46113
deep-egs_pbinary_2,p15,Cost,34647.3574
deep-egs_pbinary_3,p15,Cost,36037.0669
deep-egs_pbinary_4,p15,Cost,37496.03775
deep-egs_pbinary_5,p15,Cost,47149.83182
deep-egs_pbinary_6,p15,Cost,48421.42081
deep-egs_pbinary_7,p15,Cost,50510.16099
deep-egs_pbinary_1,p16,Cost,33680.46113
deep-egs_pbinary_2,p16,Cost,34647.3574
deep-egs_pbinary_3,p16,Cost,36037.0669
deep-egs_pbinary_4,p16,Cost,47149.83182
deep-egs_pbinary_5,p16,Cost,48421.42081
deep-egs_pbinary_1,p17,Cost,36037.0669
deep-egs_pbinary_2,p17,Cost,37496.03775
deep-egs_pbinary_3,p17,Cost,48421.42081
deep-egs_pbinary_4,p17,Cost,50510.16099
deep-egs_pbinary_1,p18,Cost,34647.3574
deep-egs_pbinary_2,p18,Cost,36037.0669
deep-egs_pbinary_3,p18,Cost,37496.03775
deep-egs_pbinary_4,p18,Cost,48421.42081
deep-egs_pbinary_5,p18,Cost,50510.16099
deep-egs_pbinary_6,p18,Cost,52684.52569
deep-egs_pbinary_1,p19,Cost,36037.0669
deep-egs_pbinary_2,p19,Cost,37496.03775
deep-egs_pbinary_3,p19,Cost,48421.42081
deep-egs_pbinary_4,p19,Cost,50510.16099
deep-egs_pbinary_5,p19,Cost,52684.52569
deep-egs_pbinary_1,p20,Cost,36037.0669
deep-egs_pbinary_2,p20,Cost,37496.03775
deep-egs_pbinary_3,p20,Cost,48421.42081
deep-egs_pbinary_4,p20,Cost,50510.16099
deep-egs_pbinary_5,p20,Cost,52684.52569
deep-egs_pbinary_1,p21,Cost,34647.3574
deep-egs_pbinary_2,p21,Cost,36037.0669
deep-egs_pbinary_3,p21,Cost,37496.03775
deep-egs_pbinary_4,p21,Cost,47149.83182
deep-egs_pbinary_5,p21,Cost,48421.42081
deep-egs_pbinary_6,p21,Cost,50510.16099
deep-egs_pbinary_7,p21,Cost,52684.52569
deep-egs_pbinary_1,p22,Cost,50510.16099
deep-egs_pbinary_2,p22,Cost,52684.52569
deep-egs_pbinary_1,p23,Cost,50510.16099
deep-egs_pbinary_2,p23,Cost,52684.52569
deep-egs_pbinary_1,p24,Cost,36037.0669
deep-egs_pbinary_2,p24,Cost,37496.03775
deep-egs_pbinary_3,p24,Cost,48421.42081
deep-egs_pbinary_4,p24,Cost,50510.16099
deep-egs_pbinary_5,p24,Cost,52684.52569
deep-egs_pbinary_1,p25,Cost,34647.3574
deep-egs_pbinary_2,p25,Cost,36037.0669
deep-egs_pbinary_3,p25,Cost,37496.03775
deep-egs_pbinary_4,p25,Cost,47149.83182
deep-egs_pbinary_5,p25,Cost,48421.42081
deep-egs_pbinary_6,p25,Cost,50510.16099
deep-egs_pbinary_7,p25,Cost,52684.52569
deep-egs_pbinary_1,p26,Cost,36037.0669
deep-egs_pbinary_2,p26,Cost,37496.03775
deep-egs_pbinary_3,p26,Cost,48421.42081
deep-egs_pbinary_4,p26,Cost,50510.16099
deep-egs_pbinary_1,p27,Cost,34647.3574
deep-egs_pbinary_2,p27,Cost,36037.0669
deep-egs_pbinary_3,p27,Cost,37496.03775
deep-egs_pbinary_4,p27,Cost,47149.83182
deep-egs_pbinary_5,p27,Cost,48421.42081
deep-egs_pbinary_6,p27,Cost,50510.16099
deep-egs_pbinary_1,p28,Cost,34647.3574
deep-egs_pbinary_2,p28,Cost,36037.0669
deep-egs_pbinary_3,p28,Cost,37496.03775
deep-egs_pbinary_4,p28,Cost,47149.83182
deep-egs_pbinary_5,p28,Cost,48421.42081
deep-egs_pbinary_6,p28,Cost,50510.16099
deep-egs_pbinary_7,p28,Cost,52684.52569
deep-egs_pbinary_1,p29,Cost,34647.3574
deep-egs_pbinary_2,p29,Cost,36037.0669
deep-egs_pbinary_3,p29,Cost,37496.03775
deep-egs_pbinary_4,p29,Cost,48421.42081
deep-egs_pbinary_5,p29,Cost,50510.16099
deep-egs_pbinary_6,p29,Cost,52684.52569
deep-egs_pbinary_1,p30,Cost,34647.3574
deep-egs_pbinary_2,p30,Cost,36037.0669
deep-egs_pbinary_3,p30,Cost,47149.83182
deep-egs_pbinary_4,p30,Cost,48421.42081
deep-egs_pbinary_1,p31,Cost,33680.46113
deep-egs_pbinary_2,p31,Cost,34647.3574
deep-egs_pbinary_3,p31,Cost,36037.0669
deep-egs_pbinary_4,p31,Cost,37496.03775
deep-egs_pbinary_5,p31,Cost,47149.83182
deep-egs_pbinary_6,p31,Cost,48421.42081
deep-egs_pbinary_7,p31,Cost,50510.16099
deep-egs_pbinary_8,p31,Cost,52684.52569
deep-egs_pbinary_1,p32,Cost,36037.0669
deep-egs_pbinary_2,p32,Cost,37496.03775
deep-egs_pbinary_3,p32,Cost,48421.42081
deep-egs_pbinary_4,p32,Cost,50510.16099
deep-egs_pbinary_5,p32,Cost,52684.52569
deep-egs_pbinary_1,p33,Cost,34647.3574
deep-egs_pbinary_2,p33,Cost,36037.0669
deep-egs_pbinary_3,p33,Cost,37496.03775
deep-egs_pbinary_4,p33,Cost,47149.83182
deep-egs_pbinary_5,p33,Cost,48421.42081
deep-egs_pbinary_6,p33,Cost,50510.16099
deep-egs_pbinary_7,p33,Cost,52684.52569
deep-egs_pbinary_1,p34,Cost,33680.46113
deep-egs_pbinary_2,p34,Cost,34647.3574
deep-egs_pbinary_3,p34,Cost,36037.0669
deep-egs_pbinary_4,p34,Cost,37496.03775
deep-egs_pbinary_5,p34,Cost,47149.83182
deep-egs_pbinary_6,p34,Cost,48421.42081
deep-egs_pbinary_7,p34,Cost,50510.16099
deep-egs_pbinary_8,p34,Cost,52684.52569
deep-egs_pbinary_1,p35,Cost,34647.3574
deep-egs_pbinary_2,p35,Cost,36037.0669
deep-egs_pbinary_3,p35,Cost,37496.03775
deep-egs_pbinary_4,p35,Cost,47149.83182
deep-egs_pbinary_5,p35,Cost,48421.42081
deep-egs_pbinary_6,p35,Cost,50510.16099
deep-egs_pbinary_7,p35,Cost,52684.52569
deep-egs_pbinary_1,p36,Cost,34647.3574
deep-egs_pbinary_2,p36,Cost,36037.0669
deep-egs_pbinary_3,p36,Cost,37496.03775
deep-egs_pbinary_4,p36,Cost,48421.42081
deep-egs_pbinary_5,p36,Cost,50510.16099
deep-egs_pbinary_6,p36,Cost,52684.52569
deep-egs_pbinary_1,p37,Cost,36037.0669
deep-egs_pbinary_2,p37,Cost,37496.03775
deep-egs_pbinary_3,p37,Cost,48421.42081
deep-egs_pbinary_4,p37,Cost,50510.16099
deep-egs_pbinary_5,p37,Cost,52684.52569
deep-egs_pbinary_1,p38,Cost,36037.0669
deep-egs_pbinary_2,p38,Cost,37496.03775
deep-egs_pbinary_3,p38,Cost,48421.42081
deep-egs_pbinary_4,p38,Cost,50510.16099
deep-egs_pbinary_5,p38,Cost,52684.52569
deep-egs_pbinary_1,p39,Cost,36037.0669
deep-egs_pbinary_2,p39,Cost,37496.03775
deep-egs_pbinary_3,p39,Cost,48421.42081
deep-egs_pbinary_4,p39,Cost,50510.16099
deep-egs_pbinary_5,p39,Cost,52684.52569
deep-egs_pbinary_1,p40,Cost,36037.0669
deep-egs_pbinary_2,p40,Cost,37496.03775
deep-egs_pbinary_3,p40,Cost,48421.42081
deep-egs_pbinary_4,p40,Cost,50510.16099
deep-egs_pbinary_5,p40,Cost,52684.52569
deep-egs_pbinary_1,p41,Cost,37496.03775
deep-egs_pbinary_2,p41,Cost,50510.16099
deep-egs_pbinary_3,p41,Cost,52684.52569
deep-egs_pbinary_1,p47,Cost,37496.03775
deep-egs_pbinary_2,p47,Cost,50510.16099
deep-egs_pbinary_3,p47,Cost,52684.52569
deep-egs_pbinary_1,p48,Cost,37496.03775
deep-egs_pbinary_2,p48,Cost,50510.16099
deep-egs_pbinary_3,p48,Cost,52684.52569
deep-egs_pbinary_1,p50,Cost,36037.0669
deep-egs_pbinary_2,p50,Cost,37496.03775
deep-egs_pbinary_3,p50,Cost,48421.42081
deep-egs_pbinary_4,p50,Cost,50510.16099
deep-egs_pbinary_5,p50,Cost,52684.52569
deep-egs_pbinary_1,p51,Cost,50510.16099
deep-egs_pbinary_1,p52,Cost,52684.52569
deep-egs_pbinary_1,p53,Cost,52684.52569
deep-egs_pbinary_1,p55,Cost,52684.52569
deep-egs_pbinary_1,p56,Cost,37496.03775
deep-egs_pbinary_2,p56,Cost,48421.42081
deep-egs_pbinary_3,p56,Cost,50510.16099
deep-egs_pbinary_4,p56,Cost,52684.52569
deep-egs_pbinary_1,p57,Cost,34647.3574
deep-egs_pbinary_2,p57,Cost,36037.0669
deep-egs_pbinary_3,p57,Cost,37496.03775
deep-egs_pbinary_4,p57,Cost,48421.42081
deep-egs_pbinary_5,p57,Cost,50510.16099
deep-egs_pbinary_6,p57,Cost,52684.52569
deep-egs_pbinary_1,p58,Cost,34647.3574
deep-egs_pbinary_2,p58,Cost,36037.0669
deep-egs_pbinary_3,p58,Cost,37496.03775
deep-egs_pbinary_4,p58,Cost,47149.83182
deep-egs_pbinary_5,p58,Cost,48421.42081
deep-egs_pbinary_6,p58,Cost,50510.16099
deep-egs_pbinary_7,p58,Cost,52684.52569
deep-egs_pbinary_1,p59,Cost,34647.3574
deep-egs_pbinary_2,p59,Cost,36037.0669
deep-egs_pbinary_3,p59,Cost,47149.83182
deep-egs_pbinary_4,p59,Cost,48421.42081
deep-egs_pbinary_1,p60,Cost,50510.16099
deep-egs_pbinary_2,p60,Cost,52684.52569
deep-egs_pbinary_1,p61,Cost,34647.3574
deep-egs_pbinary_2,p61,Cost,36037.0669
deep-egs_pbinary_3,p61,Cost,37496.03775
deep-egs_pbinary_4,p61,Cost,47149.83182
deep-egs_pbinary_5,p61,Cost,48421.42081
deep-egs_pbinary_6,p61,Cost,50510.16099
deep-egs_pbinary_7,p61,Cost,52684.52569
deep-egs_pbinary_1,p63,Cost,34647.3574
deep-egs_pbinary_2,p63,Cost,36037.0669
deep-egs_pbinary_3,p63,Cost,37496.03775
deep-egs_pbinary_4,p63,Cost,48421.42081
deep-egs_pbinary_5,p63,Cost,50510.16099
deep-egs_pbinary_6,p63,Cost,52684.52569
deep-egs_pbinary_1,p64,Cost,34647.3574
deep-egs_pbinary_2,p64,Cost,36037.0669
deep-egs_pbinary_3,p64,Cost,37496.03775
deep-egs_pbinary_4,p64,Cost,47149.83182
deep-egs_pbinary_5,p64,Cost,48421.42081
deep-egs_pbinary_6,p64,Cost,50510.16099
deep-egs_pbinary_7,p64,Cost,52684.52569
deep-egs_pbinary_1,p65,Cost,34647.3574
deep-egs_pbinary_2,p65,Cost,36037.0669
deep-egs_pbinary_3,p65,Cost,37496.03775
deep-egs_pbinary_4,p65,Cost,47149.83182
deep-egs_pbinary_5,p65,Cost,48421.42081
deep-egs_pbinary_6,p65,Cost,50510.16099
deep-egs_pbinary_7,p65,Cost,52684.52569
deep-egs_pbinary_1,p66,Cost,34647.3574
deep-egs_pbinary_2,p66,Cost,36037.0669
deep-egs_pbinary_3,p66,Cost,37496.03775
deep-egs_pbinary_4,p66,Cost,47149.83182
deep-egs_pbinary_5,p66,Cost,48421.42081
deep-egs_pbinary_6,p66,Cost,50510.16099
deep-egs_pbinary_7,p66,Cost,52684.52569
deep-egs_pbinary_1,p67,Cost,36037.0669
deep-egs_pbinary_2,p67,Cost,37496.03775
deep-egs_pbinary_3,p67,Cost,48421.42081
deep-egs_pbinary_4,p67,Cost,50510.16099
deep-egs_pbinary_5,p67,Cost,52684.52569
deep-egs_pbinary_1,p69,Cost,52684.52569
deep-egs_pbinary_1,p70,Cost,52684.52569
deep-egs_pbinary_1,p71,Cost,52684.52569
deep-egs_pbinary_1,p77,Cost,52684.52569
deep-egs_pbinary_1,p80,Cost,52684.52569
deep-egs_pbinary_1,p81,Cost,52684.52569
deep-egs_pbinary_1,p83,Cost,52684.52569
deep-egs_pbinary_1,p85,Cost,34647.3574
deep-egs_pbinary_2,p85,Cost,36037.0669
deep-egs_pbinary_3,p85,Cost,37496.03775
deep-egs_pbinary_4,p85,Cost,47149.83182
deep-egs_pbinary_5,p85,Cost,48421.42081
deep-egs_pbinary_6,p85,Cost,50510.16099
deep-egs_pbinary_7,p85,Cost,52684.52569
deep-egs_pbinary_1,p86,Cost,36037.0669
deep-egs_pbinary_2,p86,Cost,37496.03775
deep-egs_pbinary_3,p86,Cost,48421.42081
deep-egs_pbinary_4,p86,Cost,50510.16099
deep-egs_pbinary_1,p87,Cost,36037.0669
deep-egs_pbinary_2,p87,Cost,37496.03775
deep-egs_pbinary_3,p87,Cost,48421.42081
deep-egs_pbinary_4,p87,Cost,50510.16099
deep-egs_pbinary_5,p87,Cost,52684.52569
deep-egs_pbinary_1,p88,Cost,36037.0669
deep-egs_pbinary_2,p88,Cost,37496.03775
deep-egs_pbinary_3,p88,Cost,48421.42081
deep-egs_pbinary_4,p88,Cost,50510.16099
deep-egs_pbinary_5,p88,Cost,52684.52569
deep-egs_pbinary_1,p89,Cost,37496.03775
deep-egs_pbinary_2,p89,Cost,50510.16099
deep-egs_pbinary_3,p89,Cost,52684.52569
deep-egs_pbinary_1,p90,Cost,52684.52569
deep-egs_pbinary_1,p91,Cost,37496.03775
deep-egs_pbinary_2,p91,Cost,48421.42081
deep-egs_pbinary_3,p91,Cost,50510.16099
deep-egs_pbinary_4,p91,Cost,52684.52569
deep-egs_pbinary_1,p92,Cost,52684.52569
deep-egs_pbinary_1,p93,Cost,52684.52569
deep-egs_pbinary_1,p94,Cost,52684.52569
deep-egs_pbinary_1,p95,Cost,52684.52569
deep-egs_pbinary_1,p96,Cost,52684.52569
deep-egs_pbinary_1,p98,Cost,37496.03775
deep-egs_pbinary_2,p98,Cost,50510.16099
deep-egs_pbinary_3,p98,Cost,52684.52569
deep-egs_pbinary_1,p99,Cost,36037.0669
deep-egs_pbinary_2,p99,Cost,37496.03775
deep-egs_pbinary_3,p99,Cost,48421.42081
deep-egs_pbinary_4,p99,Cost,50510.16099
deep-egs_pbinary_5,p99,Cost,52684.52569
deep-egs_pbinary_1,p101,Cost,52684.52569
deep-egs_pbinary_1,p107,Cost,52684.52569
deep-egs_pbinary_1,p109,Cost,52684.52569
deep-egs_pbinary_1,p110,Cost,37496.03775
deep-egs_pbinary_2,p110,Cost,50510.16099
deep-egs_pbinary_3,p110,Cost,52684.52569
deep-egs_pbinary_1,p111,Cost,52684.52569
deep-egs_pbinary_1,p112,Cost,52684.52569
deep-egs_pbinary_1,p115,Cost,36037.0669
deep-egs_pbinary_2,p115,Cost,37496.03775
deep-egs_pbinary_3,p115,Cost,48421.42081
deep-egs_pbinary_4,p115,Cost,50510.16099
deep-egs_pbinary_5,p115,Cost,52684.52569
deep-egs_pbinary_1,p116,Cost,36037.0669
deep-egs_pbinary_2,p116,Cost,37496.03775
deep-egs_pbinary_3,p116,Cost,48421.42081
deep-egs_pbinary_4,p116,Cost,50510.16099
deep-egs_pbinary_5,p116,Cost,52684.52569
deep-egs_pbinary_1,p117,Cost,36037.0669
deep-egs_pbinary_2,p117,Cost,37496.03775
deep-egs_pbinary_3,p117,Cost,48421.42081
deep-egs_pbinary_4,p117,Cost,50510.16099
deep-egs_pbinary_5,p117,Cost,52684.52569
deep-egs_pbinary_1,p118,Cost,37496.03775
deep-egs_pbinary_2,p118,Cost,48421.42081
deep-egs_pbinary_3,p118,Cost,50510.16099
deep-egs_pbinary_4,p118,Cost,52684.52569
deep-egs_pbinary_1,p119,Cost,52684.52569
deep-egs_pbinary_1,p120,Cost,52684.52569
deep-egs_pbinary_1,p121,Cost,52684.52569
deep-egs_pbinary_1,p122,Cost,37496.03775
deep-egs_pbinary_2,p122,Cost,50510.16099
deep-egs_pbinary_3,p122,Cost,52684.52569
deep-egs_pbinary_1,p123,Cost,52684.52569
deep-egs_pbinary_1,p124,Cost,52684.52569
deep-egs_pbinary_1,p127,Cost,37496.03775
deep-egs_pbinary_2,p127,Cost,50510.16099
deep-egs_pbinary_1,p131,Cost,52684.52569
deep-egs_pbinary_1,p134,Cost,52684.52569
deep-egs_pflash_1,p1,Cost,19775.42657
deep-egs_pflash_2,p1,Cost,22013.3424
deep-egs_pflash_1,p2,Cost,19775.42657
deep-egs_pflash_2,p2,Cost,21217.58488
deep-egs_pflash_3,p2,Cost,22013.3424
deep-egs_pflash_1,p3,Cost,19775.42657
