fips,state_abbr,pollutant,model,season,elevated,damage
4,AZ,so2,EASIUR,summer,high stack,8421.499477
4,AZ,nox,EASIUR,summer,high stack,348.298654
4,AZ,nh3,EASIUR,summer,high stack,5104.231533
4,AZ,pm25,EASIUR,fall,high stack,42008.61825
4,AZ,so2,EASIUR,fall,high stack,10272.64016
4,AZ,nox,EASIUR,fall,high stack,3312.363717
4,AZ,nh3,EASIUR,fall,high stack,10235.49452
4,AZ,pm25,InMAP,annual,high stack,32507.10455
4,AZ,so2,InMAP,annual,high stack,10312.28479
4,AZ,nox,InMAP,annual,high stack,6076.141984
4,AZ,nh3,InMAP,annual,high stack,14690.13369
4,AZ,voc,InMAP,annual,high stack,2543.778652
5,AR,pm25,AP2,annual,high stack,20544.44708
5,AR,so2,AP2,annual,high stack,19811.121
5,AR,nox,AP2,annual,high stack,5870.470641
5,AR,nh3,AP2,annual,high stack,8065.505171
5,AR,voc,AP2,annual,high stack,2324.579087
5,AR,pm25,EASIUR,annual,high stack,50178.49702
5,AR,so2,EASIUR,annual,high stack,18224.11238
5,AR,nox,EASIUR,annual,high stack,3780.603106
5,AR,nh3,EASIUR,annual,high stack,30576.72125
5,AR,pm25,EASIUR,winter,high stack,62419.90575
5,AR,so2,EASIUR,winter,high stack,19607.991
5,AR,nox,EASIUR,winter,high stack,8287.987178
5,AR,nh3,EASIUR,winter,high stack,42808.53455
5,AR,pm25,EASIUR,spring,high stack,39662.37941
5,AR,so2,EASIUR,spring,high stack,21016.5888
5,AR,nox,EASIUR,spring,high stack,2322.692372
5,AR,nh3,EASIUR,spring,high stack,19041.87768
5,AR,pm25,EASIUR,summer,high stack,37895.77337
5,AR,so2,EASIUR,summer,high stack,17470.01379
5,AR,nox,EASIUR,summer,high stack,1050.199607
5,AR,nh3,EASIUR,summer,high stack,27664.40921
5,AR,pm25,EASIUR,fall,high stack,60735.92954
5,AR,so2,EASIUR,fall,high stack,14801.85592
5,AR,nox,EASIUR,fall,high stack,3461.533268
5,AR,nh3,EASIUR,fall,high stack,32792.06358
5,AR,pm25,InMAP,annual,high stack,27876.02562
5,AR,so2,InMAP,annual,high stack,18330.65235
5,AR,nox,InMAP,annual,high stack,10491.91356
5,AR,nh3,InMAP,annual,high stack,23569.10531
5,AR,voc,InMAP,annual,high stack,3512.474693
6,CA,pm25,AP2,annual,high stack,96228.69075
6,CA,so2,AP2,annual,high stack,59770.79562
6,CA,nox,AP2,annual,high stack,1766.271551
6,CA,nh3,AP2,annual,high stack,122918.9682
6,CA,voc,AP2,annual,high stack,9827.297646
6,CA,pm25,EASIUR,annual,high stack,96574.31173
6,CA,so2,EASIUR,annual,high stack,20384.62816
6,CA,nox,EASIUR,annual,high stack,10870.21021
6,CA,nh3,EASIUR,annual,high stack,18394.87323
6,CA,pm25,EASIUR,winter,high stack,79153.576
6,CA,so2,EASIUR,winter,high stack,15640.34772
6,CA,nox,EASIUR,winter,high stack,7492.721733
6,CA,nh3,EASIUR,winter,high stack,27401.91545
6,CA,pm25,EASIUR,spring,high stack,96803.37014
6,CA,so2,EASIUR,spring,high stack,20542.66412
6,CA,nox,EASIUR,spring,high stack,9092.065603
6,CA,nh3,EASIUR,spring,high stack,13702.11203
6,CA,pm25,EASIUR,summer,high stack,128760.207
6,CA,so2,EASIUR,summer,high stack,29224.0578
6,CA,nox,EASIUR,summer,high stack,7194.245093
6,CA,nh3,EASIUR,summer,high stack,12286.1399
6,CA,pm25,EASIUR,fall,high stack,81580.09384
6,CA,so2,EASIUR,fall,high stack,16131.44302
6,CA,nox,EASIUR,fall,high stack,19701.8084
6,CA,nh3,EASIUR,fall,high stack,20189.32554
6,CA,pm25,InMAP,annual,high stack,62291.6683
6,CA,so2,InMAP,annual,high stack,28244.59226
6,CA,nox,InMAP,annual,high stack,6043.28704
6,CA,nh3,InMAP,annual,high stack,33942.36005
6,CA,voc,InMAP,annual,high stack,3537.854207
8,CO,pm25,AP2,annual,high stack,25140.16442
8,CO,so2,AP2,annual,high stack,10593.32842
8,CO,nox,AP2,annual,high stack,6494.066946
8,CO,nh3,AP2,annual,high stack,63918.10283
8,CO,voc,AP2,annual,high stack,2892.572704
8,CO,pm25,EASIUR,annual,high stack,29556.84116
8,CO,so2,EASIUR,annual,high stack,9352.453548
8,CO,nox,EASIUR,annual,high stack,2116.744635
8,CO,nh3,EASIUR,annual,high stack,10099.6799
8,CO,pm25,EASIUR,winter,high stack,34511.9501
8,CO,so2,EASIUR,winter,high stack,12780.80083
8,CO,nox,EASIUR,winter,high stack,2968.683048
8,CO,nh3,EASIUR,winter,high stack,16243.7844
8,CO,pm25,EASIUR,spring,high stack,19480.31445
8,CO,so2,EASIUR,spring,high stack,6767.527973
8,CO,nox,EASIUR,spring,high stack,835.496068
8,CO,nh3,EASIUR,spring,high stack,4712.117411
8,CO,pm25,EASIUR,summer,high stack,24343.25053
8,CO,so2,EASIUR,summer,high stack,8165.825197
8,CO,nox,EASIUR,summer,high stack,359.86852
8,CO,nh3,EASIUR,summer,high stack,5093.624405
8,CO,pm25,EASIUR,fall,high stack,39891.84957
8,CO,so2,EASIUR,fall,high stack,9695.660188
8,CO,nox,EASIUR,fall,high stack,4302.930903
8,CO,nh3,EASIUR,fall,high stack,14349.19338
8,CO,pm25,InMAP,annual,high stack,21042.03498
8,CO,so2,InMAP,annual,high stack,10651.11261
8,CO,nox,InMAP,annual,high stack,7994.225414
8,CO,nh3,InMAP,annual,high stack,17261.00347
8,CO,voc,InMAP,annual,high stack,2113.852348
9,CT,pm25,AP2,annual,high stack,55667.96122
9,CT,so2,AP2,annual,high stack,18906.84314
9,CT,nox,AP2,annual,high stack,468.302779
9,CT,nh3,AP2,annual,high stack,98370.38809
9,CT,voc,AP2,annual,high stack,5981.492425
9,CT,pm25,EASIUR,annual,high stack,170443.3543
9,CT,so2,EASIUR,annual,high stack,32215.77361
9,CT,nox,EASIUR,annual,high stack,20375.235
9,CT,nh3,EASIUR,annual,high stack,85858.39516
9,CT,pm25,EASIUR,winter,high stack,164609.6304
9,CT,so2,EASIUR,winter,high stack,12778.34111
9,CT,nox,EASIUR,winter,high stack,18196.44793
9,CT,nh3,EASIUR,winter,high stack,110573.1811
9,CT,pm25,EASIUR,spring,high stack,189771.8198
9,CT,so2,EASIUR,spring,high stack,49675.26638
9,CT,nox,EASIUR,spring,high stack,30306.65936
9,CT,nh3,EASIUR,spring,high stack,94094.30776
9,CT,pm25,EASIUR,summer,high stack,191010.2865
9,CT,so2,EASIUR,summer,high stack,46006.79814
9,CT,nox,EASIUR,summer,high stack,8760.981087
9,CT,nh3,EASIUR,summer,high stack,72000.83715
9,CT,pm25,EASIUR,fall,high stack,136381.6806
9,CT,so2,EASIUR,fall,high stack,20402.68881
9,CT,nox,EASIUR,fall,high stack,24236.85162
9,CT,nh3,EASIUR,fall,high stack,66765.25466
9,CT,pm25,InMAP,annual,high stack,32193.557
9,CT,so2,InMAP,annual,high stack,17645.49424
9,CT,nox,InMAP,annual,high stack,2124.754802
9,CT,nh3,InMAP,annual,high stack,26442.15485
9,CT,voc,InMAP,annual,high stack,1779.284611
10,DE,pm25,AP2,annual,high stack,71511.92863
10,DE,so2,AP2,annual,high stack,32559.46149
10,DE,nox,AP2,annual,high stack,1364.165537
10,DE,nh3,AP2,annual,high stack,97663.65221
10,DE,voc,AP2,annual,high stack,7502.241321
10,DE,pm25,EASIUR,annual,high stack,137265.6989
10,DE,so2,EASIUR,annual,high stack,30685.32889
10,DE,nox,EASIUR,annual,high stack,17356.0402
10,DE,nh3,EASIUR,annual,high stack,75036.0551
10,DE,pm25,EASIUR,winter,high stack,139909.9535
10,DE,so2,EASIUR,winter,high stack,16565.48914
10,DE,nox,EASIUR,winter,high stack,18764.02789
10,DE,nh3,EASIUR,winter,high stack,113257.9848
10,DE,pm25,EASIUR,spring,high stack,144327.0965
10,DE,so2,EASIUR,spring,high stack,45039.25063
10,DE,nox,EASIUR,spring,high stack,22175.24594
10,DE,nh3,EASIUR,spring,high stack,71183.87563
10,DE,pm25,EASIUR,summer,high stack,146551.9821
10,DE,so2,EASIUR,summer,high stack,41796.03543
10,DE,nox,EASIUR,summer,high stack,7365.082949
10,DE,nh3,EASIUR,summer,high stack,50295.19619
10,DE,pm25,EASIUR,fall,high stack,118273.7636
10,DE,so2,EASIUR,fall,high stack,19340.54036
10,DE,nox,EASIUR,fall,high stack,21119.80403
10,DE,nh3,EASIUR,fall,high stack,65407.16377
10,DE,pm25,InMAP,annual,high stack,30026.31739
10,DE,so2,InMAP,annual,high stack,16232.23209
10,DE,nox,InMAP,annual,high stack,2741.561589
10,DE,nh3,InMAP,annual,high stack,22990.09287
10,DE,voc,InMAP,annual,high stack,1756.916729
11,DC,pm25,AP2,annual,high stack,190888.0896
11,DC,so2,AP2,annual,high stack,51105.28443
11,DC,nox,AP2,annual,high stack,1423.410068
11,DC,nh3,AP2,annual,high stack,347287.5923
11,DC,voc,AP2,annual,high stack,19589.59691
11,DC,pm25,EASIUR,annual,high stack,174531.9948
11,DC,so2,EASIUR,annual,high stack,27815.18338
11,DC,nox,EASIUR,annual,high stack,14255.38844
11,DC,nh3,EASIUR,annual,high stack,99460.07289
11,DC,pm25,EASIUR,winter,high stack,175476.2347
11,DC,so2,EASIUR,winter,high stack,15543.50955
11,DC,nox,EASIUR,winter,high stack,17396.37681
11,DC,nh3,EASIUR,winter,high stack,135273.1416
11,DC,pm25,EASIUR,spring,high stack,177488.2491
11,DC,so2,EASIUR,spring,high stack,38540.72824
11,DC,nox,EASIUR,spring,high stack,15440.88019
11,DC,nh3,EASIUR,spring,high stack,89079.49295
11,DC,pm25,EASIUR,summer,high stack,190104.9937
11,DC,so2,EASIUR,summer,high stack,38431.47287
11,DC,nox,EASIUR,summer,high stack,5811.190489
11,DC,nh3,EASIUR,summer,high stack,90495.17696
11,DC,pm25,EASIUR,fall,high stack,155058.5017
11,DC,so2,EASIUR,fall,high stack,18745.02285
11,DC,nox,EASIUR,fall,high stack,18373.10628
11,DC,nh3,EASIUR,fall,high stack,82992.48002
11,DC,pm25,InMAP,annual,high stack,37962.97395
11,DC,so2,InMAP,annual,high stack,18638.77762
11,DC,nox,InMAP,annual,high stack,3448.516416
11,DC,nh3,InMAP,annual,high stack,28456.07096
11,DC,voc,InMAP,annual,high stack,2468.707194
12,FL,pm25,AP2,annual,high stack,43888.28306
12,FL,so2,AP2,annual,high stack,17497.17777
12,FL,nox,AP2,annual,high stack,1387.145463
12,FL,nh3,AP2,annual,high stack,73768.93072
12,FL,voc,AP2,annual,high stack,4684.627891
12,FL,pm25,EASIUR,annual,high stack,68135.73908
12,FL,so2,EASIUR,annual,high stack,16835.08481
12,FL,nox,EASIUR,annual,high stack,3709.724552
12,FL,nh3,EASIUR,annual,high stack,22093.57087
12,FL,pm25,EASIUR,winter,high stack,72408.1772
12,FL,so2,EASIUR,winter,high stack,16341.12303
12,FL,nox,EASIUR,winter,high stack,4747.022285
12,FL,nh3,EASIUR,winter,high stack,35675.6934
12,FL,pm25,EASIUR,spring,high stack,67427.23285
12,FL,so2,EASIUR,spring,high stack,19694.82658
12,FL,nox,EASIUR,spring,high stack,4982.818562
12,FL,nh3,EASIUR,spring,high stack,18696.51072
12,FL,pm25,EASIUR,summer,high stack,69018.12783
12,FL,so2,EASIUR,summer,high stack,17954.63648
12,FL,nox,EASIUR,summer,high stack,1410.035642
12,FL,nh3,EASIUR,summer,high stack,15360.8616
12,FL,pm25,EASIUR,fall,high stack,63689.41844
12,FL,so2,EASIUR,fall,high stack,13349.75315
12,FL,nox,EASIUR,fall,high stack,3699.021719
12,FL,nh3,EASIUR,fall,high stack,18641.21778
12,FL,pm25,InMAP,annual,high stack,37478.89444
12,FL,so2,InMAP,annual,high stack,23388.17038
12,FL,nox,InMAP,annual,high stack,2753.673312
12,FL,nh3,InMAP,annual,high stack,32318.54049
12,FL,voc,InMAP,annual,high stack,3622.888991
13,GA,pm25,AP2,annual,high stack,54339.29763
13,GA,so2,AP2,annual,high stack,26000.73894
13,GA,nox,AP2,annual,high stack,3653.168893
13,GA,nh3,AP2,annual,high stack,63115.66792
13,GA,voc,AP2,annual,high stack,5721.396223
13,GA,pm25,EASIUR,annual,high stack,79692.53117
13,GA,so2,EASIUR,annual,high stack,18304.59637
13,GA,nox,EASIUR,annual,high stack,4250.25065
13,GA,nh3,EASIUR,annual,high stack,45430.83452
13,GA,pm25,EASIUR,winter,high stack,90567.18339
13,GA,so2,EASIUR,winter,high stack,15043.37526
13,GA,nox,EASIUR,winter,high stack,7395.921704
13,GA,nh3,EASIUR,winter,high stack,58200.87163
13,GA,pm25,EASIUR,spring,high stack,74764.99126
13,GA,so2,EASIUR,spring,high stack,24174.89427
13,GA,nox,EASIUR,spring,high stack,4683.176491
13,GA,nh3,EASIUR,spring,high stack,39745.88343
13,GA,pm25,EASIUR,summer,high stack,73778.46934
13,GA,so2,EASIUR,summer,high stack,21718.90076
13,GA,nox,EASIUR,summer,high stack,1805.620526
13,GA,nh3,EASIUR,summer,high stack,41759.63446
13,GA,pm25,EASIUR,fall,high stack,79659.48071
13,GA,so2,EASIUR,fall,high stack,12281.2152
13,GA,nox,EASIUR,fall,high stack,3116.283879
13,GA,nh3,EASIUR,fall,high stack,42016.94854
13,GA,pm25,InMAP,annual,high stack,50515.04925
13,GA,so2,InMAP,annual,high stack,32290.91052
13,GA,nox,InMAP,annual,high stack,8839.625679
13,GA,nh3,InMAP,annual,high stack,36251.76369
13,GA,voc,InMAP,annual,high stack,4362.857648
16,ID,pm25,AP2,annual,high stack,11463.32507
16,ID,so2,AP2,annual,high stack,9149.895453
16,ID,nox,AP2,annual,high stack,3800.212723
16,ID,nh3,AP2,annual,high stack,2410.868264
16,ID,voc,AP2,annual,high stack,1432.68521
16,ID,pm25,EASIUR,annual,high stack,28876.61743
16,ID,so2,EASIUR,annual,high stack,13434.26685
16,ID,nox,EASIUR,annual,high stack,2536.018188
16,ID,nh3,EASIUR,annual,high stack,9609.632258
16,ID,pm25,EASIUR,winter,high stack,38289.69938
16,ID,so2,EASIUR,winter,high stack,17880.9985
16,ID,nox,EASIUR,winter,high stack,5398.679134
16,ID,nh3,EASIUR,winter,high stack,17296.57646
16,ID,pm25,EASIUR,spring,high stack,17369.32236
16,ID,so2,EASIUR,spring,high stack,9592.894938
16,ID,nox,EASIUR,spring,high stack,691.833034
16,ID,nh3,EASIUR,spring,high stack,3460.898357
16,ID,pm25,EASIUR,summer,high stack,21858.96164
16,ID,so2,EASIUR,summer,high stack,10211.19304
16,ID,nox,EASIUR,summer,high stack,386.056009
16,ID,nh3,EASIUR,summer,high stack,3295.32005
16,ID,pm25,EASIUR,fall,high stack,37988.48634
16,ID,so2,EASIUR,fall,high stack,16051.98093
16,ID,nox,EASIUR,fall,high stack,3667.504574
16,ID,nh3,EASIUR,fall,high stack,14385.73417
16,ID,pm25,InMAP,annual,high stack,7602.335824
16,ID,so2,InMAP,annual,high stack,5463.156277
16,ID,nox,InMAP,annual,high stack,4801.334289
16,ID,nh3,InMAP,annual,high stack,6406.914066
16,ID,voc,InMAP,annual,high stack,1009.071287
17,IL,pm25,AP2,annual,high stack,89486.62606
17,IL,so2,AP2,annual,high stack,29132.03118
17,IL,nox,AP2,annual,high stack,6694.75706
17,IL,nh3,AP2,annual,high stack,290749.6825
17,IL,voc,AP2,annual,high stack,9257.132352
17,IL,pm25,EASIUR,annual,high stack,148558.0193
17,IL,so2,EASIUR,annual,high stack,29438.36891
17,IL,nox,EASIUR,annual,high stack,17240.00317
17,IL,nh3,EASIUR,annual,high stack,78579.22926
17,IL,pm25,EASIUR,winter,high stack,142244.2668
17,IL,so2,EASIUR,winter,high stack,19462.80997
17,IL,nox,EASIUR,winter,high stack,18253.88989
17,IL,nh3,EASIUR,winter,high stack,111642.7982
17,IL,pm25,EASIUR,spring,high stack,168699.0094
17,IL,so2,EASIUR,spring,high stack,42150.81832
17,IL,nox,EASIUR,spring,high stack,23345.35
17,IL,nh3,EASIUR,spring,high stack,64216.57611
17,IL,pm25,EASIUR,summer,high stack,152454.7914
17,IL,so2,EASIUR,summer,high stack,36843.70459
17,IL,nox,EASIUR,summer,high stack,5486.261101
17,IL,nh3,EASIUR,summer,high stack,53078.71557
17,IL,pm25,EASIUR,fall,high stack,130834.0096
17,IL,so2,EASIUR,fall,high stack,19296.14277
17,IL,nox,EASIUR,fall,high stack,21874.51167
17,IL,nh3,EASIUR,fall,high stack,85378.82719
17,IL,pm25,InMAP,annual,high stack,58154.73375
17,IL,so2,InMAP,annual,high stack,29566.65188
17,IL,nox,InMAP,annual,high stack,11026.99186
17,IL,nh3,InMAP,annual,high stack,44076.80937
17,IL,voc,InMAP,annual,high stack,4359.909836
18,IN,pm25,AP2,annual,high stack,47251.37452
18,IN,so2,AP2,annual,high stack,30656.85174
18,IN,nox,AP2,annual,high stack,6484.389951
18,IN,nh3,AP2,annual,high stack,35001.87582
18,IN,voc,AP2,annual,high stack,5087.849057
18,IN,pm25,EASIUR,annual,high stack,97466.9248
18,IN,so2,EASIUR,annual,high stack,26342.61994
18,IN,nox,EASIUR,annual,high stack,11111.82979
18,IN,nh3,EASIUR,annual,high stack,70660.64922
18,IN,pm25,EASIUR,winter,high stack,114438.8982
18,IN,so2,EASIUR,winter,high stack,23782.45886
18,IN,nox,EASIUR,winter,high stack,18155.25475
18,IN,nh3,EASIUR,winter,high stack,103128.1286
18,IN,pm25,EASIUR,spring,high stack,81616.5022
18,IN,so2,EASIUR,spring,high stack,30545.33866
18,IN,nox,EASIUR,spring,high stack,9331.98028
18,IN,nh3,EASIUR,spring,high stack,45570.47146
18,IN,pm25,EASIUR,summer,high stack,90689.09136
18,IN,so2,EASIUR,summer,high stack,32991.58884
18,IN,nox,EASIUR,summer,high stack,3344.56596
18,IN,nh3,EASIUR,summer,high stack,52292.08532
18,IN,pm25,EASIUR,fall,high stack,103123.2075
18,IN,so2,EASIUR,fall,high stack,18051.0934
18,IN,nox,EASIUR,fall,high stack,13615.51818
18,IN,nh3,EASIUR,fall,high stack,81651.91145
18,IN,pm25,InMAP,annual,high stack,51457.95736
18,IN,so2,InMAP,annual,high stack,30116.0187
18,IN,nox,InMAP,annual,high stack,11882.40785
18,IN,nh3,InMAP,annual,high stack,41302.61512
18,IN,voc,InMAP,annual,high stack,4620.651149
19,IA,pm25,AP2,annual,high stack,21610.88802
19,IA,so2,AP2,annual,high stack,14785.43211
19,IA,nox,AP2,annual,high stack,6719.814956
19,IA,nh3,AP2,annual,high stack,9626.129099
19,IA,voc,AP2,annual,high stack,2468.570112
19,IA,pm25,EASIUR,annual,high stack,65059.68709
19,IA,so2,EASIUR,annual,high stack,24547.07905
19,IA,nox,EASIUR,annual,high stack,9862.923015
19,IA,nh3,EASIUR,annual,high stack,42029.34683
19,IA,pm25,EASIUR,winter,high stack,82772.98432
19,IA,so2,EASIUR,winter,high stack,27043.64173
19,IA,nox,EASIUR,winter,high stack,20753.78888
19,IA,nh3,EASIUR,winter,high stack,74519.1899
19,IA,pm25,EASIUR,spring,high stack,42213.38022
19,IA,so2,EASIUR,spring,high stack,22090.34037
19,IA,nox,EASIUR,spring,high stack,3639.160998
19,IA,nh3,EASIUR,spring,high stack,17089.86438
19,IA,pm25,EASIUR,summer,high stack,55395.05073
19,IA,so2,EASIUR,summer,high stack,28100.29889
19,IA,nox,EASIUR,summer,high stack,2635.924276
19,IA,nh3,EASIUR,summer,high stack,13129.5789
19,IA,pm25,EASIUR,fall,high stack,79857.3331
19,IA,so2,EASIUR,fall,high stack,20954.0352
19,IA,nox,EASIUR,fall,high stack,12422.81791
19,IA,nh3,EASIUR,fall,high stack,63378.75415
19,IA,pm25,InMAP,annual,high stack,40412.99881
19,IA,so2,InMAP,annual,high stack,25288.58308
19,IA,nox,InMAP,annual,high stack,11617.66837
19,IA,nh3,InMAP,annual,high stack,33435.37618
19,IA,voc,InMAP,annual,high stack,3684.64747
20,KS,pm25,AP2,annual,high stack,21013.17422
20,KS,so2,AP2,annual,high stack,11219.04314
20,KS,nox,AP2,annual,high stack,6954.418019
20,KS,nh3,AP2,annual,high stack,3712.846421
20,KS,voc,AP2,annual,high stack,2393.806779
20,KS,pm25,EASIUR,annual,high stack,54940.56126
20,KS,so2,EASIUR,annual,high stack,19142.10525
20,KS,nox,EASIUR,annual,high stack,5935.272883
20,KS,nh3,EASIUR,annual,high stack,27989.69976
20,KS,pm25,EASIUR,winter,high stack,65288.45489
20,KS,so2,EASIUR,winter,high stack,25040.06329
20,KS,nox,EASIUR,winter,high stack,11711.64651
20,KS,nh3,EASIUR,winter,high stack,48244.8112
20,KS,pm25,EASIUR,spring,high stack,40257.56693
20,KS,so2,EASIUR,spring,high stack,16168.73125
20,KS,nox,EASIUR,spring,high stack,2376.746531
20,KS,nh3,EASIUR,spring,high stack,13767.89318
20,KS,pm25,EASIUR,summer,high stack,44342.45095
20,KS,so2,EASIUR,summer,high stack,16725.62079
20,KS,nox,EASIUR,summer,high stack,1084.705269
20,KS,nh3,EASIUR,summer,high stack,13830.69282
20,KS,pm25,EASIUR,fall,high stack,69873.77227
20,KS,so2,EASIUR,fall,high stack,18634.00568
20,KS,nox,EASIUR,fall,high stack,8567.993229
20,KS,nh3,EASIUR,fall,high stack,36115.40184
20,KS,pm25,InMAP,annual,high stack,33819.45648
20,KS,so2,InMAP,annual,high stack,20257.31805
20,KS,nox,InMAP,annual,high stack,11852.30308
20,KS,nh3,InMAP,annual,high stack,27404.87478
20,KS,voc,InMAP,annual,high stack,3676.669111
21,KY,pm25,AP2,annual,high stack,43682.47556
21,KY,so2,AP2,annual,high stack,27433.72827
21,KY,nox,AP2,annual,high stack,3960.659533
21,KY,nh3,AP2,annual,high stack,62823.56755
21,KY,voc,AP2,annual,high stack,4676.420354
21,KY,pm25,EASIUR,annual,high stack,77510.12155
21,KY,so2,EASIUR,annual,high stack,23128.78859
21,KY,nox,EASIUR,annual,high stack,6445.01702
21,KY,nh3,EASIUR,annual,high stack,62993.99487
21,KY,pm25,EASIUR,winter,high stack,90565.08478
21,KY,so2,EASIUR,winter,high stack,20343.7433
21,KY,nox,EASIUR,winter,high stack,12048.7344
21,KY,nh3,EASIUR,winter,high stack,78065.18885
21,KY,pm25,EASIUR,spring,high stack,65335.90599
21,KY,so2,EASIUR,spring,high stack,28044.66024
21,KY,nox,EASIUR,spring,high stack,5857.19021
21,KY,nh3,EASIUR,spring,high stack,41282.86978
21,KY,pm25,EASIUR,summer,high stack,69936.26917
21,KY,so2,EASIUR,summer,high stack,29040.42988
21,KY,nox,EASIUR,summer,high stack,2571.190289
21,KY,nh3,EASIUR,summer,high stack,62537.32381
21,KY,pm25,EASIUR,fall,high stack,84203.22625
21,KY,so2,EASIUR,fall,high stack,15086.32093
21,KY,nox,EASIUR,fall,high stack,5302.953179
21,KY,nh3,EASIUR,fall,high stack,70090.59705
21,KY,pm25,InMAP,annual,high stack,38568.75518
21,KY,so2,InMAP,annual,high stack,24864.60287
21,KY,nox,InMAP,annual,high stack,8437.056632
21,KY,nh3,InMAP,annual,high stack,30826.62321
21,KY,voc,InMAP,annual,high stack,3969.443526
22,LA,pm25,AP2,annual,high stack,21920.46155
22,LA,so2,AP2,annual,high stack,12561.57941
22,LA,nox,AP2,annual,high stack,3850.769099
22,LA,nh3,AP2,annual,high stack,17612.36317
22,LA,voc,AP2,annual,high stack,2421.748545
22,LA,pm25,EASIUR,annual,high stack,51097.94097
22,LA,so2,EASIUR,annual,high stack,16714.53889
22,LA,nox,EASIUR,annual,high stack,2721.750224
22,LA,nh3,EASIUR,annual,high stack,26548.27619
22,LA,pm25,EASIUR,winter,high stack,64021.93209
22,LA,so2,EASIUR,winter,high stack,19699.70143
22,LA,nox,EASIUR,winter,high stack,5787.359501
22,LA,nh3,EASIUR,winter,high stack,42445.6286
22,LA,pm25,EASIUR,spring,high stack,43676.15558
22,LA,so2,EASIUR,spring,high stack,19292.10741
22,LA,nox,EASIUR,spring,high stack,3015.335546
22,LA,nh3,EASIUR,spring,high stack,19135.23714
22,LA,pm25,EASIUR,summer,high stack,42481.7503
22,LA,so2,EASIUR,summer,high stack,16700.0084
22,LA,nox,EASIUR,summer,high stack,963.323208
22,LA,nh3,EASIUR,summer,high stack,18805.14853
22,LA,pm25,EASIUR,fall,high stack,54211.9259
22,LA,so2,EASIUR,fall,high stack,11166.33832
22,LA,nox,EASIUR,fall,high stack,1120.982642
22,LA,nh3,EASIUR,fall,high stack,25807.09048
22,LA,pm25,InMAP,annual,high stack,26085.35485
22,LA,so2,InMAP,annual,high stack,16874.38343
22,LA,nox,InMAP,annual,high stack,6618.341865
22,LA,nh3,InMAP,annual,high stack,19655.78006
22,LA,voc,InMAP,annual,high stack,2920.995345
23,ME,pm25,AP2,annual,high stack,10613.88038
23,ME,so2,AP2,annual,high stack,6787.372028
23,ME,nox,AP2,annual,high stack,377.054925
23,ME,nh3,AP2,annual,high stack,6383.761957
23,ME,voc,AP2,annual,high stack,1278.651595
23,ME,pm25,EASIUR,annual,high stack,81509.91438
23,ME,so2,EASIUR,annual,high stack,28255.46586
