fips,state_abbr,pollutant,model,season,elevated,damage
40,OK,so2,EASIUR,spring,high stack,15307.97125
40,OK,nox,EASIUR,spring,high stack,1887.663375
40,OK,nh3,EASIUR,spring,high stack,14445.23419
40,OK,pm25,EASIUR,summer,high stack,38578.14284
40,OK,so2,EASIUR,summer,high stack,14399.04641
40,OK,nox,EASIUR,summer,high stack,766.978171
40,OK,nh3,EASIUR,summer,high stack,15662.44729
40,OK,pm25,EASIUR,fall,high stack,62855.3041
40,OK,so2,EASIUR,fall,high stack,14946.53176
40,OK,nox,EASIUR,fall,high stack,4681.471907
40,OK,nh3,EASIUR,fall,high stack,26753.14362
40,OK,pm25,InMAP,annual,high stack,35189.59884
40,OK,so2,InMAP,annual,high stack,21084.76602
40,OK,nox,InMAP,annual,high stack,12254.78956
40,OK,nh3,InMAP,annual,high stack,26636.43308
40,OK,voc,InMAP,annual,high stack,3968.721739
41,OR,pm25,AP2,annual,high stack,12818.53392
41,OR,so2,AP2,annual,high stack,7506.659318
41,OR,nox,AP2,annual,high stack,1657.623181
41,OR,nh3,AP2,annual,high stack,1779.846717
41,OR,voc,AP2,annual,high stack,1528.438543
41,OR,pm25,EASIUR,annual,high stack,70612.16466
41,OR,so2,EASIUR,annual,high stack,21123.9393
41,OR,nox,EASIUR,annual,high stack,7225.940433
41,OR,nh3,EASIUR,annual,high stack,13659.51084
41,OR,pm25,EASIUR,winter,high stack,62676.58848
41,OR,so2,EASIUR,winter,high stack,13481.43918
41,OR,nox,EASIUR,winter,high stack,6570.85079
41,OR,nh3,EASIUR,winter,high stack,19463.71118
41,OR,pm25,EASIUR,spring,high stack,62841.54235
41,OR,so2,EASIUR,spring,high stack,22419.18287
41,OR,nox,EASIUR,spring,high stack,5175.880118
41,OR,nh3,EASIUR,spring,high stack,9060.023832
41,OR,pm25,EASIUR,summer,high stack,89984.74261
41,OR,so2,EASIUR,summer,high stack,27640.69861
41,OR,nox,EASIUR,summer,high stack,3420.985152
41,OR,nh3,EASIUR,summer,high stack,10205.57022
41,OR,pm25,EASIUR,fall,high stack,66945.78521
41,OR,so2,EASIUR,fall,high stack,20954.43652
41,OR,nox,EASIUR,fall,high stack,13736.04567
41,OR,nh3,EASIUR,fall,high stack,15908.73812
41,OR,pm25,InMAP,annual,high stack,16575.11085
41,OR,so2,InMAP,annual,high stack,8953.089024
41,OR,nox,InMAP,annual,high stack,3872.243634
41,OR,nh3,InMAP,annual,high stack,8980.71463
41,OR,voc,InMAP,annual,high stack,1124.750042
42,PA,pm25,AP2,annual,high stack,97494.06204
42,PA,so2,AP2,annual,high stack,36792.23263
42,PA,nox,AP2,annual,high stack,1899.458492
42,PA,nh3,AP2,annual,high stack,147420.7201
42,PA,voc,AP2,annual,high stack,10086.69835
42,PA,pm25,EASIUR,annual,high stack,147744.1796
42,PA,so2,EASIUR,annual,high stack,28494.16867
42,PA,nox,EASIUR,annual,high stack,16073.42199
42,PA,nh3,EASIUR,annual,high stack,89027.09801
42,PA,pm25,EASIUR,winter,high stack,160140.4717
42,PA,so2,EASIUR,winter,high stack,16023.24784
42,PA,nox,EASIUR,winter,high stack,17996.30738
42,PA,nh3,EASIUR,winter,high stack,131058.5676
42,PA,pm25,EASIUR,spring,high stack,138468.9686
42,PA,so2,EASIUR,spring,high stack,35803.40673
42,PA,nox,EASIUR,spring,high stack,15303.10068
42,PA,nh3,EASIUR,spring,high stack,67928.73396
42,PA,pm25,EASIUR,summer,high stack,157734.6784
42,PA,so2,EASIUR,summer,high stack,41957.49129
42,PA,nox,EASIUR,summer,high stack,6882.016181
42,PA,nh3,EASIUR,summer,high stack,71003.63169
42,PA,pm25,EASIUR,fall,high stack,134632.5997
42,PA,so2,EASIUR,fall,high stack,20192.52882
42,PA,nox,EASIUR,fall,high stack,24112.2637
42,PA,nh3,EASIUR,fall,high stack,86117.45877
42,PA,pm25,InMAP,annual,high stack,77850.94177
42,PA,so2,InMAP,annual,high stack,43975.10573
42,PA,nox,InMAP,annual,high stack,8045.738704
42,PA,nh3,InMAP,annual,high stack,62165.88378
42,PA,voc,InMAP,annual,high stack,4487.352112
44,RI,pm25,AP2,annual,high stack,57045.06701
44,RI,so2,AP2,annual,high stack,19741.77676
44,RI,nox,AP2,annual,high stack,487.021855
44,RI,nh3,AP2,annual,high stack,86604.2346
44,RI,voc,AP2,annual,high stack,6126.285143
44,RI,pm25,EASIUR,annual,high stack,162743.6737
44,RI,so2,EASIUR,annual,high stack,31103.1241
44,RI,nox,EASIUR,annual,high stack,17188.35289
44,RI,nh3,EASIUR,annual,high stack,88441.62555
44,RI,pm25,EASIUR,winter,high stack,159592.5048
44,RI,so2,EASIUR,winter,high stack,14042.88437
44,RI,nox,EASIUR,winter,high stack,18485.74159
44,RI,nh3,EASIUR,winter,high stack,103599.661
44,RI,pm25,EASIUR,spring,high stack,174497.9313
44,RI,so2,EASIUR,spring,high stack,46261.82588
44,RI,nox,EASIUR,spring,high stack,22592.31862
44,RI,nh3,EASIUR,spring,high stack,102887.4614
44,RI,pm25,EASIUR,summer,high stack,185733.7434
44,RI,so2,EASIUR,summer,high stack,43172.21401
44,RI,nox,EASIUR,summer,high stack,8218.925191
44,RI,nh3,EASIUR,summer,high stack,81144.72227
44,RI,pm25,EASIUR,fall,high stack,131150.5156
44,RI,so2,EASIUR,fall,high stack,20935.57212
44,RI,nox,EASIUR,fall,high stack,19456.42615
44,RI,nh3,EASIUR,fall,high stack,66134.65751
44,RI,pm25,InMAP,annual,high stack,20805.98106
44,RI,so2,InMAP,annual,high stack,11029.2844
44,RI,nox,InMAP,annual,high stack,1195.753821
44,RI,nh3,InMAP,annual,high stack,16692.94575
44,RI,voc,InMAP,annual,high stack,1185.655098
45,SC,pm25,AP2,annual,high stack,32245.85429
45,SC,so2,AP2,annual,high stack,21890.47683
45,SC,nox,AP2,annual,high stack,2660.156057
45,SC,nh3,AP2,annual,high stack,33129.17497
45,SC,voc,AP2,annual,high stack,3509.676246
45,SC,pm25,EASIUR,annual,high stack,64105.6724
45,SC,so2,EASIUR,annual,high stack,19439.63446
45,SC,nox,EASIUR,annual,high stack,4091.980892
45,SC,nh3,EASIUR,annual,high stack,40347.97871
45,SC,pm25,EASIUR,winter,high stack,73390.52273
45,SC,so2,EASIUR,winter,high stack,17417.79872
45,SC,nox,EASIUR,winter,high stack,8264.301709
45,SC,nh3,EASIUR,winter,high stack,51568.06933
45,SC,pm25,EASIUR,spring,high stack,59496.63577
45,SC,so2,EASIUR,spring,high stack,25547.49409
45,SC,nox,EASIUR,spring,high stack,4138.194264
45,SC,nh3,EASIUR,spring,high stack,36184.97416
45,SC,pm25,EASIUR,summer,high stack,57474.65499
45,SC,so2,EASIUR,summer,high stack,22641.47135
45,SC,nox,EASIUR,summer,high stack,1610.447009
45,SC,nh3,EASIUR,summer,high stack,37763.04952
45,SC,pm25,EASIUR,fall,high stack,66060.8761
45,SC,so2,EASIUR,fall,high stack,12151.77368
45,SC,nox,EASIUR,fall,high stack,2354.980587
45,SC,nh3,EASIUR,fall,high stack,35875.82183
45,SC,pm25,InMAP,annual,high stack,29221.27194
45,SC,so2,InMAP,annual,high stack,19067.47521
45,SC,nox,InMAP,annual,high stack,5335.395126
45,SC,nh3,InMAP,annual,high stack,22652.96861
45,SC,voc,InMAP,annual,high stack,3016.984124
46,SD,pm25,AP2,annual,high stack,12360.48406
46,SD,so2,AP2,annual,high stack,10445.53036
46,SD,nox,AP2,annual,high stack,5644.712625
46,SD,nh3,AP2,annual,high stack,3493.074422
46,SD,voc,AP2,annual,high stack,1497.103779
46,SD,pm25,EASIUR,annual,high stack,35040.9977
46,SD,so2,EASIUR,annual,high stack,18100.41452
46,SD,nox,EASIUR,annual,high stack,5821.021651
46,SD,nh3,EASIUR,annual,high stack,21944.10252
46,SD,pm25,EASIUR,winter,high stack,50460.00186
46,SD,so2,EASIUR,winter,high stack,24947.00423
46,SD,nox,EASIUR,winter,high stack,13801.53782
46,SD,nh3,EASIUR,winter,high stack,40134.16329
46,SD,pm25,EASIUR,spring,high stack,18460.61456
46,SD,so2,EASIUR,spring,high stack,15089.39855
46,SD,nox,EASIUR,spring,high stack,1475.877899
46,SD,nh3,EASIUR,spring,high stack,6654.729963
46,SD,pm25,EASIUR,summer,high stack,20217.45054
46,SD,so2,EASIUR,summer,high stack,13513.78602
46,SD,nox,EASIUR,summer,high stack,711.287992
46,SD,nh3,EASIUR,summer,high stack,5125.842573
46,SD,pm25,EASIUR,fall,high stack,51025.92383
46,SD,so2,EASIUR,fall,high stack,18851.46928
46,SD,nox,EASIUR,fall,high stack,7295.382893
46,SD,nh3,EASIUR,fall,high stack,35861.67424
46,SD,pm25,InMAP,annual,high stack,18943.91898
46,SD,so2,InMAP,annual,high stack,12874.03612
46,SD,nox,InMAP,annual,high stack,8405.771204
46,SD,nh3,InMAP,annual,high stack,16861.48175
46,SD,voc,InMAP,annual,high stack,2258.388537
47,TN,pm25,AP2,annual,high stack,34114.07017
47,TN,so2,AP2,annual,high stack,23663.44127
47,TN,nox,AP2,annual,high stack,3554.147788
47,TN,nh3,AP2,annual,high stack,41526.97639
47,TN,voc,AP2,annual,high stack,3726.751968
47,TN,pm25,EASIUR,annual,high stack,70547.76489
47,TN,so2,EASIUR,annual,high stack,20619.25794
47,TN,nox,EASIUR,annual,high stack,4514.420363
47,TN,nh3,EASIUR,annual,high stack,51827.16338
47,TN,pm25,EASIUR,winter,high stack,82236.9249
47,TN,so2,EASIUR,winter,high stack,19121.63001
47,TN,nox,EASIUR,winter,high stack,8979.284416
47,TN,nh3,EASIUR,winter,high stack,62352.68821
47,TN,pm25,EASIUR,spring,high stack,60997.11385
47,TN,so2,EASIUR,spring,high stack,25141.75439
47,TN,nox,EASIUR,spring,high stack,4243.003093
47,TN,nh3,EASIUR,spring,high stack,37562.6134
47,TN,pm25,EASIUR,summer,high stack,61948.46694
47,TN,so2,EASIUR,summer,high stack,24498.75999
47,TN,nox,EASIUR,summer,high stack,1926.807225
47,TN,nh3,EASIUR,summer,high stack,52751.63813
47,TN,pm25,EASIUR,fall,high stack,77008.55387
47,TN,so2,EASIUR,fall,high stack,13714.88738
47,TN,nox,EASIUR,fall,high stack,2908.586717
47,TN,nh3,EASIUR,fall,high stack,54641.7138
47,TN,pm25,InMAP,annual,high stack,45883.31583
47,TN,so2,InMAP,annual,high stack,28954.27973
47,TN,nox,InMAP,annual,high stack,9364.718217
47,TN,nh3,InMAP,annual,high stack,33765.64839
47,TN,voc,InMAP,annual,high stack,4488.643813
48,TX,pm25,AP2,annual,high stack,26191.59211
48,TX,so2,AP2,annual,high stack,12919.4043
48,TX,nox,AP2,annual,high stack,6727.928591
48,TX,nh3,AP2,annual,high stack,3744.436382
48,TX,voc,AP2,annual,high stack,2973.780037
48,TX,pm25,EASIUR,annual,high stack,66471.72413
48,TX,so2,EASIUR,annual,high stack,15196.53232
48,TX,nox,EASIUR,annual,high stack,3316.039253
48,TX,nh3,EASIUR,annual,high stack,24507.14641
48,TX,pm25,EASIUR,winter,high stack,75175.35662
48,TX,so2,EASIUR,winter,high stack,16900.78288
48,TX,nox,EASIUR,winter,high stack,5763.863062
48,TX,nh3,EASIUR,winter,high stack,41305.35907
48,TX,pm25,EASIUR,spring,high stack,61163.00196
48,TX,so2,EASIUR,spring,high stack,16208.3768
48,TX,nox,EASIUR,spring,high stack,3261.517068
48,TX,nh3,EASIUR,spring,high stack,17092.96312
48,TX,pm25,EASIUR,summer,high stack,59932.59855
48,TX,so2,EASIUR,summer,high stack,14850.94395
48,TX,nox,EASIUR,summer,high stack,1154.018408
48,TX,nh3,EASIUR,summer,high stack,14765.78302
48,TX,pm25,EASIUR,fall,high stack,69615.93941
48,TX,so2,EASIUR,fall,high stack,12826.02564
48,TX,nox,EASIUR,fall,high stack,3084.758475
48,TX,nh3,EASIUR,fall,high stack,24864.48044
48,TX,pm25,InMAP,annual,high stack,44840.44865
48,TX,so2,InMAP,annual,high stack,26707.61514
48,TX,nox,InMAP,annual,high stack,10619.80353
48,TX,nh3,InMAP,annual,high stack,30385.89926
48,TX,voc,InMAP,annual,high stack,4510.370671
49,UT,pm25,AP2,annual,high stack,28475.8487
49,UT,so2,AP2,annual,high stack,9056.126006
49,UT,nox,AP2,annual,high stack,3336.598665
49,UT,nh3,AP2,annual,high stack,54037.54084
49,UT,voc,AP2,annual,high stack,3201.244714
49,UT,pm25,EASIUR,annual,high stack,30447.22826
49,UT,so2,EASIUR,annual,high stack,11266.64572
49,UT,nox,EASIUR,annual,high stack,2064.3245
49,UT,nh3,EASIUR,annual,high stack,10314.78492
49,UT,pm25,EASIUR,winter,high stack,40230.59994
49,UT,so2,EASIUR,winter,high stack,17811.94989
49,UT,nox,EASIUR,winter,high stack,3684.331565
49,UT,nh3,EASIUR,winter,high stack,19703.09622
49,UT,pm25,EASIUR,spring,high stack,19802.63837
49,UT,so2,EASIUR,spring,high stack,7297.570288
49,UT,nox,EASIUR,spring,high stack,837.138999
49,UT,nh3,EASIUR,spring,high stack,4329.377125
49,UT,pm25,EASIUR,summer,high stack,23329.7381
49,UT,so2,EASIUR,summer,high stack,8064.976738
49,UT,nox,EASIUR,summer,high stack,332.155631
49,UT,nh3,EASIUR,summer,high stack,4148.496805
49,UT,pm25,EASIUR,fall,high stack,38425.93665
49,UT,so2,EASIUR,fall,high stack,11892.08597
49,UT,nox,EASIUR,fall,high stack,3403.671806
49,UT,nh3,EASIUR,fall,high stack,13078.16953
49,UT,pm25,InMAP,annual,high stack,13869.36727
49,UT,so2,InMAP,annual,high stack,8752.009003
49,UT,nox,InMAP,annual,high stack,6567.53618
49,UT,nh3,InMAP,annual,high stack,10585.85757
49,UT,voc,InMAP,annual,high stack,1520.373217
50,VT,pm25,AP2,annual,high stack,15497.55086
50,VT,so2,AP2,annual,high stack,9778.374406
50,VT,nox,AP2,annual,high stack,374.633989
50,VT,nh3,AP2,annual,high stack,18979.35321
50,VT,voc,AP2,annual,high stack,1795.422757
50,VT,pm25,EASIUR,annual,high stack,79539.57832
50,VT,so2,EASIUR,annual,high stack,25865.24159
50,VT,nox,EASIUR,annual,high stack,8815.583562
50,VT,nh3,EASIUR,annual,high stack,54680.40051
50,VT,pm25,EASIUR,winter,high stack,107290.3543
50,VT,so2,EASIUR,winter,high stack,16570.07094
50,VT,nox,EASIUR,winter,high stack,18658.34856
50,VT,nh3,EASIUR,winter,high stack,86158.46498
50,VT,pm25,EASIUR,spring,high stack,65169.68547
50,VT,so2,EASIUR,spring,high stack,35180.61304
50,VT,nox,EASIUR,spring,high stack,6745.787176
50,VT,nh3,EASIUR,spring,high stack,38275.61663
50,VT,pm25,EASIUR,summer,high stack,66144.34815
50,VT,so2,EASIUR,summer,high stack,32104.4421
50,VT,nox,EASIUR,summer,high stack,3095.854054
50,VT,nh3,EASIUR,summer,high stack,33088.00273
50,VT,pm25,EASIUR,fall,high stack,79553.92537
50,VT,so2,EASIUR,fall,high stack,19605.8403
50,VT,nox,EASIUR,fall,high stack,6762.344454
50,VT,nh3,EASIUR,fall,high stack,61199.51771
50,VT,pm25,InMAP,annual,high stack,22435.77674
50,VT,so2,InMAP,annual,high stack,14424.84709
50,VT,nox,InMAP,annual,high stack,2158.0025
50,VT,nh3,InMAP,annual,high stack,18770.61098
50,VT,voc,InMAP,annual,high stack,1734.516258
51,VA,pm25,AP2,annual,high stack,68024.24165
51,VA,so2,AP2,annual,high stack,30852.39993
51,VA,nox,AP2,annual,high stack,1668.655228
51,VA,nh3,AP2,annual,high stack,98727.92653
51,VA,voc,AP2,annual,high stack,7172.958868
51,VA,pm25,EASIUR,annual,high stack,110739.9866
51,VA,so2,EASIUR,annual,high stack,24540.74234
51,VA,nox,EASIUR,annual,high stack,9048.939564
51,VA,nh3,EASIUR,annual,high stack,70768.42938
51,VA,pm25,EASIUR,winter,high stack,120733.9931
51,VA,so2,EASIUR,winter,high stack,17383.52336
51,VA,nox,EASIUR,winter,high stack,14219.74375
51,VA,nh3,EASIUR,winter,high stack,98252.90933
51,VA,pm25,EASIUR,spring,high stack,111319.6144
51,VA,so2,EASIUR,spring,high stack,33918.51747
51,VA,nox,EASIUR,spring,high stack,10409.40137
51,VA,nh3,EASIUR,spring,high stack,60800.86087
51,VA,pm25,EASIUR,summer,high stack,107522.9001
51,VA,so2,EASIUR,summer,high stack,31277.31138
51,VA,nox,EASIUR,summer,high stack,3417.979054
51,VA,nh3,EASIUR,summer,high stack,63091.94052
51,VA,pm25,EASIUR,fall,high stack,103383.4385
51,VA,so2,EASIUR,fall,high stack,15583.61715
51,VA,nox,EASIUR,fall,high stack,8148.634085
51,VA,nh3,EASIUR,fall,high stack,60928.0068
51,VA,pm25,InMAP,annual,high stack,36100.26889
51,VA,so2,InMAP,annual,high stack,19485.43176
51,VA,nox,InMAP,annual,high stack,3598.22501
51,VA,nh3,InMAP,annual,high stack,25888.31395
51,VA,voc,InMAP,annual,high stack,2577.740361
53,WA,pm25,AP2,annual,high stack,19893.15368
53,WA,so2,AP2,annual,high stack,7552.376706
53,WA,nox,AP2,annual,high stack,897.083925
53,WA,nh3,AP2,annual,high stack,37951.1589
53,WA,voc,AP2,annual,high stack,2312.1569
53,WA,pm25,EASIUR,annual,high stack,77271.67952
53,WA,so2,EASIUR,annual,high stack,22180.55968
53,WA,nox,EASIUR,annual,high stack,9634.993722
53,WA,nh3,EASIUR,annual,high stack,16949.80829
53,WA,pm25,EASIUR,winter,high stack,70648.38534
53,WA,so2,EASIUR,winter,high stack,16370.4662
53,WA,nox,EASIUR,winter,high stack,7774.460204
53,WA,nh3,EASIUR,winter,high stack,24760.25406
53,WA,pm25,EASIUR,spring,high stack,64679.09049
53,WA,so2,EASIUR,spring,high stack,21042.87173
53,WA,nox,EASIUR,spring,high stack,5871.285114
53,WA,nh3,EASIUR,spring,high stack,10571.86867
53,WA,pm25,EASIUR,summer,high stack,99263.90656
53,WA,so2,EASIUR,summer,high stack,27125.12799
53,WA,nox,EASIUR,summer,high stack,3409.585391
53,WA,nh3,EASIUR,summer,high stack,12102.68497
53,WA,pm25,EASIUR,fall,high stack,74495.3357
53,WA,so2,EASIUR,fall,high stack,24183.77279
53,WA,nox,EASIUR,fall,high stack,21484.64418
53,WA,nh3,EASIUR,fall,high stack,20364.42544
53,WA,pm25,InMAP,annual,high stack,15752.70518
53,WA,so2,InMAP,annual,high stack,6333.612516
53,WA,nox,InMAP,annual,high stack,2792.694051
53,WA,nh3,InMAP,annual,high stack,8443.671014
53,WA,voc,InMAP,annual,high stack,941.920847
54,WV,pm25,AP2,annual,high stack,38377.79075
54,WV,so2,AP2,annual,high stack,26859.71157
54,WV,nox,AP2,annual,high stack,1998.994517
54,WV,nh3,AP2,annual,high stack,37134.67784
54,WV,voc,AP2,annual,high stack,4126.789752
54,WV,pm25,EASIUR,annual,high stack,75546.91493
54,WV,so2,EASIUR,annual,high stack,22753.93716
54,WV,nox,EASIUR,annual,high stack,6592.259281
54,WV,nh3,EASIUR,annual,high stack,68253.42141
54,WV,pm25,EASIUR,winter,high stack,92522.27777
54,WV,so2,EASIUR,winter,high stack,17579.46915
54,WV,nox,EASIUR,winter,high stack,11521.21746
54,WV,nh3,EASIUR,winter,high stack,86744.23406
54,WV,pm25,EASIUR,spring,high stack,61235.55898
54,WV,so2,EASIUR,spring,high stack,27120.74025
54,WV,nox,EASIUR,spring,high stack,5075.491133
54,WV,nh3,EASIUR,spring,high stack,47972.58351
54,WV,pm25,EASIUR,summer,high stack,67584.64718
54,WV,so2,EASIUR,summer,high stack,31018.41235
54,WV,nox,EASIUR,summer,high stack,2834.068795
54,WV,nh3,EASIUR,summer,high stack,72743.81892
54,WV,pm25,EASIUR,fall,high stack,80845.1758
54,WV,so2,EASIUR,fall,high stack,15297.1269
54,WV,nox,EASIUR,fall,high stack,6938.25974
54,WV,nh3,EASIUR,fall,high stack,65553.04914
54,WV,pm25,InMAP,annual,high stack,44516.89229
54,WV,so2,InMAP,annual,high stack,27867.51116
54,WV,nox,InMAP,annual,high stack,6616.811904
54,WV,nh3,InMAP,annual,high stack,33622.86538
54,WV,voc,InMAP,annual,high stack,3770.035949
55,WI,pm25,AP2,annual,high stack,37618.01121
55,WI,so2,AP2,annual,high stack,25033.77658
55,WI,nox,AP2,annual,high stack,7345.977117
55,WI,nh3,AP2,annual,high stack,24713.52307
55,WI,voc,AP2,annual,high stack,4110.689835
55,WI,pm25,EASIUR,annual,high stack,98167.89806
55,WI,so2,EASIUR,annual,high stack,29963.59752
55,WI,nox,EASIUR,annual,high stack,14980.99092
55,WI,nh3,EASIUR,annual,high stack,58391.29158
55,WI,pm25,EASIUR,winter,high stack,113990.0592
55,WI,so2,EASIUR,winter,high stack,21746.41432
55,WI,nox,EASIUR,winter,high stack,21962.85512
55,WI,nh3,EASIUR,winter,high stack,96977.6799
55,WI,pm25,EASIUR,spring,high stack,96399.46166
55,WI,so2,EASIUR,spring,high stack,40326.97889
55,WI,nox,EASIUR,spring,high stack,17492.24765
55,WI,nh3,EASIUR,spring,high stack,40323.03376
55,WI,pm25,EASIUR,summer,high stack,85328.63897
55,WI,so2,EASIUR,summer,high stack,35779.54338
55,WI,nox,EASIUR,summer,high stack,3874.096279
55,WI,nh3,EASIUR,summer,high stack,22327.51628
55,WI,pm25,EASIUR,fall,high stack,96953.43237
55,WI,so2,EASIUR,fall,high stack,22001.45349
55,WI,nox,EASIUR,fall,high stack,16594.76461
55,WI,nh3,EASIUR,fall,high stack,73936.93639
55,WI,pm25,InMAP,annual,high stack,38177.78015
55,WI,so2,InMAP,annual,high stack,21298.15558
55,WI,nox,InMAP,annual,high stack,7954.205208
55,WI,nh3,InMAP,annual,high stack,29370.40357
55,WI,voc,InMAP,annual,high stack,2981.866138
56,WY,pm25,AP2,annual,high stack,10597.84862
56,WY,so2,AP2,annual,high stack,12694.19487
56,WY,nox,AP2,annual,high stack,5552.817334
56,WY,nh3,AP2,annual,high stack,4160.607146
56,WY,voc,AP2,annual,high stack,1308.61305
56,WY,pm25,EASIUR,annual,high stack,14608.64841
56,WY,so2,EASIUR,annual,high stack,10194.3002
56,WY,nox,EASIUR,annual,high stack,1487.647587
56,WY,nh3,EASIUR,annual,high stack,8161.57726
56,WY,pm25,EASIUR,winter,high stack,21386.20356
56,WY,so2,EASIUR,winter,high stack,15375.57009
56,WY,nox,EASIUR,winter,high stack,3091.398798
56,WY,nh3,EASIUR,winter,high stack,14092.99573
56,WY,pm25,EASIUR,spring,high stack,6776.613325
56,WY,so2,EASIUR,spring,high stack,6560.625917
56,WY,nox,EASIUR,spring,high stack,363.375694
56,WY,nh3,EASIUR,spring,high stack,2992.229908
56,WY,pm25,EASIUR,summer,high stack,7367.528402
56,WY,so2,EASIUR,summer,high stack,7220.7504
56,WY,nox,EASIUR,summer,high stack,215.838132
56,WY,nh3,EASIUR,summer,high stack,2863.317714
56,WY,pm25,EASIUR,fall,high stack,22904.24836
56,WY,so2,EASIUR,fall,high stack,11620.25438
56,WY,nox,EASIUR,fall,high stack,2279.977725
56,WY,nh3,EASIUR,fall,high stack,12697.76568
56,WY,pm25,InMAP,annual,high stack,14034.65335
56,WY,so2,InMAP,annual,high stack,8844.535836
56,WY,nox,InMAP,annual,high stack,7201.056904
56,WY,nh3,InMAP,annual,high stack,12330.68661
56,WY,voc,InMAP,annual,high stack,1564.553336
