r,t,Value
p7,2012,1.013
p7,2014,1.0270000000000001
p7,2016,1.041
p7,2018,1.055
p7,2020,1.068
p7,2022,1.079
p7,2024,1.09
p7,2026,1.102
p7,2028,1.1159999999999999
p7,2030,1.13
p7,2032,1.143
p7,2034,1.155
p7,2036,1.166
p7,2038,1.175
p7,2040,1.181
p7,2042,1.1840000000000002
p7,2044,1.1840000000000002
p7,2046,1.183
p7,2048,1.18
p7,2050,1.176
p8,2010,1.0
p8,2012,1.012
p8,2014,1.026
p8,2016,1.042
p8,2018,1.057
p8,2020,1.073
p8,2022,1.088
p8,2024,1.1059999999999999
p8,2026,1.13
p8,2028,1.157
p8,2030,1.187
p8,2032,1.217
p8,2034,1.246
p8,2036,1.272
p8,2038,1.2930000000000001
p8,2040,1.307
p8,2042,1.314
p8,2044,1.3159999999999998
p8,2046,1.3159999999999998
p8,2048,1.3119999999999998
p8,2050,1.307
p9,2010,1.0
p9,2012,1.012
p9,2014,1.025
p9,2016,1.0390000000000001
p9,2018,1.053
p9,2020,1.065
p9,2022,1.0759999999999998
p9,2024,1.087
p9,2026,1.103
p9,2028,1.123
p9,2030,1.1440000000000001
p9,2032,1.1640000000000001
p9,2034,1.1840000000000002
p9,2036,1.2
p9,2038,1.2109999999999999
p9,2040,1.217
p9,2042,1.214
p9,2044,1.206
p9,2046,1.194
p9,2048,1.178
p9,2050,1.161
p10,2010,1.0
p10,2012,1.0170000000000001
p10,2014,1.036
p10,2016,1.057
p10,2018,1.078
p10,2020,1.097
p10,2022,1.114
p10,2024,1.136
p10,2026,1.169
p10,2028,1.21
p10,2030,1.255
p10,2032,1.301
p10,2034,1.345
p10,2036,1.382
p10,2038,1.41
p10,2040,1.425
p10,2042,1.425
p10,2044,1.4140000000000001
p10,2046,1.395
p10,2048,1.37
p10,2050,1.3419999999999999
p11,2010,1.0
p11,2012,1.0170000000000001
p11,2014,1.036
p11,2016,1.057
p11,2018,1.078
p11,2020,1.097
p11,2022,1.114
p11,2024,1.136
p11,2026,1.169
p11,2028,1.21
p11,2030,1.255
p11,2032,1.301
p11,2034,1.345
p11,2036,1.382
p11,2038,1.41
p11,2040,1.425
p11,2042,1.425
p11,2044,1.4140000000000001
p11,2046,1.395
p11,2048,1.37
p11,2050,1.3419999999999999
p12,2010,1.0
p12,2012,1.015
p12,2014,1.032
p12,2016,1.05
p12,2018,1.067
p12,2020,1.082
p12,2022,1.094
p12,2024,1.107
p12,2026,1.124
p12,2028,1.1440000000000001
p12,2030,1.166
p12,2032,1.187
p12,2034,1.206
p12,2036,1.2229999999999999
p12,2038,1.234
p12,2040,1.239
p12,2042,1.237
p12,2044,1.228
p12,2046,1.215
p12,2048,1.198
p12,2050,1.18
p13,2010,1.0
p13,2012,1.015
p13,2014,1.032
p13,2016,1.05
p13,2018,1.067
p13,2020,1.082
p13,2022,1.094
p13,2024,1.107
p13,2026,1.124
p13,2028,1.1440000000000001
p13,2030,1.166
p13,2032,1.187
p13,2034,1.206
p13,2036,1.2229999999999999
p13,2038,1.234
p13,2040,1.239
p13,2042,1.237
p13,2044,1.228
p13,2046,1.215
p13,2048,1.198
p13,2050,1.18
p14,2010,1.0
p14,2012,1.006
p14,2014,1.013
p14,2016,1.02
p14,2018,1.0270000000000001
p14,2020,1.034
p14,2022,1.04
p14,2024,1.048
p14,2026,1.0590000000000002
p14,2028,1.071
p14,2030,1.083
p14,2032,1.0959999999999999
p14,2034,1.1079999999999999
p14,2036,1.119
p14,2038,1.129
p14,2040,1.135
p14,2042,1.139
p14,2044,1.141
p14,2046,1.1420000000000001
p14,2048,1.1420000000000001
p14,2050,1.141
p15,2010,1.0
p15,2012,1.013
p15,2014,1.028
p15,2016,1.042
p15,2018,1.057
p15,2020,1.07
p15,2022,1.083
p15,2024,1.0959999999999999
p15,2026,1.112
p15,2028,1.129
p15,2030,1.148
p15,2032,1.166
p15,2034,1.183
p15,2036,1.198
p15,2038,1.209
p15,2040,1.217
p15,2042,1.22
p15,2044,1.22
p15,2046,1.218
p15,2048,1.214
p15,2050,1.209
p16,2010,1.0
p16,2012,1.014
p16,2014,1.028
p16,2016,1.043
p16,2018,1.057
p16,2020,1.069
p16,2022,1.08
p16,2024,1.091
p16,2026,1.104
p16,2028,1.1179999999999999
p16,2030,1.1320000000000001
p16,2032,1.146
p16,2034,1.159
p16,2036,1.169
p16,2038,1.178
p16,2040,1.183
p16,2042,1.1840000000000002
p16,2044,1.182
p16,2046,1.177
p16,2048,1.172
p16,2050,1.165
p17,2010,1.0
p17,2012,1.008
p17,2014,1.0170000000000001
p17,2016,1.025
p17,2018,1.034
p17,2020,1.041
p17,2022,1.048
p17,2024,1.056
p17,2026,1.064
p17,2028,1.073
p17,2030,1.083
p17,2032,1.093
p17,2034,1.101
p17,2036,1.109
p17,2038,1.114
p17,2040,1.1179999999999999
p17,2042,1.119
p17,2044,1.1179999999999999
p17,2046,1.1159999999999999
p17,2048,1.113
p17,2050,1.109
p18,2010,1.0
p18,2012,1.012
p18,2014,1.023
p18,2016,1.034
p18,2018,1.045
p18,2020,1.054
p18,2022,1.061
p18,2024,1.067
p18,2026,1.073
p18,2028,1.079
p18,2030,1.084
p18,2032,1.088
p18,2034,1.092
p18,2036,1.094
p18,2038,1.094
p18,2040,1.092
p18,2042,1.089
p18,2044,1.083
p18,2046,1.075
p18,2048,1.065
p18,2050,1.055
p19,2010,1.0
p19,2012,1.012
p19,2014,1.023
p19,2016,1.034
p19,2018,1.045
p19,2020,1.054
p19,2022,1.061
p19,2024,1.067
p19,2026,1.073
p19,2028,1.079
p19,2030,1.084
p19,2032,1.088
p19,2034,1.092
p19,2036,1.094
p19,2038,1.094
p19,2040,1.092
p19,2042,1.089
p19,2044,1.083
p19,2046,1.075
p19,2048,1.065
p19,2050,1.055
p20,2010,1.0
p20,2012,1.012
p20,2014,1.023
p20,2016,1.034
p20,2018,1.045
p20,2020,1.054
p20,2022,1.061
p20,2024,1.067
p20,2026,1.073
p20,2028,1.079
p20,2030,1.084
p20,2032,1.088
p20,2034,1.092
p20,2036,1.094
p20,2038,1.094
p20,2040,1.092
p20,2042,1.089
p20,2044,1.083
p20,2046,1.075
p20,2048,1.065
p20,2050,1.055
p21,2010,1.0
p21,2012,1.014
p21,2014,1.028
p21,2016,1.042
p21,2018,1.055
p21,2020,1.0659999999999998
p21,2022,1.074
p21,2024,1.081
p21,2026,1.087
p21,2028,1.093
p21,2030,1.099
p21,2032,1.103
p21,2034,1.107
p21,2036,1.109
p21,2038,1.11
p21,2040,1.109
p21,2042,1.1059999999999999
p21,2044,1.101
p21,2046,1.093
p21,2048,1.085
p21,2050,1.0759999999999998
p22,2010,1.0
p22,2012,1.012
p22,2014,1.023
p22,2016,1.034
p22,2018,1.045
p22,2020,1.054
p22,2022,1.061
p22,2024,1.067
p22,2026,1.073
p22,2028,1.079
p22,2030,1.084
p22,2032,1.088
p22,2034,1.092
p22,2036,1.094
p22,2038,1.094
p22,2040,1.092
p22,2042,1.089
p22,2044,1.083
p22,2046,1.075
p22,2048,1.065
p22,2050,1.055
p23,2010,1.0
p23,2012,1.012
p23,2014,1.023
p23,2016,1.034
p23,2018,1.045
p23,2020,1.054
p23,2022,1.061
p23,2024,1.067
p23,2026,1.073
p23,2028,1.079
p23,2030,1.084
p23,2032,1.088
p23,2034,1.092
p23,2036,1.094
p23,2038,1.094
p23,2040,1.092
p23,2042,1.089
p23,2044,1.083
p23,2046,1.075
p23,2048,1.065
p23,2050,1.055
p24,2010,1.0
p24,2012,0.988
p24,2014,0.975
p24,2016,0.9620000000000001
p24,2018,0.95
p24,2020,0.941
p24,2022,0.934
p24,2024,0.929
p24,2026,0.9229999999999999
p24,2028,0.9159999999999999
p24,2030,0.909
p24,2032,0.902
p24,2034,0.895
p24,2036,0.89
p24,2038,0.8859999999999999
p24,2040,0.883
p24,2042,0.883
p24,2044,0.884
p24,2046,0.887
p24,2048,0.89
p24,2050,0.894
p25,2010,1.0
p25,2012,1.026
p25,2014,1.053
p25,2016,1.08
p25,2018,1.105
p25,2020,1.126
p25,2022,1.1420000000000001
p25,2024,1.156
p25,2026,1.173
p25,2028,1.192
p25,2030,1.21
p25,2032,1.229
p25,2034,1.245
p25,2036,1.258
p25,2038,1.2670000000000001
p25,2040,1.271
p25,2042,1.2690000000000001
p25,2044,1.262
p25,2046,1.252
p25,2048,1.238
p25,2050,1.222
p26,2010,1.0
p26,2012,1.026
p26,2014,1.053
p26,2016,1.08
p26,2018,1.1059999999999999
p26,2020,1.128
p26,2022,1.145
p26,2024,1.161
p26,2026,1.178
p26,2028,1.196
p26,2030,1.213
p26,2032,1.23
p26,2034,1.245
p26,2036,1.258
p26,2038,1.268
p26,2040,1.274
p26,2042,1.275
p26,2044,1.273
p26,2046,1.268
p26,2048,1.26
p26,2050,1.251
p27,2010,1.0
p27,2012,1.0170000000000001
p27,2014,1.035
p27,2016,1.053
p27,2018,1.069
p27,2020,1.082
p27,2022,1.091
p27,2024,1.0979999999999999
p27,2026,1.1059999999999999
p27,2028,1.113
p27,2030,1.12
p27,2032,1.126
p27,2034,1.1320000000000001
p27,2036,1.136
p27,2038,1.139
p27,2040,1.139
p27,2042,1.138
p27,2044,1.1340000000000001
p27,2046,1.128
p27,2048,1.12
p27,2050,1.112
p28,2010,1.0
p28,2012,1.024
p28,2014,1.048
p28,2016,1.072
p28,2018,1.094
p28,2020,1.113
p28,2022,1.126
p28,2024,1.137
p28,2026,1.151
p28,2028,1.165
p28,2030,1.18
p28,2032,1.194
p28,2034,1.207
p28,2036,1.218
p28,2038,1.227
p28,2040,1.2329999999999999
p28,2042,1.234
p28,2044,1.2309999999999999
p28,2046,1.226
p28,2048,1.218
p28,2050,1.209
p29,2010,1.0
p29,2012,1.024
p29,2014,1.048
p29,2016,1.072
p29,2018,1.094
p29,2020,1.113
p29,2022,1.126
p29,2024,1.137
p29,2026,1.151
p29,2028,1.165
p29,2030,1.18
p29,2032,1.194
p29,2034,1.207
p29,2036,1.218
p29,2038,1.227
p29,2040,1.2329999999999999
p29,2042,1.234
p29,2044,1.2309999999999999
p29,2046,1.226
p29,2048,1.218
p29,2050,1.209
p30,2010,1.0
p30,2012,1.024
p30,2014,1.048
p30,2016,1.072
p30,2018,1.094
p30,2020,1.113
p30,2022,1.126
p30,2024,1.137
p30,2026,1.151
p30,2028,1.165
p30,2030,1.18
p30,2032,1.194
p30,2034,1.207
p30,2036,1.218
p30,2038,1.227
p30,2040,1.2329999999999999
p30,2042,1.234
p30,2044,1.2309999999999999
p30,2046,1.226
p30,2048,1.218
p30,2050,1.209
p31,2010,1.0
p31,2012,1.023
p31,2014,1.047
p31,2016,1.069
p31,2018,1.089
p31,2020,1.105
p31,2022,1.114
p31,2024,1.119
p31,2026,1.12
p31,2028,1.12
p31,2030,1.117
p31,2032,1.114
p31,2034,1.109
p31,2036,1.103
p31,2038,1.0979999999999999
p31,2040,1.093
p31,2042,1.088
p31,2044,1.082
p31,2046,1.074
p31,2048,1.0659999999999998
p31,2050,1.057
p32,2010,1.0
p32,2012,1.023
p32,2014,1.047
p32,2016,1.069
p32,2018,1.089
p32,2020,1.105
p32,2022,1.114
p32,2024,1.119
p32,2026,1.12
p32,2028,1.12
p32,2030,1.117
p32,2032,1.114
p32,2034,1.109
p32,2036,1.103
p32,2038,1.0979999999999999
p32,2040,1.093
p32,2042,1.088
p32,2044,1.082
p32,2046,1.074
p32,2048,1.0659999999999998
p32,2050,1.057
p33,2010,1.0
p33,2012,1.0090000000000001
p33,2014,1.0170000000000001
p33,2016,1.025
p33,2018,1.032
p33,2020,1.037
p33,2022,1.04
p33,2024,1.041
p33,2026,1.041
p33,2028,1.0390000000000001
p33,2030,1.036
p33,2032,1.032
p33,2034,1.0270000000000001
p33,2036,1.022
p33,2038,1.0170000000000001
p33,2040,1.012
p33,2042,1.0070000000000001
p33,2044,1.0
p33,2046,0.992
p33,2048,0.983
p33,2050,0.9740000000000001
p34,2010,1.0
p34,2012,1.014
p34,2014,1.028
p34,2016,1.042
p34,2018,1.054
p34,2020,1.063
p34,2022,1.068
p34,2024,1.071
p34,2026,1.071
p34,2028,1.07
p34,2030,1.067
p34,2032,1.063
p34,2034,1.0590000000000002
p34,2036,1.054
p34,2038,1.0490000000000002
p34,2040,1.044
p34,2042,1.04
p34,2044,1.035
p34,2046,1.0290000000000001
p34,2048,1.022
p34,2050,1.015
p35,2010,1.0
p35,2012,1.012
p35,2014,1.023
p35,2016,1.034
p35,2018,1.045
p35,2020,1.054
p35,2022,1.061
p35,2024,1.067
p35,2026,1.073
p35,2028,1.079
p35,2030,1.084
p35,2032,1.088
p35,2034,1.092
p35,2036,1.094
p35,2038,1.094
p35,2040,1.092
p35,2042,1.089
p35,2044,1.083
p35,2046,1.075
p35,2048,1.065
p35,2050,1.055
p36,2010,1.0
p36,2012,1.27812015
p36,2014,1.21690978
p36,2016,1.251324717
p36,2018,1.252186512
p36,2020,1.238480375
p36,2022,1.202927825
p36,2024,1.1695054329999999
p36,2026,1.1056248229999999
p36,2028,1.142749121
p36,2030,1.239672399
p36,2032,1.195355884
p36,2034,1.22943476
p36,2036,1.2498996999999998
p36,2038,1.266673245
p36,2040,1.342155703
p36,2042,1.342042424
p36,2044,1.3496232819999998
p36,2046,1.313494914
p36,2048,1.285991804
p36,2050,1.262939926
p37,2010,1.0
p37,2012,1.4110339159999998
p37,2014,1.297426185
p37,2016,1.231422885
p37,2018,1.277096826
p37,2020,1.187521469
p37,2022,1.172980715
p37,2024,1.187948065
p37,2026,1.143418063
p37,2028,1.267526712
p37,2030,1.377557196
p37,2032,1.475879652
p37,2034,1.5149357319999999
p37,2036,1.6158746480000001
p37,2038,1.5742095440000001
p37,2040,1.648379691
p37,2042,1.562991468
p37,2044,1.548933779
p37,2046,1.519926305
p37,2048,1.460448868
p37,2050,1.47627511
p38,2010,1.0
p38,2012,1.207143054
p38,2014,1.111222544
p38,2016,1.123100934
p38,2018,1.111910824
p38,2020,1.110345819
p38,2022,1.096503535
p38,2024,1.068684178
p38,2026,1.0255608920000001
p38,2028,1.0891717570000001
p38,2030,1.16773812
p38,2032,1.128271456
p38,2034,1.186927686
p38,2036,1.233968
p38,2038,1.249296597
p38,2040,1.283776931
p38,2042,1.262510969
p38,2044,1.27837606
p38,2046,1.2462740209999998
p38,2048,1.2201363859999999
p38,2050,1.202958592
p39,2010,1.0
p39,2012,1.1975516990000001
p39,2014,1.165404151
p39,2016,1.245201965
p39,2018,1.176218113
p39,2020,1.216694819
p39,2022,1.184274934
p39,2024,1.15603893
p39,2026,1.10772072
p39,2028,1.060038932
p39,2030,1.057593244
p39,2032,0.928944785
p39,2034,0.988236655
p39,2036,0.952451388
p39,2038,0.9453351640000001
p39,2040,0.944381419
p39,2042,0.9614882509999999
p39,2044,0.930803869
p39,2046,0.909013848
p39,2048,0.9598892040000001
p39,2050,0.9843613840000001
p40,2010,1.0
p40,2012,1.157439388
p40,2014,1.052301268
p40,2016,1.072450491
p40,2018,1.042416058
p40,2020,1.05202158
p40,2022,1.04510033
p40,2024,1.030835529
p40,2026,0.991620215
p40,2028,1.043755591
p40,2030,1.1117965840000001
p40,2032,1.054548279
p40,2034,1.126104004
p40,2036,1.17179474
p40,2038,1.180237618
p40,2040,1.194527685
p40,2042,1.170727531
p40,2044,1.1809299290000002
p40,2046,1.155315264
p40,2048,1.152662389
p40,2050,1.139421709
p41,2010,1.0
p41,2012,1.129789203
p41,2014,1.027325357
p41,2016,1.052759206
p41,2018,1.019780202
p41,2020,1.040628486
p41,2022,1.032424639
p41,2024,1.0317814109999999
p41,2026,0.990075261
p41,2028,1.0427286709999999
p41,2030,1.1092821309999998
p41,2032,1.054500894
p41,2034,1.129402118
p41,2036,1.168118068
p41,2038,1.175217171
p41,2040,1.180645492
p41,2042,1.1456511759999999
p41,2044,1.149536255
p41,2046,1.131174299
p41,2048,1.143709228
p41,2050,1.133686453
p42,2010,1.0
p42,2012,1.095020932
p42,2014,1.00499898
p42,2016,0.996580767
p42,2018,0.997259342
p42,2020,0.963104142
p42,2022,0.9508844790000001
p42,2024,0.981092706
p42,2026,0.9177884609999999
p42,2028,0.995671247
p42,2030,1.0379437390000001
p42,2032,1.0458320140000001
p42,2034,1.057869255
p42,2036,1.066184528
p42,2038,1.056563073
p42,2040,1.07722422
p42,2042,1.049565258
p42,2044,1.0693020420000001
p42,2046,1.094592939
p42,2048,1.097788375
p42,2050,1.108090985
p43,2010,1.0
p43,2012,1.047479826
p43,2014,0.9652418009999999
p43,2016,0.9366822920000001
p43,2018,0.9379708379999999
p43,2020,0.952720853
p43,2022,0.94404463
p43,2024,0.995088168
p43,2026,0.959635007
p43,2028,1.045609979
p43,2030,1.074733407
p43,2032,1.067653915
p43,2034,1.08768791
p43,2036,1.12263364
p43,2038,1.1061020990000001
p43,2040,1.092299544
p43,2042,1.058023269
p43,2044,1.076746952
p43,2046,1.071597161
p43,2048,1.069617911
p43,2050,1.071256046
p44,2010,1.0
p44,2012,1.0244059859999999
p44,2014,0.940713316
p44,2016,0.912867387
p44,2018,0.906518575
p44,2020,0.9225932609999999
p44,2022,0.917930453
p44,2024,0.9765235240000001
p44,2026,0.947550397
p44,2028,1.0327632740000001
p44,2030,1.0519588770000001
p44,2032,1.033333292
p44,2034,1.050331965
p44,2036,1.092705424
p44,2038,1.0860856159999999
p44,2040,1.0705970120000001
p44,2042,1.049645982
p44,2044,1.069579337
p44,2046,1.052811342
p44,2048,1.041169791
p44,2050,1.0387768290000001
p45,2010,1.0
p45,2012,1.145406085
p45,2014,1.032803267
p45,2016,1.0384972
p45,2018,1.019872666
p45,2020,1.025914706
p45,2022,1.023814976
p45,2024,1.0141167229999999
p45,2026,0.97784453
p45,2028,1.04941574
p45,2030,1.1255479320000001
p45,2032,1.084835961
p45,2034,1.15238855
p45,2036,1.210278103
p45,2038,1.221310305
p45,2040,1.23738746
p45,2042,1.202635162
p45,2044,1.222313337
p45,2046,1.198358818
p45,2048,1.18591874
p45,2050,1.166393388
p46,2010,1.0
p46,2012,1.02784528
p46,2014,0.9600689729999999
p46,2016,0.92927512
p46,2018,0.9369668459999999
p46,2020,0.944198792
p46,2022,0.927623167
p46,2024,0.97502167
p46,2026,0.937501875
p46,2028,1.005730727
p46,2030,1.04506248
p46,2032,1.064092304
p46,2034,1.0831933459999998
p46,2036,1.102168468
p46,2038,1.075951989
p46,2040,1.0711336679999999
p46,2042,1.032720886
p46,2044,1.029510841
p46,2046,1.033409306
p46,2048,1.0428056620000001
p46,2050,1.045770149
p47,2010,1.0
p47,2012,1.85406194
p47,2014,2.131762721
p47,2016,2.212803024
p47,2018,2.30320328
p47,2020,2.35353614
p47,2022,2.464134628
p47,2024,2.456540183
p47,2026,2.1495741219999998
p47,2028,2.545234775
p47,2030,2.341344561
p47,2032,1.9730589630000002
p47,2034,1.69223911
p47,2036,1.656210061
p47,2038,1.529987169
p47,2040,1.6219592569999999
p47,2042,1.527752
p47,2044,1.292780656
p47,2046,1.306205169
p47,2048,0.8181744540000001
p47,2050,0.732452807
p48,2010,1.0
p48,2012,1.6948493930000001
p48,2014,1.925543768
p48,2016,2.0117003380000003
p48,2018,2.099184464
p48,2020,2.148888112
p48,2022,2.255003722
p48,2024,2.242934681
p48,2026,2.019468374
p48,2028,2.2835028530000003
p48,2030,2.12866429
p48,2032,1.778789318
p48,2034,1.53231037
p48,2036,1.5273147759999999
p48,2038,1.391933434
p48,2040,1.449083753
p48,2042,1.3576635190000002
p48,2044,1.162331467
p48,2046,1.154987768
p48,2048,0.841344145
p48,2050,0.734868464
p49,2010,1.0
p49,2012,1.118739958
p49,2014,1.175163634
p49,2016,1.219557896
p49,2018,1.39936635
p49,2020,1.403902339
p49,2022,1.342505819
p49,2024,1.4457653119999998
p49,2026,1.3524917980000002
p49,2028,1.289089884
p49,2030,1.1705434890000002
p49,2032,0.921594577
p49,2034,0.873688714
p49,2036,0.7841623809999999
p49,2038,0.597393286
p49,2040,0.6409502029999999
p49,2042,0.623809071
p49,2044,0.431756414
p49,2046,0.436048449
p49,2048,0.475221285
p49,2050,0.42378859999999996
p50,2010,1.0
p50,2012,1.222098868
p50,2014,1.1776080629999999
p50,2016,1.206538251
p50,2018,1.177428015
p50,2020,1.190271795
p50,2022,1.150021306
p50,2024,1.1830910540000001
p50,2026,1.079966767
p50,2028,1.0346068000000002
p50,2030,1.072476404
p50,2032,0.967005525
p50,2034,1.0258872620000001
p50,2036,0.949475904
p50,2038,0.918325947
p50,2040,0.9317276179999999
p50,2042,0.917514927
p50,2044,0.845863733
p50,2046,0.850096007
p50,2048,0.9681376620000001
p50,2050,0.920353784
p51,2010,1.0
p51,2012,1.2214311359999999
p51,2014,1.182670847
p51,2016,1.203617311
p51,2018,1.126358459
p51,2020,1.137203571
p51,2022,1.0969076690000001
p51,2024,1.133383315
p51,2026,1.05192627
p51,2028,1.030993955
p51,2030,1.090246407
p51,2032,1.02239403
p51,2034,1.085213418
p51,2036,1.029371188
p51,2038,1.036444767
p51,2040,1.0446105970000001
p51,2042,1.016523826
p51,2044,0.9756545990000001
p51,2046,0.9588287670000001
p51,2048,1.0947845109999998
p51,2050,1.069310904
p52,2010,1.0
p52,2012,1.408933996
p52,2014,1.4515710169999998
p52,2016,1.56407835
p52,2018,1.632145797
p52,2020,1.659414895
p52,2022,1.629226778
p52,2024,1.653719264
p52,2026,1.5736423519999998
p52,2028,1.444434732
p52,2030,1.339291926
p52,2032,1.108342055
p52,2034,1.105817746
p52,2036,0.975862742
p52,2038,0.8540450709999999
p52,2040,0.8892361209999999
p52,2042,0.8939703999999999
p52,2044,0.768156847
p52,2046,0.753812943
p52,2048,0.842039445
p52,2050,0.8703093609999999
p53,2010,1.0
p53,2012,1.142542893
p53,2014,1.040844327
p53,2016,1.068888651
p53,2018,1.036508685
p53,2020,1.056759497
p53,2022,1.047256007
p53,2024,1.0540633990000001
p53,2026,1.008331653
p53,2028,1.055692326
p53,2030,1.1197244240000002
p53,2032,1.060358628
p53,2034,1.1371250940000002
p53,2036,1.167166557
p53,2038,1.167534073
p53,2040,1.173241319
p53,2042,1.135377703
p53,2044,1.131770334
p53,2046,1.114729659
p53,2048,1.1378461340000001
p53,2050,1.13072043
p54,2010,1.0
p54,2012,1.147625868
p54,2014,1.044967646
p54,2016,1.0739934770000001
p54,2018,1.0371968329999999
p54,2020,1.061027971
p54,2022,1.048053959
p54,2024,1.061367814
p54,2026,1.014838745
p54,2028,1.06398117
p54,2030,1.12952139
p54,2032,1.070596326
p54,2034,1.15107827
p54,2036,1.175941645
p54,2038,1.1760537709999999
p54,2040,1.179675979
p54,2042,1.1333095979999999
p54,2044,1.128763913
p54,2046,1.114387408
p54,2048,1.146259257
p54,2050,1.142084327
p55,2010,1.0
p55,2012,1.251024373
p55,2014,1.21889484
p55,2016,1.245768419
p55,2018,1.166296507
p55,2020,1.185182329
p55,2022,1.139743922
p55,2024,1.17805658
p55,2026,1.1038875959999999
p55,2028,1.091846633
p55,2030,1.153133817
p55,2032,1.079241917
p55,2034,1.145979375
p55,2036,1.10143638
p55,2038,1.105812458
p55,2040,1.116210812
p55,2042,1.070445997
p55,2044,1.034761719
p55,2046,1.011274749
p55,2048,1.141623934
p55,2050,1.124666859
p56,2010,1.0
p56,2012,1.1846707570000001
p56,2014,1.139328642
p56,2016,1.16275688
p56,2018,1.121131815
p56,2020,1.132728847
p56,2022,1.094533906
p56,2024,1.120760674
p56,2026,1.021656746
p56,2028,0.979741062
p56,2030,1.028190559
p56,2032,0.948336312
p56,2034,1.012627841
p56,2036,0.940288219
p56,2038,0.921526325
p56,2040,0.930034281
p56,2042,0.919807741
p56,2044,0.863726005
p56,2046,0.8637308020000001
p56,2048,0.983268538
p56,2050,0.9422328959999999
p57,2010,1.0
p57,2012,1.0812276140000001
p57,2014,1.0363157920000001
p57,2016,1.047802609
p57,2018,1.03062173
p57,2020,1.045966276
p57,2022,1.010308389
p57,2024,1.012537761
p57,2026,0.914517386
p57,2028,0.88009747
p57,2030,0.958574266
p57,2032,0.883192269
p57,2034,0.941575375
p57,2036,0.870732781
p57,2038,0.848397324
p57,2040,0.847817224
p57,2042,0.84840673
p57,2044,0.792428378
p57,2046,0.8005860859999999
p57,2048,0.86983371
p57,2050,0.7823237940000001
p58,2010,1.0
p58,2012,1.059172541
p58,2014,1.02642968
p58,2016,1.032660037
p58,2018,1.006778255
p58,2020,1.028987901
p58,2022,0.9976369409999999
p58,2024,1.006302175
p58,2026,0.959874936
p58,2028,0.971980435
p58,2030,1.006090626
p58,2032,0.966867741
p58,2034,0.998455049
p58,2036,0.986081085
p58,2038,0.982129245
p58,2040,0.9922367409999999
p58,2042,0.97713073
p58,2044,0.973482648
p58,2046,0.972097958
p58,2048,1.015939128
p58,2050,1.007891795
p59,2010,1.0
p59,2012,1.3736311490000002
p59,2014,1.4255962519999998
p59,2016,1.521077724
p59,2018,1.6072870369999999
p59,2020,1.652631714
p59,2022,1.707185295
p59,2024,1.700043826
