r,szn,t,Value
p6,wint,2050,1.13
p7,fall,2010,1
p7,fall,2012,1.003
p7,fall,2014,1.006
p7,fall,2016,1.01
p7,fall,2018,1.014
p7,fall,2020,1.017
p7,fall,2022,1.021
p7,fall,2024,1.025
p7,fall,2026,1.03
p7,fall,2028,1.037
p7,fall,2030,1.045
p7,fall,2032,1.052
p7,fall,2034,1.06
p7,fall,2036,1.066
p7,fall,2038,1.071
p7,fall,2040,1.073
p7,fall,2042,1.074
p7,fall,2044,1.073
p7,fall,2046,1.071
p7,fall,2048,1.069
p7,fall,2050,1.065
p7,spri,2010,1
p7,spri,2012,1.012
p7,spri,2014,1.025
p7,spri,2016,1.037
p7,spri,2018,1.049
p7,spri,2020,1.06
p7,spri,2022,1.07
p7,spri,2024,1.08
p7,spri,2026,1.091
p7,spri,2028,1.103
p7,spri,2030,1.115
p7,spri,2032,1.126
p7,spri,2034,1.137
p7,spri,2036,1.147
p7,spri,2038,1.154
p7,spri,2040,1.159
p7,spri,2042,1.162
p7,spri,2044,1.162
p7,spri,2046,1.161
p7,spri,2048,1.159
p7,spri,2050,1.156
p7,summ,2010,1
p7,summ,2012,0.997
p7,summ,2014,0.995
p7,summ,2016,0.994
p7,summ,2018,0.993
p7,summ,2020,0.994
p7,summ,2022,0.996
p7,summ,2024,1
p7,summ,2026,1.008
p7,summ,2028,1.018
p7,summ,2030,1.029
p7,summ,2032,1.042
p7,summ,2034,1.053
p7,summ,2036,1.064
p7,summ,2038,1.073
p7,summ,2040,1.079
p7,summ,2042,1.081
p7,summ,2044,1.083
p7,summ,2046,1.083
p7,summ,2048,1.083
p7,summ,2050,1.082
p7,wint,2010,1
p7,wint,2012,1.004
p7,wint,2014,1.009
p7,wint,2016,1.014
p7,wint,2018,1.018
p7,wint,2020,1.023
p7,wint,2022,1.027
p7,wint,2024,1.033
p7,wint,2026,1.039
p7,wint,2028,1.046
p7,wint,2030,1.054
p7,wint,2032,1.062
p7,wint,2034,1.069
p7,wint,2036,1.076
p7,wint,2038,1.081
p7,wint,2040,1.085
p7,wint,2042,1.087
p7,wint,2044,1.089
p7,wint,2046,1.089
p7,wint,2048,1.089
p7,wint,2050,1.088
p8,fall,2010,1
p8,fall,2012,1.034
p8,fall,2014,1.07
p8,fall,2016,1.105
p8,fall,2018,1.138
p8,fall,2020,1.165
p8,fall,2022,1.184
p8,fall,2024,1.201
p8,fall,2026,1.218
p8,fall,2028,1.235
p8,fall,2030,1.252
p8,fall,2032,1.268
p8,fall,2034,1.282
p8,fall,2036,1.294
p8,fall,2038,1.301
p8,fall,2040,1.305
p8,fall,2042,1.304
p8,fall,2044,1.299
p8,fall,2046,1.292
p8,fall,2048,1.283
p8,fall,2050,1.271
p8,spri,2010,1
p8,spri,2012,1.022
p8,spri,2014,1.047
p8,spri,2016,1.073
p8,spri,2018,1.099
p8,spri,2020,1.125
p8,spri,2022,1.147
p8,spri,2024,1.171
p8,spri,2026,1.203
p8,spri,2028,1.24
p8,spri,2030,1.279
p8,spri,2032,1.318
p8,spri,2034,1.355
p8,spri,2036,1.388
p8,spri,2038,1.414
p8,spri,2040,1.431
p8,spri,2042,1.437
p8,spri,2044,1.436
p8,spri,2046,1.43
p8,spri,2048,1.42
p8,spri,2050,1.408
p8,summ,2010,1
p8,summ,2012,1.031
p8,summ,2014,1.064
p8,summ,2016,1.096
p8,summ,2018,1.125
p8,summ,2020,1.147
p8,summ,2022,1.16
p8,summ,2024,1.167
p8,summ,2026,1.173
p8,summ,2028,1.178
p8,summ,2030,1.18
p8,summ,2032,1.18
p8,summ,2034,1.178
p8,summ,2036,1.173
p8,summ,2038,1.164
p8,summ,2040,1.152
p8,summ,2042,1.136
p8,summ,2044,1.113
p8,summ,2046,1.084
p8,summ,2048,1.052
p8,summ,2050,1.019
p8,wint,2010,1
p8,wint,2012,1.02
p8,wint,2014,1.042
p8,wint,2016,1.065
p8,wint,2018,1.089
p8,wint,2020,1.114
p8,wint,2022,1.14
p8,wint,2024,1.17
p8,wint,2026,1.209
p8,wint,2028,1.253
p8,wint,2030,1.301
p8,wint,2032,1.349
p8,wint,2034,1.394
p8,wint,2036,1.436
p8,wint,2038,1.47
p8,wint,2040,1.494
p8,wint,2042,1.507
p8,wint,2044,1.514
p8,wint,2046,1.518
p8,wint,2048,1.517
p8,wint,2050,1.514
p9,fall,2010,1
p9,fall,2012,1.031
p9,fall,2014,1.063
p9,fall,2016,1.095
p9,fall,2018,1.125
p9,fall,2020,1.149
p9,fall,2022,1.167
p9,fall,2024,1.182
p9,fall,2026,1.2
p9,fall,2028,1.219
p9,fall,2030,1.237
p9,fall,2032,1.255
p9,fall,2034,1.271
p9,fall,2036,1.283
p9,fall,2038,1.291
p9,fall,2040,1.294
p9,fall,2042,1.289
p9,fall,2044,1.279
p9,fall,2046,1.263
p9,fall,2048,1.243
p9,fall,2050,1.222
p9,spri,2010,1
p9,spri,2012,1.01
p9,spri,2014,1.021
p9,spri,2016,1.033
p9,spri,2018,1.044
p9,spri,2020,1.054
p9,spri,2022,1.062
p9,spri,2024,1.071
p9,spri,2026,1.084
p9,spri,2028,1.098
p9,spri,2030,1.114
p9,spri,2032,1.129
p9,spri,2034,1.143
p9,spri,2036,1.154
p9,spri,2038,1.162
p9,spri,2040,1.164
p9,spri,2042,1.16
p9,spri,2044,1.151
p9,spri,2046,1.138
p9,spri,2048,1.122
p9,spri,2050,1.105
p9,summ,2010,1
p9,summ,2012,1.005
p9,summ,2014,1.013
p9,summ,2016,1.023
p9,summ,2018,1.032
p9,summ,2020,1.04
p9,summ,2022,1.046
p9,summ,2024,1.054
p9,summ,2026,1.068
p9,summ,2028,1.086
p9,summ,2030,1.107
p9,summ,2032,1.128
p9,summ,2034,1.148
p9,summ,2036,1.165
p9,summ,2038,1.176
p9,summ,2040,1.18
p9,summ,2042,1.175
p9,summ,2044,1.163
p9,summ,2046,1.148
p9,summ,2048,1.129
p9,summ,2050,1.108
p9,wint,2010,1
p9,wint,2012,1.02
p9,wint,2014,1.042
p9,wint,2016,1.065
p9,wint,2018,1.087
p9,wint,2020,1.107
p9,wint,2022,1.124
p9,wint,2024,1.142
p9,wint,2026,1.165
p9,wint,2028,1.191
p9,wint,2030,1.218
p9,wint,2032,1.245
p9,wint,2034,1.27
p9,wint,2036,1.292
p9,wint,2038,1.308
p9,wint,2040,1.318
p9,wint,2042,1.319
p9,wint,2044,1.314
p9,wint,2046,1.304
p9,wint,2048,1.292
p9,wint,2050,1.277
p10,fall,2010,1
p10,fall,2012,1.043
p10,fall,2014,1.088
p10,fall,2016,1.131
p10,fall,2018,1.169
p10,fall,2020,1.2
p10,fall,2022,1.22
p10,fall,2024,1.235
p10,fall,2026,1.251
p10,fall,2028,1.269
p10,fall,2030,1.286
p10,fall,2032,1.301
p10,fall,2034,1.315
p10,fall,2036,1.325
p10,fall,2038,1.332
p10,fall,2040,1.333
p10,fall,2042,1.328
p10,fall,2044,1.315
p10,fall,2046,1.297
p10,fall,2048,1.276
p10,fall,2050,1.251
p10,spri,2010,1
p10,spri,2012,0.991
p10,spri,2014,0.983
p10,spri,2016,0.976
p10,spri,2018,0.971
p10,spri,2020,0.969
p10,spri,2022,0.97
p10,spri,2024,0.977
p10,spri,2026,0.994
p10,spri,2028,1.018
p10,spri,2030,1.046
p10,spri,2032,1.075
p10,spri,2034,1.104
p10,spri,2036,1.129
p10,spri,2038,1.148
p10,spri,2040,1.159
p10,spri,2042,1.159
p10,spri,2044,1.152
p10,spri,2046,1.141
p10,spri,2048,1.127
p10,spri,2050,1.111
p10,summ,2010,1
p10,summ,2012,0.983
p10,summ,2014,0.967
p10,summ,2016,0.952
p10,summ,2018,0.939
p10,summ,2020,0.928
p10,summ,2022,0.92
p10,summ,2024,0.916
p10,summ,2026,0.917
p10,summ,2028,0.922
p10,summ,2030,0.929
p10,summ,2032,0.937
p10,summ,2034,0.944
p10,summ,2036,0.951
p10,summ,2038,0.955
p10,summ,2040,0.954
p10,summ,2042,0.949
p10,summ,2044,0.942
p10,summ,2046,0.933
p10,summ,2048,0.923
p10,summ,2050,0.913
p10,wint,2010,1
p10,wint,2012,1.023
p10,wint,2014,1.047
p10,wint,2016,1.073
p10,wint,2018,1.098
p10,wint,2020,1.12
p10,wint,2022,1.139
p10,wint,2024,1.16
p10,wint,2026,1.188
p10,wint,2028,1.222
p10,wint,2030,1.258
p10,wint,2032,1.294
p10,wint,2034,1.328
p10,wint,2036,1.357
p10,wint,2038,1.378
p10,wint,2040,1.39
p10,wint,2042,1.39
p10,wint,2044,1.382
p10,wint,2046,1.369
p10,wint,2048,1.351
p10,wint,2050,1.331
p11,fall,2010,1
p11,fall,2012,1.168
p11,fall,2014,1.342
p11,fall,2016,1.509
p11,fall,2018,1.66
p11,fall,2020,1.783
p11,fall,2022,1.868
p11,fall,2024,1.933
p11,fall,2026,2.005
p11,fall,2028,2.08
p11,fall,2030,2.154
p11,fall,2032,2.223
p11,fall,2034,2.284
p11,fall,2036,2.333
p11,fall,2038,2.365
p11,fall,2040,2.378
p11,fall,2042,2.367
p11,fall,2044,2.331
p11,fall,2046,2.276
p11,fall,2048,2.206
p11,fall,2050,2.127
p11,spri,2010,1
p11,spri,2012,0.984
p11,spri,2014,0.969
p11,spri,2016,0.957
p11,spri,2018,0.948
p11,spri,2020,0.945
p11,spri,2022,0.948
p11,spri,2024,0.965
p11,spri,2026,0.997
p11,spri,2028,1.04
p11,spri,2030,1.09
p11,spri,2032,1.144
p11,spri,2034,1.197
p11,spri,2036,1.245
p11,spri,2038,1.283
p11,spri,2040,1.309
p11,spri,2042,1.318
p11,spri,2044,1.321
p11,spri,2046,1.321
p11,spri,2048,1.316
p11,spri,2050,1.309
p11,summ,2010,1
p11,summ,2012,0.993
p11,summ,2014,0.987
p11,summ,2016,0.983
p11,summ,2018,0.984
p11,summ,2020,0.989
p11,summ,2022,1.002
p11,summ,2024,1.025
p11,summ,2026,1.061
p11,summ,2028,1.106
p11,summ,2030,1.157
p11,summ,2032,1.209
p11,summ,2034,1.26
p11,summ,2036,1.306
p11,summ,2038,1.344
p11,summ,2040,1.369
p11,summ,2042,1.381
p11,summ,2044,1.385
p11,summ,2046,1.385
p11,summ,2048,1.382
p11,summ,2050,1.375
p11,wint,2010,1
p11,wint,2012,1.062
p11,wint,2014,1.126
p11,wint,2016,1.189
p11,wint,2018,1.246
p11,wint,2020,1.294
p11,wint,2022,1.33
p11,wint,2024,1.36
p11,wint,2026,1.392
p11,wint,2028,1.424
p11,wint,2030,1.456
p11,wint,2032,1.485
p11,wint,2034,1.51
p11,wint,2036,1.53
p11,wint,2038,1.544
p11,wint,2040,1.549
p11,wint,2042,1.544
p11,wint,2044,1.531
p11,wint,2046,1.511
p11,wint,2048,1.486
p11,wint,2050,1.458
p12,fall,2010,1
p12,fall,2012,1.005
p12,fall,2014,1.011
p12,fall,2016,1.017
p12,fall,2018,1.023
p12,fall,2020,1.028
p12,fall,2022,1.031
p12,fall,2024,1.034
p12,fall,2026,1.039
p12,fall,2028,1.046
p12,fall,2030,1.053
p12,fall,2032,1.06
p12,fall,2034,1.066
p12,fall,2036,1.07
p12,fall,2038,1.071
p12,fall,2040,1.069
p12,fall,2042,1.062
p12,fall,2044,1.052
p12,fall,2046,1.039
p12,fall,2048,1.023
p12,fall,2050,1.007
p12,spri,2010,1
p12,spri,2012,1.04
p12,spri,2014,1.083
p12,spri,2016,1.126
p12,spri,2018,1.167
p12,spri,2020,1.203
p12,spri,2022,1.231
p12,spri,2024,1.258
p12,spri,2026,1.29
p12,spri,2028,1.326
p12,spri,2030,1.363
p12,spri,2032,1.399
p12,spri,2034,1.432
p12,spri,2036,1.46
p12,spri,2038,1.48
p12,spri,2040,1.491
p12,spri,2042,1.492
p12,spri,2044,1.482
p12,spri,2046,1.466
p12,spri,2048,1.444
p12,spri,2050,1.42
p12,summ,2010,1
p12,summ,2012,1.01
p12,summ,2014,1.022
p12,summ,2016,1.035
p12,summ,2018,1.047
p12,summ,2020,1.058
p12,summ,2022,1.066
p12,summ,2024,1.076
p12,summ,2026,1.091
p12,summ,2028,1.109
p12,summ,2030,1.129
p12,summ,2032,1.149
p12,summ,2034,1.166
p12,summ,2036,1.181
p12,summ,2038,1.19
p12,summ,2040,1.192
p12,summ,2042,1.186
p12,summ,2044,1.174
p12,summ,2046,1.156
p12,summ,2048,1.136
p12,summ,2050,1.113
p12,wint,2010,1
p12,wint,2012,1.01
p12,wint,2014,1.022
p12,wint,2016,1.035
p12,wint,2018,1.047
p12,wint,2020,1.057
p12,wint,2022,1.065
p12,wint,2024,1.074
p12,wint,2026,1.086
p12,wint,2028,1.1
p12,wint,2030,1.115
p12,wint,2032,1.13
p12,wint,2034,1.144
p12,wint,2036,1.156
p12,wint,2038,1.165
p12,wint,2040,1.169
p12,wint,2042,1.168
p12,wint,2044,1.164
p12,wint,2046,1.158
p12,wint,2048,1.149
p12,wint,2050,1.14
p13,fall,2010,1
p13,fall,2012,1.005
p13,fall,2014,1.011
p13,fall,2016,1.017
p13,fall,2018,1.023
p13,fall,2020,1.028
p13,fall,2022,1.031
p13,fall,2024,1.034
p13,fall,2026,1.039
p13,fall,2028,1.046
p13,fall,2030,1.053
p13,fall,2032,1.06
p13,fall,2034,1.066
p13,fall,2036,1.07
p13,fall,2038,1.071
p13,fall,2040,1.069
p13,fall,2042,1.062
p13,fall,2044,1.052
p13,fall,2046,1.039
p13,fall,2048,1.023
p13,fall,2050,1.007
p13,spri,2010,1
p13,spri,2012,1.04
p13,spri,2014,1.083
p13,spri,2016,1.126
p13,spri,2018,1.167
p13,spri,2020,1.203
p13,spri,2022,1.231
p13,spri,2024,1.258
p13,spri,2026,1.29
p13,spri,2028,1.326
p13,spri,2030,1.363
p13,spri,2032,1.399
p13,spri,2034,1.432
p13,spri,2036,1.46
p13,spri,2038,1.48
p13,spri,2040,1.491
p13,spri,2042,1.492
p13,spri,2044,1.482
p13,spri,2046,1.466
p13,spri,2048,1.444
p13,spri,2050,1.42
p13,summ,2010,1
p13,summ,2012,1.01
p13,summ,2014,1.022
p13,summ,2016,1.035
p13,summ,2018,1.047
p13,summ,2020,1.058
p13,summ,2022,1.066
p13,summ,2024,1.076
p13,summ,2026,1.091
p13,summ,2028,1.109
p13,summ,2030,1.129
p13,summ,2032,1.149
p13,summ,2034,1.166
p13,summ,2036,1.181
p13,summ,2038,1.19
p13,summ,2040,1.192
p13,summ,2042,1.186
p13,summ,2044,1.174
p13,summ,2046,1.156
p13,summ,2048,1.136
p13,summ,2050,1.113
p13,wint,2010,1
p13,wint,2012,1.01
p13,wint,2014,1.022
p13,wint,2016,1.035
p13,wint,2018,1.047
p13,wint,2020,1.057
p13,wint,2022,1.065
p13,wint,2024,1.074
p13,wint,2026,1.086
p13,wint,2028,1.1
p13,wint,2030,1.115
p13,wint,2032,1.13
