,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
76,37.36,55.17,86.72,71.18,25.24,39.59,71.35,60.82,6.24,18.36,39.83,32.36,17.37,23.65,44.46,36.61
77,7.39,11.14,17.87,14.58,5.05,8.12,14.82,12.49,1.19,3.57,7.72,6.36,3.75,5.15,9.87,8.27
78,15.10,23.30,36.66,29.91,10.44,17.04,30.95,25.87,2.48,7.42,15.97,13.05,7.71,10.63,20.33,16.82
79,50.09,76.97,120.03,99.06,33.74,55.37,98.64,84.02,9.12,26.60,57.14,46.60,23.98,33.17,61.26,50.32
80,451.99,593.95,1046.80,892.02,307.31,437.40,881.27,749.25,70.02,183.38,377.26,324.36,243.10,299.44,638.93,532.71
81,97.56,135.94,239.16,187.29,69.85,102.82,207.85,164.64,14.29,40.00,79.05,70.66,55.36,71.00,152.57,123.50
82,30.97,42.58,74.46,59.62,22.02,32.18,63.68,51.86,4.54,12.45,24.82,21.62,17.81,22.75,46.81,38.89
83,71.33,99.75,174.57,136.62,51.46,73.77,149.17,121.92,10.89,29.03,53.66,48.91,40.33,51.10,110.85,89.71
84,24.22,35.37,67.86,51.77,17.03,25.45,57.84,42.34,3.07,10.41,23.23,20.11,16.42,18.94,45.06,34.70
85,126.41,173.58,337.38,261.27,81.35,111.05,295.52,200.61,18.30,53.29,125.99,98.54,94.46,101.19,273.32,209.07
86,17.30,21.82,32.79,23.28,13.84,17.08,40.41,27.07,7.34,17.85,32.93,25.08,17.22,18.31,46.86,34.92
87,115.10,156.77,323.15,256.39,89.58,113.90,272.31,189.70,36.08,80.32,143.31,118.30,95.34,100.68,269.66,201.44
88,42.54,57.43,126.24,100.73,34.69,49.31,114.68,77.88,6.87,31.49,53.83,49.80,31.70,35.84,102.82,75.82
89,170.22,229.69,503.73,400.49,138.25,201.85,467.24,317.03,27.25,129.46,211.68,201.67,121.24,142.38,413.63,304.90
90,133.85,191.05,455.61,347.29,125.34,166.42,381.09,264.27,29.89,95.78,170.61,166.22,106.43,121.07,348.70,259.14
91,56.23,76.53,187.79,133.34,54.49,70.36,155.20,109.69,17.96,46.45,83.85,80.98,44.13,50.84,141.27,103.98
92,417.12,651.52,1290.15,948.55,333.52,504.84,1189.90,837.14,113.71,265.30,401.71,385.95,269.11,338.46,947.23,689.80
93,20.71,31.44,59.47,45.06,18.22,26.51,64.09,46.26,4.88,11.94,18.14,20.61,13.73,15.88,46.13,36.21
94,477.62,700.00,1508.04,1150.18,370.35,555.08,1300.08,872.97,110.67,316.41,559.44,527.13,301.01,376.70,1166.25,855.95
95,134.15,206.73,423.82,298.52,97.19,149.77,349.15,242.74,27.41,82.41,124.90,89.93,67.49,93.77,291.43,203.60
96,165.50,244.88,479.72,341.93,116.57,168.74,395.03,262.20,23.75,84.32,159.50,105.09,77.12,111.58,337.15,223.03
97,308.17,462.44,938.34,669.92,233.51,336.83,789.92,572.88,89.13,209.84,256.37,147.02,164.25,223.86,673.65,481.32
98,226.80,335.21,649.74,475.44,167.67,237.25,544.85,395.43,86.45,173.58,146.19,24.78,119.61,169.93,471.88,340.26
99,394.41,565.02,1015.98,788.76,285.80,399.45,822.95,610.10,107.92,224.24,130.99,172.95,212.15,276.15,657.50,543.93
100,10.61,14.74,27.75,20.95,8.69,11.10,25.65,18.79,4.13,8.34,6.27,4.39,7.14,8.33,22.14,18.47
101,812.13,1077.75,2568.19,2155.76,726.13,885.17,1895.41,1355.59,219.88,497.19,969.51,754.08,530.08,546.26,1595.54,1203.63
102,504.68,598.57,1303.76,1158.89,553.16,563.56,1109.29,862.02,184.00,291.48,372.06,283.70,367.79,293.16,684.20,551.34
103,549.34,777.88,1402.41,1108.01,373.84,563.52,1239.36,1049.84,101.24,237.22,334.77,279.83,275.42,339.02,873.52,715.72
104,42.68,54.06,111.95,93.90,31.31,40.49,109.46,99.08,9.85,23.07,35.24,30.65,24.32,30.95,83.89,70.52
105,245.82,318.89,609.60,511.07,188.48,244.10,592.20,529.33,49.22,116.84,185.44,168.18,141.77,175.90,443.60,368.38
106,72.54,89.39,167.21,143.42,55.99,69.50,162.36,146.07,12.08,29.52,45.99,43.60,39.68,46.63,118.90,98.88
107,90.90,120.97,224.41,183.50,74.95,97.28,212.90,182.78,15.41,37.95,59.70,60.23,52.13,60.06,156.15,129.49
108,15.46,24.57,41.79,31.43,12.94,19.32,43.58,32.35,2.78,7.53,12.76,14.19,10.34,11.84,30.84,24.69
109,189.18,230.39,458.58,378.90,161.54,192.93,438.20,375.47,35.90,82.87,117.49,114.91,105.75,117.38,329.95,275.27
110,20.55,26.97,60.01,46.71,14.98,18.10,47.77,40.56,6.56,13.40,15.27,10.29,11.96,13.93,43.82,35.09
111,262.93,338.08,644.43,536.96,203.06,275.38,609.68,551.96,73.95,147.51,165.56,119.17,152.78,171.90,471.05,387.63
112,220.28,277.75,548.55,451.38,174.76,224.65,527.37,476.45,59.11,122.98,146.97,111.54,129.24,144.23,408.61,340.40
113,49.59,62.77,123.29,101.82,43.21,55.78,122.01,110.81,11.82,25.41,31.51,25.14,28.38,31.69,87.58,73.14
114,108.41,127.89,248.07,210.90,95.30,115.45,250.02,224.39,20.36,46.47,64.44,56.17,60.72,69.17,179.90,151.43
115,129.09,173.98,336.69,271.11,99.24,132.73,297.57,239.25,42.53,85.10,79.68,50.59,78.45,89.14,241.26,202.27
116,65.08,85.12,170.24,133.46,51.94,63.24,155.52,127.80,25.74,51.00,47.62,27.43,45.01,49.04,142.85,119.17
117,42.03,53.12,110.18,86.06,32.63,38.13,100.99,85.68,16.38,32.92,35.18,20.68,27.16,29.53,97.39,79.82
118,63.97,85.47,178.40,135.46,47.25,57.28,154.89,126.00,26.41,52.54,53.10,24.01,39.38,45.78,149.91,118.69
119,13.15,20.11,31.96,20.94,12.30,18.07,31.84,13.93,4.78,9.91,7.89,6.19,8.15,10.74,25.76,21.04
120,8.10,12.04,20.11,13.92,7.21,10.22,19.22,10.24,2.91,5.99,4.66,3.61,5.02,6.40,15.73,12.97
121,25.10,34.99,64.18,49.88,19.37,25.55,55.06,41.16,8.34,16.90,12.34,10.06,15.28,18.40,46.19,38.98
122,628.62,914.47,1538.22,1225.34,517.01,700.75,1254.95,967.14,164.63,345.62,244.99,251.79,307.83,423.43,951.97,819.59
123,302.40,431.84,757.18,601.28,223.40,308.85,585.51,441.33,78.28,160.89,107.12,115.97,154.38,199.51,454.54,391.37
124,2.56,3.82,6.74,5.25,1.91,2.65,4.85,3.64,0.58,1.23,0.75,0.98,1.17,1.61,3.56,3.08
125,48.38,71.83,125.75,98.34,36.46,50.31,91.32,69.12,11.03,23.30,14.37,18.49,22.10,30.45,67.13,58.18
126,523.51,787.19,1375.70,1097.49,398.20,561.45,998.06,804.59,108.44,231.84,154.66,183.17,201.96,299.43,676.60,589.58
127,662.61,936.78,1383.22,1134.98,563.46,794.08,1243.85,1031.55,163.12,341.32,259.14,244.07,240.92,383.83,854.82,725.13
128,138.62,200.69,330.84,281.72,106.29,147.96,233.97,211.28,24.27,50.06,36.34,40.80,40.80,73.21,151.35,131.96
129,20.80,36.72,59.96,49.01,18.25,31.74,52.72,48.93,8.50,20.09,15.18,14.28,7.65,11.74,32.89,32.78
130,33.72,58.74,97.71,78.97,30.49,48.64,84.34,81.10,11.14,25.39,18.90,18.38,3.36,6.56,38.91,42.17
131,242.28,393.49,655.42,535.90,225.05,340.28,592.79,562.92,68.63,157.97,117.94,110.95,17.17,46.72,318.55,344.86
132,160.42,242.17,404.41,326.61,143.16,205.96,344.33,319.35,38.00,88.69,64.64,62.79,28.65,59.97,208.12,202.00
133,55.82,89.44,154.48,124.04,46.69,68.42,119.19,114.46,14.11,32.97,24.87,22.99,0.00,0.01,80.35,89.80
134,43.26,81.13,120.43,94.31,39.47,67.24,110.44,111.20,14.60,33.71,25.36,23.74,3.95,8.70,50.50,55.57
