ba_str,FmnID,distance_m,WKT
p122,Oriskany4,117458.3016,"MultiLineString((-75.17194183 40.00191902, -75.28901764 40.99401848))"
p122,Oriskany5,225618.0151,"MultiLineString((-75.17194183 40.00191902, -76.37461177 41.73394837))"
p122,Oriskany1,291108.7714,"MultiLineString((-75.17194183 40.00191902, -78.76152895 39.71549618))"
p122,Potsdam1,305144.0866,"MultiLineString((-75.17194183 40.00191902, -78.21109216 41.58466773))"
p122,Waste_Gate1,182641.2101,"MultiLineString((-75.17194183 40.00191902, -75.19416391 38.45224669))"
p122,Lockport05,262703.2553,"MultiLineString((-75.17194183 40.00191902, -78.40793037 39.72371448))"
p122,Lockport06,240596.3015,"MultiLineString((-75.17194183 40.00191902, -75.7848803 41.99789574))"
p122,Medina03,290269.6076,"MultiLineString((-75.17194183 40.00191902, -78.75255705 39.72321064))"
p126,Oriskany4,97742.21685,"MultiLineString((-74.74335535 40.2169625, -75.1324755 41.00236423))"
p126,Oriskany5,220599.5977,"MultiLineString((-74.74335535 40.2169625, -76.36227023 41.73782242))"
p126,Potsdam1,316183.5558,"MultiLineString((-74.74335535 40.2169625, -77.90715256 41.8543561))"
p126,Waste_Gate1,210923.6832,"MultiLineString((-74.74335535 40.2169625, -75.17294498 38.45209995))"
p126,Lockport05,300360.1788,"MultiLineString((-74.74335535 40.2169625, -78.40793037 39.72371448))"
p126,Lockport06,225808.9915,"MultiLineString((-74.74335535 40.2169625, -75.7848803 41.99789574))"
p107,Mount_Simon03,162739.5332,"MultiLineString((-87.5558291 37.97469627, -89.48115013 38.25918492))"
p107,Mount_Simon02,82601.1787,"MultiLineString((-87.5558291 37.97469627, -87.57510607 38.6763114))"
p107,Mount_Simon05,44177.92374,"MultiLineString((-87.5558291 37.97469627, -87.04069838 38.07191903))"
p107,Mount_Simon06,94148.31267,"MultiLineString((-87.5558291 37.97469627, -86.49058362 38.25643591))"
p107,Rome_Trough_Sst1,245946.8147,"MultiLineString((-87.5558291 37.97469627, -84.62297901 37.6885533))"
p107,Rose_Run1,236447.5841,"MultiLineString((-87.5558291 37.97469627, -84.96256146 37.16173546))"
p107,StPeter02,36636.49537,"MultiLineString((-87.5558291 37.97469627, -87.97532644 38.07335278))"
p107,StPeter06,2822.880979,"MultiLineString((-87.5558291 37.97469627, -87.57694836 37.95587482))"
p107,StPeter05,30028.876819999998,"MultiLineString((-87.5558291 37.97469627, -87.38357182 37.75022376))"
p107,StPeter03,24949.15434,"MultiLineString((-87.5558291 37.97469627, -87.31942809 38.10614113))"
p107,Basal_Sandstone_TN_Zone_2,275700.9234,"MultiLineString((-87.5558291 37.97469627, -84.86766098 36.61977224))"
p107,Mount_Simon10,262557.2183,"MultiLineString((-87.5558291 37.97469627, -84.80691042 39.11086693))"
p107,Knox2,36636.49537,"MultiLineString((-87.5558291 37.97469627, -87.97532644 38.07335278))"
p107,Knox6,2822.880979,"MultiLineString((-87.5558291 37.97469627, -87.57694836 37.95587482))"
p107,Knox5,30028.876819999998,"MultiLineString((-87.5558291 37.97469627, -87.38357182 37.75022376))"
p107,Knox3,24949.15434,"MultiLineString((-87.5558291 37.97469627, -87.31942809 38.10614113))"
p107,Knox1,60172.012570000006,"MultiLineString((-87.5558291 37.97469627, -87.71698002 38.47330646))"
p108,Mount_Simon03,204272.1131,"MultiLineString((-87.11332381 37.77457928, -89.48115013 38.25918492))"
p108,Mount_Simon02,112768.9066,"MultiLineString((-87.11332381 37.77457928, -87.57510607 38.6763114))"
p108,Mount_Simon04,1249.761593,"MultiLineString((-87.11332381 37.77457928, -87.10893817 37.7847434))"
p108,Mount_Simon05,23993.05095,"MultiLineString((-87.11332381 37.77457928, -86.93867322 37.93707333))"
p108,Mount_Simon06,70610.1716,"MultiLineString((-87.11332381 37.77457928, -86.40639368 38.10905878))"
p108,Rome_Trough_Sst1,207248.8169,"MultiLineString((-87.11332381 37.77457928, -84.6338639 37.61466729))"
p108,Rose_Run1,193542.3846,"MultiLineString((-87.11332381 37.77457928, -84.96256146 37.16173546))"
p108,StPeter04,5010.8247329999995,"MultiLineString((-87.11332381 37.77457928, -87.14253365 37.8118486))"
p108,StPeter02,76752.38426,"MultiLineString((-87.11332381 37.77457928, -88.03560734 37.80572791))"
p108,StPeter06,2969.28333,"MultiLineString((-87.11332381 37.77457928, -87.14874289 37.77781223))"
p108,StPeter03,1273.8445179999999,"MultiLineString((-87.11332381 37.77457928, -87.10642707 37.78425118))"
p108,Basal_Sandstone_TN_Zone_2,232099.3607,"MultiLineString((-87.11332381 37.77457928, -84.86766098 36.61977224))"
p108,Mount_Simon10,246550.6153,"MultiLineString((-87.11332381 37.77457928, -84.80691042 39.11086693))"
p108,Knox4,5010.8247329999995,"MultiLineString((-87.11332381 37.77457928, -87.14253365 37.8118486))"
p108,Knox2,76752.38426,"MultiLineString((-87.11332381 37.77457928, -88.03560734 37.80572791))"
p108,Knox6,2969.28333,"MultiLineString((-87.11332381 37.77457928, -87.14874289 37.77781223))"
p108,Knox3,1273.8445179999999,"MultiLineString((-87.11332381 37.77457928, -87.10642707 37.78425118))"
p108,Knox1,96193.05823,"MultiLineString((-87.11332381 37.77457928, -87.71698002 38.47330646))"
p108,Lockport01,306254.5033,"MultiLineString((-87.11332381 37.77457928, -83.66109316 36.90896636))"
p128,Oriskany4,144554.5417,"MultiLineString((-73.25742602 40.80816052, -74.99310004 41.18981568))"
p128,Oriskany5,237037.1226,"MultiLineString((-73.25742602 40.80816052, -75.68863962 41.99485714))"
p128,Lockport06,243383.8308,"MultiLineString((-73.25742602 40.80816052, -75.7848803 41.99789574))"
p132,Oriskany4,138094.7121,"MultiLineString((-73.20190704 41.18192452, -74.92235631 41.40693726))"
p132,Oriskany5,217319.1001,"MultiLineString((-73.20190704 41.18192452, -75.68863962 41.99485714))"
p132,Lockport06,224261.6347,"MultiLineString((-73.20190704 41.18192452, -75.7848803 41.99789574))"
p46,Mount_Simon03,321117.6055,"MultiLineString((-91.23942855 43.80136904, -89.53877294 41.32126876))"
p100,Conasuaga1,224835.7119,"MultiLineString((-78.16663477 39.1787313, -80.83296967 39.70332336))"
p100,Copper_Ridge2,143008.2274,"MultiLineString((-78.16663477 39.1787313, -79.74437124 39.72151996))"
p100,Copper_Ridge1,224835.7119,"MultiLineString((-78.16663477 39.1787313, -80.83296967 39.70332336))"
p100,Oriskany7,233289.6547,"MultiLineString((-78.16663477 39.1787313, -81.00070325 39.50423755))"
p100,Oriskany6,70262.28684,"MultiLineString((-78.16663477 39.1787313, -79.01171605 39.30275763))"
p100,Oriskany4,78940.71063,"MultiLineString((-78.16663477 39.1787313, -78.74899296 39.71541816))"
p100,Oriskany5,229209.7534,"MultiLineString((-78.16663477 39.1787313, -79.31479249 40.95769121))"
p100,Oriskany2,246971.3038,"MultiLineString((-78.16663477 39.1787313, -81.18371015 39.43626453))"
p100,Oriskany3,224823.8793,"MultiLineString((-78.16663477 39.1787313, -80.83278743 39.70340023))"
p100,Oriskany1,69571.99217,"MultiLineString((-78.16663477 39.1787313, -78.8335873 39.54944442))"
p100,Potsdam1,206333.1448,"MultiLineString((-78.16663477 39.1787313, -79.58690863 40.63506868))"
p100,Rome_Trough_Sst2,226124.734,"MultiLineString((-78.16663477 39.1787313, -80.90672799 39.52313352))"
p100,Rose_Run4,227525.943,"MultiLineString((-78.16663477 39.1787313, -80.19754676 40.51933616))"
p100,Waste_Gate1,218493.2279,"MultiLineString((-78.16663477 39.1787313, -75.70170172 38.46620614))"
p100,Lockport05,47645.93435,"MultiLineString((-78.16663477 39.1787313, -78.4812783 39.51993732))"
p100,Lockport02,224823.8718,"MultiLineString((-78.16663477 39.1787313, -80.8327873 39.70340032))"
p100,Medina03,69209.95657000001,"MultiLineString((-78.16663477 39.1787313, -78.8065503 39.56682332))"
p131,Oriskany4,317391.4462,"MultiLineString((-71.07195953 42.331906, -75.06055851 41.77060014))"
p133,Oriskany4,279060.45399999997,"MultiLineString((-71.41692556 41.82304817, -74.92235631 41.40693726))"
p113,Conasuaga1,113668.5419,"MultiLineString((-84.20193329 39.75232185, -82.9577394 40.20990814))"
p113,Copper_Ridge2,296672.0613,"MultiLineString((-84.20193329 39.75232185, -80.52421243 39.79987584))"
p113,Copper_Ridge1,178114.5807,"MultiLineString((-84.20193329 39.75232185, -82.37570289 38.91536681))"
p113,Mount_Simon03,269253.9807,"MultiLineString((-84.20193329 39.75232185, -87.53918908 39.8290266))"
p113,Mount_Simon02,269351.3357,"MultiLineString((-84.20193329 39.75232185, -87.53561541 39.66492305))"
p113,Mount_Simon04,289367.4138,"MultiLineString((-84.20193329 39.75232185, -87.39061402 38.6645532))"
p113,Mount_Simon05,197557.8977,"MultiLineString((-84.20193329 39.75232185, -86.28099837 38.88248837))"
p113,Mount_Simon06,49079.56542,"MultiLineString((-84.20193329 39.75232185, -84.81020018 39.75218135))"
p113,Mount_SImon07,244404.2252,"MultiLineString((-84.20193329 39.75232185, -84.94213888 41.76200274))"
p113,Mount_SImon08,231038.6835,"MultiLineString((-84.20193329 39.75232185, -84.29128863 41.70868898))"
p113,Oriskany7,194599.4123,"MultiLineString((-84.20193329 39.75232185, -82.08515167 38.97711945))"
p113,Oriskany6,251556.8299,"MultiLineString((-84.20193329 39.75232185, -81.14313315 39.37160763))"
p113,Oriskany4,296640.4365,"MultiLineString((-84.20193329 39.75232185, -80.52461811 39.80802776))"
p113,Oriskany5,301832.9771,"MultiLineString((-84.20193329 39.75232185, -80.52393574 40.27125376))"
p113,Oriskany2,193024.1717,"MultiLineString((-84.20193329 39.75232185, -81.84112274 39.50692976))"
p113,Oriskany3,245442.5146,"MultiLineString((-84.20193329 39.75232185, -81.16451585 39.66645917))"
p113,Rome_Trough_Sst1,223502.7483,"MultiLineString((-84.20193329 39.75232185, -84.03824676 37.85819068))"
p113,Rome_Trough_Sst2,208113.8891,"MultiLineString((-84.20193329 39.75232185, -82.2901001 38.57999802))"
p113,Rose_Run1,155217.7574,"MultiLineString((-84.20193329 39.75232185, -83.0270462 38.71443558))"
p113,Rose_Run4,309394.2257,"MultiLineString((-84.20193329 39.75232185, -80.52359672 40.54397915))"
p113,StPeter04,312184.4923,"MultiLineString((-84.20193329 39.75232185, -87.40027428 38.29765439))"
p113,StPeter02,320644.6974,"MultiLineString((-84.20193329 39.75232185, -87.70877634 38.51580489))"
p113,StPeter05,275445.5446,"MultiLineString((-84.20193329 39.75232185, -86.20885309 37.87509344))"
p113,StPeter03,218457.7202,"MultiLineString((-84.20193329 39.75232185, -86.68006925 39.02762504))"
p113,Knox4,312184.4923,"MultiLineString((-84.20193329 39.75232185, -87.40027428 38.29765439))"
p113,Knox2,320644.6974,"MultiLineString((-84.20193329 39.75232185, -87.70877634 38.51580489))"
p113,Knox5,275445.5446,"MultiLineString((-84.20193329 39.75232185, -86.20885309 37.87509344))"
p113,Knox3,218457.7202,"MultiLineString((-84.20193329 39.75232185, -86.68006925 39.02762504))"
p113,Knox1,269604.5393,"MultiLineString((-84.20193329 39.75232185, -87.53956052 39.67522453))"
p113,Niagaran01,294053.8579,"MultiLineString((-84.20193329 39.75232185, -84.18762628 42.24295323))"
p113,Lockport01,204460.4855,"MultiLineString((-84.20193329 39.75232185, -82.59099339 38.42224699))"
p113,Lockport02,156409.5049,"MultiLineString((-84.20193329 39.75232185, -82.33944132 39.39682742))"
p114,Conasuaga1,143902.3196,"MultiLineString((-84.45886851 39.16383064, -82.86002949 38.65239515))"
p114,Copper_Ridge1,161838.3069,"MultiLineString((-84.45886851 39.16383064, -82.68237681 38.55889088))"
p114,Mount_Simon03,257153.2281,"MultiLineString((-84.45886851 39.16383064, -87.54288602 39.67074042))"
p114,Mount_Simon02,251477.0164,"MultiLineString((-84.45886851 39.16383064, -87.54021454 39.3505249))"
p114,Mount_Simon04,243712.1075,"MultiLineString((-84.45886851 39.16383064, -87.09034033 38.2023753))"
p114,Mount_Simon05,151934.6946,"MultiLineString((-84.45886851 39.16383064, -86.27310597 38.87368185))"
p114,Mount_Simon06,28359.22988000001,"MultiLineString((-84.45886851 39.16383064, -84.80717752 39.16342712))"
p114,Mount_SImon07,309018.8985,"MultiLineString((-84.45886851 39.16383064, -84.94213888 41.76200274))"
p114,Mount_SImon08,299721.7255,"MultiLineString((-84.45886851 39.16383064, -84.58515051 41.70230907))"
p114,Oriskany7,177647.8124,"MultiLineString((-84.45886851 39.16383064, -82.59075661 38.39717129))"
p114,Oriskany6,264305.7637,"MultiLineString((-84.45886851 39.16383064, -81.21433725 39.11727838))"
p114,Oriskany2,207832.235,"MultiLineString((-84.45886851 39.16383064, -81.90676365 39.23214663))"
p114,Oriskany3,268023.4705,"MultiLineString((-84.45886851 39.16383064, -81.18371015 39.43626453))"
p114,Rome_Trough_Sst1,157567.1955,"MultiLineString((-84.45886851 39.16383064, -84.03824676 37.85819068))"
p114,Rome_Trough_Sst2,188704.7838,"MultiLineString((-84.45886851 39.16383064, -82.66977729 38.15676158))"
p114,Rose_Run1,124842.1987,"MultiLineString((-84.45886851 39.16383064, -83.11134338 38.66475678))"
p114,StPeter04,257943.5934,"MultiLineString((-84.45886851 39.16383064, -87.10991753 37.98971963))"
p114,StPeter02,276637.9095,"MultiLineString((-84.45886851 39.16383064, -87.70877634 38.51580489))"
p114,StPeter06,272127.6734,"MultiLineString((-84.45886851 39.16383064, -87.15807987 37.82696749))"
p114,StPeter05,209102.2489,"MultiLineString((-84.45886851 39.16383064, -86.20885309 37.87509344))"
p114,StPeter03,179043.6878,"MultiLineString((-84.45886851 39.16383064, -86.60071134 38.83570535))"
p114,Basal_Sandstone_TN_Zone_2,300378.702,"MultiLineString((-84.45886851 39.16383064, -84.60752744 36.61221949))"
p114,Knox4,257943.5934,"MultiLineString((-84.45886851 39.16383064, -87.10991753 37.98971963))"
p114,Knox2,276637.9095,"MultiLineString((-84.45886851 39.16383064, -87.70877634 38.51580489))"
p114,Knox6,272127.6734,"MultiLineString((-84.45886851 39.16383064, -87.15807987 37.82696749))"
p114,Knox5,209102.2489,"MultiLineString((-84.45886851 39.16383064, -86.20885309 37.87509344))"
p114,Knox3,179043.6878,"MultiLineString((-84.45886851 39.16383064, -86.60071134 38.83570535))"
p114,Knox1,250481.1854,"MultiLineString((-84.45886851 39.16383064, -87.51438894 38.94732494))"
p114,Lockport01,176123.6655,"MultiLineString((-84.45886851 39.16383064, -82.59099339 38.42224699))"
p114,Lockport02,165271.3534,"MultiLineString((-84.45886851 39.16383064, -82.46064897 38.93105772))"
p90,Lower_Tuscaloosa01,45969.95761000001,"MultiLineString((-88.04998499 30.68002525, -87.84986842 31.0443921))"
p90,Lower_Tuscaloosa05,276368.3584,"MultiLineString((-88.04998499 30.68002525, -85.10302734 31.19674301))"
p90,Lower_Tuscaloosa04,292780.0337,"MultiLineString((-88.04998499 30.68002525, -84.86284366 30.71246435))"
p90,Lower_Tuscaloosa03,45089.12113,"MultiLineString((-88.04998499 30.68002525, -87.62572479 30.87671661))"
p90,Lower_Tuscaloosa10,33482.7173,"MultiLineString((-88.04998499 30.68002525, -88.4141594 30.66993136))"
p90,Lower_Tuscaloosa09,74461.62836,"MultiLineString((-88.04998499 30.68002525, -88.44091568 31.24430939))"
p90,Lower_Tuscaloosa08,124237.3088,"MultiLineString((-88.04998499 30.68002525, -88.46365622 31.70214826))"
p90,Lower_Tuscaloosa06,316025.6047,"MultiLineString((-88.04998499 30.68002525, -91.07238007 32.02105713))"
p90,Lower_Tuscaloosa07,149731.8464,"MultiLineString((-88.04998499 30.68002525, -89.62014008 30.34323502))"
p90,Paluxy5,44293.12603,"MultiLineString((-88.04998499 30.68002525, -87.60202078 30.82238585))"
p90,Paluxy6,34142.59308,"MultiLineString((-88.04998499 30.68002525, -88.42138713 30.67089705))"
p90,WashitaFredericksburg3,31953.09053,"MultiLineString((-88.04998499 30.68002525, -88.3975754 30.67158722))"
p90,WashitaFredericksburg2,47596.16435,"MultiLineString((-88.04998499 30.68002525, -87.58920815 30.86897766))"
p91,Lower_Tuscaloosa01,66995.69807,"MultiLineString((-87.21712 30.421167, -87.21109804 31.00053662))"
p91,Lower_Tuscaloosa05,213294.9804,"MultiLineString((-87.21712 30.421167, -85.09343719 31.1720314))"
p91,Lower_Tuscaloosa04,219229.3063,"MultiLineString((-87.21712 30.421167, -84.86284366 30.71246435))"
p91,Lower_Tuscaloosa03,561.3421089999998,"MultiLineString((-87.21712 30.421167, -87.2209885 30.42491921))"
p91,Lower_Tuscaloosa02,19107.677040000002,"MultiLineString((-87.21712 30.421167, -87.42366637 30.43499159))"
p91,Lower_Tuscaloosa09,147165.0854,"MultiLineString((-87.21712 30.421167, -88.44091568 31.24430939))"
p91,Lower_Tuscaloosa08,187004.198,"MultiLineString((-87.21712 30.421167, -88.46365622 31.70214826))"
p91,Paluxy4,21053.320519999997,"MultiLineString((-87.21712 30.421167, -87.44454718 30.43780868))"
p91,WashitaFredericksburg1,20138.97175,"MultiLineString((-87.21712 30.421167, -87.43538081 30.4284059))"
p130,Oriskany4,313366.0226,"MultiLineString((-71.45528731 42.99599184, -75.08036199 41.81361042))"
p22,Muddy1,117774.8078,"MultiLineString((-106.66107774 44.340041, -108.21940336 44.2218193))"
p22,Muddy2,77874.87099,"MultiLineString((-106.66107774 44.340041, -107.51953957 43.97156497))"
p22,Muddy3,170028.27800000002,"MultiLineString((-106.66107774 44.340041, -108.68932473 44.9976832))"
p22,Nugget2,237438.6578,"MultiLineString((-106.66107774 44.340041, -107.4504501 42.39665955))"
p22,Tensleep2,111671.1653,"MultiLineString((-106.66107774 44.340041, -108.11799585 44.15037894))"
p22,Tensleep3,167241.7327,"MultiLineString((-106.66107774 44.340041, -108.64730751 44.9975622))"
p22,Tensleep4,316116.3275,"MultiLineString((-106.66107774 44.340041, -110.53086204 43.32653049))"
p22,Fort_Union2,128950.0655,"MultiLineString((-106.66107774 44.340041, -107.63094643 43.4422282))"
p22,Frontier3,81836.14455,"MultiLineString((-106.66107774 44.340041, -107.63624559 44.03210215))"
p22,Lance1,129365.5408,"MultiLineString((-106.66107774 44.340041, -107.47376841 43.37678885))"
p22,Madison3,131339.161,"MultiLineString((-106.66107774 44.340041, -107.40222445 43.33507025))"
p22,Nugget4,147131.0947,"MultiLineString((-106.66107774 44.340041, -107.62217196 43.25786413))"
p22,Basal_Cambrian4,186102.6025,"MultiLineString((-106.66107774 44.340041, -105.14677265 45.59560471))"
p22,Crow_Mountain_1,114449.1173,"MultiLineString((-106.66107774 44.340041, -108.14836809 44.12902181))"
p22,Crow_Mountain_2,202330.38600000003,"MultiLineString((-106.66107774 44.340041, -109.14786727 45.02624966))"
p22,Crow_Mountain_3,168748.2033,"MultiLineString((-106.66107774 44.340041, -108.67004459 44.99762904))"
p22,Entrada6,260341.47199999998,"MultiLineString((-106.66107774 44.340041, -104.29052036 42.74918869))"
p22,Madison_GpMission_Canyon_Fm4,135453.6593,"MultiLineString((-106.66107774 44.340041, -106.15758492 45.44167911))"
p22,Madison_GpMission_Canyon__Fm1,270587.2094,"MultiLineString((-106.66107774 44.340041, -104.04841614 45.94299316))"
p22,Minnelusa2,77933.86817999999,"MultiLineString((-106.66107774 44.340041, -106.65048198 44.99941974))"
p22,Minnelusa1,4774.486119,"MultiLineString((-106.66107774 44.340041, -106.60044768 44.35241286))"
p22,Morrison6,236983.8573,"MultiLineString((-106.66107774 44.340041, -107.42287935 42.39606383))"
p22,Red_River2,195371.0295,"MultiLineString((-106.66107774 44.340041, -105.26214104 45.74151115))"
p22,Red_River1,270610.5782,"MultiLineString((-106.66107774 44.340041, -104.04797749 45.94299561))"
p22,InyanKara3,270561.3335,"MultiLineString((-106.66107774 44.340041, -104.04890632 45.94299332))"
p22,InyanKara1,185602.0655,"MultiLineString((-106.66107774 44.340041, -105.41838677 45.70364887))"
p22,InyanKara2,214820.6842,"MultiLineString((-106.66107774 44.340041, -104.04345258 45.10279207))"
p23,Muddy1,203776.3364,"MultiLineString((-105.50525029 44.28317425, -108.21649889 44.20729696))"
p23,Muddy2,155568.2697,"MultiLineString((-105.50525029 44.28317425, -107.50972001 43.96046611))"
p23,Muddy3,252071.7732,"MultiLineString((-105.50525029 44.28317425, -108.68932473 44.9976832))"
p23,Nugget2,252276.5081,"MultiLineString((-105.50525029 44.28317425, -106.56340386 42.26097435))"
p23,Tensleep2,196139.4106,"MultiLineString((-105.50525029 44.28317425, -108.093978 44.07519264))"
p23,Tensleep3,249116.6012,"MultiLineString((-105.50525029 44.28317425, -108.64730751 44.9975622))"
p23,Fort_Union2,187428.7454,"MultiLineString((-105.50525029 44.28317425, -107.26433537 43.16779682))"
p23,Frontier3,162968.9229,"MultiLineString((-105.50525029 44.28317425, -107.63624559 44.03210215))"
p23,Lance1,172691.9576,"MultiLineString((-105.50525029 44.28317425, -107.13193139 43.25855194))"
p23,Madison3,171511.7942,"MultiLineString((-105.50525029 44.28317425, -106.99934043 43.19257702))"
p23,Nugget4,186461.3305,"MultiLineString((-105.50525029 44.28317425, -106.99625941 43.02866973))"
p23,Basal_Cambrian4,157360.4082,"MultiLineString((-105.50525029 44.28317425, -105.14677265 45.59560471))"
p23,Basal_Cambrian7,298312.7178,"MultiLineString((-105.50525029 44.28317425, -102.46672327 45.94231929))"
p23,Crow_Mountain_1,199348.1237,"MultiLineString((-105.50525029 44.28317425, -108.14247708 44.10196935))"
p23,Crow_Mountain_2,285483.9263,"MultiLineString((-105.50525029 44.28317425, -109.14786727 45.02624966))"
p23,Crow_Mountain_3,250715.27,"MultiLineString((-105.50525029 44.28317425, -108.67004459 44.99762904))"
p23,Entrada6,203461.3929,"MultiLineString((-105.50525029 44.28317425, -104.29052036 42.74918869))"
p23,Madison_GpMission_Canyon_Fm4,113427.9396,"MultiLineString((-105.50525029 44.28317425, -105.03938453 45.19693962))"
p23,Madison_GpMission_Canyon__Fm1,223805.6021,"MultiLineString((-105.50525029 44.28317425, -104.04841614 45.94299316))"
p23,Minnelusa2,84671.42186,"MultiLineString((-105.50525029 44.28317425, -105.55377634 44.9989343))"
p23,Morrison6,264238.0578,"MultiLineString((-105.50525029 44.28317425, -106.31798142 42.11007078))"
p23,Red_River2,173270.8769,"MultiLineString((-105.50525029 44.28317425, -105.26214104 45.74151115))"
p23,Red_River1,223821.4914,"MultiLineString((-105.50525029 44.28317425, -104.04797749 45.94299561))"
p23,InyanKara3,223788.1486,"MultiLineString((-105.50525029 44.28317425, -104.04890632 45.94299332))"
p23,InyanKara1,145782.0367,"MultiLineString((-105.50525029 44.28317425, -104.04345261 45.10279208))"
p23,InyanKara2,145782.0377,"MultiLineString((-105.50525029 44.28317425, -104.04345258 45.10279207))"
p60,Atoka2,141582.7427,"MultiLineString((-101.4751862 32.24318565, -103.04878919 32.27081226))"
p60,Canyon1,201875.6051,"MultiLineString((-101.4751862 32.24318565, -101.53692878 33.97638989))"
p60,Canyon2,241993.06399999998,"MultiLineString((-101.4751862 32.24318565, -103.03586826 33.94597454))"
p60,Canyon4,142475.6353,"MultiLineString((-101.4751862 32.24318565, -103.05870622 32.27146758))"
p60,Cisco1,201875.6051,"MultiLineString((-101.4751862 32.24318565, -101.53692878 33.97638989))"
p60,Cisco2,241993.06399999998,"MultiLineString((-101.4751862 32.24318565, -103.03586826 33.94597454))"
p60,Cisco4,142475.6353,"MultiLineString((-101.4751862 32.24318565, -103.05870622 32.27146758))"
p60,Leonard2,141582.7427,"MultiLineString((-101.4751862 32.24318565, -103.04878919 32.27081226))"
p60,Queen2,141582.7427,"MultiLineString((-101.4751862 32.24318565, -103.04878919 32.27081226))"
p60,Seven_Rivers2,141582.7427,"MultiLineString((-101.4751862 32.24318565, -103.04878919 32.27081226))"
p60,Wolfcamp1,201875.6051,"MultiLineString((-101.4751862 32.24318565, -101.53692878 33.97638989))"
p60,Wolfcamp2,241993.06399999998,"MultiLineString((-101.4751862 32.24318565, -103.03586826 33.94597454))"
