region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,reinforcement_dist_km
p53017,1,8030,387.536,100325.847,30.61,32.051
p53025,1,8031,25.104,115753.902,41.425,12.704
p53025,1,8032,121.354,122462.48,40.658,12.704
p53025,1,8033,1021.641,128796.567,44.982,12.704
p53025,1,8034,674.778,160346.598,57.202,2.145
p53043,1,8035,931.848,180394.725,65.19,2.145
p53043,1,8036,556.079,207149.551,72.387,2.145
p53043,1,8037,678.459,247291.511,83.138,2.145
p53043,1,8038,433.398,207843.068,70.306,14.55
p53043,1,8039,261.656,172561.738,57.965,14.55
p53025,1,8410,26.431,59305.096,18.941,32.051
p53025,1,8411,884.356,74644.681,29.234,12.704
p53025,1,8412,637.364,75705.099,28.638,12.704
p53025,1,8413,222.552,99562.771,33.726,12.704
p53025,1,8414,402.018,130181.517,48.002,2.145
p53043,1,8415,569.898,157797.128,55.348,2.145
p53043,1,8416,696.381,186123.825,65.928,2.145
p53043,1,8417,401.355,215093.889,76.762,2.145
p53043,1,8418,172.526,260032.79,88.304,2.145
p53043,1,8419,594.278,172927.982,58.264,14.55
p53037,1,8783,347.527,194373.795,59.985,8.88
p53037,1,8784,160.88,5997.428,1.012,71.952
p53037,1,8787,37.655,129811.343,41.638,34.361
p53025,1,8788,764.33,82810.14,30.065,34.361
p53025,1,8789,938.486,62520.793,21.155,32.051
p53025,1,8790,704.226,36473.801,9.635,32.051
p53025,1,8791,1077.641,46285.576,17.714,12.704
p53025,1,8792,1408.996,48602.359,17.118,12.704
p53025,1,8793,1106.365,79508.281,29.917,2.145
p53043,1,8794,693.364,106159.73,37.852,2.145
p53043,1,8795,378.242,136979.076,48.898,2.145
p53043,1,8796,475.398,172365.2,60.44,2.145
p53043,1,8797,601.76,203704.919,72.289,2.145
p53043,1,8798,384.88,238794.828,84.287,2.145
p53043,1,8799,73.259,185209.455,61.571,14.55
p53043,1,8800,0.121,146205.925,48.784,14.55
p53037,1,9163,484.993,40682.477,4.932,56.501
p53037,1,9164,849.899,174714.642,50.084,8.88
p53037,1,9165,202.639,198221.772,55.235,8.88
p53025,1,9167,476.001,97422.904,36.308,34.361
p53025,1,9168,1795.143,64350.211,24.713,34.361
p53025,1,9169,1699.557,46311.683,13.668,34.361
p53025,1,9170,1781.626,77421.749,25.15,2.145
p53025,1,9171,560.484,28093.427,7.934,12.704
p53025,1,9172,1057.486,22667.247,6.494,12.704
p53025,1,9173,1237.797,58385.978,21.108,2.145
p53043,1,9174,1150.779,89797.293,32.712,2.145
p53043,1,9175,738.019,122769.469,44.148,2.145
p53043,1,9176,449.329,163269.575,56.339,2.145
p53043,1,9177,210.604,202782.183,69.798,2.145
p53043,1,9178,140.0,234010.205,81.84,2.145
p53043,1,9179,16.535,194876.714,64.628,14.55
p53043,1,9180,16.535,157304.883,53.477,14.55
p53037,1,9543,51.535,119704.725,34.634,8.88
p53037,1,9544,869.33,145021.321,37.467,8.88
p53037,1,9545,117.431,178744.071,42.85,8.88
p53025,1,9547,415.656,96941.545,33.997,34.361
p53025,1,9548,1633.539,61513.062,22.178,34.361
p53025,1,9549,1482.918,34708.065,10.658,34.361
p53025,1,9550,1135.452,47390.569,17.45,11.484
p53025,1,9551,420.846,36824.394,8.542,2.145
p53025,1,9552,965.279,21254.299,5.711,2.145
p53025,1,9553,546.303,50837.579,17.604,2.145
p53001,1,9554,407.57,88947.138,30.54,2.145
p53001,1,9555,582.209,121819.767,42.359,2.145
p53001,1,9556,1174.374,157309.814,55.87,2.145
p53001,1,9557,677.674,193472.636,67.337,2.145
p53043,1,9558,597.295,227936.488,79.081,2.145
p53043,1,9559,35.724,254664.436,92.75,2.145
p53043,1,9560,251.156,183369.903,61.412,14.55
p53077,1,9922,59.5,82772.014,25.294,8.88
p53037,1,9924,2.172,98237.113,26.487,8.88
p53025,1,9927,336.967,67220.432,21.844,55.491
p53025,1,9928,922.434,38451.874,8.833,55.491
p53025,1,9929,608.278,81988.665,29.887,11.484
p53025,1,9930,737.899,62321.982,20.001,11.484
p53025,1,9931,525.243,27362.876,7.35,11.484
p53025,1,9932,1425.59,47858.918,14.38,2.145
p53025,1,9933,765.899,65840.138,21.841,2.145
p53001,1,9934,384.156,94586.613,33.51,2.145
p53001,1,9935,342.156,130836.882,46.074,2.145
p53001,1,9936,887.313,168461.658,58.488,2.145
p53001,1,9937,926.658,202180.864,70.127,2.145
p53001,1,9938,801.683,241248.158,82.705,2.145
p53001,1,9939,573.76,265992.381,93.75,2.145
p53075,1,9940,38.379,202840.541,70.591,14.55
p53077,1,10301,124.673,88080.866,25.387,8.88
p53077,1,10302,264.915,65397.983,14.276,8.88
p53077,1,10303,109.104,40888.895,9.879,8.88
p53025,1,10307,123.949,80179.042,24.91,55.491
p53025,1,10308,103.431,57130.975,15.077,55.491
p53025,1,10309,197.087,112513.247,36.662,11.484
p53025,1,10310,372.932,89565.919,28.36,11.484
p53025,1,10312,843.865,73654.208,25.997,2.145
p53001,1,10313,785.088,83858.585,30.988,2.145
p53001,1,10314,329.122,112458.669,39.082,2.145
p53001,1,10315,24.621,143774.552,49.833,2.145
p53001,1,10316,131.914,181359.06,61.427,2.145
p53001,1,10317,989.296,217118.491,73.118,2.145
p53001,1,10318,978.555,253863.012,85.033,2.145
p53001,1,10319,313.553,270873.162,98.202,2.145
p30099,1,10353,0.181,308504.242,111.637,15.341
p30099,1,10354,50.207,318527.306,100.951,15.341
p30099,1,10355,45.259,248619.935,88.764,15.341
p53077,1,10681,81.828,63383.163,22.187,9.758
p53077,1,10682,28.121,46614.041,11.994,9.758
p53025,1,10687,680.33,108776.415,32.107,55.491
p53025,1,10688,284.949,93984.911,26.724,55.491
p53025,1,10690,28.241,139262.994,45.198,11.484
p53001,1,10691,178.501,93636.768,34.816,11.484
p53001,1,10692,1322.883,103436.085,37.815,2.145
p53001,1,10693,1087.417,117461.915,42.245,2.145
p53001,1,10694,190.57,134017.258,48.282,2.145
p53001,1,10695,92.811,164909.779,58.115,2.145
p53001,1,10696,596.993,196846.177,67.517,2.145
p53001,1,10697,1230.314,232984.43,79.059,2.145
p53001,1,10698,1175.641,264451.6,90.877,2.145
p53001,1,10699,732.166,306676.341,101.746,2.145
p30099,1,10733,155.087,292900.484,106.434,15.341
p30099,1,10734,285.794,285624.565,94.932,15.341
p30099,1,10735,62.517,232242.846,83.698,15.341
p30099,1,10736,81.828,196846.069,72.736,15.341
p30005,1,10753,20.879,456015.589,155.053,15.341
p53077,1,11060,189.725,109972.764,32.887,9.758
p53077,1,11061,263.587,67374.247,21.13,9.758
p53077,1,11062,388.984,56216.604,8.728,9.758
p53077,1,11063,348.07,23454.088,6.059,9.758
p53077,1,11064,115.862,59560.943,17.965,9.758
p53077,1,11066,25.948,176276.698,43.349,8.88
p53025,1,11067,270.104,22384.918,2.974,73.422
p53025,1,11068,49.121,63061.317,16.341,73.422
p53005,1,11069,229.311,23388.344,6.328,97.908
p53021,1,11070,244.518,154404.604,53.111,11.484
p53021,1,11071,872.468,130882.265,46.042,11.484
p53001,1,11072,1288.909,124835.035,44.371,11.484
p53001,1,11073,1122.9,147591.005,53.765,2.145
p53001,1,11074,707.243,168202.312,58.695,2.145
p53001,1,11075,1168.762,186794.04,64.943,2.145
p53001,1,11076,1320.107,214878.675,74.565,2.145
p53001,1,11077,973.365,243089.493,84.314,2.145
p53001,1,11078,662.045,274853.644,95.53,2.145
p53075,1,11079,10.741,320472.22,107.45,2.145
p30049,1,11112,0.06,427215.726,114.397,15.341
p30049,1,11113,92.086,300660.716,103.361,15.341
p30099,1,11114,530.252,259758.027,90.261,15.341
p30099,1,11115,553.002,222990.293,78.631,15.341
p30099,1,11116,7.362,193192.614,66.962,15.341
p30005,1,11133,127.75,450999.514,151.943,15.341
p53077,1,11440,405.217,114416.553,39.676,9.758
p53077,1,11441,858.951,76918.978,28.156,9.758
p53077,1,11442,1740.772,52678.172,18.64,9.758
p53077,1,11443,91.724,52872.084,17.521,9.758
p53077,1,11444,41.517,78178.9,26.225,9.758
p53077,1,11445,114.776,96933.462,33.818,9.758
p53077,1,11446,134.087,129282.532,45.637,9.758
p53005,1,11447,0.966,37069.185,6.707,70.553
p53005,1,11448,1234.297,52349.389,15.431,73.422
p53005,1,11449,787.985,9560.025,2.188,105.066
p53021,1,11450,526.631,191349.158,62.312,11.484
p53021,1,11451,890.028,161339.939,57.531,11.484
p53021,1,11452,1116.684,165797.351,61.899,2.145
p53021,1,11453,691.916,181320.157,65.701,2.145
p53021,1,11454,499.657,199883.468,71.638,2.145
p53021,1,11455,409.381,216300.778,75.356,2.145
p53001,1,11456,150.5,238544.311,81.709,2.145
p53001,1,11457,22.69,273891.721,91.595,2.145
p53001,1,11458,74.345,302014.255,102.262,2.145
p53075,1,11459,290.984,327408.076,111.831,2.145
p30049,1,11493,84.604,274983.75,98.447,15.341
p30049,1,11494,643.64,238046.21,86.629,15.341
p30099,1,11495,451.803,198941.517,74.811,15.341
p30099,1,11496,98.604,184857.728,62.822,15.341
p30071,1,11518,323.449,370082.057,76.838,97.048
p30071,1,11519,11.345,335315.787,70.169,97.048
p53077,1,11819,1.388,176500.411,56.095,9.758
p53077,1,11820,6.155,132191.935,44.659,9.758
p53077,1,11821,186.225,101458.573,35.09,9.758
p53077,1,11822,678.338,83087.564,30.16,9.758
p53077,1,11823,712.916,80940.816,29.116,9.758
p53077,1,11824,587.157,99574.308,35.755,9.758
p53077,1,11825,311.501,21484.682,4.923,57.403
p53005,1,11828,210.121,80359.411,25.742,73.422
p53005,1,11829,1217.4,34526.668,10.056,105.066
p53021,1,11830,319.044,207724.257,74.012,11.484
p53021,1,11831,1122.658,196266.294,69.2,11.484
p53021,1,11832,614.553,206704.926,74.314,2.145
p53021,1,11833,303.897,211936.898,77.147,2.145
p53021,1,11834,23.414,234157.285,81.946,2.145
p53021,1,11835,43.871,262779.002,86.792,2.145
p53021,1,11836,192.259,272793.732,92.069,2.145
p53075,1,11837,234.501,294143.945,98.633,2.145
p53075,1,11838,30.293,322911.878,108.361,2.145
p30049,1,11873,4.103,273030.242,101.522,15.341
p30049,1,11874,225.208,245554.365,87.204,15.341
p30049,1,11875,235.708,209864.295,75.109,15.341
p30013,1,11876,159.794,177123.846,63.067,15.341
p30027,1,11893,109.587,470040.361,145.522,15.341
p30071,1,11898,64.811,414829.856,86.408,97.048
p30071,1,11899,283.44,378116.224,81.636,97.048
p30105,1,11906,6.155,254969.059,52.735,15.64
p30105,1,11907,107.414,223605.692,47.963,15.64
p53077,1,12197,2.233,292505.537,88.562,9.758
p53077,1,12198,60.405,250958.704,74.327,9.758
p53077,1,12199,239.811,195602.266,61.689,9.758
p53077,1,12200,133.966,164308.088,52.805,9.758
p53077,1,12203,50.569,126287.876,41.263,9.758
p53077,1,12204,757.33,125729.216,45.333,9.758
p53077,1,12205,328.277,43241.165,11.419,57.403
p53005,1,12206,173.673,60666.442,19.912,57.403
p53005,1,12207,7.483,100591.456,31.582,57.403
p53005,1,12208,8.086,156662.161,45.229,57.403
p53005,1,12209,1005.106,251005.031,91.771,11.484
p53021,1,12210,775.433,236562.032,85.523,11.484
p53021,1,12211,1046.624,223588.154,80.944,11.484
p53021,1,12212,75.311,240413.116,85.983,2.145
p53021,1,12213,26.793,249224.318,89.527,2.145
p53021,1,12214,23.776,261596.458,93.597,2.145
p30083,1,12301,48.276,391689.306,135.783,36.907
p30083,1,12302,44.052,426380.726,147.303,36.907
p38105,1,12306,66.017,537106.447,175.928,113.973
p53039,1,12577,64.086,315562.762,91.279,9.758
p53077,1,12584,731.502,154518.328,57.077,9.758
p53077,1,12585,663.614,8710.905,2.136,88.973
p53005,1,12586,465.019,82920.491,28.533,57.403
p53005,1,12587,266.121,115087.481,36.521,57.403
p53005,1,12588,401.536,154776.052,48.137,57.403
p53005,1,12589,182.483,280169.727,102.605,11.484
p53021,1,12590,893.287,255053.831,96.937,11.484
p53021,1,12591,1484.185,262062.443,92.613,11.484
p53021,1,12592,50.267,278107.011,96.246,11.484
p53021,1,12593,11.948,285295.851,100.858,2.145
p53071,1,12594,53.345,333436.982,105.169,2.145
p53071,1,12595,428.45,336870.226,109.726,2.145
p53071,1,12596,54.914,360500.337,116.111,2.145
p30027,1,12656,38.017,606032.844,187.464,15.341
p30027,1,12657,84.604,652314.74,200.304,15.341
p30027,1,12658,6.638,682973.252,215.381,15.341
p30083,1,12680,133.604,188090.222,65.3,141.19
p30083,1,12681,22.086,220646.417,76.82,141.19
p30083,1,12682,107.716,253716.145,88.34,141.19
p30083,1,12683,119.242,287471.353,99.86,141.19
p30083,1,12684,7.0,322353.998,111.38,141.19
p38053,1,12686,15.207,669874.718,236.124,43.562
p53077,1,12962,8.931,209749.295,65.54,9.758
p53077,1,12963,306.794,205308.364,69.842,9.758
p53077,1,12964,104.035,196365.746,70.013,9.758
p53077,1,12965,223.518,200156.789,73.303,9.758
p53005,1,12966,495.915,223095.362,79.573,9.758
p53005,1,12967,1290.538,133781.524,45.457,57.403
p53005,1,12968,1009.451,161640.982,54.258,57.403
p53005,1,12969,102.587,204734.45,64.596,57.403
p53021,1,12971,570.14,287218.84,104.431,11.484
p53021,1,12972,656.252,305278.261,106.922,11.484
p53071,1,12973,742.123,339407.241,113.089,2.145
p53071,1,12974,631.571,355375.957,116.869,2.145
p53071,1,12975,3.017,373534.603,121.588,2.145
p30027,1,13036,325.742,589156.877,191.53,15.341
p30027,1,13037,344.691,612627.518,203.273,15.341
p30027,1,13038,164.923,543938.288,187.452,54.723
p30033,1,13046,76.638,569753.699,180.118,5.351
p30033,1,13050,259.001,460811.847,161.031,5.351
p30033,1,13051,3.259,481295.031,158.868,5.351
p30083,1,13060,147.0,173426.716,60.528,141.19
p30083,1,13061,156.233,213266.151,72.048,141.19
p30083,1,13062,414.63,241876.197,83.621,141.19
p30083,1,13063,147.362,276269.781,95.141,141.19
p30083,1,13064,385.967,265092.417,91.149,127.602
p53039,1,13337,85.69,59906.478,17.48,151.039
p53039,1,13338,133.604,21948.978,5.364,151.039
p53039,1,13339,5.552,36328.513,8.393,151.039
p53039,1,13340,96.492,297209.612,86.678,9.758
p53039,1,13342,383.07,256427.6,77.187,9.758
p53039,1,13343,543.769,241644.257,81.533,9.758
p53039,1,13344,31.379,235434.942,81.608,9.758
p53039,1,13345,810.554,239694.847,85.248,9.758
p53005,1,13346,1257.711,251361.875,90.144,9.758
p53005,1,13347,1380.573,163150.018,56.239,57.403
p53005,1,13348,796.192,180990.937,62.434,57.403
p53071,1,13351,16.293,49730.359,11.283,149.344
p53071,1,13352,578.588,340953.779,118.539,11.484
p53071,1,13353,896.003,366903.132,124.398,2.145
p53071,1,13354,24.259,386637.224,129.749,2.145
p30027,1,13416,55.276,489931.459,166.401,54.723
p30033,1,13424,89.673,523960.174,178.299,5.351
p30033,1,13425,384.518,510095.183,173.475,5.351
p30033,1,13426,147.362,477314.848,168.598,5.351
p30033,1,13427,60.345,447532.523,163.826,5.351
p30033,1,13428,7.362,451149.087,159.054,5.351
p30033,1,13429,24.259,437871.523,154.282,5.351
p30033,1,13430,429.777,427790.02,149.511,5.351
p30055,1,13434,89.431,74342.825,25.517,141.19
p30021,1,13439,2.172,126948.138,44.289,141.19
p30083,1,13440,269.018,159759.422,55.809,141.19
p30083,1,13441,329.122,197543.75,67.329,141.19
p30083,1,13442,377.518,522007.715,178.848,5.351
p30083,1,13443,332.742,541149.955,184.284,5.351
p30083,1,13444,155.63,558087.627,189.213,5.351
p53039,1,13717,86.957,74607.651,22.183,151.039
p53039,1,13718,961.899,48449.02,16.128,151.039
p53039,1,13719,558.191,9731.993,2.434,177.045
p53039,1,13720,25.948,28972.295,5.693,160.629
p53039,1,13721,9.172,74799.753,20.455,131.839
p53039,1,13722,357.242,24357.301,5.81,147.324
p53039,1,13723,0.241,282805.388,93.777,9.758
p53039,1,13724,410.225,277386.648,93.501,9.758
p53005,1,13725,1086.934,277412.729,96.865,9.758
p53005,1,13726,730.537,280724.576,101.189,9.758
p53005,1,13727,508.588,299041.443,107.046,9.758
p53005,1,13728,252.483,209892.398,72.531,57.403
p53005,1,13729,44.776,238776.001,79.939,57.403
p53071,1,13731,80.983,94301.045,27.605,149.344
p53071,1,13732,46.586,379353.615,130.282,11.484
p30069,1,13798,164.621,475662.307,162.324,54.723
p30033,1,13804,0.845,481487.945,166.885,5.351
p30033,1,13805,731.14,460568.443,161.849,5.351
p30033,1,13806,661.864,446341.527,157.078,5.351
p30033,1,13807,411.07,430289.605,152.306,5.351
p30033,1,13808,444.019,418230.086,147.534,5.351
p30033,1,13809,185.983,404402.52,142.762,5.351
p30033,1,13810,242.104,389496.322,137.991,5.351
p30055,1,13811,17.621,382490.584,133.219,5.351
p30055,1,13814,10.379,60553.778,20.745,141.19
p30021,1,13819,168.845,117477.255,39.465,141.19
p30021,1,13820,711.709,153800.211,50.985,141.19
p30021,1,13821,339.139,476430.321,162.557,5.351
p30083,1,13822,341.613,490843.173,167.434,5.351
p30083,1,13823,671.881,511537.021,172.764,5.351
p30083,1,13824,107.414,520839.175,181.226,5.351
p53039,1,14103,364.906,342981.394,105.446,9.758
p41049,1,14104,807.175,190433.767,58.277,224.462
p41049,1,14105,183.268,207446.994,69.797,224.462
p41049,1,14106,400.148,7891.42,1.543,311.521
p41049,1,14107,510.036,290122.434,94.753,224.462
p41059,1,14108,465.743,301700.145,106.571,224.462
p53005,1,14109,490.243,284162.955,89.055,57.403
p41059,1,14110,5.914,56089.831,18.375,346.648
p41059,1,14112,97.638,21295.413,4.258,393.629
p30033,1,14182,0.121,505577.7,174.503,5.351
p30033,1,14183,88.586,478464.876,163.827,5.351
p30033,1,14185,249.708,434174.29,150.435,5.351
p30033,1,14186,639.536,414142.239,145.558,5.351
p30033,1,14187,373.053,399974.156,140.786,5.351
p30033,1,14188,480.588,386197.805,136.014,5.351
p30033,1,14189,368.829,372459.241,131.242,5.351
p30033,1,14190,276.018,360359.442,126.523,5.351
p30033,1,14191,78.086,347014.565,121.699,5.351
p30055,1,14192,17.017,342374.593,117.225,5.351
p30055,1,14193,123.406,336879.497,114.063,5.351
p30055,1,14194,343.544,342637.374,116.971,5.351
p30055,1,14195,35.362,40947.766,12.02,141.19
p30021,1,14199,336.001,409584.303,140.83,5.351
p30021,1,14200,751.114,425271.374,146.265,5.351
p30021,1,14201,203.785,442595.769,151.142,5.351
p30083,1,14202,602.122,141109.786,46.993,127.602
p30083,1,14203,241.501,158067.772,52.977,127.602
p30083,1,14204,10.741,186521.727,61.281,127.602
p41055,1,14479,274.087,131919.664,34.993,170.961
p41055,1,14480,194.311,35798.635,8.478,224.462
p41021,1,14481,454.519,70881.557,20.041,224.462
p41021,1,14482,272.397,107409.025,31.86,224.462
p41021,1,14483,361.286,144673.896,44.423,224.462
p41049,1,14484,1567.401,177944.156,56.987,224.462
p41049,1,14485,1175.521,230341.856,68.507,224.462
p41049,1,14486,1293.073,237148.482,80.176,224.462
p41049,1,14487,1412.013,259154.959,91.845,224.462
p41059,1,14488,634.347,21472.188,6.133,333.774
p41059,1,14489,554.329,48557.432,17.951,333.774
p41059,1,14490,126.242,85113.652,29.993,333.774
p30069,1,14559,17.259,421577.185,144.992,54.723
p30069,1,14560,99.931,457281.981,154.034,54.723
p30033,1,14564,84.845,427510.61,147.535,5.351
p30033,1,14565,13.035,407543.498,139.758,5.351
p30033,1,14566,394.898,388355.532,134.143,5.351
p30033,1,14567,355.07,366877.58,129.266,5.351
p30033,1,14568,111.518,352253.313,124.494,5.351
p30033,1,14569,37.535,339107.522,119.722,5.351
p30033,1,14570,416.381,326099.956,114.951,5.351
p30033,1,14571,61.19,312988.03,110.179,5.351
p30055,1,14572,205.776,309802.012,105.631,5.351
p30055,1,14573,307.397,303559.162,102.469,5.351
p30055,1,14574,504.665,310905.112,105.525,5.351
p30021,1,14578,205.475,363409.804,124.538,5.351
p30021,1,14579,429.415,374854.042,129.973,5.351
p30021,1,14580,402.743,391875.767,134.798,5.351
p30021,1,14581,77.242,412047.455,140.127,5.351
p30021,1,14582,329.604,427769.32,148.326,5.351
p30083,1,14584,175.845,494980.802,168.624,5.351
p38053,1,14585,69.638,675290.822,236.582,29.026
p38053,1,14586,28.06,645125.905,225.114,29.026
p38025,1,14591,27.879,271174.79,89.394,113.973
p38025,1,14592,49.664,229355.05,77.65,113.973
p38025,1,14593,112.302,192579.103,66.13,113.973
p41055,1,14859,8.931,99857.423,25.719,197.292
p41055,1,14860,10.379,66668.088,19.523,224.462
p41021,1,14861,54.311,87632.94,26.689,224.462
p41021,1,14862,777.726,114212.852,36.5,224.462
p41021,1,14863,243.552,157524.679,47.809,224.462
p41049,1,14864,674.476,188117.552,59.478,224.462
p41049,1,14865,424.225,241828.706,72.415,224.462
p41049,1,14866,940.236,256786.431,84.852,224.462
p41059,1,14867,1152.71,285205.209,96.53,224.462
p41059,1,14868,1190.788,318645.661,108.041,224.462
p41059,1,14869,815.261,63318.179,22.614,333.774
p41059,1,14870,479.863,73699.415,23.293,275.652
p41059,1,14871,22.569,61958.79,18.677,275.652
p41059,1,14872,76.035,73022.012,23.569,275.652
p30033,1,14943,94.862,435951.932,152.491,5.351
p30033,1,14944,167.276,405550.157,142.236,5.351
p30033,1,14945,192.863,380628.622,131.191,5.351
p30033,1,14946,288.087,361083.177,122.992,5.351
p30033,1,14947,48.759,337245.17,117.904,5.351
p30033,1,14948,228.949,319664.606,112.974,5.351
p30033,1,14949,726.916,306778.397,108.202,5.351
p30033,1,14950,452.889,291630.048,103.431,5.351
p30033,1,14951,554.812,279983.697,98.659,5.351
p30079,1,14952,134.931,274240.97,94.111,5.351
p30055,1,14953,216.88,269110.453,90.949,5.351
p30079,1,14954,3.017,274899.15,94.005,5.351
p30021,1,14957,210.363,316973.158,108.246,5.351
p30021,1,14958,249.466,332041.457,113.681,5.351
p30021,1,14959,57.388,344285.406,118.453,5.351
p30021,1,14960,70.604,362033.787,123.361,5.351
p30021,1,14961,213.199,58670.615,19.361,127.602
p30021,1,14962,42.483,88189.472,28.645,127.602
p30109,1,14964,17.741,157921.309,51.527,127.602
p38033,1,14965,17.5,663719.968,231.757,29.026
p38033,1,14966,8.328,632493.528,220.237,29.026
p38007,1,14970,113.509,499051.874,174.21,29.026
p38025,1,14971,176.811,469180.957,162.69,29.026
p41065,1,15234,38.923,135865.222,33.98,185.216
p41065,1,15235,58.474,91809.024,24.885,185.216
p41055,1,15237,84.483,79992.96,21.405,185.216
p41055,1,15238,158.345,71280.868,18.538,197.292
p41021,1,15242,4.466,146473.637,47.778,224.462
p41049,1,15244,241.863,205948.434,64.365,224.462
p41049,1,15245,118.759,242929.542,75.674,224.462
p41049,1,15246,854.968,272419.498,89.339,224.462
p41049,1,15247,148.931,304529.376,101.671,224.462
p41059,1,15248,22.569,340144.351,112.927,224.462
p41059,1,15249,45.259,92419.105,31.91,333.774
p41059,1,15250,28.604,61104.378,13.838,275.652
p41059,1,15251,143.259,31841.275,6.71,275.652
p41063,1,15260,31.862,908520.498,279.904,3.762
p41063,1,15261,99.147,255353.164,63.356,216.899
p30069,1,15319,4.103,447650.155,142.759,15.327
p30033,1,15321,202.035,371177.831,128.468,66.84
p30033,1,15322,313.553,347238.761,121.165,66.84
p30033,1,15323,402.139,416774.494,147.825,5.351
p30033,1,15324,54.069,385656.308,136.199,5.351
p30033,1,15325,83.759,356970.81,125.892,5.351
p30033,1,15326,80.138,331346.64,114.794,5.351
p30033,1,15327,168.604,309415.452,106.648,5.351
p30033,1,15328,767.347,288486.553,101.454,5.351
p30033,1,15329,809.83,274570.523,96.682,5.351
p30033,1,15330,778.209,261899.362,91.911,5.351
p30033,1,15331,861.123,247093.321,87.139,5.351
p30079,1,15332,252.725,239897.575,82.442,5.351
p30079,1,15333,69.276,234641.332,79.205,5.351
p30079,1,15334,13.035,241540.975,82.411,5.351
p30079,1,15335,8.267,251189.088,87.183,5.351
p30079,1,15336,112.966,266086.607,91.954,5.351
p30021,1,15337,198.897,283020.45,96.99,5.351
p30021,1,15338,294.001,295550.672,102.161,5.351
p30021,1,15339,295.208,315114.898,107.069,5.351
p30021,1,15340,44.897,328615.671,115.584,5.351
p30021,1,15341,198.414,46737.769,12.195,127.602
p30021,1,15342,59.5,400704.541,136.085,5.351
p38007,1,15349,85.207,514684.983,180.905,29.026
p38007,1,15350,241.259,490732.184,169.385,29.026
p38025,1,15351,550.226,452843.184,157.865,29.026
p38025,1,15352,103.311,417086.57,146.398,29.026
p38025,1,15353,6.517,385895.69,134.878,29.026
p41065,1,15613,6.578,65967.947,16.432,246.139
p41065,1,15614,598.502,71317.292,20.736,221.331
p41065,1,15615,924.546,38761.712,9.194,221.331
p41055,1,15617,441.363,22149.833,5.485,232.793
p41055,1,15618,641.226,56877.517,17.303,232.793
p41055,1,15619,9.414,115175.986,30.956,232.793
p41049,1,15624,0.845,225358.573,71.245,224.462
p41049,1,15625,82.552,258033.828,82.945,224.462
p41059,1,15628,3.983,370153.24,118.017,224.462
p41059,1,15629,89.311,92886.655,24.752,275.652
