tech,class,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134
hydSD,hydclass1,5823.131682,5707.034216,5626.580216,7089.948739,5113.207377,5519.182,7089.948739,5386.32689,5436.812308,5718.674405,7089.948739,5956.700125,7089.948739,5627.418179,6065.322411,4957.029352,5632.708421,5718.442084,7089.948739,5356.324429,5894.581326,7089.948739,7089.948739,6045.386418,5921.002347,5876.568804,7089.948739,5534.916668,7089.948739,7089.948739,5309.391125,5585.056084,5760.022757,5706.298409,4969.063218,5426.761124,7089.948739,5426.482722,5908.519273,6188.276062,6157.368782,5687.377164,5882.509718,6315.482861,5640.062725,5902.442312,7089.948739,5570.689436,7089.948739,5498.382261,5207.15931,6174.302805,6031.961228,5523.396242,5653.074667,5550.989189,7089.948739,5724.269619,7089.948739,7089.948739,4587.490738,7089.948739,5382.738624,5697.282058,5029.013037,6345.297777,7089.948739,6913.112395,5753.508232,5684.782393,5668.724092,4779.145118,5481.183811,7089.948739,6269.419662,7089.948739,5690.680985,7089.948739,7089.948739,6092.360231,5929.330736,7089.948739,6036.211213,5312.993434,5207.402493,7089.948739,5619.39635,5818.122609,5536.989405,5462.426777,6102.287847,5300.380612,5440.528164,5579.414365,5264.353365,6033.699376,4958.239822,5303.297606,5258.792635,5223.941696,6267.435066,7089.948739,6087.585661,7089.948739,5721.27,6302.437028,5329.372545,6200.750946,5233.481948,5231.3532,7089.948739,5600.97136,5706.285755,5861.547069,4930.217865,5313.247953,5104.681049,5101.28318,4902.889543,7089.948739,5652.352124,4963.149075,7089.948739,7089.948739,7089.948739,7089.948739,5564.276219,7089.948739,5553.416601,5408.753836,5858.132746,5665.273502,7089.948739,5506.752339
hydSD,hydclass2,5916.840809,5792.39502,5791.597134,7089.948739,5194.549893,5603.742605,7089.948739,5403.964587,5503.986318,5758.558521,7089.948739,5962.803355,7089.948739,5658.583003,6154.789272,5004.034833,5725.932696,5797.625025,7089.948739,5412.164341,5963.436614,7089.948739,7089.948739,6060.340706,5931.209591,6154.44452,7089.948739,5578.017126,7089.948739,7089.948739,5391.383732,5587.239766,5961.041025,5814.960478,5015.168274,5997.869679,7089.948739,5568.250934,5913.445266,6199.569025,6167.416261,6020.2089,5998.248501,6414.309666,5960.716026,5944.025878,7089.948739,5582.311857,7089.948739,5525.042515,5431.794206,6186.832033,6122.143215,5897.099527,5691.62371,5560.536438,7089.948739,5887.583702,7089.948739,7089.948739,4956.327752,7089.948739,5601.872417,5832.148917,5168.066146,6383.678896,7089.948739,7089.948739,5935.633713,5785.711421,5682.323556,5376.07925,5508.472051,7089.948739,6505.746969,7089.948739,5792.596362,7089.948739,7089.948739,6212.005695,5957.811866,7089.948739,6123.843232,5438.071304,5442.631949,7089.948739,5729.065279,5927.481267,5613.87385,5523.599255,6467.942203,5388.141614,5618.825778,5632.960668,5596.708399,6086.73492,5123.381464,5488.752085,5359.452979,5253.605554,6395.250417,7089.948739,6110.506613,7089.948739,5913.341642,7089.948739,5544.999967,7089.948739,5319.777164,5352.849088,7089.948739,5712.650548,5714.03928,6279.294326,5191.349021,5424.943406,5449.576029,5196.879786,5120.998435,7089.948739,5684.204232,5082.548913,7089.948739,7089.948739,7089.948739,7089.948739,5756.90015,7089.948739,5711.602232,5500.698519,5876.272753,5761.211194,7089.948739,5684.642689
hydSD,hydclass3,5995.070623,5888.408567,6006.095708,7089.948739,5250.583475,5659.565683,7089.948739,5713.571735,5658.77561,5842.254658,7089.948739,5980.214917,7089.948739,5793.35191,6183.915562,5125.980504,5855.525256,5871.490568,7089.948739,5483.384301,5991.341243,7089.948739,7089.948739,6093.793043,5941.967634,6174.850705,7089.948739,5609.457322,7089.948739,7089.948739,5702.204193,5620.177793,6266.82325,5876.669023,5235.154436,6069.65566,7089.948739,5575.126053,5939.307559,6213.229973,6193.401861,6112.104849,6210.780649,7089.948739,5976.698444,6095.54896,7089.948739,5592.74371,7089.948739,5612.7933,5679.218488,6223.652356,6139.820933,6395.768358,5750.777706,5604.386636,7089.948739,6002.613537,7089.948739,7089.948739,5027.301617,7089.948739,5797.98134,5933.141367,5311.520492,7089.948739,7089.948739,7089.948739,6114.868449,5891.724115,5722.290449,5671.852108,5509.638421,7089.948739,6591.314207,7089.948739,6068.430785,7089.948739,7089.948739,6278.536783,6064.298727,7089.948739,7089.948739,5553.120495,5794.242014,7089.948739,5893.759361,6200.854233,5694.295912,5653.960955,7089.948739,5499.421033,5998.421228,5716.203583,5638.917641,6237.309229,5368.749026,5648.050671,5497.870942,5889.418734,7089.948739,7089.948739,6283.144657,7089.948739,6024.803808,7089.948739,5622.632052,7089.948739,5431.457252,5443.179813,7089.948739,5848.012103,6205.104254,6726.969684,5530.187436,5494.002331,5564.877473,5392.790854,5389.989643,7089.948739,5876.322408,5202.687008,7089.948739,7089.948739,7089.948739,7089.948739,5825.07071,7089.948739,5776.620876,5648.735476,5902.345269,5872.847735,7089.948739,5807.54845
hydSD,hydclass4,6073.101917,5971.04556,6091.623129,7089.948739,5477.573816,5810.404541,7089.948739,6016.130352,5870.572891,6159.203432,7089.948739,6006.301471,7089.948739,5941.086533,6265.161901,5444.075763,5999.871416,5983.385417,7089.948739,5647.170995,6076.889646,7089.948739,7089.948739,6194.726432,5957.363067,6215.072985,7089.948739,5686.027234,7089.948739,7089.948739,5988.535915,5794.303265,6321.354642,5926.612625,5321.547627,7089.948739,7089.948739,5698.831704,6148.23233,6281.069411,6317.453393,7089.948739,6542.136407,7089.948739,6231.80395,6285.259921,7089.948739,5633.34367,7089.948739,5729.376875,5750.482355,6262.277091,6156.11303,6515.726222,5794.47221,5729.605546,7089.948739,6195.8389,7089.948739,7089.948739,5403.177,7089.948739,5972.829647,6108.782244,5464.736975,7089.948739,7089.948739,7089.948739,7089.948739,6127.032014,6352.748262,5716.169198,5520.408662,7089.948739,6663.59207,7089.948739,6271.730229,7089.948739,7089.948739,6437.249917,6173.839277,7089.948739,7089.948739,5777.265278,6091.088308,7089.948739,6039.420587,6345.768723,5749.30389,5800.175767,7089.948739,5690.082505,7089.948739,5871.487562,5828.780849,6298.987602,5556.687506,5935.224861,5576.339869,6251.983532,7089.948739,7089.948739,6515.271701,7089.948739,6194.992103,7089.948739,6106.928929,7089.948739,5717.659173,5749.747988,7089.948739,5986.891216,7089.948739,6741.412407,5848.971371,5546.486414,5695.470864,5566.955047,5571.691403,7089.948739,6085.303125,5384.549709,7089.948739,7089.948739,7089.948739,7089.948739,5909.047958,7089.948739,5922.127143,5726.351187,5986.502741,5971.908234,7089.948739,5972.831145
hydSD,hydclass5,6226.834824,6173.696938,6279.574557,7089.948739,5950.840799,6061.456962,7089.948739,6223.447148,6121.859066,6629.952726,7089.948739,6054.467425,7089.948739,6197.066446,6544.250646,5911.036051,6199.568094,6279.520254,7089.948739,6037.352273,6316.407195,7089.948739,7089.948739,6373.265133,6130.550219,6401.774687,7089.948739,5870.603611,7089.948739,7089.948739,6216.128683,7089.948739,6451.987121,6186.674738,5823.835531,7089.948739,7089.948739,7089.948739,6517.022545,6575.05161,6586.370683,7089.948739,6753.129226,7089.948739,6545.019395,6434.768306,7089.948739,5688.010166,7089.948739,6020.313626,6042.878426,6448.033819,6354.898125,6851.995753,5872.845728,5741.715835,7089.948739,6331.474863,7089.948739,7089.948739,5902.248581,7089.948739,6453.025746,6276.452169,5961.578187,7089.948739,7089.948739,7089.948739,7089.948739,6534.579137,7089.948739,5959.072606,5910.559934,7089.948739,6676.780217,7089.948739,7089.948739,7089.948739,7089.948739,6768.17803,6308.346576,7089.948739,7089.948739,7089.948739,6447.984356,7089.948739,6270.332701,6488.068354,5901.562794,6095.437083,7089.948739,6204.43904,7089.948739,6181.41508,6601.671965,6403.206118,5887.306621,6417.387841,6009.744389,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6385.971646,7089.948739,6372.752276,7089.948739,6159.05153,6086.082538,7089.948739,6219.156443,7089.948739,7089.948739,6072.07777,5879.52119,5943.532716,6135.457462,6191.751215,7089.948739,7089.948739,5804.234875,7089.948739,7089.948739,7089.948739,7089.948739,6183.687619,7089.948739,6127.206263,6117.440306,6101.464996,6223.7303,7089.948739,6187.018697
hydSND,hydclass1,5823.131682,5707.034216,5626.580216,7089.948739,5113.207377,5519.182,7089.948739,5386.32689,5436.812308,5718.674405,7089.948739,5956.700125,7089.948739,5627.418179,6065.322411,4957.029352,5632.708421,5718.442084,7089.948739,5356.324429,5894.581326,7089.948739,7089.948739,6045.386418,5921.002347,5876.568804,7089.948739,5534.916668,7089.948739,7089.948739,5309.391125,5585.056084,5760.022757,5706.298409,4969.063218,5426.761124,7089.948739,5426.482722,5908.519273,6188.276062,6157.368782,5687.377164,5882.509718,6315.482861,5640.062725,5902.442312,7089.948739,5570.689436,7089.948739,5498.382261,5207.15931,6174.302805,6031.961228,5523.396242,5653.074667,5550.989189,7089.948739,5724.269619,7089.948739,7089.948739,4587.490738,7089.948739,5382.738624,5697.282058,5029.013037,6345.297777,7089.948739,6913.112395,5753.508232,5684.782393,5668.724092,4779.145118,5481.183811,7089.948739,6269.419662,7089.948739,5690.680985,7089.948739,7089.948739,6092.360231,5929.330736,7089.948739,6036.211213,5312.993434,5207.402493,7089.948739,5619.39635,5818.122609,5536.989405,5462.426777,6102.287847,5300.380612,5440.528164,5579.414365,5264.353365,6033.699376,4958.239822,5303.297606,5258.792635,5223.941696,6267.435066,7089.948739,6087.585661,7089.948739,5721.27,6302.437028,5329.372545,6200.750946,5233.481948,5231.3532,7089.948739,5600.97136,5706.285755,5861.547069,4930.217865,5313.247953,5104.681049,5101.28318,4902.889543,7089.948739,5652.352124,4963.149075,7089.948739,7089.948739,7089.948739,7089.948739,5564.276219,7089.948739,5553.416601,5408.753836,5858.132746,5665.273502,7089.948739,5506.752339
hydSND,hydclass2,5916.840809,5792.39502,5791.597134,7089.948739,5194.549893,5603.742605,7089.948739,5403.964587,5503.986318,5758.558521,7089.948739,5962.803355,7089.948739,5658.583003,6154.789272,5004.034833,5725.932696,5797.625025,7089.948739,5412.164341,5963.436614,7089.948739,7089.948739,6060.340706,5931.209591,6154.44452,7089.948739,5578.017126,7089.948739,7089.948739,5391.383732,5587.239766,5961.041025,5814.960478,5015.168274,5997.869679,7089.948739,5568.250934,5913.445266,6199.569025,6167.416261,6020.2089,5998.248501,6414.309666,5960.716026,5944.025878,7089.948739,5582.311857,7089.948739,5525.042515,5431.794206,6186.832033,6122.143215,5897.099527,5691.62371,5560.536438,7089.948739,5887.583702,7089.948739,7089.948739,4956.327752,7089.948739,5601.872417,5832.148917,5168.066146,6383.678896,7089.948739,7089.948739,5935.633713,5785.711421,5682.323556,5376.07925,5508.472051,7089.948739,6505.746969,7089.948739,5792.596362,7089.948739,7089.948739,6212.005695,5957.811866,7089.948739,6123.843232,5438.071304,5442.631949,7089.948739,5729.065279,5927.481267,5613.87385,5523.599255,6467.942203,5388.141614,5618.825778,5632.960668,5596.708399,6086.73492,5123.381464,5488.752085,5359.452979,5253.605554,6395.250417,7089.948739,6110.506613,7089.948739,5913.341642,7089.948739,5544.999967,7089.948739,5319.777164,5352.849088,7089.948739,5712.650548,5714.03928,6279.294326,5191.349021,5424.943406,5449.576029,5196.879786,5120.998435,7089.948739,5684.204232,5082.548913,7089.948739,7089.948739,7089.948739,7089.948739,5756.90015,7089.948739,5711.602232,5500.698519,5876.272753,5761.211194,7089.948739,5684.642689
hydSND,hydclass3,5995.070623,5888.408567,6006.095708,7089.948739,5250.583475,5659.565683,7089.948739,5713.571735,5658.77561,5842.254658,7089.948739,5980.214917,7089.948739,5793.35191,6183.915562,5125.980504,5855.525256,5871.490568,7089.948739,5483.384301,5991.341243,7089.948739,7089.948739,6093.793043,5941.967634,6174.850705,7089.948739,5609.457322,7089.948739,7089.948739,5702.204193,5620.177793,6266.82325,5876.669023,5235.154436,6069.65566,7089.948739,5575.126053,5939.307559,6213.229973,6193.401861,6112.104849,6210.780649,7089.948739,5976.698444,6095.54896,7089.948739,5592.74371,7089.948739,5612.7933,5679.218488,6223.652356,6139.820933,6395.768358,5750.777706,5604.386636,7089.948739,6002.613537,7089.948739,7089.948739,5027.301617,7089.948739,5797.98134,5933.141367,5311.520492,7089.948739,7089.948739,7089.948739,6114.868449,5891.724115,5722.290449,5671.852108,5509.638421,7089.948739,6591.314207,7089.948739,6068.430785,7089.948739,7089.948739,6278.536783,6064.298727,7089.948739,7089.948739,5553.120495,5794.242014,7089.948739,5893.759361,6200.854233,5694.295912,5653.960955,7089.948739,5499.421033,5998.421228,5716.203583,5638.917641,6237.309229,5368.749026,5648.050671,5497.870942,5889.418734,7089.948739,7089.948739,6283.144657,7089.948739,6024.803808,7089.948739,5622.632052,7089.948739,5431.457252,5443.179813,7089.948739,5848.012103,6205.104254,6726.969684,5530.187436,5494.002331,5564.877473,5392.790854,5389.989643,7089.948739,5876.322408,5202.687008,7089.948739,7089.948739,7089.948739,7089.948739,5825.07071,7089.948739,5776.620876,5648.735476,5902.345269,5872.847735,7089.948739,5807.54845
hydSND,hydclass4,6073.101917,5971.04556,6091.623129,7089.948739,5477.573816,5810.404541,7089.948739,6016.130352,5870.572891,6159.203432,7089.948739,6006.301471,7089.948739,5941.086533,6265.161901,5444.075763,5999.871416,5983.385417,7089.948739,5647.170995,6076.889646,7089.948739,7089.948739,6194.726432,5957.363067,6215.072985,7089.948739,5686.027234,7089.948739,7089.948739,5988.535915,5794.303265,6321.354642,5926.612625,5321.547627,7089.948739,7089.948739,5698.831704,6148.23233,6281.069411,6317.453393,7089.948739,6542.136407,7089.948739,6231.80395,6285.259921,7089.948739,5633.34367,7089.948739,5729.376875,5750.482355,6262.277091,6156.11303,6515.726222,5794.47221,5729.605546,7089.948739,6195.8389,7089.948739,7089.948739,5403.177,7089.948739,5972.829647,6108.782244,5464.736975,7089.948739,7089.948739,7089.948739,7089.948739,6127.032014,6352.748262,5716.169198,5520.408662,7089.948739,6663.59207,7089.948739,6271.730229,7089.948739,7089.948739,6437.249917,6173.839277,7089.948739,7089.948739,5777.265278,6091.088308,7089.948739,6039.420587,6345.768723,5749.30389,5800.175767,7089.948739,5690.082505,7089.948739,5871.487562,5828.780849,6298.987602,5556.687506,5935.224861,5576.339869,6251.983532,7089.948739,7089.948739,6515.271701,7089.948739,6194.992103,7089.948739,6106.928929,7089.948739,5717.659173,5749.747988,7089.948739,5986.891216,7089.948739,6741.412407,5848.971371,5546.486414,5695.470864,5566.955047,5571.691403,7089.948739,6085.303125,5384.549709,7089.948739,7089.948739,7089.948739,7089.948739,5909.047958,7089.948739,5922.127143,5726.351187,5986.502741,5971.908234,7089.948739,5972.831145
hydSND,hydclass5,6226.834824,6173.696938,6279.574557,7089.948739,5950.840799,6061.456962,7089.948739,6223.447148,6121.859066,6629.952726,7089.948739,6054.467425,7089.948739,6197.066446,6544.250646,5911.036051,6199.568094,6279.520254,7089.948739,6037.352273,6316.407195,7089.948739,7089.948739,6373.265133,6130.550219,6401.774687,7089.948739,5870.603611,7089.948739,7089.948739,6216.128683,7089.948739,6451.987121,6186.674738,5823.835531,7089.948739,7089.948739,7089.948739,6517.022545,6575.05161,6586.370683,7089.948739,6753.129226,7089.948739,6545.019395,6434.768306,7089.948739,5688.010166,7089.948739,6020.313626,6042.878426,6448.033819,6354.898125,6851.995753,5872.845728,5741.715835,7089.948739,6331.474863,7089.948739,7089.948739,5902.248581,7089.948739,6453.025746,6276.452169,5961.578187,7089.948739,7089.948739,7089.948739,7089.948739,6534.579137,7089.948739,5959.072606,5910.559934,7089.948739,6676.780217,7089.948739,7089.948739,7089.948739,7089.948739,6768.17803,6308.346576,7089.948739,7089.948739,7089.948739,6447.984356,7089.948739,6270.332701,6488.068354,5901.562794,6095.437083,7089.948739,6204.43904,7089.948739,6181.41508,6601.671965,6403.206118,5887.306621,6417.387841,6009.744389,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,6385.971646,7089.948739,6372.752276,7089.948739,6159.05153,6086.082538,7089.948739,6219.156443,7089.948739,7089.948739,6072.07777,5879.52119,5943.532716,6135.457462,6191.751215,7089.948739,7089.948739,5804.234875,7089.948739,7089.948739,7089.948739,7089.948739,6183.687619,7089.948739,6127.206263,6117.440306,6101.464996,6223.7303,7089.948739,6187.018697
hydUD,hydclass1,755.8025965,739.0591579,789.8481038,696.5976027,714.4766914,1570.200274,1106.522343,7089.948739,998.6271326,1894.130313,7089.948739,7089.948739,7089.948739,1525.549475,884.9358564,1277.601278,901.7334871,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1543.007413,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,916.2452575,7089.948739,872.9287006,7089.948739,2068.926749,7089.948739,7089.948739,1340.696314,7089.948739,7089.948739,1543.007413,7089.948739,7089.948739,7089.948739,1314.926751,1204.35307,7089.948739,7089.948739,7089.948739,1816.424015,1030.303732,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1412.197652,7089.948739,7089.948739,1498.886859,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1082.654102,7089.948739,1816.424015,2072.342708,1688.386772,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1373.573826,7089.948739,7089.948739,7089.948739,995.5964977,1184.49061,7089.948739,1124.766937,1124.944885,987.946749,1773.809797,1242.856707,1091.229058,1121.492469,1058.519028,7089.948739,1553.544406,7089.948739,2214.873287,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1010.303618,7089.948739,7089.948739,7089.948739,1510.725959,7089.948739,7089.948739,7089.948739,7089.948739,668.0860641,7089.948739,1564.529009,2068.926749,1783.90768,1532.88574,7089.948739,1327.087369
hydUD,hydclass2,932.3000959,867.3069797,1332.004346,837.3325731,958.4160523,1647.258204,7089.948739,7089.948739,1066.020522,1952.006397,7089.948739,7089.948739,7089.948739,1852.84679,1254.598042,1395.158198,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1603.787343,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,956.5903188,7089.948739,7089.948739,7089.948739,7089.948739,1924.991034,7089.948739,7089.948739,1561.738992,7089.948739,7089.948739,7089.948739,1342.923501,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1285.479669,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1673.991366,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1924.991034,2165.527235,1736.561046,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1412.197652,7089.948739,7089.948739,7089.948739,1148.793935,1196.948555,7089.948739,1186.623914,7089.948739,1073.999273,1773.809797,1361.586894,1228.364808,1257.589982,1510.725959,7089.948739,7089.948739,7089.948739,3024.868532,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1695.870676,7089.948739,7089.948739,7089.948739,1600.551888,7089.948739,7089.948739,7089.948739,7089.948739,810.5936794,7089.948739,2082.963085,7089.948739,1952.006397,1595.24526,7089.948739,1342.923501
hydUD,hydclass3,1100.627354,1010.437395,1350.512176,7089.948739,1050.326945,1773.809797,7089.948739,7089.948739,1154.415799,2549.932161,7089.948739,7089.948739,7089.948739,7089.948739,1318.315197,1429.482555,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1745.437792,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1042.795436,7089.948739,7089.948739,7089.948739,7089.948739,2337.595285,7089.948739,7089.948739,1703.558018,7089.948739,7089.948739,7089.948739,1587.989733,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1325.702431,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2110.804305,2275.546668,1840.219202,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2040.245023,7089.948739,7089.948739,7089.948739,1278.265232,1291.290955,7089.948739,1218.293274,7089.948739,1192.61423,1840.219202,7089.948739,1438.907219,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1952.006397,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1466.698659,7089.948739,2271.84815,7089.948739,2207.70256,3341.699443,7089.948739,1515.460911
hydUD,hydclass4,1237.626054,1326.375124,1997.231931,7089.948739,1229.308425,1840.219202,7089.948739,7089.948739,1239.32772,3024.868532,7089.948739,7089.948739,7089.948739,7089.948739,1471.493191,1722.222307,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2404.940032,7089.948739,7089.948739,1709.861297,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2315.368106,2419.391354,2049.542217,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1475.457658,1339.591022,7089.948739,1306.200943,7089.948739,1369.913676,2215.797562,7089.948739,1561.676765,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1955.546775,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1676.212155,7089.948739,2467.079516,7089.948739,2317.476292,7089.948739,7089.948739,1808.107112
hydUD,hydclass5,1554.391033,1402.822462,7089.948739,7089.948739,1713.66747,1959.12589,7089.948739,7089.948739,1506.43339,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1899.841551,1805.190184,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2365.886212,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2645.854107,2594.05764,2679.746327,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,1368.168048,7089.948739,1574.072442,7089.948739,1688.594098,2792.923336,7089.948739,2126.743552,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,7089.948739,2151.224474,7089.948739,2620.356769,7089.948739,2471.152162,7089.948739,7089.948739,2247.741994
hydUND,hydclass1,872.3235693,867.3069797,867.3069797,768.2547424,817.3857999,1260.880448,2146.736745,1601.62602,1090.259,1092.327196,2222.435737,2404.940032,3239.924499,1035.501754,997.5660018,1419.259474,945.1462712,1405.39498,7089.948739,7089.948739,2098.705356,7089.948739,7089.948739,1979.070542,1600.551888,2358.801051,1514.381206,897.6362053,7089.948739,7089.948739,1600.551888,2404.940032,1855.435436,1964.722189,1162.602882,7089.948739,7089.948739,7089.948739,1444.625073,1243.418818,7089.948739,1860.67846,1773.809797,3024.868532,7089.948739,1393.754129,7089.948739,7089.948739,7089.948739,1290.115991,1193.255903,7089.948739,2146.736745,7089.948739,1145.049919,1314.926751,7089.948739,1104.218075,7089.948739,7089.948739,1366.504762,7089.948739,2586.026582,1238.414258,1584.940088,1311.665455,7089.948739,2159.382763,3377.120156,1203.195828,1709.861297,7089.948739,7089.948739,2005.549995,1790.135086,2009.570025,1585.952729,2769.765261,7089.948739,1816.424015,2457.028723,7089.948739,7089.948739,2549.932161,1195.944733,7089.948739,7089.948739,7089.948739,901.4115978,1069.910284,7089.948739,1267.333563,1078.634899,1228.582837,1148.503299,1017.60142,979.9713322,1302.165395,2348.055675,2899.007552,1918.576004,7089.948739,1575.202243,2134.520073,1931.536513,7089.948739,1371.531588,3259.583032,1298.479184,7089.948739,7089.948739,1349.74162,7089.948739,2716.390324,1437.776301,1314.926751,1252.627056,1332.715795,7089.948739,7089.948739,1736.561046,946.2663571,901.4651976,7089.948739,7089.948739,1966.403484,1521.138552,7089.948739,1524.183926,1175.264073,1384.605575,2049.457417,2899.007552,1576.915292
