sc_point_gid|old,sc_point_gid
51137,125549
51138,125550
51139,125551
51140,125552
51141,125553
51142,125554
51143,125555
51144,125556
51145,125557
51146,125558
51147,125560
51148,125561
51149,125562
51150,125563
51151,125564
51152,125565
51153,125566
51154,125567
51155,125568
51156,125569
51157,125570
51158,125571
51159,125572
51160,125573
51161,124890
51162,124891
51163,124892
51164,124893
51165,124894
51166,124895
51167,124896
51168,124898
51169,124899
51170,124900
51171,124901
51172,124902
51173,124903
51174,124904
51175,124905
51176,124906
51177,124907
51178,124908
51179,124909
51180,124910
51181,124911
51182,124912
51183,124913
51184,124914
51185,124915
51186,124916
51187,124917
51188,124919
51189,124920
51190,124921
51191,124922
51192,124923
51193,124924
51194,124925
51195,124926
51196,124927
51197,124928
51198,124929
51199,124930
51200,124931
51201,124932
51202,124933
51203,124934
51204,124935
51205,124936
51206,124937
51207,124938
51208,124939
51209,124941
51210,124942
51211,124943
51212,124944
51213,124945
51214,124946
51215,124947
51216,124948
51217,124949
51218,124950
51219,124951
51220,124952
51221,124953
51222,124954
51223,124955
51224,124956
51225,124957
51226,124958
51227,124959
51228,124960
51229,124961
51230,124963
51231,124964
51232,124965
51233,124966
51234,124967
51235,124968
51236,124969
51237,124970
51238,124971
51239,124972
51240,124973
51241,124974
51242,124975
51243,124976
51244,124977
51245,124294
51246,124295
51247,124296
51248,124297
51249,124298
51250,124299
51251,124300
51252,124301
51253,124303
51254,124304
51255,124305
51256,124306
51257,124307
51258,124308
51259,124309
51260,124310
51309,123963
51310,123964
51311,123965
51312,124650
51313,124651
51314,124652
51315,123970
51316,123971
51317,124656
51318,124657
51319,124658
51320,124659
51321,124660
51322,124661
51323,124662
51324,124663
51325,124664
51326,124665
51327,124666
51328,124667
51331,124670
51332,124671
51333,124672
51334,124673
51335,124674
51336,124675
51337,124676
51338,124677
51339,124679
51340,124680
51342,124682
51343,124683
51344,124684
51345,124685
51346,124686
51347,124687
51348,124688
51349,124689
51350,124690
51351,124691
51357,124697
51358,124698
51359,124699
51361,124702
51362,124703
51363,124704
51364,124705
51365,124706
51366,124707
51367,124708
51368,125393
51369,125394
51370,125395
51371,125396
51372,125397
51373,125398
51374,125399
51375,125400
51376,125401
51377,125402
51378,125403
51379,125404
51380,125405
51383,125408
51384,125410
51385,125411
51386,125412
51387,125413
51388,125414
51389,125415
51390,125416
51391,125417
51392,125418
51393,125419
51394,125420
51396,125422
51397,125423
51398,125424
51399,125425
51400,125426
51401,125427
51402,125428
51403,125429
51404,125430
51405,125432
51406,125433
51407,125434
51408,125435
51409,125436
51410,125437
51411,125438
51414,125441
51415,125442
51416,125443
51417,125444
51418,125445
51419,125446
51420,125447
51421,125448
51422,125449
51423,125450
51424,125451
51425,125452
51426,125454
51427,125455
51428,125456
51429,125457
51430,125458
51431,125459
51432,125460
51433,125461
51434,125462
51435,125463
51436,125464
51437,125465
51438,125466
51439,125467
51440,125468
51441,125469
51442,125470
51443,125471
51444,125472
51445,125473
51446,125475
51447,125476
51448,125477
51449,125478
51450,125479
51451,125480
51452,125481
51453,125482
51454,125483
51455,125484
51456,126169
51457,126170
51458,126171
51459,126172
51460,126173
51461,126174
51462,126175
51463,126176
51464,126177
51465,126178
51466,126179
51467,126181
51468,126182
51469,126183
51470,126184
51471,126185
51472,126186
51473,126187
51474,126188
51475,126189
51476,126190
51477,126191
51478,126192
51479,126193
51480,126194
51481,126195
51482,126196
51483,126197
51484,126198
51485,126199
51486,126200
51487,126202
51488,126203
51489,126204
51490,126205
51491,126206
51492,126207
51493,126208
51494,126209
51495,126210
51496,126211
51497,126212
51498,126213
51499,126214
51500,126215
51501,126216
51502,126217
51503,126218
51504,126219
51505,126220
51506,126221
51507,126223
51508,126224
51509,126225
51510,126226
51511,126227
51512,126228
51513,126229
51514,126230
51515,126231
51516,126232
51517,126233
51518,126234
51519,126235
51520,126236
51521,126237
51522,126238
51523,126239
51524,126240
51525,126241
51526,126242
51527,126244
51528,126245
51529,126246
51530,126247
51531,126248
51532,126249
51533,126250
51534,126251
51535,125568
51536,125569
51537,125570
51538,125571
51539,125572
51540,125573
51541,125574
51542,125575
51543,125576
51544,125577
51545,125578
51546,125579
51547,125580
51548,125582
51549,125583
51550,125584
51551,125585
51552,125586
51553,125587
51554,125588
51555,125589
51556,125590
51557,125591
51558,125592
51559,125593
51560,125594
51561,125595
51562,125596
51563,125597
51564,125598
51565,125599
51566,125600
51567,125601
51568,125603
51569,125604
51570,125605
51571,125606
51572,125607
51573,125608
51574,125609
51575,125610
51576,125611
51577,125612
51578,125613
51579,125614
51580,125615
51581,125616
51582,125617
51583,125618
51584,125619
51585,125620
51586,125621
51587,125622
51588,125623
51589,125625
51590,125626
51591,125627
51592,125628
51593,125629
51594,125630
51595,125631
51596,125632
51597,125633
51598,125634
51599,125635
51600,125636
51601,125637
51602,125638
51603,125639
51604,125640
51605,125641
51606,125642
51607,125643
51608,125644
51609,125645
51610,125647
51611,125648
51612,125649
51613,125650
51614,125651
51615,125652
51616,125653
51617,125654
51618,125655
51619,125656
51620,125657
51621,125658
51622,125659
51623,124976
51624,124977
51625,124978
51626,124979
51627,124980
51628,124981
51629,124982
51630,124983
51631,124984
51632,124985
51633,124987
51634,124988
51635,124989
51636,124990
51637,124991
51638,124992
51639,124993
51640,124994
51689,124648
51690,124648
51691,124649
51692,124650
51693,124652
51694,124653
51695,124654
51696,124655
51697,124656
51698,124657
51699,125342
51700,125343
51701,125344
51702,125345
51703,125346
51704,125347
51705,125348
51706,125349
51707,125350
51708,125351
51709,125352
51710,125353
51711,125354
51712,125355
51713,125356
51714,125357
51715,125358
51716,125359
51717,125360
51718,125361
51719,125363
51720,125364
51722,125366
51723,125367
51724,125368
51725,125369
51726,125370
51727,125371
51728,125372
51729,125373
51730,125374
51731,125375
51732,125376
51733,125377
51737,125381
51738,125382
51739,125383
51740,125384
51741,125386
51742,125387
51743,125388
51744,125389
51745,125390
51746,125391
51747,125392
51748,125393
51749,125394
51750,126079
51751,126080
51752,126081
51753,126082
51754,126083
51755,126084
51756,126085
51757,126086
51758,126087
51759,126088
51760,126089
51761,126090
51762,126091
51763,126092
51764,126094
51765,126095
51766,126096
51767,126097
51768,126098
51769,126099
51770,126100
51771,126101
51772,126102
51773,126103
51774,126104
51775,126105
51776,126106
51777,126107
51778,126108
51779,126109
51780,126110
51781,126111
51782,126112
51783,126113
51784,126114
51785,126116
51786,126117
51787,126118
51788,126119
51789,126120
51790,126121
51791,126122
51792,126123
51793,126124
51794,126125
51795,126126
51796,126127
51797,126128
51798,126129
51799,126130
51800,126131
51801,126132
51802,126133
51803,126134
51804,126135
51805,126136
51806,126138
51807,126139
51808,126140
51809,126141
51810,126142
51811,126143
51812,126144
51813,126145
51814,126146
51815,126147
51816,126148
51817,126149
51818,126150
51819,126151
51820,126152
51821,126153
51822,126154
51823,126155
51824,126156
51825,126157
51826,126159
51827,126160
51828,126161
51829,126162
51830,126163
51831,126164
51832,126165
51833,126166
51834,126167
51835,126168
51836,126169
51837,126170
51838,126171
51839,126172
51840,126173
51841,126174
51842,126175
51843,126860
51844,126861
51845,126862
51846,126863
51847,126181
51848,126866
51849,126867
51850,126868
51851,126869
51852,126870
51853,126871
51854,126872
51855,126873
51856,126874
51857,126875
51858,126876
51859,126877
51860,126878
51861,126879
51862,126880
51863,126881
51864,126882
51865,126883
51866,126884
51867,126886
51868,126887
51869,126888
51870,126889
51871,126890
51872,126891
51873,126892
51874,126893
51875,126894
51876,126895
51877,126896
51878,126897
51879,126898
51880,126899
51881,126900
51882,126901
51883,126902
51884,126903
51885,126904
51886,126905
51887,126907
51888,126908
51889,126909
51890,126910
51891,126911
51892,126912
51893,126913
51894,126914
51895,126915
51896,126916
51897,126917
51898,126918
51899,126919
51900,126920
51901,126921
51902,126922
51903,126239
51904,126240
51905,126241
51906,126242
51907,126243
51908,126245
51909,126246
51910,126247
51911,126248
51912,126249
51913,126250
51914,126251
51915,126252
51916,126253
51917,126254
51918,126255
51919,126256
51920,126257
51921,126258
51922,126259
51923,126260
51924,126261
51925,126262
51926,126263
51927,126264
51928,126266
51929,126267
51930,126268
51931,126269
51932,126270
51933,126271
51934,126272
51935,126273
51936,126274
51937,126275
51938,126276
51939,126277
51940,126278
51941,126279
51942,126280
51943,126281
51944,126282
51945,126283
51946,126284
51947,126285
51948,126286
51949,126288
51950,126289
51951,126290
51952,126291
51953,126292
51954,126293
51955,126294
51956,126295
51957,126296
51958,126297
51959,126298
51960,126299
51961,126300
51962,126301
51963,126302
51964,126303
51965,126304
51966,126305
51967,126306
51968,126307
51969,126309
51970,126310
51971,126311
51972,126312
51973,126313
51974,126314
51975,126315
51976,126316
51977,126317
51978,126318
51979,126319
51980,126320
51981,126321
51982,126322
51983,126323
51984,126324
51985,126325
51986,126326
51987,126327
51988,126328
51989,126329
51990,126330
51991,126332
51992,126333
51993,126334
51994,126335
51995,126336
51996,126337
51997,126338
51998,126339
51999,126340
52000,126341
52001,125658
52002,125659
52003,125660
52004,125661
52005,125662
52006,125663
52007,125664
52008,125665
52009,125666
52010,125667
52011,125668
52012,125669
52013,125670
52014,125672
52015,125673
52016,125674
52017,125675
52018,125676
52019,125677
52020,125678
52070,125332
52071,125333
52072,125334
52073,125336
52074,125337
52075,125338
52076,125339
52077,125340
52078,125341
52079,125342
52080,126027
52081,126028
52082,126029
52083,126030
52084,126031
52085,126032
52086,126033
52087,126034
52088,126035
52089,126036
52090,126037
52091,126038
52092,126039
52093,126040
52094,126041
52095,126042
52096,126043
52097,126044
52098,126046
52099,126047
52102,126050
52103,126051
52104,126052
52105,126053
52106,126054
52107,126055
52108,126056
52109,126057
52110,126058
52111,126059
52112,126060
52113,126061
52116,126064
52117,126065
52118,126066
52119,126067
52120,126068
52121,126070
52122,126071
52123,126072
52124,126073
52125,126074
52126,126075
52127,126076
52128,126077
52129,126078
52130,126079
52131,126080
52132,126765
52133,126766
52134,126767
52135,126768
52136,126769
52137,126770
52138,126771
52139,126772
52140,126773
52141,126774
52142,126775
52143,126776
52144,126778
52145,126779
52146,126780
52147,126781
52148,126782
52149,126783
52150,126784
52151,126785
52152,126786
52153,126787
52154,126788
52155,126789
52156,126790
52157,126791
52158,126792
52159,126793
52160,126794
52161,126795
52162,126796
52163,126797
52164,126798
52165,126800
52166,126801
52167,126802
52168,126803
52169,126804
52170,126805
52171,126806
52172,126807
52173,126808
52174,126809
52175,126810
52176,126811
52177,126812
52178,126813
52179,126814
52180,126815
52181,126816
52182,126817
52183,126818
52184,126819
52185,126820
52186,126822
52187,126823
52188,126824
52189,126825
52190,126826
52191,126827
52192,126828
52193,126829
52194,126830
52195,126831
52196,126832
52197,126833
52198,126834
52199,126835
52200,126836
52201,126837
52202,126838
52203,126839
52204,126840
52205,126841
52206,126843
52207,126844
52208,126845
52209,126846
52210,126847
52211,126848
52212,126849
52213,126850
52214,126851
52215,126852
52216,126853
52217,126854
52218,126855
52219,126856
52220,126857
52221,126858
52222,126859
52223,126860
52224,126861
52225,126862
52226,126863
52227,126865
52228,126866
52229,126867
52230,126868
52231,126869
52232,126870
52233,126871
52234,126872
52235,126873
52236,126874
52237,126875
52238,126876
52239,126877
52240,127562
52241,127563
52242,127564
52243,127565
52244,127566
52245,127567
52246,127568
52247,127570
52248,127571
52249,127572
52250,127573
52251,127574
52252,127575
52253,127576
52254,127577
52255,127578
52256,127579
52257,127580
52258,127581
52259,127582
52260,127583
52261,127584
52262,127585
52263,127586
52264,127587
52265,127588
52266,126905
52267,127591
52268,127592
52269,127593
52270,127594
52271,126911
52272,126912
52273,126913
52274,126914
52275,126915
52276,126916
52277,126917
52278,126918
52279,126919
52280,126920
52281,126921
52282,126922
52283,126923
52284,126924
52285,126925
52286,126926
52287,126927
52288,126929
52289,126930
52290,126931
52291,126932
52292,126933
52293,126934
52294,126935
52295,126936
52296,126937
52297,126938
52298,126939
52299,126940
52300,126941
52301,126942
52302,126943
52303,126944
52304,126945
52305,126946
52306,126947
52307,126948
52308,126950
52309,126951
52310,126952
52311,126953
52312,126954
52313,126955
52314,126956
52315,126957
52316,126958
52317,126959
52318,126960
52319,126961
52320,126962
52321,126963
52322,126964
52323,126965
52324,126966
52325,126967
52326,126968
52327,126969
52328,126970
52329,126972
52330,126973
52331,126974
52332,126975
52333,126976
52334,126977
52335,126978
52336,126979
52337,126980
52338,126981
52339,126982
52340,126983
52341,126984
52342,126985
52343,126986
52344,126987
52345,126988
52346,126989
52347,126990
52348,126991
52349,126992
52350,126994
52351,126995
52352,126996
52353,126997
52354,126998
52355,126999
52356,127000
52357,127001
52358,127002
52359,127003
52360,127004
52361,127005
52362,127006
52363,127007
52364,127008
52365,127009
52366,127010
52367,127011
52368,127012
52369,127013
52370,127014
52371,127016
52372,127017
52373,127018
52374,127019
52375,127020
52376,127021
52377,127022
52378,127023
52379,126340
52380,126341
52381,126342
52382,126343
52383,126344
52384,126345
52385,126346
52386,126347
52387,126348
52388,126349
52389,126350
52390,126351
52391,126352
52392,126353
52393,126354
52394,126356
52395,126357
52396,126358
52397,126359
52398,126360
52399,126361
52400,126362
52401,126363
52450,126017
52451,126017
52452,126018
52453,126020
52454,126021
52455,126022
52456,126023
52457,126024
52458,126025
52459,126026
52460,126027
52461,126712
52462,126713
52463,126714
52464,126715
52465,126716
52466,126717
52467,126718
52468,126719
52469,126720
52470,126721
52471,126722
52472,126723
52473,126724
52474,126725
52475,126726
52476,126727
52477,126728
52478,126730
52479,126731
52480,126732
52481,126733
52482,126734
52483,126735
52484,126736
52485,126737
52486,126738
52487,126739
52488,126740
52489,126741
52490,126742
52491,126743
52492,126744
52493,126745
52496,126748
52497,126749
52498,126750
52499,126751
52500,126753
52501,126754
52502,126755
52503,126756
52504,126757
52505,126758
52506,126759
52507,126760
52508,126761
52509,126762
52510,126763
52511,126764
52512,126765
52513,126766
52514,127451
52515,127452
52516,127453
52517,127454
52518,127455
52521,127458
52522,127459
52523,127461
52524,127462
52525,127463
52526,127464
52527,127465
52528,127466
52529,127467
52530,127468
52531,127469
52532,127470
52533,127471
52534,127472
52535,127473
52536,127474
52537,127475
52538,127476
52539,127477
52540,127478
52541,127479
52542,127480
52543,127481
52544,127482
52545,127484
52546,127485
52547,127486
52548,127487
52549,127488
52550,127489
52551,127490
52552,127491
52553,127492
52554,127493
52555,127494
52556,127495
52557,127496
52558,127497
52559,127498
52560,127499
52561,127500
52562,127501
52563,127502
52564,127503
52565,127505
52566,127506
52567,127507
52568,127508
52569,127509
52570,127510
52571,127511
52572,127512
52573,127513
52574,127514
52575,127515
52576,127516
52577,127517
52578,127518
52579,127519
52580,127520
52581,127521
52582,127522
52583,127523
52584,127524
52585,127525
52586,127527
52587,127528
52588,127529
52589,127530
52590,127531
52591,127532
52592,127533
52593,127534
52594,127535
52595,127536
52596,127537
52597,127538
52598,127539
52599,127540
52600,127541
52601,127542
52602,127543
52603,127544
52604,127545
52605,127546
52606,127547
52607,127549
52608,127550
52609,127551
52610,127552
52611,127553
52612,127554
52613,127555
52614,127556
52615,127557
52616,127558
52617,127559
52618,127560
52619,127561
52620,127562
52621,127563
52622,127564
52623,127565
52624,127566
52625,127567
52626,127568
52627,127570
52628,127571
52629,127572
52630,127573
52631,127574
52632,127575
52633,127576
52634,127577
52635,127578
52636,127579
52637,127580
52638,127581
52639,127582
52640,127583
52641,127584
52642,127585
52643,127586
52644,127587
52645,127588
52646,127589
52647,127591
52648,127592
52649,127593
52650,127594
52651,127595
52652,127596
52653,127597
52654,127598
52655,127599
52656,127600
52657,127601
52658,127602
52659,127603
52660,127604
52661,127605
52662,127606
52663,127607
52664,127608
52665,127609
52666,127610
52667,127611
52668,127613
52669,127614
52670,127615
52671,127616
52672,127617
52673,127618
52674,127619
52675,127620
52676,127621
52677,127622
52678,127623
52679,127624
52680,127625
52681,127626
52682,127627
52683,127628
52684,127629
52685,127630
52686,127631
52687,127632
52688,127634
52689,127635
52690,127636
52691,127637
52692,127638
52693,127639
52694,127640
52695,127641
52696,127642
52697,127643
52698,127644
52699,127645
52700,127646
52701,127647
52702,127648
52703,127649
52704,127650
52705,127651
52706,127652
52707,127653
52708,127654
52709,127656
52710,127657
52711,127658
52712,127659
52713,127660
52714,127661
52715,127662
52716,127663
52717,127664
52718,127665
52719,127666
52720,127667
52721,127668
52722,127669
52723,127670
52724,127671
52725,127672
52726,127673
52727,127674
52728,127675
52729,127676
52730,127678
52731,127679
52732,127680
52733,127681
52734,127682
52735,127683
52736,127684
52737,127685
52738,127686
52739,127687
52740,127688
52741,127689
52742,127690
52743,127691
52744,127692
52745,127693
52746,127694
52747,127695
52748,127696
52749,127697
52750,127698
52751,127700
52752,127701
52753,127702
52754,127703
52755,127704
52756,127705
52757,127022
52758,127023
52759,127024
52760,127025
52761,127026
52762,127027
52763,127028
52764,127029
52765,127030
52766,127031
52767,127032
52768,127033
52769,127034
52770,127035
52771,127036
52772,127037
52773,127038
52774,127040
52775,127041
52776,127042
52777,127043
52778,127044
52779,127045
52780,127046
52781,127047
52782,127732
52830,127385
52831,126702
52832,126703
52833,126704
52834,126705
52835,126706
52836,126707
52837,126708
52838,126709
52839,126710
52840,126711
52841,126712
52842,126713
52843,127398
52844,127399
52845,127400
52846,127401
52847,127402
52848,127403
52849,127404
52850,127405
52851,127406
52852,127407
52853,127408
52854,127409
52855,127410
52856,127411
52857,127413
52858,127414
52859,127415
52860,127416
52861,127417
52862,127418
52864,127420
52866,127422
52867,127423
52868,127424
52869,127425
52870,127426
52871,127427
52872,127428
52873,127429
52874,127430
52875,127431
52876,127432
52877,127433
52878,127434
52879,127435
52880,127437
52881,127438
52882,127439
52883,127440
52884,127441
52885,127442
52886,127443
52887,127444
52888,127445
52889,127446
52890,127447
52891,127448
52892,127449
52893,127450
52894,127451
52895,127452
52896,128137
52897,128138
52898,128139
52900,128141
52901,128142
52902,128143
52903,128145
52904,128146
52905,128147
52906,128148
52907,128149
52908,128150
52909,128151
52910,128152
52911,128153
52912,128154
52913,128155
52914,128156
52915,128157
52916,128158
52917,128159
52918,128160
52919,128161
52920,128162
52921,128163
52922,128164
52923,128165
52924,128167
52925,128168
52926,128169
52927,128170
52928,128171
52929,128172
52930,128173
52931,128174
52932,128175
52933,128176
52934,128177
52935,128178
52936,128179
52937,128180
52938,128181
52939,128182
52940,128183
52941,128184
52942,128185
52943,128186
52944,128187
52945,128189
52946,128190
52947,128191
52948,128192
52949,128193
52950,128194
52951,128195
52952,128196
52953,128197
52954,128198
52955,128199
52956,128200
52957,128201
52958,128202
52959,128203
52960,128204
52961,128205
52962,128206
52963,128207
52964,128208
52965,128209
52966,128211
52967,128212
52968,128213
52969,128214
52970,128215
52971,128216
52972,128217
52973,128218
52974,128219
52975,128220
52976,128221
52977,128222
52978,128223
52979,128224
52980,128225
52981,128226
52982,128227
52983,128228
52984,128229
52985,128230
52986,128231
52987,128233
52988,128234
52989,128235
52990,128236
52991,128237
52992,128238
52993,128239
52994,128240
52995,128241
52996,128242
52997,128243
52998,128244
52999,128245
53000,128246
53001,128247
53002,128248
53003,128249
53004,128250
53005,128251
53006,128252
53007,128254
53008,128255
53009,128256
53010,128257
53011,128258
53012,128259
53013,128260
53014,128261
53015,128262
53016,128263
53017,128264
53018,128265
53019,128266
53020,128267
53021,128268
53022,128269
53023,128270
53024,128271
53025,128272
53026,128273
53027,128275
53028,128276
53029,128277
53030,128278
53031,128279
53032,128280
53033,128281
53034,128282
53035,128283
53036,128284
53037,128285
53038,128286
53039,128287
53040,128288
53041,128289
53042,128290
53043,128291
53044,128292
53045,128293
53046,128294
53047,128295
53048,128297
53049,128298
53050,128299
53051,128300
53052,128301
53053,128302
53054,128303
53055,128304
53056,128305
53057,128306
53058,128307
53059,128308
53060,128309
53061,128310
53062,128311
53063,128312
53064,128313
53065,128314
53066,128315
53067,128316
53068,128318
53069,128319
53070,128320
53071,128321
53072,128322
53073,128323
53074,128324
53075,128325
53076,128326
53077,128327
53078,128328
53079,128329
53080,128330
53081,128331
53082,128332
53083,128333
53084,128334
53085,128335
53086,128336
53087,128337
53088,128338
53089,128340
53090,128341
53091,128342
53092,128343
53093,128344
53094,128345
53095,128346
53096,128347
53097,128348
53098,128349
53099,128350
53100,128351
53101,128352
53102,128353
53103,128354
53104,128355
53105,128356
53106,128357
53107,128358
53108,128359
53109,128360
53110,128362
53111,128363
53112,128364
53113,128365
53114,128366
53115,128367
53116,128368
53117,128369
53118,128370
53119,128371
53120,128372
53121,128373
53122,128374
53123,128375
53124,128376
53125,128377
53126,128378
53127,128379
53128,128380
53129,128381
53130,127698
53131,127699
53132,128385
53133,128386
53134,128387
53135,127704
53136,127705
53137,127706
53138,127707
53139,127708
53140,127709
53141,127710
53142,127711
53143,127712
53144,127713
53145,127714
53146,127715
53147,127716
53148,127717
53149,127718
53150,127719
53151,127720
53152,127721
53153,127722
53154,127723
53155,127725
53156,127726
53157,127727
53158,127728
53159,127729
53160,127730
53161,127731
53162,127732
53163,127732
53210,127385
53211,127385
53212,127387
53213,127388
53214,127389
53215,127390
53216,127391
53217,127392
53218,127393
53219,127394
53220,127395
53221,127396
53222,127397
53223,127398
53224,128083
53225,128084
53226,128085
53227,128086
53228,128087
53229,128088
53230,128089
53231,128090
53232,128091
53233,128092
53234,128093
53235,128094
53236,128095
53237,128097
53238,128098
53239,128099
53241,128101
53242,128102
53245,128105
53246,128106
53247,128107
53248,128108
53249,128109
53250,128110
53251,128111
53252,128112
53253,128113
53254,128114
53255,128115
53256,128116
53257,128117
53258,128118
53259,128119
53260,128121
53261,128122
53265,128126
53266,128127
53267,128128
53268,128129
53269,128130
53270,128131
53271,128132
53272,128133
53273,128134
53274,128135
53275,128136
53276,128137
53277,128138
53278,128823
53279,128824
53280,128825
53281,128826
53282,128827
53283,128829
53284,128830
53285,128831
53286,128832
53287,128833
53288,128834
53289,128835
53290,128836
53291,128837
53292,128838
53293,128839
53294,128840
53295,128841
53296,128842
53297,128843
53298,128844
53299,128845
53300,128846
53301,128847
53302,128848
53303,128849
53304,128851
53305,128852
53306,128853
53307,128854
53308,128855
53309,128856
53310,128857
53311,128858
53312,128859
53313,128860
53314,128861
53315,128862
53316,128863
53317,128864
53318,128865
53319,128866
53320,128867
53321,128868
53322,128869
53323,128870
53324,128871
53325,128873
53326,128874
53327,128875
53328,128876
53329,128877
53330,128878
53331,128879
53332,128880
53333,128881
53334,128882
53335,128883
53336,128884
53337,128885
53338,128886
53339,128887
53340,128888
53341,128889
53342,128890
53343,128891
53344,128892
53345,128893
53346,128895
53347,128896
53348,128897
53349,128898
53350,128899
53351,128900
53352,128901
53353,128902
53354,128903
53355,128904
53356,128905
53357,128906
53358,128907
53359,128908
53360,128909
53361,128910
53362,128911
53363,128912
53364,128913
53365,128914
53366,128916
53367,128917
53368,128918
53369,128919
53370,128920
53371,128921
53372,128922
53373,128923
53374,128924
53375,128925
53376,128926
53377,128927
53378,128928
53379,128929
53380,128930
53381,128931
53382,128932
53383,128933
53384,128934
53385,128935
53386,128936
53387,128938
53388,128939
53389,128940
53390,128941
53391,128942
53392,128943
53393,128944
53394,128945
53395,128946
53396,128947
53397,128948
53398,128949
53399,128950
53400,128951
53401,128952
53402,128953
53403,128954
53404,128955
53405,128956
53406,128957
53407,128959
53408,128960
53409,128961
53410,128962
53411,128963
53412,128964
53413,128965
53414,128966
53415,128967
53416,128968
53417,128969
53418,128970
53419,128971
53420,128972
53421,128973
53422,128974
53423,128975
53424,128976
53425,128977
53426,128978
53427,128979
53428,128981
53429,128982
53430,128983
53431,128984
53432,128985
53433,128986
53434,128987
53435,128988
53436,128989
53437,128990
53438,128991
53439,128992
53440,128993
53441,128994
53442,128995
53443,128996
53444,128997
53445,128998
53446,128999
53447,129000
53448,129002
53449,129003
53450,129004
53451,129005
53452,129006
53453,129007
53454,129008
53455,129009
53456,129010
53457,129011
53458,129012
53459,129013
53460,129014
53461,129015
53462,129016
53463,129017
53464,129018
53465,129019
53466,129020
53467,129021
53468,129022
53469,129024
53470,129025
53471,129026
53472,129027
53473,129028
53474,129029
53475,129030
53476,129031
53477,129032
53478,129033
53479,129034
53480,129035
53481,129036
53482,129037
53483,129038
53484,129039
53485,129040
53486,129041
53487,129042
53488,129043
53489,129044
53490,129046
53491,129047
53492,129048
53493,129049
53494,129050
53495,129051
53496,129052
53497,129053
53498,129054
53499,129055
53500,129056
53501,129057
53502,129058
53503,129059
53504,129060
53505,129061
53506,129062
53507,129063
53508,128380
53509,128381
53510,128382
53511,128383
53512,128384
53513,128386
53514,128387
53515,128388
53516,128389
53517,128390
53518,128391
53519,128392
53520,128393
53521,128394
53522,128395
53523,128396
53524,128397
53525,128398
53526,128399
53527,128400
53528,128401
53529,128402
53530,128403
53531,128404
53532,128405
53533,128406
53534,128407
53535,128409
53536,128410
53537,128411
53538,128412
53539,128413
53540,128413
53591,128070
53592,128071
53593,128072
53594,128073
53595,128074
53596,128075
53597,128076
53598,128077
53599,128078
53600,128079
53601,128080
53602,128081
53603,128082
53604,128083
53605,128768
53606,128769
53607,128770
53608,128771
53609,128772
53610,128773
53611,128774
53612,128775
53613,128776
53614,128777
53615,128778
53616,128779
53617,128781
53618,128782
53619,128783
53620,128784
53622,128786
53623,128787
53624,128788
53625,128789
53626,128790
53627,128791
53628,128792
53629,128793
53630,128794
53631,128795
53632,128796
53633,128797
53634,128798
53635,128799
53636,128800
53637,128801
53638,128802
53639,128804
53640,128805
53642,128807
53643,128808
53644,128809
53645,128810
53646,128811
53647,128812
53648,128813
53649,128814
53650,128815
53651,128816
53652,128817
53653,128818
53654,128819
53655,128820
53656,128821
53657,128822
53658,128823
53659,128824
53660,129509
53661,129510
53662,128828
53663,128829
53664,128830
53665,129515
53666,129516
53667,129517
53668,129518
53669,129519
53670,129520
53671,129521
53672,129522
53673,129523
53674,129524
53675,129525
53676,129526
53677,129527
53678,129528
53679,129529
53680,129530
53681,129531
53682,129532
53683,129533
53684,129535
53685,129536
53686,129537
53687,129538
53688,129539
53689,129540
53690,129541
53691,129542
53692,129543
53693,129544
53694,129545
53695,129546
53696,129547
53697,129548
53698,129549
53699,129550
53700,129551
53701,129552
53702,129553
53703,129554
53704,129555
53705,129557
53706,129558
53707,129559
53708,129560
53709,129561
53710,129562
53711,129563
53712,129564
53713,129565
53714,129566
53715,129567
53716,129568
53717,129569
53718,129570
53719,129571
53720,129572
53721,129573
53722,129574
53723,129575
53724,129576
53725,129577
53726,129579
53727,129580
53728,129581
53729,129582
53730,129583
53731,129584
53732,129585
53733,129586
53734,129587
53735,129588
53736,129589
53737,129590
53738,129591
53739,129592
53740,129593
53741,129594
53742,129595
53743,129596
53744,129597
53745,129598
53746,129600
53747,129601
53748,129602
53749,129603
53750,129604
53751,129605
53752,129606
53753,129607
53754,129608
53755,129609
53756,129610
53757,129611
53758,129612
53759,129613
53760,129614
53761,129615
53762,129616
53763,129617
53764,129618
53765,129619
53766,129620
53767,129622
53768,129623
53769,129624
53770,129625
53771,129626
53772,129627
53773,129628
53774,129629
53775,129630
53776,129631
53777,129632
53778,129633
53779,129634
53780,129635
53781,129636
53782,129637
53783,129638
53784,129639
53785,129640
53786,129641
53787,129643
53788,129644
53789,129645
53790,129646
53791,129647
53792,129648
53793,129649
53794,129650
53795,129651
53796,129652
53797,129653
53798,129654
53799,129655
53800,129656
53801,129657
53802,129658
53803,129659
53804,129660
53805,129661
53806,129662
53807,129663
53808,129665
53809,129666
53810,129667
53811,129668
53812,129669
53813,129670
53814,129671
53815,129672
53816,129673
53817,129674
53818,129675
53819,129676
53820,129677
53821,129678
53822,129679
53823,129680
53824,129681
53825,129682
53826,129683
53827,129684
53828,129685
53829,129687
53830,129688
53831,129689
53832,129690
53833,129691
53834,129692
53835,129693
53836,129694
53837,129695
53838,129696
53839,129697
