sc_point_gid|old,sc_point_gid
5372,46029
5373,46030
5374,46031
5375,46032
5376,46033
5377,46034
5378,46035
5379,46037
5380,46038
5381,46039
5382,46040
5383,46041
5384,46042
5385,46043
5386,46728
5387,46729
5388,46730
5389,46731
5390,46732
5391,46733
5392,46734
5393,46735
5394,46736
5395,46737
5396,46739
5397,46740
5398,46741
5399,46742
5400,46743
5401,46744
5402,46745
5403,46746
5404,46747
5405,46748
5408,46751
5409,46752
5410,46753
5411,46755
5723,45998
5724,45999
5725,46001
5726,46002
5727,46003
5728,46004
5729,46005
5731,46007
5732,46008
5733,46693
5734,46694
5735,46695
5736,46696
5737,46697
5738,46698
5739,46699
5740,46700
5741,46701
5742,46702
5743,46704
5744,46705
5745,46706
5746,46707
5747,46708
5748,46709
5749,46710
5750,46711
5751,46712
5752,46713
5753,46714
5754,46715
5755,46716
5756,46717
5757,46718
5758,46719
5759,46721
5760,46722
5761,46723
5762,46724
5763,46725
5764,46726
5765,46727
5766,46728
5767,47413
5768,47414
5769,47415
5770,47416
5771,47417
5772,47418
5773,47419
5774,47420
5775,47421
5776,47423
5777,47424
5778,47425
5779,47426
5780,47427
5781,47428
5782,47429
5783,47430
5784,47431
5785,47432
5789,47436
5790,47438
5791,47439
5792,47440
5793,47441
5794,47442
5795,47443
5796,47444
6103,46682
6104,46683
6105,46685
6106,46686
6107,46687
6108,46688
6109,47373
6110,46690
6111,46691
6112,46692
6113,46693
6114,46694
6115,47379
6116,47380
6117,47381
6118,47382
6119,47383
6120,47384
6121,47385
6122,47386
6123,47388
6124,47389
6125,47390
6126,47391
6127,47392
6128,47393
6129,47394
6130,47395
6131,47396
6132,47397
6133,47398
6134,47399
6135,47400
6136,47401
6137,47402
6138,47404
6139,47405
6140,47406
6141,47407
6142,47408
6143,47409
6144,47410
6145,47411
6146,47412
6147,47413
6148,48098
6149,48099
6150,48100
6151,48101
6152,48102
6153,48103
6154,48104
6155,48106
6156,48107
6157,48108
6158,48109
6159,48110
6160,48111
6161,48112
6162,48113
6163,48114
6164,48115
6165,48116
6169,48120
6170,48122
6171,48123
6172,48124
6173,48125
6174,48126
6175,48127
6176,48128
6177,48129
6178,48130
6179,48131
6180,48132
6181,48133
6182,48134
6438,47040
6443,47045
6444,47046
6445,47047
6482,47366
6483,47366
6484,47368
6485,47369
6486,47370
6487,47371
6488,47372
6489,47373
6490,47374
6491,47375
6492,47376
6493,47377
6494,47378
6495,47379
6496,48064
6497,48065
6498,48066
6499,48067
6500,48068
6501,48069
6503,48072
6504,48073
6505,48074
6506,48075
6507,48076
6508,48077
6509,48078
6510,48079
6511,48080
6512,48081
6513,48082
6514,48083
6515,48084
6516,48085
6517,48086
6518,48088
6519,48089
6520,48090
6521,48091
6522,48092
6523,48093
6524,48094
6525,48095
6526,48096
6527,48097
6528,48098
6529,48783
6530,48784
6531,48785
6532,48786
6533,48787
6534,48788
6535,48790
6536,48791
6537,48792
6538,48793
6539,48794
6540,48795
6541,48796
6542,48797
6543,48798
6544,48799
6545,48800
6547,48802
6550,48806
6551,48807
6552,48808
6553,48809
6554,48810
6555,48811
6556,48812
6557,48813
6558,48814
6559,48815
6560,48816
6561,48817
6562,48818
6563,48819
6564,48821
6565,48822
6566,48823
6567,48824
6568,49509
6569,48826
6818,47724
6822,47728
6823,47729
6824,47730
6825,47731
6826,47732
6862,47366
6863,48051
6864,48052
6865,48053
6866,48054
6867,48055
6868,48056
6869,48057
6870,48058
6871,48743
6872,48060
6874,48062
6875,48063
6876,48064
6877,48749
6878,48750
6879,48751
6880,48752
6882,48071
6883,48756
6884,48757
6885,48758
6886,48759
6887,48760
6888,48761
6889,48762
6890,48763
6891,48764
6892,48765
6893,48766
6894,48767
6895,48768
6896,48769
6897,48770
6898,48772
6899,48773
6900,48774
6901,48775
6902,48776
6903,48777
6904,48778
6905,48779
6906,48780
6907,48781
6908,48782
6909,48783
6910,49468
6911,49469
6912,49470
6913,49471
6914,48789
6915,48790
6916,49475
6917,49476
6918,49477
6919,49478
6920,49479
6921,49480
6922,49481
6923,49482
6924,49483
6925,49484
6926,49485
6927,49486
6930,49490
6931,49491
6932,49492
6933,49493
6934,49494
6935,49495
6936,49496
6937,49497
6938,49498
6939,49499
6940,49500
6941,49501
6942,49502
6943,49503
6944,49505
6945,49506
6946,49507
6947,49508
6948,49509
6949,49510
6950,49511
6951,49512
6952,49513
6953,49514
6954,49515
6955,50200
6956,50201
7197,48407
7198,48408
7199,48409
7201,48411
7202,48412
7203,48413
7204,48414
7205,48415
7206,48416
7207,48417
7242,49418
7243,48051
7244,48736
7245,48737
7246,48738
7247,48739
7248,48740
7249,48741
7250,48742
7251,48743
7252,48744
7253,48745
7254,48746
7255,48747
7256,48748
7257,48749
7258,49434
7259,49435
7260,48753
7261,48754
7262,48755
7263,48756
7264,49441
7265,49442
7266,49443
7267,49444
7268,49445
7269,49446
7270,49447
7271,49448
7272,49449
7273,49450
7274,49451
7275,49452
7276,49453
7277,49455
7278,49456
7279,49457
7280,49458
7281,49459
7282,49460
7283,49461
7284,49462
7285,49463
7286,49464
7287,49465
7288,49466
7289,49467
7290,49468
7291,49469
7292,50154
7293,49472
7294,49473
7295,49474
7296,49475
7297,50160
7298,50161
7299,50162
7300,50163
7301,50164
7302,50165
7303,50166
7304,50167
7305,50168
7306,50169
7307,50170
7308,50171
7310,50174
7311,50175
7312,50176
7313,50177
7314,50178
7315,50179
7316,50180
7317,50181
7318,50182
7319,50183
7320,50184
7321,50185
7322,50186
7323,50187
7324,50189
7325,50190
7326,50191
7327,50192
7328,50193
7329,50194
7330,50195
7331,50196
7332,50197
7333,50198
7334,50199
7335,50200
7336,50201
7337,50886
7338,50887
7339,50205
7340,50206
7341,50207
7342,50892
7343,50893
7577,49091
7578,49092
7579,49093
7580,49094
7581,49095
7582,49096
7583,49097
7584,49098
7585,49099
7586,49100
7587,49101
7622,49418
7623,49419
7624,49420
7625,49421
7626,49422
7627,49423
7628,49424
7629,49425
7630,49426
7631,49427
7632,49428
7633,49429
7634,49430
7635,49431
7636,49432
7637,49433
7638,49434
7639,49436
7640,49437
7641,49438
7642,49439
7643,49440
7644,49441
7645,50126
7646,50127
7647,50128
7648,50129
7649,50130
7650,50131
7651,50132
7652,50133
7653,50134
7654,50135
7655,50136
7656,50137
7657,50139
7658,50140
7659,50141
7660,50142
7661,50143
7662,50144
7663,50145
7664,50146
7665,50147
7666,50148
7667,50149
7668,50150
7669,50151
7670,50152
7671,50153
7672,50155
7673,50156
7674,50157
7675,50158
7676,50159
7677,50160
7678,50845
7679,50846
7680,50847
7681,50848
7682,50849
7683,50850
7684,50851
7685,50852
7686,50853
7687,50854
7688,50855
7690,50858
7691,50859
7692,50860
7693,50861
7694,50862
7695,50863
7696,50864
7697,50865
7698,50866
7699,50867
7700,50868
7701,50869
7702,50870
7703,50871
7704,50873
7705,50874
7706,50875
7707,50876
7708,50877
7709,50878
7710,50879
7711,50880
7712,50881
7713,50882
7714,50883
7715,50884
7716,50885
7717,50886
7718,50888
7719,50889
7720,50890
7721,50891
7722,50892
7723,50893
7724,51578
7725,51579
7726,51580
7727,51581
7728,51582
7729,51583
7730,51584
7731,51585
7732,51586
7738,51593
7800,51659
7801,51660
7957,49775
7958,49776
7959,49777
7960,49778
7961,49779
7962,49780
7963,49781
7964,49782
7965,49783
7966,49784
7967,49785
8002,49418
8003,50103
8004,50104
8005,50105
8006,50106
8007,50107
8008,50108
8009,50109
8010,50110
8011,50111
8012,50112
8013,50113
8014,50114
8015,50115
8016,50116
8017,50117
8018,50118
8019,50120
8020,50121
8021,50122
8022,50123
8023,50124
8024,50125
8025,50126
8026,50811
8027,50812
8028,50813
8029,50814
8030,50815
8031,50816
8032,50817
8033,50818
8034,50819
8035,50820
8036,50821
8037,50823
8038,50824
8039,50825
8040,50826
8041,50827
8042,50828
8043,50829
8044,50830
8045,50831
8046,50832
8047,50833
8048,50834
8049,50835
8050,50836
8051,50837
8052,50839
8053,50840
8054,50841
8055,50842
8056,50843
8057,50844
8058,50845
8059,50846
8060,51531
8061,51532
8062,51533
8063,51534
8064,51535
8065,51536
8066,51537
8067,51538
8068,51539
8069,51541
8070,51542
8071,51543
8072,51544
8073,51545
8074,51546
8075,51547
8076,51548
8077,51549
8078,51550
8079,51551
8080,51552
8081,51553
8082,51554
8083,51556
8084,51557
8085,51558
8086,51559
8087,51560
8088,51561
8089,51562
8090,51563
8091,51564
8092,51565
8093,51566
8094,51567
8095,51568
8096,51569
8097,51570
8098,51572
8099,51573
8100,51574
8101,51575
8102,51576
8103,51577
8104,51578
8105,51579
8106,51580
8107,52265
8108,52266
8109,52267
8110,52268
8111,52269
8112,52270
8113,52272
8114,52273
8115,52274
8116,52275
8117,52276
8118,52277
8119,52278
8120,52279
8121,52280
8128,52288
8129,52289
8130,52289
8131,52975
8180,52343
8181,52344
8337,50459
8338,50460
8339,50461
8340,50462
8341,50463
8342,50464
8343,50465
8344,50466
8345,50467
8346,50468
8347,50469
8348,50470
8382,50786
8383,50787
8384,50788
8385,50789
8386,50790
8387,50791
8388,50792
8389,50793
8390,50794
8391,50795
8392,50796
8393,50797
8394,50798
8395,50799
8396,50800
8397,50801
8398,50803
8399,50804
8400,50805
8401,50806
8402,50807
8403,50808
8404,50809
8405,50810
8406,50811
8407,51496
8408,51497
8409,51498
8410,51499
8411,51500
8412,51501
8413,51502
8414,51503
8415,51504
8416,51506
8417,51507
8418,51508
8419,51509
8420,51510
8421,51511
8422,51512
8423,51513
8424,51514
8425,51515
8426,51516
8427,51517
8428,51518
8429,51519
8430,51520
8431,51521
8432,51523
8433,51524
8434,51525
8435,51526
8436,51527
8437,51528
8438,51529
8439,51530
8440,51531
8441,52216
8442,52217
8443,52218
8444,52219
8445,52220
8446,52221
8447,52222
8448,52224
8449,52225
8450,52226
8451,52227
8452,52228
8453,52229
8454,52230
8455,52231
8456,52232
8457,52233
8458,52234
8459,52235
8460,52236
8461,52237
8462,52238
8463,52240
8464,52241
8465,52242
8466,52243
8467,52244
8468,52245
8469,52246
8470,52247
8471,52248
8472,52249
8473,52250
8474,52251
8475,52252
8476,52253
8477,52254
8478,52256
8479,52257
8480,52258
8481,52259
8482,52260
8483,52261
8484,52262
8485,52263
8486,52264
8487,52265
8488,52266
8489,52951
8490,52952
8491,52953
8492,52954
8493,52272
8494,52273
8495,52958
8496,52959
8497,52960
8498,52961
8499,52962
8500,52963
8501,52964
8502,52965
8503,52966
8504,52967
8505,52968
8506,52969
8507,52971
8508,52972
8509,52973
8510,52974
8511,52975
8512,52976
8513,52977
8514,52978
8515,52979
8516,52980
8520,52984
8521,52986
8522,52987
8560,53027
8716,51142
8717,51143
8718,51144
8719,51145
8720,51146
8721,51147
8722,51148
8723,51149
8724,51150
8725,51151
8726,51152
8727,51153
8728,51154
8761,52153
8762,51470
8763,51471
8764,51472
8765,51473
8766,51474
8767,51475
8768,51476
8769,51477
8770,51478
8771,51479
8772,51480
8773,51481
8774,51482
8775,51483
8776,51484
8777,51485
8778,51487
8779,51488
8780,51489
8781,51490
8782,51491
8783,51492
8784,51493
8785,51494
8786,51495
8787,51496
8788,52181
8789,52182
8790,52183
8791,52184
8792,52185
8793,52186
8794,52187
8795,52188
8796,52190
8797,52191
8798,52192
8799,52193
8800,52194
8801,52195
8802,52196
8803,52197
8804,52198
8805,52199
8806,52200
8807,52201
8808,52202
8809,52203
8810,52204
8811,52206
8812,52207
8813,52208
8814,52209
8815,52210
8816,52211
8817,52212
8818,52213
8819,52214
8820,52215
8821,52216
8822,52217
8823,52902
8824,52903
8825,52904
8826,52905
8827,52906
8828,52908
8830,52910
8831,52911
8832,52912
8833,52913
8834,52914
8835,52915
8836,52916
8837,52917
8838,52918
8839,52919
8840,52920
8841,52921
8842,52922
8843,52924
8844,52925
8845,52926
8846,52927
8847,52928
8848,52929
8849,52930
8850,52931
8851,52932
8852,52933
8853,52934
8854,52935
8855,52936
8856,52937
8857,52938
8858,52940
8859,52941
8860,52942
8861,52943
8862,52944
8863,52945
8864,52946
8865,52947
8866,52948
8867,52949
8868,52950
8869,52951
8870,52952
8871,52953
8872,52955
8873,52956
8874,52957
8875,52958
8876,52959
8877,52960
8878,53645
8879,53646
8880,53647
8881,53648
8882,53649
8883,53650
8884,53651
8885,53652
8886,53653
8887,53655
8888,53656
8889,53657
8890,53658
8891,53659
8892,53660
8893,53661
8894,53662
8895,53663
8896,53664
8897,53665
8898,53666
8899,53667
8900,53668
8901,53670
8902,53671
8903,53672
8904,53673
8905,53674
8906,53675
8907,53676
8908,53677
8909,53678
8910,53679
8911,53680
8912,53681
9096,51826
9097,51827
9098,51828
9099,51829
9100,51830
9101,51831
9102,51832
9103,51833
9104,51834
9105,51835
9106,51836
9107,51837
9108,51838
9141,52153
9142,52154
9143,52155
9144,52156
9145,52157
9146,52158
9147,52159
9148,52160
9149,52161
9150,52162
9151,52163
9152,52164
9153,52165
9154,52166
9155,52167
9156,52168
9157,52170
9158,52171
9159,52172
9160,52173
9161,52174
9162,52175
9163,52176
9164,52177
9165,52178
9166,52179
9167,52180
9168,52181
9169,52866
9170,52867
9171,52868
9172,52869
9173,52870
9174,52871
9175,52873
9176,52874
9177,52875
9178,52876
9179,52877
9180,52878
9181,52879
9182,52880
9183,52881
9184,52882
9185,52883
9186,52884
9187,52885
9188,52886
9189,52887
9190,52888
9191,52890
9192,52891
9193,52892
9194,52893
9195,52894
9196,52895
9197,52896
9198,52897
9199,52898
9200,52899
9201,52900
9202,52901
9203,52902
9204,53587
9205,53588
9206,53589
9207,52907
9208,52908
9209,52909
9212,53596
9213,53597
9214,53598
9215,53599
9216,53600
9217,53601
9218,53602
9219,53603
9220,53604
9221,53605
9222,53606
9223,53608
9224,53609
9225,53610
9226,53611
9227,53612
9228,53613
9229,53614
9230,53615
9231,53616
9232,53617
9233,53618
9234,53619
9235,53620
9236,53621
9237,53623
9238,53624
9239,53625
9240,53626
9241,53627
9242,53628
9243,53629
9244,53630
9245,53631
9246,53632
9247,53633
9248,53634
9249,53635
9250,53636
9251,53637
9252,53639
9253,53640
9254,53641
9255,53642
9256,53643
9257,53644
9258,53645
9259,53646
9260,53647
9261,54332
9262,54333
9263,54334
9264,54335
9265,54336
9266,54337
9267,54339
9268,54340
9269,54341
9270,54342
9271,54343
9272,54344
9273,54345
9274,54346
9275,54347
9276,54348
9277,54349
9278,54350
9279,54351
9280,54352
9281,54354
9282,54355
9283,54356
9284,54357
9285,54358
9286,54359
9287,54360
9288,54361
9289,54362
9290,54363
9291,54364
9292,54365
9293,54366
9294,54367
9295,54369
9296,54370
9297,54371
9298,54372
9299,54373
9300,54374
9301,54375
9302,54376
9303,54377
9304,54378
9305,54379
9306,54380
9307,54381
9308,54382
9309,54384
9310,54385
9311,54386
9312,54387
9314,54389
9315,54390
9316,54391
9317,54392
9318,54393
9319,54394
9320,54395
9321,54396
9476,52510
9477,52511
9478,52512
9479,52513
9480,52514
9481,52515
9482,52516
9483,52517
9484,52518
9485,52519
9486,52520
9487,52521
9488,52522
9489,51839
9520,52153
9521,52153
9522,52154
9523,52839
9524,52840
9525,52841
9526,52842
9527,52843
9528,52844
9529,52845
9530,52846
9531,52847
9532,52848
9533,52849
9534,52850
9535,52851
9536,52852
9537,52854
9538,52855
9539,52856
9540,52857
9541,52858
9542,52859
9543,52860
9544,52861
9545,52862
9546,52863
9547,52864
9548,52865
9549,52866
9550,53551
9551,53552
9552,53553
9553,53554
9554,53555
9555,53557
9556,53558
9557,53559
9558,53560
9559,53561
9560,53562
9561,53563
9562,53564
9563,53565
9564,53566
9565,53567
9566,53568
9567,53569
9568,53570
9569,53571
9570,53572
9571,53574
9572,53575
9573,53576
9574,53577
9575,53578
9576,53579
9577,53580
9578,53581
9579,53582
9580,53583
9581,53584
9582,53585
9583,53586
9584,53587
9585,53588
9586,53590
9587,53591
9588,53592
9589,53593
9590,53594
9592,54280
9593,54281
9594,54282
9595,54283
9596,54284
9597,54285
9598,54286
9599,54287
9600,54288
9601,54289
9602,54291
9603,54292
9604,54293
9605,54294
9606,54295
9607,54296
9608,54297
9609,54298
9610,54299
9611,54300
9612,54301
9613,54302
9614,54303
9615,54304
9616,54305
9617,54307
9618,54308
9619,54309
9620,54310
9621,54311
9622,54312
9623,54313
9624,54314
9625,54315
9626,54316
9627,54317
9628,54318
9629,54319
9630,54320
9631,54321
9632,54323
9633,54324
9634,54325
9635,54326
9636,54327
9637,54328
9638,54329
9639,54330
9640,54331
9641,54332
9642,54333
9643,54334
9644,55019
9645,55020
9646,55021
9647,54339
9648,54340
9649,55025
9650,55026
9651,55027
9652,55028
9653,55029
9654,55030
9655,55031
9656,55032
9657,55033
9658,55034
9659,55035
9660,55036
9661,55038
9662,55039
9663,55040
9664,55041
9665,55042
9666,55043
9667,55044
9668,55045
9669,55046
9670,55047
9671,55048
9672,55049
9673,55050
9674,55051
9675,55053
9676,55054
9677,55055
9678,55056
9679,55057
9680,55058
9681,55059
9682,55060
9683,55061
9684,55062
9685,55063
9686,55064
9687,55065
9688,55066
9689,55068
9690,55069
9691,55070
9692,55071
9693,55072
9694,55073
9695,55074
9696,55075
9697,55076
9698,55077
9699,55078
9700,55079
9701,55080
9702,55081
9856,53193
9857,53195
9858,53196
9859,53197
9860,53198
9861,53199
9862,53200
9863,53201
9864,53202
9865,53203
9866,53204
9867,53205
9868,52522
9869,52523
9901,52837
9902,52838
9903,52839
9904,53524
9905,53525
9906,53526
9907,53527
9908,53528
9909,53529
9910,53530
9911,53531
9912,53532
9913,53533
9914,53534
9915,53535
9916,53537
9917,53538
9918,53539
9919,53540
9920,53541
9921,53542
9922,53543
9923,53544
9924,53545
9925,53546
9926,53547
9927,53548
9928,53549
9929,53550
9930,53551
9931,54236
9932,54237
9933,54238
9934,53556
9935,53557
9936,54242
9937,54243
9938,54244
9939,54245
9940,54246
9941,54247
9942,54248
9943,54249
9944,54250
9945,54251
9946,54252
9947,54253
9948,54254
9949,54255
9950,54257
9951,54258
9952,54259
9953,54260
9954,54261
9955,54262
9956,54263
9957,54264
9958,54265
9959,54266
9960,54267
9961,54268
9962,54269
9963,54270
9964,54271
9965,54272
9966,54274
9967,54275
9968,54276
9972,54280
9973,54965
9974,54966
9975,54967
9976,54968
9977,54969
9978,54970
9979,54971
9980,54972
9981,54973
9982,54975
9983,54976
9984,54977
9985,54978
9986,54979
9987,54980
9988,54981
9989,54982
9990,54983
9991,54984
9992,54985
9993,54986
9994,54987
9995,54988
9996,54989
9997,54991
9998,54992
9999,54993
10000,54994
10001,54995
10002,54996
10003,54997
10004,54998
10005,54999
10006,55000
10007,55001
10008,55002
10009,55003
10010,55004
10011,55005
10012,55007
10013,55008
10014,55009
10015,55010
10016,55011
10017,55012
10018,55013
10019,55014
10020,55015
10021,55016
10022,55017
10023,55018
10024,55019
10025,55020
10026,55022
10027,55023
10028,55024
10029,55025
10030,55026
10031,55027
10032,55028
10033,55713
10034,55714
10035,55715
10036,55716
10037,55717
10038,55718
10039,55719
10040,55720
10041,55722
10042,55723
10043,55724
10044,55725
10045,55726
10046,55727
10047,55728
10048,55729
10049,55730
10050,55731
10051,55732
10052,55733
10053,55734
10054,55735
10055,55737
10056,55738
10057,55739
10058,55740
10059,55741
10060,55742
10061,55743
10062,55744
10063,55745
10064,55746
10065,55747
10066,55748
10067,55749
10068,55750
10069,55752
10070,55753
10071,55754
10072,55755
10073,55756
10074,55757
10075,55758
10076,55759
10077,55760
10078,55761
10079,55762
10080,55763
10081,55764
10082,55765
10236,53877
10237,53879
10238,53880
10239,53881
10240,53882
10241,53883
10242,53884
10243,53885
10244,53886
10245,53887
10246,53888
10247,53205
10248,53206
10249,53207
10281,54205
10282,54206
10283,54207
10284,54208
10285,54209
10286,54210
10287,54211
10288,54212
10289,54213
10290,54214
10291,54215
10292,54216
10293,54217
10294,54218
10295,54219
10296,54221
10297,54222
10298,54223
10299,54224
10300,54225
10301,54226
10302,54227
10303,54228
10304,54229
10305,54230
10306,54231
10307,54232
10308,54233
10309,54234
10310,54235
10311,54236
10312,54921
10313,54239
10314,54240
10315,54241
10316,54242
10317,54927
10318,54928
10319,54929
10320,54930
10321,54931
10322,54932
10323,54933
10324,54934
10325,54935
10326,54936
10327,54937
10328,54938
10329,54939
10330,54941
10331,54942
10332,54943
10333,54944
10334,54945
10335,54946
10336,54947
10337,54948
10338,54949
10339,54950
10340,54951
10341,54952
10342,54953
10343,54954
10344,54955
10345,54957
10346,54958
10347,54959
10352,54964
10353,54965
10354,55650
10355,55651
10356,55652
10357,55653
10358,55654
10359,55655
10360,55656
10361,55657
10362,55659
10363,55660
10364,55661
10365,55662
10366,55663
10367,55664
10368,55665
10369,55666
10370,55667
10371,55668
10372,55669
10373,55670
10374,55671
10375,55672
10376,55673
10377,55675
10378,55676
10379,55677
10380,55678
10381,55679
10382,55680
10383,55681
10384,55682
10385,55683
10386,55684
10387,55685
10388,55686
10389,55687
10390,55688
10391,55690
10392,55691
10393,55692
10394,55693
10395,55694
10396,55695
10397,55696
10398,55697
10399,55698
10400,55699
10401,55700
10402,55701
10403,55702
10404,55703
10405,55704
10406,55706
10407,55707
10408,55708
10409,55709
10410,55710
10411,55711
10412,55712
10413,55713
10414,55714
10415,55715
10416,55716
10417,55717
10418,56402
10419,56403
10420,56404
10421,55722
10422,55723
10423,56408
10424,56409
10425,56410
10426,56411
10427,56412
10428,56413
10429,56414
10430,56415
10431,56416
10432,56417
10433,56418
10434,56419
10435,56421
10436,56422
10437,56423
10438,56424
10439,56425
10440,56426
10441,56427
10442,56428
10443,56429
10444,56430
10445,56431
10446,56432
10447,56433
10448,56434
10449,56436
10450,56437
10451,56438
10452,56439
10453,56440
10454,56441
10455,56442
10456,56443
10457,56444
10458,56445
10459,56446
10460,56447
10461,56448
10462,56449
10463,56450
10464,56452
10465,56453
10466,56454
10471,56459
10472,56460
10616,54561
10617,54563
10618,54564
10619,54565
10620,54566
10621,54567
10622,54568
10623,54569
10624,54570
10625,54571
10626,54572
10627,53889
10628,53890
10629,53891
10630,53892
10661,54205
10662,54206
10663,54207
10664,54208
10665,54893
10666,54894
10667,54895
10668,54896
10669,54897
10670,54898
10671,54899
10672,54900
10673,54901
10674,54902
10675,54903
10676,54905
10677,54906
10678,54907
10679,54908
10680,54909
10681,54910
10682,54911
10683,54912
10684,54913
10685,54914
10686,54915
10687,54916
10688,54917
10689,54918
10690,54919
10691,54920
10692,54922
10693,54923
10694,54924
10695,54925
10696,54926
10697,54927
10698,54928
10699,55613
10700,55614
10701,55615
10702,55616
10703,55617
10704,55618
10705,55619
10706,55620
10707,55621
10708,55622
10709,55623
10710,55625
10711,55626
10712,55627
10713,55628
10714,55629
10715,55630
10716,55631
10717,55632
10718,55633
