region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km,trans_adder_per_mw
p1,5,5748,1449.146,445166.846,137390.203,0,27.694,141.376,-170386.43999999997
p1,5,6121,1332.792,796716.485,226838.939,0,16.659,235.782,-343038.606
p1,5,6122,1093.703,621531.338,51653.792,0,2.766,235.782,-518223.753
p1,5,6123,1055.292,792717.058,222839.513,0,11.277,235.782,-347038.032
p1,5,6124,1529.447,518299.401,266590.586,0,61.091,117.974,14881.771000000008
p1,5,6125,1484.829,505290.829,253582.014,0,47.565,117.974,1873.1989999999932
p1,5,6126,1457.006,461940.628,210231.813,0,45.876,117.974,-41477.00200000001
p1,5,6127,1451.818,491882.587,184105.944,0,37.875,141.376,-123670.699
p1,5,6128,1441.258,415728.755,107952.112,0,24.118,141.376,-199824.531
p1,5,6129,1439.667,373415.099,65638.456,0,12.129,141.376,-242138.18699999998
p1,5,6501,220.336,1052108.214,482230.669,0,24.068,235.782,-87646.87600000005
p1,5,6503,20.758,3192295.583,2940586.768,0,56.178,117.974,2688877.953
p1,5,6504,1043.756,476635.145,224926.331,0,47.487,117.974,-26782.483999999997
p1,5,6505,1468.864,438821.264,187112.449,0,35.252,117.974,-64596.36600000001
p1,5,6506,1439.331,421953.35,170244.535,0,34.439,117.974,-81464.28
p1,5,6507,1432.134,443589.125,138284.422,0,22.153,124.115,-167020.281
p1,5,6508,1435.369,395992.263,90687.561,0,10.58,124.115,-214617.142
p1,5,6509,1442.544,321155.214,15850.511,0,1.866,124.115,-289454.192
p1,5,6882,202.292,607590.885,331263.198,0,51.358,97.72,54935.511
p1,5,6883,752.316,468929.448,217220.634,0,46.947,117.974,-34488.18100000001
p1,5,6884,1298.768,431914.074,180205.259,0,36.201,117.974,-71503.55600000001
p1,5,6885,1439.385,384695.202,132986.387,0,24.87,117.974,-118722.42800000001
p1,5,6886,1411.362,358800.156,107091.341,0,18.98,117.974,-144617.474
p1,5,6887,1293.228,362540.482,110831.667,0,19.397,117.974,-140877.148
p1,5,7261,875.446,468886.745,192559.058,0,35.375,97.72,-83768.62899999999
p1,5,7262,1121.767,456798.812,180471.125,0,40.445,97.72,-95856.56199999998
p1,5,7263,88.319,801501.846,549793.032,0,47.105,117.974,298084.217
p1,5,7264,1129.219,394029.864,142321.049,0,29.842,117.974,-109387.766
p1,5,7265,1395.73,339192.466,87483.651,0,17.757,117.974,-164225.164
p1,5,7640,1379.517,411636.834,135309.147,0,30.924,97.72,-141018.53999999998
p1,5,7641,1452.111,359762.176,83434.489,0,22.15,97.72,-192893.19799999997
p1,5,7642,1438.099,406062.338,129734.652,0,21.851,97.72,-146593.03499999997
p1,5,7643,1285.76,436772.628,160444.942,0,29.001,97.72,-115882.74499999997
p1,5,7644,1362.701,428150.098,176441.284,0,33.564,117.974,-75267.53099999999
p1,5,8020,1396.887,359443.737,83116.05,0,19.828,97.72,-193211.637
p1,5,8021,1465.764,319647.534,43319.847,0,8.884,97.72,-233007.83999999997
p1,5,8022,1490.414,338974.695,62647.008,0,10.113,97.72,-213680.67899999997
p1,5,8023,1482.811,349203.027,111420.415,0,21.348,90.661,-126362.197
p1,5,8024,1438.019,384850.692,147068.08,0,27.404,90.661,-90714.532
p1,5,8399,1253.799,483659.287,207331.6,0,36.832,97.72,-68996.08699999997
p1,5,8400,1475.145,378009.378,101681.691,0,20.719,97.72,-174645.99599999998
p1,5,8401,1492.494,315495.949,39168.262,0,7.804,97.72,-237159.425
p1,5,8402,1518.894,315383.488,39055.801,0,8.959,97.72,-237271.88599999997
p1,5,8403,1528.679,279907.909,42125.297,0,8.275,90.661,-195657.315
p1,5,8404,1430.375,323391.671,85609.059,0,16.535,90.661,-152173.553
p1,5,8780,1544.322,416233.324,139905.638,0,26.67,97.72,-136422.04899999997
p1,5,8781,1554.582,345936.357,108153.745,0,24.477,90.661,-129628.867
p1,5,8782,1558.241,301198.96,63416.348,0,11.637,90.661,-174366.264
p1,5,8783,1552.977,262394.719,24612.107,0,4.938,90.661,-213170.505
p1,5,8784,1481.912,198498.654,8565.404,0,1.012,71.952,-181367.84699999998
p1,5,8785,1399.693,267668.152,77734.902,0,12.61,71.952,-112198.34899999999
p1,5,9156,77.883,1156838.852,794154.962,0,53.071,124.647,431471.07200000004
p1,5,9157,131.038,1202508.184,926180.497,0,80.526,97.72,649852.81
p1,5,9161,1588.585,367409.637,129627.025,0,30.77,90.661,-108155.587
p1,5,9162,1547.875,323127.376,85344.764,0,20.428,90.661,-152437.848
p1,5,9163,1524.914,194689.046,41241.636,0,4.932,56.501,-112205.775
p1,5,9164,1462.283,237136.475,47203.224,0,11.105,71.952,-142730.027
p1,5,9543,1410.2,290592.754,81222.011,0,22.088,78.729,-128148.73199999999
p1,5,9544,1272.039,261968.656,52597.914,0,9.897,78.729,-156772.829
p1,6,799,812.273,855931.736,39288.065,0,5.162,225.082,-777355.6059999999
p1,6,1179,1023.263,925924.953,63568.698,0,4.78,225.075,-798787.557
p1,6,1559,969.559,846748.847,124567.493,0,27.11,188.072,-597613.861
p1,6,1939,943.275,736737.904,156813.194,0,28.991,159.081,-423111.51599999995
p1,6,2319,961.663,647408.169,95004.147,0,10.215,157.684,-457399.875
p1,6,2699,937.988,584459.821,32055.799,0,4.144,157.684,-520348.223
p1,6,3080,1374.706,730320.154,117372.126,0,13.201,178.2,-495575.90200000006
p1,6,3460,1357.182,799291.188,186343.16,0,29.487,178.2,-426604.868
p1,6,3840,1018.382,462846.712,181258.279,0,42.006,89.469,-100330.15400000001
p1,6,4600,990.767,485937.149,243431.983,0,31.369,82.52,926.8160000000207
p1,6,4979,881.506,371253.472,128748.305,0,15.858,82.52,-113756.862
p1,6,4980,114.12,672548.655,430043.488,0,28.772,82.52,187538.32100000003
p1,6,5359,910.658,302234.275,19054.637,0,1.67,88.345,-264125.001
p1,6,5739,938.186,381328.812,152679.771,0,24.425,79.249,-75969.26999999999
p1,6,5740,798.591,414331.224,171826.057,0,37.813,82.52,-70679.10999999999
p1,6,6119,617.316,395315.352,198820.485,0,34.587,60.746,2325.6179999999877
p1,6,6120,855.93,544836.226,316187.184,0,42.817,79.249,87538.14300000001
p1,6,6499,598.39,389306.97,206015.225,0,28.698,53.042,22723.478999999992
p1,6,6500,50.001,1736154.844,1166277.299,0,36.565,235.782,596399.7540000001
p1,6,6879,482.743,483510.815,300219.07,0,31.765,53.042,116927.324
p1,6,6880,154.721,706686.316,523394.57,0,45.715,53.042,340102.824
p1,6,7258,204.59,345815.14,217304.819,0,29.794,51.037,88794.49799999999
p1,6,7259,947.832,411785.534,228493.788,0,37.444,53.042,45202.04199999999
p1,6,7260,788.527,461350.295,185022.608,0,39.514,97.72,-91305.07899999997
p1,6,7266,1348.25,303332.149,51623.334,0,6.838,117.974,-200085.481
p1,6,7638,645.752,316573.266,188062.946,0,36.076,51.037,59552.625
p1,6,7639,1003.036,455406.466,179078.779,0,37.776,97.72,-97248.90799999997
p1,6,7645,1338.821,351190.215,99481.401,0,21.106,117.974,-152227.414
p1,6,7646,1299.339,301936.058,50227.243,0,9.253,117.974,-201481.572
p1,6,8018,905.853,378721.662,250211.341,0,44.691,51.037,121701.01999999999
p1,6,8019,1240.236,456530.624,180202.937,0,33.072,97.72,-96124.74999999997
p1,6,8025,1321.016,385308.931,133600.116,0,27.157,117.974,-118108.699
p1,6,8026,1290.935,268540.414,95705.809,0,21.15,81.79,-77128.79600000002
p1,6,8397,709.416,377048.35,248538.029,0,48.673,51.037,120027.70800000001
p1,6,8398,857.329,596086.858,319759.172,0,50.247,97.72,43431.485000000044
p1,6,8405,1353.788,288338.886,98405.635,0,19.996,71.952,-91527.616
p1,6,8406,1287.474,257704.102,84869.497,0,12.296,81.79,-87965.10800000001
p1,6,8776,1.771,34900750.986,34601704.039,0,41.755,96.291,34302657.092
p1,6,8777,130.727,840041.735,711531.414,0,63.734,51.037,583021.093
p1,6,8786,1351.666,268978.308,96143.703,0,17.904,81.79,-76690.90200000002
p1,6,8787,1280.427,246728.186,73893.581,0,12.098,81.79,-98941.024
p1,6,9155,56.096,1113658.645,750974.755,0,29.789,124.647,388290.865
p1,6,9165,1382.949,284097.673,47907.594,0,8.043,93.035,-188282.485
p1,6,9166,1325.817,288336.629,52146.55,0,8.605,93.035,-184043.52899999998
p1,6,9545,991.433,224364.314,14993.572,0,2.294,78.729,-194377.17099999997
p1,6,9546,1269.172,269593.544,47019.264,0,7.393,86.066,-175555.016
p1,6,9924,779.508,284939.073,75568.33,0,15.105,78.729,-133802.413
p1,6,9925,81.944,390588.028,181217.285,0,11.837,78.729,-28153.457999999984
p1,6,9926,294.994,247396.949,96343.532,0,11.619,89.896,-54709.88499999998
p1,6,10304,162.872,146413.286,121137.146,0,17.252,8.88,95861.00499999999
p1,6,10306,4.44,4080997.535,3929944.118,0,12.628,89.896,3778890.701
p1,7,798,83.706,852134.578,75796.755,0,5.937,207.552,-700541.068
p1,7,1178,92.538,949971.911,133328.24,0,17.022,225.082,-683315.431
p1,7,1558,92.137,920247.646,198066.292,0,13.12,188.072,-524115.06200000003
p1,7,1938,51.55,942017.992,362093.282,0,11.963,159.081,-217831.42799999996
p1,7,2318,48.853,803302.354,285994.202,0,10.476,141.734,-231313.95
p1,7,2698,49.302,649927.205,132619.053,0,5.581,141.734,-384689.099
p1,7,3078,49.844,852018.14,379466.798,0,11.569,133.213,-93084.54499999998
p1,7,3079,933.759,677255.219,124851.197,0,18.335,157.684,-427552.825
p1,7,3458,25.293,989957.362,670582.931,0,16.423,98.227,351208.5
p1,7,3459,920.326,437204.408,155615.975,0,31.685,89.469,-125972.45800000001
p1,7,3838,40.4,608964.455,284243.703,0,8.38,99.261,-40477.049
p1,7,3839,685.76,417499.113,135910.68,0,23.512,89.469,-145677.75300000003
p1,7,4218,117.013,395501.394,78937.772,0,2.967,89.968,-237625.84999999998
p1,7,4219,836.443,449738.988,168150.556,0,22.336,89.469,-113437.87700000001
p1,7,4598,173.332,307839.393,144730.563,0,18.254,57.153,-18378.266999999993
p1,7,4599,760.006,371705.967,129200.8,0,21.163,82.52,-113304.36699999998
p1,7,4978,172.081,283102.329,40597.162,0,2.974,82.52,-201908.005
p1,7,5358,334.153,303347.293,74698.252,0,7.114,79.249,-153950.789
p1,7,5738,371.95,357037.194,74451.18,0,4.954,80.077,-208134.83500000002
p1,7,6118,589.369,419322.347,136736.333,0,9.923,80.077,-145849.682
p1,7,6498,412.579,370801.327,163507.779,0,10.109,55.889,-43785.769
p1,7,6877,5.921,1776721.296,1520153.785,0,4.054,67.717,1263586.274
p1,7,6878,465.986,339048.747,155757.001,0,18.811,53.042,-27534.745000000024
p1,7,7257,139.136,281517.271,153006.95,0,16.178,51.037,24496.629000000015
p1,7,7636,11.082,1411004.79,1221901.448,0,8.937,58.87,1032798.1060000001
p1,7,7637,608.744,283311.357,154801.036,0,28.236,51.037,26290.714999999997
p1,7,8016,265.067,402090.322,202135.24,0,17.773,62.483,2180.157999999996
p1,7,8017,898.893,353029.171,224518.851,0,33.635,51.037,96008.53
p1,7,8395,38.521,913754.276,614707.329,0,18.906,96.291,315660.38200000004
p1,7,8396,190.308,578411.003,360354.022,0,45.913,87.063,142297.04
p1,7,8774,20.484,1390415.713,1091368.766,0,19.257,96.291,792321.8190000001
p1,7,8775,173.283,553077.983,272533.842,0,35.524,106.878,-8010.298999999999
p1,7,9154,257.205,502234.598,192193.822,0,25.984,113.792,-117846.95400000003
p10,1,62743,204.581,1917402.346,246496.626,0,26.79,226.93,-1424409.094
p10,1,63122,6082.418,2085153.608,414247.888,0,33.175,226.93,-1256657.832
p10,1,63123,1694.613,1931385.703,186078.727,0,23.616,242.551,-1559228.249
p10,1,63124,191.98,2032440.192,287133.215,0,35.715,242.551,-1458173.761
p10,1,63502,5333.311,1918159.723,288944.434,0,13.965,217.674,-1340270.855
p10,1,63503,5688.643,2195995.853,328062.124,0,44.394,279.64,-1539871.605
p10,1,63504,1265.023,2077945.654,210011.925,0,34.441,279.64,-1657921.804
p10,1,63882,2080.297,1801939.039,172723.75,0,22.196,217.674,-1456491.539
p10,1,63883,7132.48,2198777.403,479769.688,0,39.965,251.258,-1239238.0259999998
p10,1,63884,5339.246,2139000.636,271066.908,0,27.694,279.64,-1596866.821
p10,1,63885,482.852,2033810.76,141805.414,0,14.001,283.545,-1750199.932
p10,1,64262,1279.671,1875563.992,156556.278,0,25.047,251.258,-1562451.436
p10,1,64263,1513.542,2047227.563,328219.849,0,26.494,251.258,-1390787.865
p10,1,64264,2417.809,2168365.39,300431.661,0,16.58,279.64,-1567502.068
p10,1,64265,3253.213,1920614.519,28609.173,0,3.365,283.545,-1863396.173
p10,1,64643,4412.529,1773376.371,54368.657,0,8.492,251.258,-1664639.057
p10,1,64644,6564.019,1927264.047,27534.493,0,2.092,286.75,-1872195.061
p10,1,64645,6382.777,1898406.706,30472.977,0,5.264,279.64,-1837460.752
p10,1,64646,1639.508,1913858.53,45005.768,0,5.715,278.613,-1823846.9940000002
p10,1,65023,1876.186,1735887.748,27759.099,0,2.548,247.453,-1680369.55
p10,1,65024,7043.465,1835743.305,59874.489,0,4.947,253.0,-1715994.327
p10,1,65025,6712.358,1950945.304,83011.575,0,17.082,279.64,-1784922.154
p10,1,65026,3593.323,1949629.887,80777.125,0,16.76,278.613,-1788075.637
p10,1,65404,6156.342,1799905.51,76161.944,0,6.345,242.379,-1647581.6220000002
p10,1,65405,6520.561,1810182.729,88789.451,0,7.493,241.929,-1632603.827
p10,1,65406,4357.713,1941721.057,120497.873,0,24.859,265.39,-1700725.311
p10,1,65407,48.804,2271671.785,191532.683,0,6.466,336.945,-1888606.419
p10,1,65784,5924.416,1719835.294,29141.438,0,4.746,231.09,-1661552.4179999998
p10,1,65785,6555.84,1800948.086,54922.673,0,7.074,245.777,-1691102.739
p10,1,65786,4135.161,1900935.013,79711.829,0,13.041,265.39,-1741511.355
p10,1,65787,25.398,2388797.616,327503.318,0,5.895,332.41,-1733790.98
p10,1,66163,4659.358,1715691.386,35926.118,0,5.795,239.307,-1643839.15
p10,1,66164,5986.531,1750350.745,21785.436,0,1.589,237.065,-1706779.872
p10,1,66165,6679.209,1803305.847,57280.434,0,6.736,245.777,-1688744.9780000001
p10,1,66166,3644.557,1830829.268,9606.085,0,1.372,265.39,-1811617.099
p10,1,66543,2178.697,1756271.657,49196.939,0,7.604,248.482,-1657877.78
p10,1,66544,2480.609,1807561.061,100486.342,0,18.587,248.482,-1606588.377
p10,1,66545,2636.714,1895190.369,24922.797,0,2.166,259.275,-1845344.775
p10,1,66546,1681.109,1884699.543,44039.17,0,3.452,273.906,-1796621.203
p10,1,66547,1341.409,1866549.238,4216.114,0,0.307,280.406,-1858117.01
p10,2,62364,36.3,2615625.886,817413.503,0,24.403,270.481,-980798.8799999999
p10,2,62742,2298.255,1802383.009,57076.032,0,5.901,242.551,-1688230.9440000001
p10,2,62744,23.62,2730330.684,932118.301,0,18.596,270.481,-866094.0819999999
p10,2,63121,2043.72,1729841.583,59085.512,0,3.753,226.209,-1611670.559
p10,2,63125,1302.967,1963077.0,164864.616,0,21.872,270.481,-1633347.767
p10,2,63505,490.287,2149627.757,257622.411,0,26.267,283.545,-1634382.9349999998
p10,2,63881,221.151,1972373.82,343158.531,0,23.503,217.674,-1286056.7580000001
p10,2,63886,24.606,2651956.532,759951.186,0,16.247,283.545,-1132054.16
p10,2,63887,581.552,2108884.828,216879.483,0,25.658,283.545,-1675125.863
p10,2,64261,516.542,1622753.306,170159.07,0,12.033,170.819,-1282435.166
p10,2,64642,1978.807,1802429.751,83422.037,0,16.774,251.258,-1635585.677
p10,2,65022,341.361,1838900.129,119892.415,0,15.358,251.258,-1599115.2989999999
p10,2,65027,5.908,6005832.589,4136979.827,0,24.194,278.613,2268127.065
p10,2,65403,1277.191,1649134.315,52842.571,0,5.845,207.998,-1543449.173
p10,2,65783,5033.936,1657347.544,39982.896,0,4.045,215.978,-1577381.7510000002
p10,2,65788,48.762,2214688.579,129966.65,0,2.816,337.575,-1954755.28
p10,2,66162,193.364,1744552.937,64787.67,0,6.546,239.307,-1614977.598
p10,2,66167,2.792,5750402.643,3928678.752,0,8.932,263.159,2106954.86
p10,2,66168,184.786,2024635.746,130603.779,0,14.302,289.558,-1763428.1879999998
p10,2,66169,30.37,2470623.082,489676.502,0,11.975,311.323,-1491270.079
p10,2,66170,221.298,2247174.463,238791.329,0,12.871,319.066,-1769591.8050000002
p10,2,66171,8.381,4149471.093,2069864.421,0,13.383,333.406,-9742.25
p10,2,66542,287.343,1819208.424,112133.705,0,12.486,248.482,-1594941.014
p10,2,66548,1133.54,1928362.045,34330.078,0,3.836,289.558,-1859701.889
p10,2,66549,9.092,2823868.796,842922.215,0,4.736,311.323,-1138024.366
p10,2,66550,626.741,2015214.827,6831.692,0,0.382,319.066,-2001551.442
p10,2,66929,380.254,1089733.852,117675.771,0,21.211,327.015,-854382.309
p10,2,67309,2543.794,1096380.759,124322.678,0,23.375,327.015,-847735.402
p10,2,67689,368.791,978902.492,182579.445,0,32.677,302.103,-613743.602
p10,3,45251,1300.474,2554230.35,172356.24,0,12.538,548.909,-2209517.87
p10,3,45631,1984.284,2466741.84,84478.43,0,8.635,548.947,-2297784.979
p10,3,50197,2.963,29632859.07,27846816.144,0,57.285,358.985,26060773.218000002
p10,3,50577,8.215,11180776.257,9394733.331,0,55.052,358.985,7608690.405
p10,3,50957,5.116,16775006.809,14989335.04,0,62.441,358.895,13203663.271
p10,3,51335,20.334,4253841.778,2468170.009,0,39.633,358.895,682498.24
p10,3,51714,157.918,1903402.063,184032.783,0,10.396,318.5,-1535336.497
p10,3,51715,2194.477,1964928.769,175471.9,0,22.242,324.523,-1613984.969
p10,3,51716,1171.86,2020857.869,231401.0,0,28.961,324.523,-1558055.869
p10,3,52094,96.067,1887547.663,168178.383,0,8.039,318.5,-1551190.897
p10,3,52095,667.611,1918520.179,129063.31,0,11.457,324.523,-1660393.559
p10,3,52096,1159.99,1947607.513,158150.644,0,21.47,324.523,-1631306.2249999999
p10,3,52474,26.137,2148062.767,378252.497,0,4.677,319.929,-1391557.773
p10,3,54006,55.785,3652708.129,1719048.659,0,83.392,302.198,-214610.811
p10,3,54007,0.699,139743607.517,137628265.197,0,87.243,367.575,135512922.877
p10,3,54386,108.664,3158003.591,1224344.121,0,81.536,302.198,-709315.3489999999
p10,3,54387,52.087,3862133.088,1746790.769,0,70.001,367.575,-368551.55099999974
p10,3,54388,22.937,5403709.524,3288367.205,0,60.274,367.575,1173024.8850000002
p10,3,54765,30.015,3641451.614,1707792.144,0,49.79,302.198,-225867.32599999988
p10,3,54766,1.338,48897085.057,46963425.587,0,58.981,302.198,45029766.117
p10,3,55146,6.254,10300677.943,8367018.473,0,48.161,302.198,6433359.0030000005
p10,3,55526,145.43,2269544.575,335885.105,0,27.654,302.198,-1597774.365
p10,3,55527,44.999,3004254.571,912541.891,0,32.782,357.323,-1179170.7889999999
p10,3,55904,161.697,2234059.733,300400.264,0,28.475,302.198,-1633259.206
p10,3,55905,54.006,2312682.676,379023.207,0,15.513,302.198,-1554636.263
p10,3,55906,40.693,2788720.048,855060.578,0,26.606,302.198,-1078598.892
p10,3,55907,24.981,3250918.418,1317258.948,0,23.808,302.198,-616400.5219999999
p10,3,55908,10.991,4339456.933,2247744.252,0,18.964,357.323,156031.57199999993
p10,3,56284,126.168,2257710.345,324050.876,0,20.117,302.198,-1609608.594
p10,3,56285,142.159,2009969.322,76309.853,0,4.736,302.198,-1857349.617
p10,3,56286,27.497,2492305.969,558646.499,0,9.666,302.198,-1375012.971
p10,3,56287,4.05,12099910.987,10166251.517,0,29.964,302.198,8232592.047000001
p10,3,56288,3.679,11814715.892,9723003.211,0,30.131,357.323,7631290.5309999995
p10,3,56292,47.104,3052432.66,937090.341,0,34.678,367.575,-1178251.9789999998
p10,3,56664,16.728,3590179.79,1656520.321,0,21.394,302.198,-277139.149
p10,3,56665,9.06,4372027.483,2438368.014,0,16.868,302.198,504708.544
p10,3,56666,2.112,9799137.532,7849919.303,0,12.51,305.197,5900701.074
p10,3,57046,1.392,48621461.184,46821649.038,0,58.234,255.217,45021836.892000005
p10,3,58195,805.396,2655679.32,288467.822,0,41.357,435.3,-2078743.6760000002
p10,3,58565,75.058,2438188.47,714755.015,0,43.449,243.779,-1008678.4400000001
p10,3,58566,108.212,2620420.325,896986.87,0,55.202,243.779,-826446.5850000001
p10,3,58575,929.157,2599598.128,232386.63,0,31.602,435.3,-2134824.8680000002
p10,3,58945,78.236,2526156.518,802723.063,0,51.63,243.779,-920710.3920000001
p10,3,58946,145.542,2550837.242,651296.847,0,57.307,254.166,-1248243.549
p10,3,58947,148.412,2639276.263,739735.867,0,64.266,254.166,-1159804.529
p10,3,58955,294.514,2659261.478,292049.98,0,41.321,435.3,-2075161.5180000002
p10,3,59325,210.081,2363759.918,640326.463,0,58.001,243.779,-1083106.992
p10,3,59326,165.257,2371175.152,471634.757,0,45.84,254.166,-1427905.639
p10,3,59327,80.906,2775047.567,875507.171,0,59.351,254.166,-1024033.225
p10,3,60089,30.606,5155874.099,2788662.6,0,78.351,435.3,421451.10199999996
p10,3,60469,35.286,4115183.344,2276882.994,0,76.996,302.026,438582.64399999985
p10,3,60851,8.953,10446792.043,7957169.399,0,67.802,467.091,5467546.755000001
