region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km,trans_adder_per_mw
p3,5,11832,1572.841,397816.788,77996.756,0,24.93,129.446,-241823.277
p3,5,11833,1604.206,384278.655,64458.623,0,13.673,129.446,-255361.41
p3,5,11834,1594.133,348481.959,28661.926,0,6.493,129.446,-291158.107
p3,5,11835,1565.875,386914.593,50222.592,0,10.02,136.697,-286469.409
p3,5,11836,1564.109,418315.402,81623.401,0,21.013,136.697,-255068.59999999998
p3,5,11837,1540.603,451735.161,72974.803,0,17.494,176.809,-305785.555
p3,5,11838,1533.734,423915.05,80453.069,0,15.833,173.774,-263008.91099999996
p3,5,11839,1533.737,534819.156,36315.326,0,3.147,200.809,-462188.503
p3,5,11840,1539.217,648843.317,90255.626,0,21.84,214.221,-468332.065
p3,5,11841,1557.719,644121.229,73316.299,0,17.64,237.031,-497488.63100000005
p3,5,11842,1612.958,379925.042,66063.099,0,12.714,104.05,-247798.84400000004
p3,5,11843,1594.354,374185.766,60323.822,0,12.832,104.05,-253538.12100000004
p3,5,12211,1422.092,312495.693,31508.538,0,3.812,136.816,-249478.61700000003
p3,5,12212,1473.766,341593.275,69902.989,0,6.95,133.098,-201787.298
p3,5,12213,1499.21,377548.134,57728.101,0,13.875,129.446,-262091.932
p3,5,12214,1481.458,352886.818,33066.785,0,5.847,129.446,-286753.248
p3,5,12217,1502.814,375727.965,32265.985,0,6.677,173.774,-311195.995
p3,5,12218,1503.626,415544.027,36783.668,0,5.748,176.809,-341976.69
p3,5,12219,1521.608,595863.557,37275.866,0,5.867,214.221,-521311.825
p3,5,12222,1629.867,618203.635,47398.705,0,7.754,237.031,-523406.22500000003
p3,5,12223,1584.27,645102.816,74297.886,0,19.318,237.031,-496507.04400000005
p3,5,12592,655.301,412666.527,75791.483,0,17.803,159.695,-261083.56
p3,5,12593,1375.211,417765.883,80890.84,0,22.76,159.695,-255984.203
p3,5,12602,1557.062,636756.179,65951.249,0,12.047,237.031,-504853.68100000004
p3,5,12603,1494.167,656896.577,86091.647,0,21.722,237.031,-484713.28300000005
p3,5,12970,1395.007,354032.062,38132.072,0,7.952,149.344,-277767.919
p3,6,4233,1367.689,457655.554,42118.359,0,9.622,190.25,-373418.835
p3,6,4234,1358.603,481163.187,65625.992,0,11.991,190.25,-349911.20200000005
p3,6,4235,1378.389,519898.503,104361.308,0,22.646,190.25,-311175.886
p3,6,4613,1335.4,445765.389,30228.195,0,5.662,190.25,-385308.999
p3,6,4614,1339.354,466791.581,51254.386,0,9.358,190.25,-364282.808
p3,6,4615,1364.376,530511.114,114973.919,0,21.475,190.25,-300563.275
p3,6,4616,1357.407,597892.465,182355.271,0,37.307,190.25,-233181.923
p3,6,4617,1367.95,712143.192,223530.961,0,53.454,226.354,-265081.269
p3,6,4993,1346.1,490012.754,74475.559,0,16.993,190.25,-341061.635
p3,6,4994,1353.361,503615.717,88078.523,0,18.962,190.25,-327458.67100000003
p3,6,4995,1361.512,528057.704,112520.51,0,27.443,190.25,-303016.684
p3,6,4996,1329.543,616185.343,200648.148,0,41.134,190.25,-214889.04600000003
p3,6,4997,1333.801,471041.841,248428.025,0,57.091,115.697,25814.209000000003
p3,6,5003,1383.485,503279.872,47765.897,0,4.675,149.271,-407748.078
p3,6,5004,1363.444,510080.619,126633.657,0,29.375,121.725,-256813.305
p3,6,5373,1380.34,424908.871,111721.198,0,30.61,148.722,-201466.475
p3,6,5374,1380.283,541602.399,126065.204,0,30.846,190.25,-289471.99
p3,6,5375,1371.592,392786.017,170172.201,0,39.574,115.697,-52441.61499999999
p3,6,5376,1331.334,429942.528,134328.112,0,18.446,142.081,-161286.30400000003
p3,6,5377,1344.141,423865.787,201251.971,0,46.418,115.697,-21361.845
p3,6,5383,1192.528,422042.247,38595.286,0,9.513,121.725,-344851.676
p3,6,5384,457.927,588248.282,204801.321,0,31.479,121.725,-178645.641
p3,6,5385,847.179,494563.425,188606.344,0,24.897,101.028,-117350.737
p3,6,5756,1379.621,364684.689,69070.273,0,6.478,142.081,-226544.14300000004
p3,6,5763,1276.182,405369.758,21922.796,0,3.613,121.725,-361524.166
p3,6,5764,1257.469,480352.131,96905.169,0,16.702,121.725,-286541.793
p3,6,5765,1356.577,414300.378,108343.298,0,12.128,101.028,-197613.783
p3,6,5766,1378.471,360838.191,54881.11,0,11.686,101.028,-251075.97100000002
p3,6,6143,1306.411,455665.636,72218.674,0,16.86,121.725,-311228.288
p3,6,6144,1296.75,479350.835,95903.874,0,22.026,121.725,-287543.088
p3,6,6145,1353.658,369431.001,70391.572,0,8.979,98.352,-228647.85700000002
p3,6,6146,1323.064,329835.803,21330.578,0,3.498,106.686,-287174.647
p3,6,6147,1329.609,413093.804,104588.579,0,13.26,106.686,-203916.64599999998
p3,6,6524,1320.566,511317.05,127870.088,0,32.417,121.725,-255576.874
p3,6,6525,1324.873,342799.761,92830.181,0,12.971,79.053,-157139.39899999998
p3,6,6526,1254.785,291991.486,42021.906,0,5.438,79.053,-207947.674
p3,6,6527,1283.046,349254.468,99284.888,0,16.597,79.053,-150684.69199999998
p3,6,6904,1345.797,234897.04,157019.953,0,39.832,22.313,79142.86600000001
p3,6,6905,1264.141,369124.551,119154.971,0,14.13,79.053,-130814.60899999998
p3,6,6906,1250.379,321609.938,71640.358,0,9.337,79.053,-178329.222
p3,6,6907,1306.606,348363.807,98394.227,0,17.571,79.053,-151575.353
p3,6,7284,1311.704,194683.379,61057.004,0,7.083,48.1,-72569.371
p3,6,7285,1278.391,258184.762,83907.088,0,8.027,59.224,-90370.58699999998
p3,6,7286,1314.854,375176.199,125206.619,0,21.891,79.053,-124762.96099999998
p3,6,7664,1326.776,153228.397,35016.748,0,3.334,40.155,-83194.90100000001
p3,6,7665,1364.041,234000.538,59722.864,0,5.717,59.224,-114554.81099999999
p3,6,9183,1225.656,187407.206,74275.342,0,7.307,37.249,-38856.522
p3,6,10325,1370.942,363006.094,166689.836,0,14.194,58.319,-29626.42299999998
p3,6,11830,1216.906,300029.92,54072.95,0,7.965,109.952,-191884.01900000003
p3,6,11844,1363.713,408227.466,94365.522,0,22.603,104.05,-219496.42100000003
p3,6,12210,1258.845,300774.922,48091.026,0,7.291,112.438,-204592.87
p3,6,12224,1369.63,437012.389,123150.446,0,30.749,104.05,-190711.49700000003
p3,6,12590,1305.793,334958.353,41712.437,0,5.23,133.498,-251533.47900000002
p3,6,12591,1331.798,377449.626,61549.636,0,15.634,149.344,-254350.35499999998
p3,6,12971,1332.954,342546.761,26646.77,0,5.432,149.344,-289253.22099999996
p3,6,12972,1270.6,370798.391,33923.347,0,5.91,159.695,-302951.696
p3,6,12983,1383.576,676967.453,91301.76,0,15.69,196.808,-494363.934
p3,6,13363,1331.581,639589.451,53923.757,0,6.679,196.808,-531741.937
p30,2,69603,2.011,6918788.174,6018005.905,0,17.52,252.95,5117223.636
p30,2,69980,111.317,1585517.572,684735.303,0,57.243,252.95,-216046.96600000001
p30,2,70361,270.032,1286880.456,386098.187,0,51.738,252.95,-514684.082
p30,2,70742,616.357,699658.123,453132.385,0,133.278,138.665,206606.647
p30,2,70743,92.012,1383227.276,482445.007,0,61.125,252.95,-418337.262
p30,3,69224,184.303,992405.947,91623.678,0,10.526,252.95,-809158.591
p30,3,69604,31.293,1085945.031,185162.762,0,6.0,252.95,-715619.507
p30,3,69614,313.023,415530.12,169004.382,0,44.752,138.665,-77521.356
p30,3,70364,34.098,1705899.164,805116.894,0,35.57,252.95,-95665.375
p30,3,70377,868.822,136447.672,76609.358,0,11.317,24.908,16771.043999999994
p30,3,70378,2977.816,88836.885,14534.02,0,2.278,30.373,-59768.844
p30,3,70745,10.029,3656601.964,2755819.695,0,40.677,252.95,1855037.426
p30,3,70757,1209.424,83748.094,73442.092,0,17.136,6.279,63136.08900000001
p30,3,70758,2440.212,36413.953,26107.95,0,5.476,6.279,15801.947
p30,3,71123,241.01,799930.681,553404.943,0,126.305,138.665,306879.20499999996
p30,3,71125,58.234,1503303.686,602521.417,0,52.942,252.95,-298260.85199999996
p30,3,71137,394.478,138493.405,59348.572,0,17.151,41.196,-19796.261
p30,3,71138,927.261,113259.195,39258.713,0,8.254,34.816,-34741.768
p30,3,71505,218.406,1056398.872,526967.24,0,60.746,223.428,-2464.3919999999925
p30,3,71506,210.879,963736.574,434304.943,0,49.046,223.428,-95126.68899999995
p30,3,71517,1271.238,124297.947,15567.725,0,1.872,45.138,-93162.496
p30,3,71518,543.582,92807.708,13662.875,0,1.925,41.196,-65481.958
p30,3,71887,229.775,877466.681,348035.049,0,42.508,223.428,-181396.58299999998
p30,3,71892,758.269,735607.53,206175.898,0,29.483,223.428,-323255.734
p30,3,71893,950.42,310079.574,193636.619,0,46.663,58.729,77193.664
p30,3,71894,7.436,3727833.501,3606497.485,0,29.056,60.867,3485161.469
p30,3,71895,1135.027,206450.096,90007.141,0,23.549,58.729,-26435.814
p30,3,71896,1343.685,161193.849,39857.833,0,5.897,60.867,-81478.183
p30,3,71897,1814.104,149317.701,29640.768,0,5.643,60.647,-90036.16500000001
p30,3,72268,403.009,762594.505,233162.874,0,37.764,223.428,-296268.758
p30,3,72269,435.887,764738.333,235306.701,0,32.992,223.428,-294124.931
p30,3,72270,627.803,727822.699,198391.067,0,28.667,223.428,-331040.56499999994
p30,3,72271,174.881,768906.556,239474.924,0,32.224,223.428,-289956.708
p30,3,72272,1713.784,360767.75,244324.795,0,63.175,58.729,127881.84000000001
p30,3,72273,328.549,346695.577,230252.622,0,55.485,58.729,113809.667
p30,3,72274,113.441,412357.168,291021.151,0,34.464,60.867,169685.135
p30,3,72275,643.284,241139.547,121462.614,0,27.988,60.647,1785.6809999999969
p30,3,72276,299.502,220304.996,100628.063,0,20.422,60.647,-19048.87000000001
p30,3,72277,744.932,185614.399,65937.467,0,18.803,60.647,-53739.466
p30,3,72650,337.67,847448.18,318016.548,0,41.157,223.428,-211415.08399999997
p30,3,72651,225.194,899192.865,369761.233,0,43.744,223.428,-159670.39899999998
p30,3,72652,872.591,425975.255,309532.3,0,71.795,58.729,193089.34499999997
p30,3,72653,15.111,3202471.941,2673040.309,0,55.186,223.428,2143608.677
p30,3,72654,442.933,392620.289,271284.273,0,41.17,60.867,149948.25699999998
p30,3,72655,499.304,298545.389,177209.373,0,33.235,60.867,55873.35699999999
p30,3,72656,2303.299,218835.784,99158.851,0,32.091,60.647,-20518.08200000001
p30,3,72657,2737.337,215209.133,95532.201,0,30.398,60.647,-24144.732000000004
p30,3,72658,1133.512,292512.533,172835.601,0,41.287,60.647,53158.66799999999
p30,3,73032,783.945,385071.431,268628.476,0,83.157,58.729,152185.521
p30,3,73033,532.0,425262.764,305585.832,0,65.97,60.647,185908.89899999998
p30,3,73034,1663.189,316852.211,197175.278,0,55.219,60.647,77498.34499999999
p30,3,73035,1810.816,282947.59,163270.658,0,50.042,60.647,43593.72499999999
p30,3,73036,1694.518,277419.922,157742.989,0,44.729,60.647,38066.056
p30,3,73037,2432.126,273010.632,153333.7,0,45.102,60.647,33656.76700000001
p30,3,73038,3044.775,302825.433,141472.989,0,38.564,126.56,-19879.454999999987
p30,3,73413,626.668,403978.795,284301.862,0,72.038,60.647,164624.929
p30,3,73414,1689.63,359866.475,240189.542,0,66.067,60.647,120512.60899999998
p30,3,73415,2342.215,344395.425,183042.981,0,63.742,126.56,21690.53700000001
p30,3,73416,2043.284,482154.107,165783.251,0,18.581,128.352,-150587.604
p30,3,73417,2385.645,276668.457,115316.013,0,39.758,126.56,-46036.43099999998
p30,3,73418,2648.243,270722.713,109370.269,0,26.554,126.56,-51982.17499999999
p30,3,73419,2966.176,239369.989,78017.545,0,20.538,126.56,-83334.89899999999
p30,3,73795,924.269,474782.509,158411.654,0,23.028,128.352,-157959.20099999997
p30,3,73796,1810.079,419768.313,103397.458,0,9.644,128.352,-212973.397
p30,3,73797,2613.586,372921.084,56550.229,0,5.491,128.352,-259820.626
p30,3,73798,2928.4,234731.342,73378.898,0,21.547,126.56,-87973.54599999999
p30,3,73799,3038.106,197742.706,36390.263,0,8.101,126.56,-124962.18099999998
p30,3,73800,2885.048,210069.923,48717.479,0,12.261,126.56,-112634.965
p30,3,74178,49.505,441235.662,279883.219,0,19.581,126.56,118530.775
p30,3,74179,254.881,213428.004,52075.56,0,5.717,126.56,-109276.88399999999
p30,3,74180,711.16,210079.619,48727.176,0,11.45,126.56,-112625.26799999998
p30,4,68844,76.988,1093375.897,192593.628,0,22.046,252.95,-708188.641
p30,4,68846,0.698,34320612.605,33419830.336,0,31.328,252.95,32519048.066999998
p30,4,68847,2.641,12232270.87,11331488.601,0,43.092,252.95,10430706.332
p30,4,69226,21.261,1816163.461,915381.191,0,22.128,252.95,14598.92200000002
p30,4,69227,53.875,1353753.857,452971.588,0,34.683,252.95,-447810.681
p30,4,69228,49.079,848574.27,602048.532,0,42.856,138.665,355522.794
p30,4,69229,1.568,14295025.54,14048499.802,0,31.091,138.665,13801974.064
p30,4,69230,95.784,383756.602,137230.864,0,18.698,138.665,-109294.87400000001
p30,4,69231,235.151,313966.834,67441.097,0,8.127,138.665,-179084.641
p30,4,69232,246.533,321652.206,75126.468,0,10.023,138.665,-171399.27000000002
p30,4,69233,37.752,599517.424,359918.47,0,16.98,111.076,120319.51599999997
p30,4,69605,36.526,1118028.7,217246.43,0,7.98,252.95,-683535.8389999999
p30,4,69606,78.184,1090463.704,189681.435,0,19.5,252.95,-711100.834
p30,4,69607,196.874,1121895.715,221113.446,0,33.332,252.95,-679668.823
p30,4,69608,115.718,564992.347,318466.609,0,46.584,138.665,71940.87099999998
p30,4,69609,17.369,1576920.362,1330394.624,0,34.989,138.665,1083868.886
p30,4,69610,318.434,342270.334,95744.596,0,24.471,138.665,-150781.142
p30,4,69612,166.046,355459.052,108933.314,0,20.594,138.665,-137592.424
p30,4,69613,53.58,665290.197,418764.46,0,33.232,138.665,172238.722
p30,4,69615,163.864,242428.799,93976.682,0,9.386,64.491,-54475.435
p30,4,69616,1235.898,174746.679,26294.562,0,3.253,64.491,-122157.555
p30,4,69617,313.421,164453.396,49591.874,0,7.548,48.337,-65269.647999999994
p30,4,69618,613.108,164493.623,44907.807,0,7.717,47.357,-74678.01
p30,4,69985,11.301,2016090.984,1115308.715,0,17.286,252.95,214526.4460000001
p30,4,69986,67.542,1153095.476,252313.206,0,24.377,252.95,-648469.063
p30,4,69987,151.966,1204691.678,303909.409,0,35.792,252.95,-596872.86
p30,4,69988,11.097,3707607.8,2806825.531,0,47.312,252.95,1906043.262
p30,4,69989,0.938,29620961.784,29374436.046,0,41.343,138.665,29127910.308
p30,4,69990,143.661,448134.661,201608.923,0,35.833,138.665,-44916.815
p30,4,69992,87.828,491586.268,245060.531,0,31.903,138.665,-1465.207000000024
p30,4,69993,197.171,400095.019,153569.281,0,37.097,138.665,-92956.45700000002
p30,4,69994,17.759,2035967.848,1789442.11,0,48.48,138.665,1542916.372
p30,4,69995,495.078,257112.888,108660.771,0,16.899,64.491,-39791.346000000005
p30,4,69996,998.765,172389.688,57528.166,0,13.909,48.337,-57333.356
p30,4,69997,1054.701,140036.705,25175.183,0,5.217,48.337,-89686.33899999999
p30,4,69998,1920.772,105775.197,6846.344,0,0.885,39.7,-92082.509
p30,4,69999,126.813,255179.1,135593.283,0,11.202,47.357,16007.466
p30,4,70002,728.221,349955.686,98849.223,0,30.151,104.686,-152257.24
p30,4,70365,12.655,2499045.337,1598263.068,0,28.859,252.95,697480.799
p30,4,70366,317.79,510112.107,263586.369,0,79.093,138.665,17060.630999999994
p30,4,70367,245.351,556588.575,310062.837,0,67.837,138.665,63537.09899999999
p30,4,70368,5.368,5654903.442,5125471.811,0,39.976,223.428,4596040.179
p30,4,70369,20.34,1657402.567,1127970.935,0,34.972,223.428,598539.3030000001
p30,4,70370,1.913,11816450.314,11287018.682,0,32.586,223.428,10757587.05
p30,4,70371,42.018,1136541.71,607110.079,0,35.586,223.428,77678.44700000004
p30,4,70372,16.46,1991233.736,1744707.998,0,43.423,138.665,1498182.2599999998
p30,4,70373,387.448,385334.824,138809.087,0,48.195,138.665,-107716.65100000001
p30,4,70374,32.0,1224797.649,1076345.532,0,49.12,64.491,927893.4149999999
p30,4,70375,66.795,522910.581,374458.464,0,38.071,64.491,226006.34699999998
p30,4,70376,655.59,202027.33,87165.807,0,24.869,48.337,-27695.714999999997
p30,4,70379,1977.734,138941.985,45001.944,0,7.136,38.242,-48938.096999999994
p30,4,70380,1028.612,191907.114,47222.991,0,7.484,58.357,-97461.13199999998
p30,4,70746,65.904,1363135.929,462353.66,0,45.836,252.95,-438428.609
p30,4,70747,450.293,825081.398,295649.767,0,43.118,223.428,-233781.865
p30,4,70748,29.095,1252663.376,723231.744,0,31.967,223.428,193800.11199999996
p30,4,70749,61.846,783075.624,253643.992,0,23.452,223.428,-275787.64
p30,4,70751,113.281,853220.627,323788.996,0,22.632,223.428,-205642.636
p30,4,70752,49.145,962283.845,432852.213,0,31.832,223.428,-96579.419
p30,4,70753,37.801,1232310.306,702878.674,0,41.212,223.428,173447.04200000002
p30,4,70754,5.919,5607724.784,5498994.562,0,43.971,45.138,5390264.341
p30,4,70755,126.879,344819.31,236089.089,0,32.346,45.138,127358.868
p30,4,70756,649.984,119056.569,108750.566,0,28.805,6.279,98444.56300000001
p30,4,70759,1695.671,147445.513,28060.938,0,4.482,49.534,-91323.637
p30,4,70760,568.707,176334.22,38764.971,0,6.382,55.667,-98804.277
p30,4,71124,250.513,733661.377,487135.64,0,114.785,138.665,240609.902
p30,4,71126,6.108,6095386.483,5565954.851,0,49.94,223.428,5036523.219
p30,4,71127,93.795,799487.79,270056.158,0,38.346,223.428,-259375.474
p30,4,71128,273.25,714403.465,184971.833,0,26.826,223.428,-344459.799
p30,4,71129,545.627,655365.151,125933.519,0,15.306,223.428,-403498.113
p30,4,71130,150.56,610301.374,80869.742,0,7.16,223.428,-448561.89
p30,4,71131,75.904,689272.907,159841.276,0,13.379,223.428,-369590.35599999997
p30,4,71132,384.91,694491.156,165059.525,0,24.846,223.428,-364372.10699999996
p30,4,71133,727.618,298805.266,182362.311,0,55.126,58.729,65919.35599999999
p30,4,71134,94.779,414015.418,305285.196,0,37.885,45.138,196554.97499999998
p30,4,71135,329.46,238101.369,121658.414,0,28.577,58.729,5215.459000000003
p30,4,71136,124.156,264204.279,155474.057,0,15.58,45.138,46743.835999999996
p30,4,71139,354.688,104691.717,26957.799,0,3.591,39.823,-50776.119000000006
p30,4,71507,313.036,827409.358,297977.727,0,37.526,223.428,-231453.90499999997
p30,4,71508,803.451,689718.995,160287.364,0,26.006,223.428,-369144.268
p30,4,71509,546.045,649111.512,119679.881,0,14.486,223.428,-409751.751
p30,4,71510,166.127,584831.562,55399.93,0,5.255,223.428,-474031.702
p30,4,71511,25.345,996768.181,467336.55,0,12.506,223.428,-62095.081999999995
p30,4,71512,805.72,697800.578,168368.946,0,25.144,223.428,-361062.686
p30,4,71513,1085.304,279367.055,162924.1,0,46.281,58.729,46481.145000000004
p30,4,71514,4.143,6730787.537,6609451.52,0,32.1,60.867,6488115.504
p30,4,71515,531.181,243653.657,122317.64,0,20.431,60.867,981.6239999999962
p30,4,71516,830.121,181279.018,64836.063,0,11.178,58.729,-51606.892
p30,4,71519,187.962,132377.64,54643.722,0,8.706,39.823,-23090.196000000004
p30,4,71888,368.302,737419.523,207987.892,0,30.778,223.428,-321443.74
p30,4,71889,642.234,675020.967,145589.335,0,21.472,223.428,-383842.297
p30,4,71890,444.655,650577.962,121146.33,0,17.147,223.428,-408285.30199999997
p30,4,71891,6.428,2796689.011,2267257.379,0,20.704,223.428,1737825.7470000002
p30,4,71898,147.155,177881.326,47617.023,0,5.047,61.047,-82647.28
p30,4,71899,882.744,222182.445,67763.612,0,7.893,68.267,-86655.22200000001
p30,4,72278,779.869,150820.162,71675.329,0,23.234,41.196,-7469.504000000001
p30,4,72279,1596.797,188614.997,34196.163,0,4.671,68.267,-120222.671
p30,4,72280,686.779,217254.658,80904.323,0,19.235,65.307,-55446.01199999999
p30,4,72281,1792.064,207176.822,70826.488,0,17.757,65.307,-65523.846999999994
p30,4,72659,2292.254,252277.309,97858.475,0,16.787,68.267,-56560.359
p30,4,72660,1156.553,234951.138,98600.803,0,30.702,65.307,-37749.53199999999
p30,4,72661,1905.566,458416.971,106665.886,0,35.731,138.72,-245085.19900000002
p30,4,73039,2756.825,276114.184,114761.74,0,33.325,126.56,-46590.70399999998
p30,4,73040,2432.806,404865.672,112245.194,0,24.208,123.8,-180375.28399999999
p30,4,73041,2205.87,372563.507,79943.028,0,14.142,123.8,-212677.45
p30,4,73420,2743.351,236319.289,74966.845,0,22.7,126.56,-86385.59899999999
p30,5,69611,207.543,378923.614,132397.876,0,20.585,138.665,-114127.86200000002
p30,5,69619,794.256,227036.413,54521.618,0,16.882,68.89,-117993.17700000001
p30,5,69620,1748.527,351650.788,100544.325,0,19.122,104.686,-150562.13799999998
p30,5,69991,31.173,955873.282,709347.544,0,33.223,138.665,462821.806
p30,5,70000,919.524,440549.288,189442.825,0,28.998,104.686,-61663.63799999998
p30,5,70001,1218.45,372264.73,121158.267,0,25.485,104.686,-129948.19599999998
p30,5,70381,1182.418,239247.346,94563.223,0,17.58,58.357,-50120.899999999994
p30,5,70382,537.476,320355.959,175671.836,0,29.197,58.357,30987.713000000018
p30,5,70761,242.987,307775.526,163091.403,0,17.673,58.357,18407.28
p30,5,70762,511.39,354677.632,218327.298,0,39.634,65.307,81976.96300000002
p30,5,71140,206.559,192585.744,114851.827,0,13.709,39.823,37117.909
p30,5,71141,56.013,515979.97,365459.94,0,24.548,60.105,214939.91
p30,5,71520,411.881,232904.537,96554.203,0,11.153,65.307,-39796.132
p30,5,71521,648.923,184521.947,48171.613,0,8.84,65.307,-88178.722
p30,5,71900,1045.778,183802.895,47452.561,0,9.349,65.307,-88897.77399999999
p30,5,71901,1699.558,168927.027,32576.692,0,6.14,65.307,-103773.643
p31,1,58256,693.201,686173.961,256186.602,0,53.171,116.889,-173800.75699999998
p31,2,57876,3513.269,663327.309,233339.95,0,57.769,116.889,-196647.40899999999
p31,2,57877,3990.336,722368.554,161254.261,0,33.673,161.266,-399860.03199999995
p31,2,58257,464.814,682020.955,250236.65,0,15.731,120.018,-181547.655
p31,2,58636,1076.736,670487.365,240500.006,0,50.063,116.889,-189487.353
p31,2,58637,1875.782,614786.145,184798.786,0,40.243,116.889,-245188.573
p31,2,59016,3583.435,322687.509,192008.216,0,47.148,38.461,61328.92299999998
p31,2,59017,3894.046,564287.541,134300.182,0,35.959,116.889,-295687.177
p31,2,62812,4164.001,370426.49,118211.905,0,14.677,70.785,-134002.68
p31,2,62813,4173.034,318582.726,75890.238,0,9.145,65.919,-166802.251
p31,2,63192,4371.895,340217.657,88003.072,0,10.549,70.785,-164211.51299999998
p31,2,63193,4315.571,262725.073,19019.645,0,2.061,67.157,-224685.78300000002
p31,2,63572,4290.636,368596.666,116382.081,0,17.092,70.785,-135832.504
p31,2,63573,4232.746,344176.197,96783.328,0,12.564,68.836,-150609.54100000003
p31,2,63952,1463.451,443696.651,191482.066,0,28.401,70.785,-60732.519
p31,2,64331,268.38,921293.187,280821.078,0,34.808,189.364,-359651.03
p31,2,65468,4056.162,785574.506,145102.398,0,20.406,189.364,-495369.71
p31,2,67367,4169.896,755162.41,249468.335,0,73.72,177.652,-256225.74000000002
p31,2,67368,4342.346,707800.039,202105.963,0,65.205,177.652,-303588.112
p31,2,67369,4544.488,699171.151,193477.076,0,60.772,177.652,-312216.999
p31,2,67745,4411.389,875442.15,369748.075,0,102.683,177.652,-135946.0
p31,2,67746,4711.505,804523.441,298829.366,0,94.681,177.652,-206864.70900000003
p31,2,67747,4580.038,706361.731,234672.047,0,33.856,186.716,-237017.63700000002
p31,2,67748,4577.664,681005.618,209315.934,0,29.368,186.716,-262373.75
p31,2,67749,4382.339,685822.862,214133.178,0,31.443,186.716,-257556.506
p31,2,68125,4478.53,956353.097,342401.524,0,37.052,241.214,-271550.049
p31,2,68126,4461.801,720693.362,249003.678,0,33.197,186.716,-222686.006
p31,2,68127,4127.925,646236.402,174546.718,0,22.974,186.716,-297142.966
p31,2,68129,3826.74,629788.23,158098.546,0,20.973,186.716,-313591.13800000004
p31,2,68505,4152.969,850810.825,236859.252,0,25.669,241.214,-377092.321
p31,2,68874,3389.393,1072222.641,227533.4,0,39.992,304.11,-617155.841
p31,2,68884,1814.384,890212.863,276261.291,0,26.075,241.214,-337690.28199999995
p31,2,69254,4381.398,1018225.975,188955.652,0,65.303,312.362,-640314.672
p31,2,69264,3668.257,825644.476,211692.903,0,19.928,241.214,-402258.67
p31,2,69634,3975.808,976260.397,146990.074,0,53.485,312.362,-682280.25
p31,2,69645,4110.315,774755.604,160804.031,0,15.44,241.214,-453147.542
p31,2,70014,3667.324,949762.209,120491.886,0,41.492,312.362,-708778.4380000001
p31,2,70028,4419.584,528369.778,148375.655,0,14.77,138.575,-231618.469
p31,2,70029,4222.201,519204.695,139210.571,0,19.618,138.575,-240783.553
p31,2,70407,4307.347,491611.552,111617.428,0,12.728,138.575,-268376.696
p31,2,70408,4719.033,404893.99,24899.866,0,2.654,138.575,-355094.25800000003
p31,2,70409,2361.425,496556.74,116562.616,0,13.378,138.575,-263431.50800000003
p31,2,70787,3952.288,518344.954,138350.83,0,15.654,138.575,-241643.29400000002
p31,2,70788,3311.169,482850.388,102856.264,0,9.314,138.575,-277137.86
p31,2,70789,2867.88,495983.906,115989.782,0,16.445,138.575,-264004.342
p31,2,71543,4096.847,450665.951,15771.22,0,4.448,175.861,-419123.51100000006
p31,2,71544,4400.678,488066.436,53171.706,0,15.757,175.861,-381723.025
p31,2,71545,4232.518,509486.59,74591.859,0,27.427,175.861,-360302.87200000003
p31,2,71546,4154.029,549172.083,114277.352,0,39.245,175.861,-320617.379
p31,2,71924,4453.614,485467.479,50572.748,0,17.994,175.861,-384321.983
p31,2,71925,4754.041,513046.692,78151.961,0,29.778,175.861,-356742.77
p31,2,71926,4486.648,549369.66,114474.929,0,41.183,175.861,-320419.802
p31,2,72304,3136.378,510538.387,75643.656,0,26.562,175.861,-359251.075
p31,2,72305,4548.627,533474.327,98579.596,0,35.815,175.861,-336315.135
p31,2,72306,4234.19,557852.631,122957.901,0,45.859,175.861,-311936.83
p31,2,72680,3456.071,557317.211,122422.48,0,46.325,175.861,-312472.25100000005
p31,2,72681,4267.728,539582.65,104687.919,0,40.024,175.861,-330206.81200000003
p31,2,73060,3502.453,590005.782,155111.051,0,56.592,175.861,-279783.68000000005
p31,2,73061,4374.127,564981.101,130086.371,0,51.557,175.861,-304808.36000000004
p31,2,73441,3923.604,595728.297,160833.567,0,62.853,175.861,-274061.164
p31,3,54071,1012.795,1230660.185,263183.636,0,26.288,371.286,-704292.9140000001
p31,3,54840,2878.261,1296281.082,185403.347,0,21.486,286.144,-925474.388
p31,3,54841,2059.385,1228423.256,117545.521,0,13.028,286.144,-993332.2140000002
p31,3,54847,2872.108,1071273.615,263915.006,0,68.072,249.616,-543443.602
p31,3,54848,3552.625,1701656.614,181529.903,0,20.931,392.617,-1338596.807
p31,3,54849,3989.265,1673998.719,153872.009,0,13.387,392.617,-1366254.701
p31,3,54850,3128.554,1702644.508,182517.798,0,16.814,392.617,-1337608.912
p31,3,54851,3257.515,1690660.74,258514.765,0,29.442,391.616,-1173631.21
p31,3,54852,3425.706,1585905.792,153759.817,0,12.819,391.616,-1278386.158
p31,3,55220,2996.209,1273307.945,162430.209,0,19.06,286.144,-948447.5260000001
p31,3,55221,3040.607,1160264.34,49386.605,0,5.509,286.144,-1061491.1300000001
